time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/loss,train/value_loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/approx_kl,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_object_ep_length,eval/mean_object_reward,eval/mean_score_reward,eval/mean_score_ep_length
5679,2469888,2412,434,0.05062272,-1.22622599452734,-0.004856636427575722,-0.019763469696044922,0.0066689089871943,0.0001265568,0.9770737886428833,0.185546875,0.0012789071,9644,12.04,8758.16,,,,
5680,2470912,2413,434,0.05060224,-1.250833585858345,-0.005682844028342515,-0.01538989506661892,0.01934233045903966,0.0001265056,0.9469218850135803,0.21435546875,0.0015278229,9648,12.04,8758.16,,,,
5681,2471936,2414,435,0.05058176,-1.2821833714842796,-0.004833529674215242,-0.01916850544512272,0.007611529901623726,0.0001264544,0.9794138073921204,0.125,0.00093753915,9652,12.04,8758.16,,,,
5683,2472960,2415,435,0.05056128,-1.2613225281238556,-0.00476248626364395,-0.01385545451194048,0.008754712849622592,0.0001264032,0.9848209619522095,0.12744140625,0.0011199515,9656,12.04,8758.16,,,,
5684,2473984,2416,435,0.05054080000000001,-1.2554169297218323,-0.0062944027595222,-0.020809901878237724,0.004728140105726197,0.000126352,0.9921032786369324,0.172119140625,0.0012767519,9660,12.05,8752.5,,,,
,2475000,,,0.05052032,-1.2562847211956978,-0.006680035556200892,-0.02529658004641533,0.005920195981161669,0.00012630079999999998,0.9867504239082336,0.214111328125,0.0016165802,9664,,,6377.6,-943.2266668,19.6,6377.6
5711,2475008,2417,433,,,,,,,,,,,12.05,8752.5,,,,
5712,2476032,2418,433,0.05049984000000001,-1.2797367125749588,-0.006165779632283375,-0.018522290512919426,0.008199763571610674,0.00012624960000000003,0.9858133792877197,0.176025390625,0.0012566985,9668,12.14,8728.76,,,,
5713,2477056,2419,433,0.05047936,-1.2297622710466385,-0.005490545212524012,-0.018218738958239555,0.01114612608216703,0.0001261984,0.9724220037460327,0.18017578125,0.0016327508,9672,12.13,8729.1,,,,
5714,2478080,2420,433,0.05045888000000001,-1.2442864775657654,-0.004504443553742021,-0.010938230901956558,0.02431641798466444,0.00012614720000000002,0.9287757873535156,0.22412109375,0.001506171,9676,12.31,8677.61,,,,
