time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_fraction,train/learning_rate,train/n_updates,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_object_reward,eval/mean_score_reward
314,321536,3500,91,-0.005778372287750244,-0.004247227654559538,0.0027300804,0.7812711000442505,-1.2480350136756897,0.029278717935085297,0.209716796875,0.0002339744,1252,0.09358976000000001,3660.21,-20.01,,,,
315,322560,3510,91,0.018948594108223915,-0.003996040526544675,0.0024575035,0.38947945833206177,-1.2817009091377258,0.08585470844991505,0.16796875,0.0002339232,1256,0.09356928,3655.75,-20.02,,,,
316,323584,3520,91,0.02057619020342827,-0.0019257472886238247,0.0027551106,0.6404846906661987,-1.2838842645287514,0.06774981343187392,0.0478515625,0.000233872,1260,0.0935488,3641.42,-20.05,,,,
317,324608,3530,91,-0.0063790129497647285,0.00010772535461001098,0.0027618303,0.9259475469589233,-1.268233209848404,0.023000922868959606,0.072021484375,0.0002338208,1264,0.09352832,3633.41,-20.06,,,,
,325000,,,0.017483104020357132,-0.0017396350303897634,0.0029506441,0.6826245784759521,-1.2854202389717102,0.06342956004664302,0.083740234375,0.0002337696,1268,0.09350784000000001,,,3056.0,3056.0,-66.78999999999999,-21.0
318,325632,3571,91,,,,,,,,,,,3635.75,-20.06,,,,
319,326656,3581,91,0.003923559561371803,-0.002099460136378184,0.002981797,0.6859846711158752,-1.2447537630796432,0.06237585097551346,0.118896484375,0.0002337184,1272,0.09348736,3627.33,-20.06,,,,
320,327680,3591,91,0.01607123389840126,-0.0006576712476089597,0.003247138,0.6346575021743774,-1.2700731679797173,0.06492650648579001,0.1240234375,0.0002336672,1276,0.09346688,3627.33,-20.06,,,,
321,328704,3600,91,0.016864482313394547,-0.0013746913318755105,0.001518008,0.47356313467025757,-1.2687030285596848,0.07389912661164999,0.172607421875,0.000233616,1280,0.0934464,3627.33,-20.06,,,,
322,329728,3610,91,-0.006932574324309826,-0.000469813501695171,0.0029823706,0.7416264414787292,-1.2737517803907394,0.023331852280534804,0.0478515625,0.0002335648,1284,0.09342592,3632.64,-20.04,,,,
323,330752,3620,91,-0.0011211493983864784,0.00014935279614292085,0.0008797454,0.8797465562820435,-1.3016227781772614,0.021384541760198772,0.0185546875,0.00023351359999999999,1288,0.09340544,3611.32,-20.08,,,,
324,331776,3630,91,0.0017301663756370544,-0.0006976906151976436,0.0029672887,0.8125300407409668,-1.312048003077507,0.039190691662952304,0.066162109375,0.0002334624,1292,0.09338496000000002,3620.84,-20.06,,,,
325,332800,3641,91,0.012145910412073135,-0.0029243828321341425,0.004680891,0.7412276268005371,-1.325261428952217,0.07937930105254054,0.273681640625,0.00023341119999999998,1296,0.09336448,3621.94,-20.06,,,,
326,333824,3651,91,0.0170644111931324,0.0007841494516469538,0.0024849717,0.7801862955093384,-1.3119618892669678,0.08622524281963706,0.0380859375,0.00023336000000000003,1300,0.09334400000000001,3621.94,-20.06,,,,
327,334848,3660,91,0.0003077453002333641,-0.0005395936605054885,0.0005768614,0.8827285766601562,-1.3075687885284424,0.03577399835921824,0.022216796875,0.00023330880000000003,1304,0.09332352000000001,3630.0,-20.06,,,,
328,335872,3670,91,-0.007884389720857143,-0.0017112881469074637,0.0025424752,0.9058874249458313,-1.3253708258271217,0.025166854611597955,0.05615234375,0.00023325760000000002,1308,0.09330304,3641.18,-20.06,,,,
329,336896,3681,91,0.011219250038266182,-0.0013434055726975203,0.0033219154,0.5799468755722046,-1.3280376866459846,0.06940913270227611,0.065673828125,0.00023320640000000002,1312,0.09328256000000001,3638.79,-20.07,,,,
330,337920,3690,91,0.022729959338903427,-0.0013042473001405597,0.0026354638,0.6017398238182068,-1.3272890374064445,0.07629697304219007,0.0859375,0.00023315520000000001,1316,0.09326208000000001,3645.1,-20.06,,,,
331,338944,3700,91,0.0066861845552921295,-0.0026813126751221716,0.002406817,0.8406760096549988,-1.3485369831323624,0.05597850913181901,0.11083984375,0.000233104,1320,0.09324160000000001,3645.1,-20.06,,,,
332,339968,3710,91,0.004436993971467018,-0.0011208314826944843,0.0028132547,0.8075962066650391,-1.3427932858467102,0.038565397495403886,0.07568359375,0.0002330528,1324,0.09322112,3651.14,-20.04,,,,
333,340992,3720,91,0.020111840218305588,-8.590149809606373e-05,0.0006981616,0.7098448872566223,-1.3411496132612228,0.06101056048646569,0.0107421875,0.0002330016,1328,0.09320064,3651.14,-20.04,,,,
334,342016,3730,91,-0.007751823402941227,-0.0025841400492936373,0.003260286,0.7655731439590454,-1.3237444683909416,0.024447889649309218,0.1533203125,0.0002329504,1332,0.09318016000000001,3651.14,-20.04,,,,
335,343040,3740,91,0.008194994181394577,-0.0031078720348887146,0.0029074694,0.7495748996734619,-1.3437143117189407,0.05093834991566837,0.21533203125,0.0002328992,1336,0.09315968000000001,3658.12,-20.03,,,,
336,344064,3750,91,-0.00990956462919712,-0.002280212356708944,0.0015459887,0.9541566967964172,-1.3293572813272476,0.017174173437524587,0.07470703125,0.00023284800000000002,1340,0.0931392,3657.07,-20.05,,,,
337,345088,3760,91,0.024276237934827805,-0.0009211905125994235,0.0031734034,0.7146738767623901,-1.311791516840458,0.07079296745359898,0.087646484375,0.00023279680000000001,1344,0.09311872,3657.31,-20.05,,,,
338,346112,3770,91,0.014457691460847855,-0.0019225163268856704,0.0032765712,0.708832859992981,-1.3158582672476768,0.053890680661424994,0.09130859375,0.0002327456,1348,0.09309824,3660.65,-20.04,,,,
339,347136,3780,91,-0.007168684154748917,-0.0012254594475962222,0.0026884663,0.8586878180503845,-1.3276861235499382,0.02175550803076476,0.0771484375,0.0002326944,1352,0.09307776000000001,3651.82,-20.06,,,,
340,348160,3790,91,0.01007179357111454,-0.0014286334626376629,0.003157042,0.7235736846923828,-1.3471672013401985,0.07312483782880008,0.080322265625,0.0002326432,1356,0.09305728,3651.82,-20.06,,,,
341,349184,3800,91,0.022636156529188156,-0.0005207123758736998,0.0009453344,0.692926824092865,-1.3327886685729027,0.057037940714508295,0.01416015625,0.000232592,1360,0.0930368,3648.04,-20.07,,,,
,350000,,,0.00011618062853813171,-0.0008091519994195551,0.0024266876,0.8656020164489746,-1.3592886179685593,0.03508176060859114,0.033447265625,0.0002325408,1364,0.09301632,,,3056.0,3056.0,-227.74,-21.0
342,350208,3840,91,,,,,,,,,,,3648.04,-20.07,,,,
343,351232,3849,91,0.018214533105492592,-0.0019092698639724404,0.0020938274,0.6946808099746704,-1.3546661362051964,0.06058735749684274,0.10888671875,0.0002324896,1368,0.09299584,3641.26,-20.09,,,,
344,352256,3859,91,0.030012214556336403,-0.003978124383138493,0.0046538315,0.5081291198730469,-1.3371047601103783,0.09723253501579165,0.20849609375,0.0002324384,1372,0.09297536,3644.92,-20.09,,,,
345,353280,3870,91,0.002276754006743431,3.082567127421498e-05,0.0007523926,0.9006768465042114,-1.3602909222245216,0.042566917603835464,0.028076171875,0.00023238719999999998,1376,0.09295488,3644.01,-20.07,,,,
346,354304,3880,91,0.0004483293741941452,-0.002286484057549387,0.0018743977,0.8517189025878906,-1.3129552975296974,0.02956098725553602,0.07080078125,0.00023233599999999998,1380,0.0929344,3641.09,-20.07,,,,
347,355328,3890,91,0.0037339385598897934,-0.0013913357543060556,0.001880222,0.772037148475647,-1.35853823274374,0.04441738314926624,0.113037109375,0.00023228480000000003,1384,0.09291392000000001,3648.42,-20.06,,,,
348,356352,3899,91,0.01069507747888565,-0.003466595313511789,0.0021547535,0.8514190912246704,-1.3427030369639397,0.043213133001700044,0.125244140625,0.0002322336,1388,0.09289344,3648.42,-20.06,,,,
349,357376,3910,91,-0.0013436749577522278,-0.0034187776618637145,0.001622756,0.8919049501419067,-1.357712671160698,0.04319458524696529,0.09716796875,0.00023218240000000002,1392,0.09287296,3637.98,-20.1,,,,
350,358400,3920,91,0.03131812810897827,-2.9309623641893268e-05,0.00033931824,0.583843469619751,-1.3361089378595352,0.09538888372480869,0.003662109375,0.00023213120000000002,1396,0.09285248000000002,3637.98,-20.1,,,,
351,359424,3930,91,0.04414822906255722,0.0002752094005700201,0.00051442883,0.6044309735298157,-1.3527561128139496,0.11551349656656384,0.017333984375,0.00023208000000000001,1400,0.09283200000000001,3647.58,-20.09,,,,
352,360448,3940,91,0.010138734243810177,-0.001586354715982452,0.0023452283,0.7614048719406128,-1.3566181361675262,0.06223113415762782,0.115478515625,0.0002320288,1404,0.09281152000000001,3645.03,-20.1,,,,
353,361472,3950,91,0.001708710566163063,-0.004300695203710347,0.0032163998,0.7659111022949219,-1.3517687171697617,0.06145959463901818,0.20458984375,0.0002319776,1408,0.09279104,3645.03,-20.1,,,,
354,362496,3959,91,0.007285477593541145,-0.0028406499041011557,0.001574869,0.7243528962135315,-1.3092931136488914,0.06521044438704848,0.11181640625,0.0002319264,1412,0.09277056,3656.08,-20.07,,,,
355,363520,3970,91,-0.002550225704908371,-7.777796417940408e-05,0.0009953303,0.8514544367790222,-1.3462173640727997,0.03760556899942458,0.01953125,0.0002318752,1416,0.09275008000000001,3665.65,-20.06,,,,
356,364544,3980,91,0.005269017070531845,-0.0006994393770582974,0.0015892677,0.6736383438110352,-1.3431817293167114,0.05702931107953191,0.031005859375,0.000231824,1420,0.09272960000000001,3668.4,-20.05,,,,
357,365568,3990,91,0.0005291495472192764,-0.0007257727556861937,0.0010306258,0.7692078351974487,-1.336496613919735,0.04102459317073226,0.13427734375,0.00023177280000000002,1424,0.09270912,3668.4,-20.05,,,,
358,366592,4000,91,0.019336486235260963,-0.0027332804747857153,0.0024500326,0.5959464311599731,-1.328652337193489,0.08404863625764847,0.07763671875,0.00023172160000000001,1428,0.09268864,3655.49,-20.08,,,,
359,367616,4011,91,0.010617963969707489,-0.0018622164498083293,0.0015043961,0.5805890560150146,-1.3454298004508018,0.07877490879036486,0.041259765625,0.0002316704,1432,0.09266816,3662.04,-20.07,,,,
360,368640,4020,91,0.02053222618997097,-0.0012363484129309654,0.003065419,0.7076938152313232,-1.3187535181641579,0.05944955023005605,0.119140625,0.0002316192,1436,0.09264768000000001,3671.09,-20.05,,,,
361,369664,4030,91,0.004782434552907944,-0.0010768791835289448,0.0010660847,0.8557872176170349,-1.3221752047538757,0.036985818413086236,0.0263671875,0.000231568,1440,0.0926272,3666.56,-20.04,,,,
362,370688,4040,91,0.02394712343811989,-0.0006087155779823661,0.001990937,0.5459716320037842,-1.3266740888357162,0.07426541112363338,0.042236328125,0.0002315168,1444,0.09260672,3661.8,-20.05,,,,
363,371712,4050,91,0.017617404460906982,-0.0009656472248025239,0.0004098796,0.7973073124885559,-1.332202486693859,0.06310569145716727,0.0263671875,0.0002314656,1448,0.09258624,3661.8,-20.05,,,,
364,372736,4061,91,0.014111701399087906,-0.0007459054468199611,0.00064794475,0.7585227489471436,-1.3164763748645782,0.0608359866309911,0.01953125,0.0002314144,1452,0.09256576,3683.04,-20.01,,,,
365,373760,4071,91,0.022220507264137268,6.140049663372338e-05,0.0018789019,0.5603232383728027,-1.316664457321167,0.0814407505095005,0.07177734375,0.0002313632,1456,0.09254528000000001,3683.04,-20.01,,,,
366,374784,4080,91,0.01931871846318245,-0.00049396968097426,0.0003583195,0.45342814922332764,-1.3010569885373116,0.07193767605349422,0.003173828125,0.00023131199999999998,1460,0.0925248,3683.04,-20.01,,,,
,375000,,,0.0213429294526577,-0.00045380952360574156,0.0016874485,0.5889378190040588,-1.313801184296608,0.07183484174311161,0.018310546875,0.0002312608,1464,0.09250432,,,3129.8,3129.8,-2890.2,-21.0
367,375808,4121,91,,,,,,,,,,,3679.44,-20.01,,,,
368,376832,4131,91,0.040080539882183075,-0.001728303061099723,0.0022824765,0.6486953496932983,-1.3231935054063797,0.11386467376723886,0.0634765625,0.00023120960000000003,1468,0.09248384000000001,3699.96,-19.95,,,,
369,377856,4142,91,0.01602988690137863,-0.0011306648375466466,0.0019515735,0.7907013297080994,-1.3289838880300522,0.05196728673763573,0.03369140625,0.0002311584,1472,0.09246336,3709.04,-19.94,,,,
370,378880,4152,91,0.05443069338798523,-0.0007258674886543304,0.0053738095,0.43291354179382324,-1.292855516076088,0.13467772863805294,0.14453125,0.00023110720000000002,1476,0.09244288,3709.04,-19.94,,,,
371,379904,4162,91,0.020003367215394974,-0.0009066545753739774,0.0027223327,0.6229523420333862,-1.2565799206495285,0.0652843399439007,0.09326171875,0.00023105600000000002,1480,0.09242240000000002,3718.74,-19.92,,,,
372,380928,4172,91,0.011179528199136257,0.0001741671294439584,0.0016283188,0.7866671085357666,-1.2868959307670593,0.06211061612702906,0.0302734375,0.00023100480000000001,1484,0.09240192000000001,3729.1,-19.9,,,,
373,381952,4181,91,0.0024068616330623627,-0.0015761756803840399,0.0025487877,0.7108719348907471,-1.2764277905225754,0.06128244800493121,0.03564453125,0.0002309536,1488,0.09238144000000001,3750.45,-19.86,,,,
374,382976,4191,91,0.010105334222316742,-0.0027680796338245273,0.00067089434,0.7647032737731934,-1.2899326607584953,0.06427864683791995,0.104736328125,0.0002309024,1492,0.09236096,3750.45,-19.86,,,,
375,384000,4201,91,0.05886932089924812,0.00018189441470894963,0.00276531,0.29414182901382446,-1.290813259780407,0.12436398072168231,0.10205078125,0.0002308512,1496,0.09234048,3754.51,-19.85,,,,
376,385024,4211,91,0.004131716676056385,-0.0032459696230944246,0.0017897733,0.7455031871795654,-1.2735287621617317,0.042211214546114206,0.16064453125,0.0002308,1500,0.09232000000000001,3766.03,-19.84,,,,
377,386048,4221,91,0.014546691440045834,-0.0009849989146459848,0.0023357868,0.5920838117599487,-1.277820698916912,0.06982405949383974,0.113525390625,0.0002307488,1504,0.09229952000000001,3777.51,-19.82,,,,
378,387072,4231,91,0.02166110649704933,-0.0022343085147440434,0.0016605463,0.5724705457687378,-1.2371785789728165,0.09002954652532935,0.046142578125,0.00023069760000000002,1508,0.09227904,3777.48,-19.82,,,,
379,388096,4241,91,0.01104283332824707,-0.0023073435586411506,0.0020020606,0.7695760726928711,-1.2446366474032402,0.06902324361726642,0.081298828125,0.00023064640000000001,1512,0.09225856,3797.32,-19.8,,,,
380,389120,4251,91,0.0164569653570652,-0.0004373372212285176,0.00059230643,0.7466124296188354,-1.2757399305701256,0.06933771097101271,0.0234375,0.0002305952,1516,0.09223808,3805.57,-19.8,,,,
381,390144,4261,91,0.03603183105587959,-0.0011640887532848865,0.0026425356,0.4475259780883789,-1.2537065595388412,0.11174507671967149,0.052001953125,0.000230544,1520,0.09221760000000001,3805.57,-19.8,,,,
382,391168,4271,91,0.004600115120410919,-0.0008453046611975878,0.0024143755,0.6723017692565918,-1.254564806818962,0.06791326706297696,0.06005859375,0.0002304928,1524,0.09219712000000001,3811.78,-19.8,,,,
383,392192,4281,91,0.019106294959783554,2.621093881316483e-05,0.0013057706,0.4750058650970459,-1.2685166522860527,0.05984723102301359,0.02685546875,0.0002304416,1528,0.09217664,3811.78,-19.8,,,,
384,393216,4290,91,0.04090620577335358,-0.0009478977153776214,0.0017421048,0.6482803821563721,-1.2684673145413399,0.10989434458315372,0.027587890625,0.0002303904,1532,0.09215616,3853.38,-19.75,,,,
385,394240,4300,91,-0.006882216781377792,-0.0029043921967968345,0.0022460641,0.8594205975532532,-1.2202413901686668,0.04410744761116803,0.05078125,0.0002303392,1536,0.09213568,3869.09,-19.72,,,,
386,395264,4310,91,0.02403949573636055,-0.0008859064255375415,0.0017997411,0.6885560750961304,-1.2165929600596428,0.07307533174753189,0.03125,0.000230288,1540,0.09211520000000001,3875.08,-19.7,,,,
387,396288,4320,91,0.019502459093928337,-0.0009129667887464166,0.0005719253,0.6211243867874146,-1.2194211855530739,0.06819629203528166,0.011962890625,0.00023023679999999998,1544,0.09209472,3878.81,-19.68,,,,
388,397312,4331,91,0.015024693682789803,-0.0007304924074560404,0.0023676287,0.667270839214325,-1.1958632543683052,0.07216530269943178,0.041259765625,0.0002301856,1548,0.09207424,3878.81,-19.68,,,,
389,398336,4341,91,0.01657063141465187,-0.0006720374512951821,0.0016510439,0.5526200532913208,-1.1833733543753624,0.08142478857189417,0.075439453125,0.0002301344,1552,0.09205376,3878.81,-19.68,,,,
390,399360,4351,91,0.02245909906923771,-0.0007020584453130141,0.0012973603,0.507630467414856,-1.1934767067432404,0.0895631262101233,0.01953125,0.0002300832,1556,0.09203328,3877.6,-19.69,,,,
,400000,,,0.031377293169498444,0.00021510370424948633,0.0004446057,0.5186557769775391,-1.2165147811174393,0.09274991462007165,0.015380859375,0.00023003200000000002,1560,0.0920128,,,3056.0,3056.0,-2422.1600000000003,-21.0
391,400384,4392,91,,,,,,,,,,,3877.6,-19.69,,,,
392,401408,4401,91,0.02732284739613533,0.001525713894807268,0.000566343,0.402072012424469,-1.1880645155906677,0.08128061145544052,0.024169921875,0.0002299808,1564,0.09199232,3877.6,-19.69,,,,
393,402432,4411,91,0.024388767778873444,-0.0008788650156930089,0.0011008945,0.5717692971229553,-1.1962420865893364,0.0843137763440609,0.058837890625,0.00022992960000000002,1568,0.09197184000000001,3886.33,-19.67,,,,
394,403456,4421,91,0.018798187375068665,-0.0011447558063082397,0.00089335436,0.7662112712860107,-1.1990324929356575,0.07865454140119255,0.041015625,0.0002298784,1572,0.09195136000000001,3916.17,-19.59,,,,
395,404480,4432,91,0.0243937186896801,-0.0008868884760886431,0.0012189972,0.5731462240219116,-1.2259701564908028,0.10935082798823714,0.047607421875,0.0002298272,1576,0.09193088,3941.57,-19.55,,,,
396,405504,4442,91,0.0028535984456539154,-0.004075083357747644,0.0053895675,0.7120226621627808,-1.2312359735369682,0.05207866756245494,0.22021484375,0.000229776,1580,0.0919104,3941.57,-19.55,,,,
397,406528,4452,91,0.005923682823777199,-0.0021101866441313177,0.0016703379,0.5187523365020752,-1.2351652905344963,0.06786203337833285,0.089599609375,0.0002297248,1584,0.09188992000000001,3939.97,-19.57,,,,
398,407552,4462,91,0.02569841966032982,-0.0002762067597359419,0.0006763263,0.5348954796791077,-1.247785210609436,0.10101941600441933,0.00927734375,0.00022967360000000002,1588,0.09186944000000001,3942.67,-19.56,,,,
399,408576,4472,91,0.00901770405471325,-0.0026915679773082957,0.0028659499,0.4510050415992737,-1.239130400121212,0.06339588412083685,0.1083984375,0.00022962240000000002,1592,0.09184896000000001,3942.67,-19.56,,,,
400,409600,4482,91,0.008878147229552269,-0.0018221306381747127,0.0005360678,0.5969008207321167,-1.2352576181292534,0.06036570994183421,0.04052734375,0.00022957120000000002,1596,0.09182848,3942.67,-19.56,,,,
401,410624,4492,91,0.019507963210344315,-0.0025274670479120687,0.0015744604,0.5074708461761475,-1.2295454815030098,0.08624871727079153,0.0751953125,0.00022952,1600,0.091808,3942.67,-19.56,,,,
402,411648,4502,91,0.010126755572855473,-0.002388156746746972,0.0018796741,0.5838857889175415,-1.2504077702760696,0.06051055062562227,0.04931640625,0.0002294688,1604,0.09178752000000001,3943.3,-19.57,,,,
403,412672,4512,91,0.007610369473695755,-0.001421242457581684,0.0018272087,0.7576000690460205,-1.2361475229263306,0.056971129262819886,0.041015625,0.0002294176,1608,0.09176704000000001,3959.04,-19.55,,,,
404,413696,4522,91,0.011617761105298996,-0.0028027200314681977,0.0017894234,0.783797025680542,-1.2401323914527893,0.0606954344548285,0.15576171875,0.0002293664,1612,0.09174656,3984.09,-19.52,,,,
405,414720,4532,91,0.013365456834435463,-0.0018909765203716233,0.0015991165,0.7420336008071899,-1.220205657184124,0.06988653913140297,0.1376953125,0.0002293152,1616,0.09172608,3980.94,-19.54,,,,
406,415744,4542,91,0.010553989559412003,-0.0022016883740434423,0.0010801237,0.7510762214660645,-1.2285715267062187,0.06477546296082437,0.144287109375,0.000229264,1620,0.0917056,3988.35,-19.52,,,,
407,416768,4552,91,0.006281876936554909,-0.00019686270388774574,0.0010101893,0.5538872480392456,-1.2026510760188103,0.0678694904781878,0.027587890625,0.0002292128,1624,0.09168512000000001,3988.35,-19.52,,,,
408,417792,4562,91,0.016900941729545593,4.4366082875058055e-05,0.0011622265,0.34656405448913574,-1.197995349764824,0.07025704090483487,0.1015625,0.00022916159999999998,1628,0.09166464,3988.35,-19.52,,,,
409,418816,4572,91,0.017820173874497414,-0.0011528597096912563,0.0027493462,0.3680143356323242,-1.1968629658222198,0.09025838132947683,0.077880859375,0.0002291104,1632,0.09164416,3990.41,-19.52,,,,
410,419840,4582,91,0.009480420500040054,-0.0037736555677838624,0.0015669118,0.47075265645980835,-1.1974305212497711,0.08354456629604101,0.0732421875,0.0002290592,1636,0.09162368,3990.41,-19.52,,,,
411,420864,4592,91,0.009507080540060997,-0.0017394848982803524,0.0010297628,0.5921106934547424,-1.188782311975956,0.0565243533346802,0.033935546875,0.000229008,1640,0.0916032,4003.72,-19.51,,,,
412,421888,4602,91,0.01306028850376606,-0.0034578150080051273,0.0009539908,0.6044981479644775,-1.1981762200593948,0.0884056119248271,0.139404296875,0.0002289568,1644,0.09158272,4003.72,-19.51,,,,
413,422912,4612,91,0.03216759115457535,-0.0005753370642196387,0.00081024825,0.510435938835144,-1.1781951934099197,0.1024857247248292,0.034912109375,0.0002289056,1648,0.09156224,4011.83,-19.51,,,,
414,423936,4622,91,0.017904026433825493,-0.0017310384719166905,0.00045466935,0.6563547849655151,-1.173215925693512,0.07958747423253953,0.009033203125,0.00022885440000000002,1652,0.09154176000000001,4045.2,-19.47,,,,
415,424960,4632,91,0.01457312610000372,-0.0014996593235991895,0.0021383392,0.6227881908416748,-1.2015518471598625,0.07939796848222613,0.11181640625,0.0002288032,1656,0.09152128000000001,4089.16,-19.39,,,,
,425000,,,0.0013623591512441635,-0.0008456811192445457,0.00064164447,0.7841352224349976,-1.2031227946281433,0.053988825995475054,0.00830078125,0.000228752,1660,0.09150080000000001,,,3279.6,3279.6,-807.8100000000001,-20.6
416,425984,4676,91,,,,,,,,,,,4117.95,-19.36,,,,
417,427008,4686,91,0.015561610460281372,-0.0021922440791968256,0.00066304585,0.5114262104034424,-1.2069876790046692,0.07020597835071385,0.03466796875,0.0002287008,1664,0.09148032,4117.95,-19.36,,,,
418,428032,4696,91,0.02689402922987938,-0.0022714679944328964,0.0013040231,0.495233952999115,-1.1964208036661148,0.09633292676880956,0.087890625,0.0002286496,1668,0.09145984000000001,4124.96,-19.34,,,,
419,429056,4706,91,0.020312484353780746,-0.002122914360370487,0.0024008465,0.383190393447876,-1.206408552825451,0.0927209765650332,0.057373046875,0.00022859840000000002,1672,0.09143936000000001,4124.96,-19.34,,,,
420,430080,4716,91,0.0286030825227499,-0.0009276073396904394,0.0011089445,0.4685054421424866,-1.1523043736815453,0.06371524813584983,0.0517578125,0.00022854720000000002,1676,0.09141888000000001,4133.41,-19.34,,,,
421,431104,4726,91,0.012308146804571152,-0.0008177034032996744,0.0010711692,0.6533485651016235,-1.1658681109547615,0.06514559080824256,0.050048828125,0.00022849600000000002,1680,0.0913984,4138.41,-19.33,,,,
422,432128,4736,91,0.029776470735669136,-0.001210443995660171,0.0008657038,0.4297117590904236,-1.1869807615876198,0.10250597540289164,0.038330078125,0.0002284448,1684,0.09137792,4141.29,-19.34,,,,
423,433152,4746,91,0.01806824468076229,-0.0018046377517748624,0.0013282562,0.550260066986084,-1.1924182325601578,0.061889960896223783,0.056396484375,0.0002283936,1688,0.09135744000000001,4150.92,-19.34,,,,
424,434176,4755,91,0.008892720565199852,-0.0030064429447520524,0.0013628681,0.483398973941803,-1.1938399896025658,0.06095558637753129,0.075439453125,0.0002283424,1692,0.09133696000000001,4163.41,-19.32,,,,
425,435200,4766,91,0.013655873015522957,-0.0009532905532978475,0.0013148951,0.42176294326782227,-1.2160683944821358,0.08951041358523071,0.083251953125,0.0002282912,1696,0.09131648,4163.41,-19.32,,,,
426,436224,4775,91,0.015067466534674168,-0.0011333413422107697,0.0011141414,0.5456943511962891,-1.2181692272424698,0.07051333365961909,0.05859375,0.00022824,1700,0.091296,4186.46,-19.26,,,,
427,437248,4785,91,0.018175307661294937,-0.0017996527603827417,0.0016861649,0.4576069712638855,-1.2119422927498817,0.07429230329580605,0.07421875,0.0002281888,1704,0.09127552,4194.38,-19.24,,,,
428,438272,4795,91,0.014563328586518764,-0.003177857433911413,0.003401924,0.7213575839996338,-1.2204109355807304,0.06612988375127316,0.16845703125,0.0002281376,1708,0.09125504000000001,4222.8,-19.22,,,,
429,439296,4805,91,0.01875445805490017,-0.003347736084833741,0.0015978283,0.5651230812072754,-1.2363301292061806,0.07547762827016413,0.093505859375,0.0002280864,1712,0.09123456,4222.8,-19.22,,,,
430,440320,4815,91,0.028036195784807205,-0.0009657766204327345,0.00086530554,0.38422173261642456,-1.2201856225728989,0.08143993280827999,0.070556640625,0.0002280352,1716,0.09121408,4227.46,-19.23,,,,
431,441344,4825,91,0.019075635820627213,-0.0009563126659486443,0.001674939,0.35458463430404663,-1.2281762510538101,0.06835563341155648,0.046630859375,0.000227984,1720,0.0911936,4229.83,-19.22,,,,
432,442368,4835,91,0.011899617500603199,-0.0006152670684969053,0.0010241248,0.5341309905052185,-1.2264934331178665,0.06499939621426165,0.04833984375,0.0002279328,1724,0.09117312,4245.69,-19.2,,,,
433,443392,4845,91,0.010701494291424751,-0.0010806038117152639,0.0016558077,0.5010637044906616,-1.2129894569516182,0.061158127849921584,0.084716796875,0.0002278816,1728,0.09115264000000001,4262.34,-19.19,,,,
434,444416,4855,91,0.025491368025541306,-0.001910379112814553,0.0010886104,0.407614529132843,-1.2223273888230324,0.09912436921149492,0.0859375,0.0002278304,1732,0.09113216,4262.34,-19.19,,,,
435,445440,4865,91,0.01768110692501068,-0.002984805731102824,0.0008195475,0.5487868785858154,-1.2018511295318604,0.07643882790580392,0.114990234375,0.00022777920000000002,1736,0.09111168000000001,4262.34,-19.19,,,,
436,446464,4875,91,0.03515058755874634,-0.002609803283121437,0.0015575618,0.40251898765563965,-1.1669235825538635,0.10370801482349634,0.055419921875,0.00022772799999999999,1740,0.0910912,4278.34,-19.18,,,,
437,447488,4884,91,0.013409960083663464,-0.001087863216525875,0.0017803062,0.42822879552841187,-1.1604940369725227,0.08324939105659723,0.076416015625,0.0002276768,1744,0.09107072000000001,4278.34,-19.18,,,,
438,448512,4894,91,0.02223244681954384,-0.0008140439749695361,0.0030641763,0.5986109972000122,-1.1732391938567162,0.06852853135205805,0.126708984375,0.0002276256,1748,0.09105024,4319.9,-19.13,,,,
439,449536,4904,91,0.013726755976676941,-0.0018558571464382112,0.0009157666,0.4806140065193176,-1.1939630806446075,0.07680895505473018,0.11328125,0.00022757440000000003,1752,0.09102976000000002,4319.9,-19.13,,,,
,450000,,,0.021894153207540512,-0.0021984306222293526,0.0014685596,0.5402758717536926,-1.1652494594454765,0.06910198414698243,0.07177734375,0.00022752320000000002,1756,0.09100928000000001,,,7992.4,7992.4,-1541.1299999999999,-19.4
440,450560,4995,90,,,,,,,,,,,4340.02,-19.12,,,,
441,451584,5004,90,0.006196718662977219,-0.0023413479793816805,0.0013010178,0.4956258535385132,-1.1400473564863205,0.06074886885471642,0.141845703125,0.00022747200000000002,1760,0.09098880000000001,4340.02,-19.12,,,,
442,452608,5015,90,0.020939145237207413,-0.0018772890325635672,0.0010630584,0.49220913648605347,-1.1280910521745682,0.0839716955088079,0.05126953125,0.00022742080000000002,1764,0.09096832,4340.02,-19.12,,,,
443,453632,5025,90,0.01673024147748947,-0.001347080833511427,0.000630972,0.6566134691238403,-1.1678567081689835,0.07627806067466736,0.0654296875,0.0002273696,1768,0.09094784,4361.27,-19.09,,,,
444,454656,5035,90,0.020864596590399742,-0.002977604162879288,0.0016595249,0.6183764934539795,-1.1429026424884796,0.07482731575146317,0.08642578125,0.0002273184,1772,0.09092736000000001,4391.81,-19.05,,,,
