#{"t_start": 1752535682.4584038, "env_id": "SafeCartPole-v0"}
r,l,t,c
0.0,12,0.015993,0.0
0.0,10,0.024813,0.0
0.0,11,0.034432,0.0
0.0,26,0.056985,0.0
0.0,16,0.070955,0.0
0.0,16,0.084867,0.0
0.0,16,0.098887,0.0
0.0,13,0.110221,0.0
0.0,18,0.125896,0.0
0.0,16,0.139805,0.0
0.0,21,0.15802,0.0
0.0,12,0.168468,0.0
0.0,12,0.179019,0.0
0.0,11,0.188681,0.0
0.0,13,0.200377,0.0
0.0,24,0.221701,0.0
0.0,14,0.233896,0.0
0.0,21,0.252203,0.0
0.0,19,0.268666,0.0
0.0,36,0.299802,0.0
0.0,42,0.336029,0.0
0.0,15,0.349142,0.0
0.0,16,0.362974,0.0
0.0,39,0.396571,0.0
0.0,15,0.409541,0.0
0.0,21,0.427644,0.0
0.0,24,0.448342,0.0
0.0,33,0.476767,0.0
0.0,23,0.496579,0.0
0.0,29,0.521557,0.0
0.0,21,0.53965,0.0
0.0,13,0.550889,0.0
0.0,23,0.570718,0.0
0.0,41,0.606047,0.0
0.0,23,0.625909,0.0
0.0,15,0.638865,0.0
0.0,13,0.650095,0.0
0.0,15,0.663069,0.0
0.0,19,0.679469,0.0
0.0,24,0.700238,0.0
0.0,37,0.732205,0.0
0.0,18,0.747894,0.0
0.0,11,0.75746,0.0
0.0,46,0.797328,0.0
0.0,19,0.813861,0.0
0.0,14,0.826007,0.0
0.0,16,0.839874,0.0
0.0,58,0.889891,0.0
0.0,20,0.907251,0.0
0.0,15,0.920183,0.0
0.0,25,0.941792,0.0
0.0,29,0.966769,0.0
0.0,39,1.000463,0.0
0.0,63,1.054626,0.0
0.0,29,1.079586,0.0
0.0,18,1.095098,0.0
0.0,50,1.138623,0.0
0.0,16,1.152317,0.0
0.0,25,1.173575,0.0
0.0,28,1.197426,0.0
0.0,14,1.2094,0.0
0.0,11,1.218839,0.0
0.0,13,1.22996,0.0
0.0,13,1.241022,0.0
0.0,61,1.292722,0.0
0.0,13,1.303856,0.0
0.0,29,1.328552,0.0
0.0,34,1.357492,0.0
0.0,8,1.364336,0.0
0.0,16,1.378008,0.0
0.0,23,1.397551,0.0
0.0,16,1.41117,0.0
0.0,35,1.440849,0.0
0.0,20,1.457897,0.0
0.0,24,1.478299,0.0
0.0,37,1.509686,0.0
0.0,31,1.53605,0.0
0.0,30,1.5616,0.0
0.0,17,1.576129,0.0
0.0,37,1.607533,0.0
0.0,18,1.622886,0.0
0.0,20,1.639905,0.0
0.0,14,1.651806,0.0
0.0,21,1.669646,0.0
0.0,17,1.684086,0.0
0.0,16,1.697742,0.0
0.0,10,1.706281,0.0
0.0,32,1.733436,0.0
0.0,18,1.748748,0.0
0.0,16,1.762369,0.0
0.0,13,2.15345,0.0
0.0,47,2.193343,0.0
0.0,9,2.201062,0.0
0.0,11,2.210487,0.0
0.0,50,2.253427,0.0
0.0,12,2.264104,0.0
0.0,18,2.281691,0.0
0.0,13,2.292891,0.0
0.0,13,2.304139,0.0
0.0,24,2.324811,0.0
0.0,20,2.342057,0.0
0.0,17,2.356691,0.0
0.0,17,2.371332,0.0
0.0,47,2.411712,0.0
0.0,24,2.432325,0.0
0.0,63,2.486108,0.0
0.0,11,2.495564,0.0
0.0,24,2.516062,0.0
0.0,45,2.554408,0.0
0.0,15,2.567462,0.0
0.0,18,2.582891,0.0
0.0,19,2.599328,0.0
0.0,49,2.641168,0.0
0.0,37,2.672679,0.0
0.0,18,2.688041,0.0
0.0,11,2.697513,0.0
0.0,40,2.731591,0.0
0.0,40,2.765624,0.0
0.0,21,2.783585,0.0
0.0,12,2.793854,0.0
0.0,20,2.810955,0.0
0.0,19,2.827157,0.0
0.0,14,2.839163,0.0
0.0,30,2.864696,0.0
0.0,45,2.902834,0.0
0.0,13,2.91391,0.0
0.0,15,2.926636,0.0
0.0,17,2.941119,0.0
0.0,26,2.963161,0.0
0.0,51,3.006572,0.0
0.0,11,3.01597,0.0
0.0,28,3.039727,0.0
0.0,13,3.050767,0.0
0.0,51,3.093945,0.0
0.0,22,3.112589,0.0
0.0,46,3.151557,0.0
0.0,10,3.160079,0.0
0.0,10,3.168586,0.0
0.0,21,3.186393,0.0
0.0,18,3.201705,0.0
0.0,26,3.22377,0.0
0.0,14,3.235662,0.0
0.0,15,3.248412,0.0
0.0,17,3.262878,0.0
0.0,20,3.279847,0.0
0.0,14,3.291752,0.0
0.0,20,3.308715,0.0
0.0,14,3.320601,0.0
0.0,72,3.38154,0.0
0.0,57,3.430186,0.0
0.0,17,3.444627,0.0
0.0,23,3.46421,0.0
0.0,17,3.478637,0.0
0.0,38,3.510857,0.0
0.0,16,3.524494,0.0
0.0,18,3.539802,0.0
0.0,16,3.553396,0.0
0.0,11,3.562783,0.0
0.0,25,3.584075,0.0
0.0,37,3.615469,0.0
0.0,36,3.645919,0.0
0.0,11,3.655271,0.0
0.0,24,3.675571,0.0
0.0,21,3.693364,0.0
0.0,18,3.708685,0.0
0.0,21,3.726458,0.0
0.0,32,3.753507,0.0
0.0,19,3.769681,0.0
0.0,14,3.781575,0.0
0.0,9,3.789237,0.0
0.0,19,3.805388,0.0
0.0,10,3.813912,0.0
0.0,16,3.827497,0.0
0.0,16,3.84136,0.0
0.0,13,3.852427,0.0
0.0,18,3.867694,0.0
0.0,15,3.880442,0.0
0.0,34,4.307326,0.0
0.0,13,4.318721,0.0
0.0,13,4.330058,0.0
0.0,29,4.355315,0.0
0.0,55,4.40324,0.0
0.0,19,4.419903,0.0
0.0,19,4.436484,0.0
0.0,17,4.451321,0.0
0.0,16,4.465296,0.0
0.0,14,4.477536,0.0
0.0,13,4.488985,0.0
0.0,9,4.496894,0.0
0.0,26,4.519541,0.0
0.0,12,4.530039,0.0
0.0,50,4.573608,0.0
0.0,21,4.591952,0.0
0.0,17,4.606818,0.0
0.0,14,4.619051,0.0
0.0,16,4.633144,0.0
0.0,21,4.651478,0.0
0.0,10,4.660237,0.0
0.0,15,4.673338,0.0
0.0,19,4.689924,0.0
0.0,35,4.720406,0.0
0.0,51,4.764972,0.0
0.0,17,4.779783,0.0
0.0,10,4.788547,0.0
0.0,20,4.806,0.0
0.0,21,4.824259,0.0
0.0,13,4.835615,0.0
0.0,17,4.850414,0.0
0.0,28,4.874736,0.0
0.0,20,4.891989,0.0
0.0,8,4.898987,0.0
0.0,37,4.930721,0.0
0.0,42,4.966831,0.0
0.0,10,4.97549,0.0
0.0,24,4.996275,0.0
0.0,12,5.006679,0.0
0.0,36,5.039254,0.0
0.0,10,5.048344,0.0
0.0,10,5.057395,0.0
0.0,26,5.080476,0.0
0.0,25,5.102432,0.0
0.0,37,5.134665,0.0
0.0,19,5.151363,0.0
0.0,25,5.173267,0.0
0.0,13,5.184631,0.0
0.0,14,5.196841,0.0
0.0,27,5.220298,0.0
0.0,21,5.238604,0.0
0.0,22,5.257759,0.0
0.0,20,5.275183,0.0
0.0,18,5.290861,0.0
0.0,20,5.308304,0.0
0.0,18,5.323991,0.0
0.0,19,5.34092,0.0
0.0,32,5.368794,0.0
0.0,12,5.379259,0.0
0.0,12,5.389717,0.0
0.0,11,5.399373,0.0
0.0,9,5.407294,0.0
0.0,22,5.42644,0.0
0.0,13,5.437743,0.0
0.0,20,5.455025,0.0
0.0,15,5.46801,0.0
0.0,12,5.478475,0.0
0.0,18,5.494121,0.0
0.0,14,5.506383,0.0
0.0,11,5.516017,0.0
0.0,21,5.534309,0.0
0.0,11,5.543861,0.0
0.0,32,5.571517,0.0
0.0,19,5.588022,0.0
0.0,16,5.601973,0.0
0.0,17,5.616785,0.0
0.0,20,5.634068,0.0
0.0,10,5.642804,0.0
0.0,36,5.673786,0.0
0.0,12,5.684212,0.0
0.0,15,5.697191,0.0
0.0,22,5.716154,0.0
0.0,30,5.742013,0.0
0.0,31,5.768689,0.0
0.0,34,5.79829,0.0
0.0,10,5.807038,0.0
0.0,18,5.822574,0.0
0.0,19,5.838987,0.0
0.0,13,5.850316,0.0
0.0,9,5.858182,0.0
0.0,13,5.86949,0.0
0.0,27,5.892666,0.0
0.0,17,5.907705,0.0
0.0,14,5.919858,0.0
0.0,14,5.931951,0.0
0.0,14,5.944076,0.0
0.0,26,5.96644,0.0
0.0,27,5.989636,0.0
0.0,25,6.0112,0.0
0.0,12,6.021655,0.0
0.0,23,6.041556,0.0
0.0,16,6.055319,0.0
0.0,27,6.478252,0.0
0.0,12,6.488863,0.0
0.0,23,6.50883,0.0
0.0,15,6.521955,0.0
0.0,11,6.531524,0.0
0.0,35,6.561707,0.0
0.0,13,6.573004,0.0
0.0,72,6.63529,0.0
0.0,15,6.648424,0.0
0.0,31,6.675246,0.0
0.0,31,6.702121,0.0
0.0,35,6.732275,0.0
0.0,10,6.741032,0.0
0.0,12,6.751484,0.0
