#{"t_start": 1752830746.5580034, "env_id": "SafeCartPole-Arushi-v0"}
r,l,t,c
53.0,53,33.350439,49.0
14.0,14,33.362901,14.0
148.0,148,33.934448,122.0
102.0,102,34.020067,102.0
89.0,89,34.094775,89.0
43.0,43,34.130974,43.0
84.0,84,34.201379,76.0
86.0,86,34.273869,73.0
137.0,137,34.389329,136.0
107.0,107,34.479097,96.0
88.0,88,34.553574,88.0
200.0,200,34.723818,189.0
90.0,90,34.803971,83.0
48.0,48,34.847925,48.0
87.0,87,34.92555,87.0
178.0,178,35.084872,148.0
58.0,58,35.137681,58.0
25.0,25,35.160549,25.0
77.0,77,35.231105,77.0
31.0,31,35.259601,31.0
22.0,22,35.279776,22.0
144.0,144,35.40819,134.0
176.0,176,35.564817,169.0
200.0,200,36.185874,178.0
61.0,61,36.238027,61.0
193.0,193,36.40205,165.0
30.0,30,36.427616,30.0
102.0,102,36.514219,100.0
51.0,51,36.557697,51.0
52.0,52,36.601992,52.0
167.0,167,36.743945,133.0
79.0,79,36.812542,79.0
23.0,23,36.832891,23.0
28.0,28,36.857641,28.0
136.0,136,36.978731,117.0
40.0,40,37.014454,40.0
47.0,47,37.055969,47.0
65.0,65,37.113214,65.0
104.0,104,37.206429,104.0
128.0,128,37.319151,128.0
45.0,45,37.358895,45.0
30.0,30,37.385326,30.0
73.0,73,37.449448,73.0
50.0,50,37.493367,40.0
88.0,88,37.570475,76.0
61.0,61,37.623628,44.0
120.0,120,37.729383,92.0
54.0,54,37.776999,48.0
101.0,101,37.865856,82.0
32.0,32,37.893234,32.0
41.0,41,38.366391,25.0
125.0,125,38.471972,112.0
25.0,25,38.49347,25.0
19.0,19,38.510712,19.0
118.0,118,38.612225,91.0
114.0,114,38.709536,107.0
142.0,142,38.830009,134.0
48.0,48,38.870628,45.0
68.0,68,38.928051,68.0
103.0,103,39.015521,103.0
96.0,96,39.096615,96.0
91.0,91,39.173514,84.0
128.0,128,39.281433,110.0
200.0,200,39.450732,130.0
147.0,147,39.575478,147.0
45.0,45,39.613441,45.0
143.0,143,39.732641,111.0
141.0,141,39.849956,128.0
132.0,132,39.960164,124.0
58.0,58,40.008638,52.0
88.0,88,40.516923,79.0
27.0,27,40.539609,27.0
68.0,68,40.596419,51.0
88.0,88,40.669862,81.0
89.0,89,40.744365,73.0
29.0,29,40.768619,29.0
124.0,124,40.872488,104.0
200.0,200,41.039876,172.0
45.0,45,41.078672,45.0
131.0,131,41.189063,91.0
98.0,98,41.271042,45.0
87.0,87,41.343655,70.0
46.0,46,41.382151,46.0
177.0,177,41.53009,148.0
102.0,102,41.615426,90.0
70.0,70,41.674046,70.0
193.0,193,41.835591,177.0
111.0,111,41.928555,111.0
139.0,139,42.045088,130.0
79.0,79,42.111615,72.0
53.0,53,42.15669,41.0
164.0,164,42.738531,145.0
76.0,76,42.802705,67.0
118.0,118,42.901705,106.0
76.0,76,42.965468,76.0
188.0,188,43.123441,176.0
66.0,66,43.18068,66.0
178.0,178,43.33799,169.0
37.0,37,43.370435,31.0
42.0,42,43.407276,42.0
45.0,45,43.446815,45.0
109.0,109,43.542558,84.0
200.0,200,43.718251,153.0
185.0,185,43.879541,168.0
115.0,115,43.979323,93.0
200.0,200,44.153091,178.0
119.0,119,44.257879,86.0
64.0,64,44.314181,64.0
27.0,27,44.337763,24.0
200.0,200,44.943688,177.0
146.0,146,45.065994,138.0
41.0,41,45.100233,41.0
196.0,196,45.265987,176.0
124.0,124,45.370893,101.0
106.0,106,45.460038,57.0
93.0,93,45.53838,75.0
200.0,200,45.707205,181.0
130.0,130,45.816745,117.0
200.0,200,45.983887,176.0
86.0,86,46.056743,85.0
200.0,200,46.22782,170.0
98.0,98,46.311074,81.0
108.0,108,46.402506,91.0
200.0,200,46.5729,176.0
200.0,200,47.185784,183.0
200.0,200,47.356381,181.0
175.0,175,47.505119,96.0
105.0,105,47.597565,74.0
114.0,114,47.697871,102.0
120.0,120,47.803521,96.0
118.0,118,47.905761,118.0
87.0,87,47.98239,78.0
111.0,111,48.076458,111.0
200.0,200,48.24628,188.0
69.0,69,48.30557,62.0
133.0,133,48.418555,116.0
104.0,104,48.506683,81.0
119.0,119,48.607552,89.0
146.0,146,48.731369,75.0
194.0,194,49.337532,168.0
47.0,47,49.377326,43.0
183.0,183,49.531117,158.0
200.0,200,49.700024,180.0
36.0,36,49.73085,36.0
167.0,167,49.871068,129.0
200.0,200,50.038159,190.0
200.0,200,50.205678,172.0
153.0,153,50.33367,139.0
108.0,108,50.424097,75.0
150.0,150,50.553282,117.0
200.0,200,50.726833,157.0
186.0,186,50.888359,170.0
132.0,132,51.436336,119.0
200.0,200,51.606357,151.0
200.0,200,51.775474,186.0
105.0,105,51.863595,67.0
88.0,88,51.937261,63.0
141.0,141,52.055123,129.0
155.0,155,52.185601,113.0
200.0,200,52.352851,152.0
95.0,95,52.432459,95.0
171.0,171,52.575831,154.0
200.0,200,52.742943,175.0
200.0,200,52.915614,161.0
64.0,64,52.971502,59.0
183.0,183,53.130384,148.0
194.0,194,53.739303,187.0
177.0,177,53.888073,159.0
200.0,200,54.055685,188.0
197.0,197,54.220973,189.0
14.0,14,54.232759,11.0
111.0,111,54.32592,111.0
142.0,142,54.444827,115.0
41.0,41,54.479227,35.0
96.0,96,54.559677,82.0
200.0,200,54.727216,175.0
15.0,15,54.740191,11.0
156.0,156,54.870714,144.0
181.0,181,55.022044,152.0
65.0,65,55.076398,65.0
76.0,76,55.139835,76.0
200.0,200,55.747252,181.0
200.0,200,55.914989,128.0
200.0,200,56.082855,180.0
200.0,200,56.250743,180.0
167.0,167,56.390963,128.0
74.0,74,56.452956,65.0
200.0,200,56.620717,179.0
200.0,200,56.788946,139.0
200.0,200,56.957143,193.0
200.0,200,57.125485,190.0
157.0,157,57.257679,153.0
120.0,120,57.35844,91.0
200.0,200,57.96818,156.0
200.0,200,58.136451,178.0
200.0,200,58.305157,159.0
76.0,76,58.37148,70.0
200.0,200,58.545094,179.0
50.0,50,58.588864,46.0
200.0,200,58.762901,155.0
200.0,200,58.937774,183.0
129.0,129,59.05102,117.0
200.0,200,59.22541,183.0
200.0,200,59.400809,168.0
122.0,122,59.50846,109.0
200.0,200,60.116812,178.0
58.0,58,60.165937,44.0
200.0,200,60.333489,180.0
200.0,200,60.501361,152.0
183.0,183,60.655126,149.0
200.0,200,60.824366,121.0
157.0,157,60.962678,115.0
119.0,119,61.067066,106.0
200.0,200,61.242685,126.0
200.0,200,61.418152,176.0
167.0,167,61.566224,159.0
79.0,79,61.636143,79.0
130.0,130,61.750743,130.0
140.0,140,61.873707,125.0
200.0,200,62.477334,175.0
200.0,200,62.645462,174.0
200.0,200,62.814628,182.0
194.0,194,62.985401,151.0
200.0,200,63.161011,169.0
200.0,200,63.338118,139.0
70.0,70,63.400501,70.0
200.0,200,63.575948,184.0
182.0,182,63.730684,153.0
200.0,200,63.898961,177.0
200.0,200,64.066496,173.0
174.0,174,64.65314,121.0
169.0,169,64.800065,130.0
200.0,200,64.974138,193.0
200.0,200,65.145929,185.0
200.0,200,65.313696,149.0
200.0,200,65.491095,105.0
109.0,109,65.58792,103.0
119.0,119,65.693344,105.0
200.0,200,65.869453,175.0
146.0,146,65.996698,130.0
152.0,152,66.125658,114.0
52.0,52,66.17081,52.0
134.0,134,66.288903,101.0
159.0,159,66.86378,132.0
128.0,128,66.976503,77.0
96.0,96,67.060966,85.0
148.0,148,67.191775,135.0
105.0,105,67.284244,86.0
116.0,116,67.387319,116.0
200.0,200,67.56343,189.0
85.0,85,67.63888,66.0
83.0,83,67.712752,75.0
132.0,132,67.830145,118.0
84.0,84,67.904837,77.0
53.0,53,67.952134,53.0
136.0,136,68.073067,116.0
53.0,53,68.120412,53.0
101.0,101,68.210078,92.0
200.0,200,68.385689,136.0
160.0,160,68.522022,149.0
