time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_object_ep_length,eval/mean_object_reward,eval/mean_score_reward,eval/mean_score_ep_length
44,59,45056,751,0.02064395323395729,-1.7313361689448357,0.06824221322312951,0.02490234375,172,0.09911936,0.0013449151,-0.00045286366366781294,0.0002477984,0.7993470430374146,-20.369565217391305,3727.217391304348,,,,
45,60,46080,756,0.013428609818220139,-1.7336430698633194,0.068241793429479,0.020263671875,176,0.09909888,0.0021629701,-0.00041822640923783183,0.0002477472,0.6067389845848083,-20.369565217391305,3727.217391304348,,,,
46,61,47104,760,0.011967327445745468,-1.7447128295898438,0.07690566079691052,0.11474609375,180,0.09907840000000001,0.003948644,-0.0029632440418936312,0.000247696,0.30228477716445923,-20.369565217391305,3727.217391304348,,,,
47,62,48128,764,0.026083946228027344,-1.7439549043774605,0.07831833907403052,0.061767578125,184,0.09905792000000001,0.003092401,-0.002203271258622408,0.0002476448,0.4795224070549011,-20.319148936170212,3740.9148936170213,,,,
48,63,49152,768,0.008830834180116653,-1.7338732406497002,0.05865566083230078,0.0166015625,188,0.09903744,0.00105946,-0.0009208081755787134,0.0002475936,0.5969167947769165,-20.319148936170212,3740.9148936170213,,,,
,,50000,,-0.002620810642838478,-1.706426240503788,0.045204493682831526,0.0478515625,192,0.09901696,0.0022618256,-0.0004762480966746807,0.0002475424,0.703877866268158,,,3056.0,-931.0600000000001,-21.0,3056.0
49,77,50176,647,,,,,,,,,,,-20.333333333333332,3736.6458333333335,,,,
50,78,51200,652,0.014021821320056915,-1.7174236550927162,0.07509923167526722,0.087158203125,196,0.09899648,0.0024719222,-0.003170264477375895,0.0002474912,0.6154184341430664,-20.333333333333332,3742.274509803922,,,,
51,79,52224,656,0.020794890820980072,-1.7258214130997658,0.09667563578113914,0.031494140625,200,0.09897600000000001,0.0013038374,-0.001477777841500938,0.00024744,0.5721339583396912,-20.358490566037737,3739.169811320755,,,,
52,80,53248,661,-0.0007729008793830872,-1.7270652577280998,0.06427638418972492,0.139404296875,204,0.09895552,0.004522235,-0.004454899055417627,0.00024738879999999997,0.5403076410293579,-20.333333333333332,3755.5925925925926,,,,
53,81,54272,665,-0.0034229066222906113,-1.7306394577026367,0.04554693470709026,0.068359375,208,0.09893504,0.0020147604,-0.0030942486482672393,0.0002473376,0.7093039751052856,-20.333333333333332,3755.5925925925926,,,,
54,82,55296,669,-0.006406480446457863,-1.7011036798357964,0.054344882955774665,0.166259765625,212,0.09891456,0.005144249,-0.0018975112470798194,0.0002472864,0.6655088663101196,-20.345454545454544,3749.2727272727275,,,,
55,83,56320,673,0.015871690586209297,-1.7167680338025093,0.06947511481121182,0.15771484375,216,0.09889408,0.0032049573,-0.001207876077387482,0.0002472352,0.4756432771682739,-20.339285714285715,3744.535714285714,,,,
56,84,57344,677,-0.0031842682510614395,-1.6964793875813484,0.05282551539130509,0.04345703125,220,0.0988736,0.00095870515,-0.0020859218784607947,0.000247184,0.7852344512939453,-20.362068965517242,3728.103448275862,,,,
57,85,58368,681,0.01431291177868843,-1.6821041405200958,0.06721685407683253,0.02734375,224,0.09885312000000002,0.0020349328,-0.0019782904419116676,0.0002471328,0.7548612356185913,-20.372881355932204,3717.9830508474574,,,,
58,86,59392,685,0.013188518583774567,-1.6722517907619476,0.07020857138559222,0.110595703125,228,0.09883264000000001,0.0025940798,-0.0013982448144815862,0.0002470816,0.6281170845031738,-20.37704918032787,3725.9508196721313,,,,
59,87,60416,689,0.002812691032886505,-1.6800502091646194,0.06318764225579798,0.117431640625,232,0.09881216000000001,0.0040291054,-0.0021929866052232683,0.0002470304,0.6854228973388672,-20.370967741935484,3723.3225806451615,,,,
60,88,61440,692,0.011949056759476662,-1.6829915717244148,0.0555211107712239,0.05517578125,236,0.09879168,0.0022640696,-0.000889624294359237,0.0002469792,0.6818081140518188,-20.370967741935484,3723.3225806451615,,,,
61,89,62464,696,-0.0011127647012472153,-1.6902822628617287,0.044132163282483816,0.093994140625,240,0.0987712,0.003371931,-0.001903033524286002,0.000246928,0.6229465007781982,-20.370967741935484,3723.3225806451615,,,,
62,90,63488,700,-0.013922135345637798,-1.6862867772579193,0.017335892422124743,0.064208984375,244,0.09875072000000001,0.0036998696,-0.0008900992106646299,0.0002468768,0.8394747972488403,-20.375,3729.890625,,,,
63,91,64512,703,0.022275153547525406,-1.708322785794735,0.07913822354748845,0.087158203125,248,0.09873024000000001,0.002322046,-0.0008263169729616493,0.00024682560000000004,0.6733253002166748,-20.393939393939394,3722.1363636363635,,,,
64,92,65536,706,0.024582577869296074,-1.686500646173954,0.10763368848711252,0.001220703125,252,0.09870976000000001,0.00089806365,-0.00030795051134191453,0.00024677440000000003,0.5064027309417725,-20.402985074626866,3728.194029850746,,,,
65,93,66560,709,0.012928828597068787,-1.6771563068032265,0.07552461489103734,0.02734375,256,0.09868928,0.002262932,-0.001496140263043344,0.00024672320000000003,0.7553436756134033,-20.41176470588235,3728.220588235294,,,,
66,94,67584,713,0.016766803339123726,-1.6988225802779198,0.06677371147088706,0.1416015625,260,0.0986688,0.0044660373,-0.0006738195079378784,0.000246672,0.7788703441619873,-20.4,3727.785714285714,,,,
67,95,68608,716,0.03641865774989128,-1.710038647055626,0.10482860542833805,0.00048828125,264,0.09864832000000001,0.00042201992,0.0002731342101469636,0.0002466208,0.4980838894844055,-20.4,3727.785714285714,,,,
68,96,69632,719,0.012015223503112793,-1.685173861682415,0.05102768121287227,0.069091796875,268,0.09862784000000001,0.0025661385,-0.0012911148951388896,0.0002465696,0.6206204295158386,-20.408450704225352,3721.7042253521126,,,,
69,97,70656,722,0.0020118970423936844,-1.6751658916473389,0.039452178636565804,0.0390625,272,0.09860736,0.0018801419,-0.001983988913707435,0.0002465184,0.7891428470611572,-20.408450704225352,3721.7042253521126,,,,
70,98,71680,725,-0.015763206407427788,-1.643059402704239,0.02191380999283865,0.03173828125,276,0.09858688,0.0020642688,-0.0011780209024436772,0.0002464672,0.7894653081893921,-20.383561643835616,3720.4931506849316,,,,
71,99,72704,728,7.366575300693512e-05,-1.6655838340520859,0.04095352510921657,0.127197265625,280,0.0985664,0.0020892941,-0.0031736455857753754,0.000246416,0.8299992680549622,-20.407894736842106,3719.7894736842104,,,,
72,100,73728,730,-0.006150770932435989,-1.6908156275749207,0.04054962075315416,0.129638671875,284,0.09854592000000001,0.002497592,-0.0025108015979640186,0.0002463648,0.8130371570587158,-20.423076923076923,3709.076923076923,,,,
73,101,74752,733,0.0020075254142284393,-1.7120382562279701,0.0648940009996295,0.033935546875,288,0.09852544,0.0023490253,-0.0024763905676081777,0.0002463136,0.7310929894447327,-20.423076923076923,3709.076923076923,,,,
,,75000,,0.016088321805000305,-1.7047701179981232,0.07320805848576128,0.059326171875,292,0.09850496,0.0016547691,-0.002455038658808917,0.0002462624,0.46909868717193604,,,3056.0,-933.332,-21.0,3056.0
74,115,75776,656,,,,,,,,,,,-20.423076923076923,3709.076923076923,,,,
75,116,76800,659,0.012811064720153809,-1.7083218172192574,0.06075859977863729,0.026611328125,296,0.09848448,0.001522312,-0.0007957099878694862,0.0002462112,0.5112061500549316,-20.430379746835442,3705.3670886075947,,,,
76,117,77824,662,0.028079304844141006,-1.7103968262672424,0.08588375430554152,0.025634765625,300,0.098464,0.0015976701,-0.0009783550340216607,0.00024616,0.5726298093795776,-20.430379746835442,3705.3670886075947,,,,
77,118,78848,665,0.026627138257026672,-1.698377713561058,0.06053867167793214,0.084716796875,304,0.09844352,0.0020850555,-0.0017516963998787105,0.0002461088,0.6369187235832214,-20.426829268292682,3700.743902439024,,,,
78,119,79872,668,-0.005214759148657322,-1.7095860689878464,0.03663135867100209,0.016357421875,308,0.09842304,0.0018771051,-0.0008848721481626853,0.0002460576,0.8349482417106628,-20.426829268292682,3700.743902439024,,,,
79,120,80896,671,0.0022803843021392822,-1.6685480624437332,0.03389041486661881,0.073974609375,312,0.09840256000000001,0.002994312,-0.0015190985868684947,0.00024600640000000003,0.8277536630630493,-20.430232558139537,3701.9767441860463,,,,
80,121,81920,674,0.0208685752004385,-1.6593596562743187,0.06478605815209448,0.043701171875,316,0.09838208000000001,0.0021266951,-0.00034288561437278986,0.0002459552,0.7749590873718262,-20.430232558139537,3701.9767441860463,,,,
81,122,82944,677,0.004530064761638641,-1.6631484404206276,0.04700118745677173,0.097412109375,320,0.09836160000000001,0.002187939,-0.002271918230690062,0.000245904,0.5999128818511963,-20.430232558139537,3701.9767441860463,,,,
82,123,83968,679,0.0021865572780370712,-1.682998389005661,0.047361343866214156,0.07666015625,324,0.09834112,0.0028344388,-0.0019627081928774714,0.0002458528,0.674257755279541,-20.42528735632184,3698.1264367816093,,,,
83,124,84992,682,0.002379652112722397,-1.6781134530901909,0.0502523691393435,0.01318359375,328,0.09832064000000001,0.00095935137,-0.0006846114993095398,0.0002458016,0.6252217888832092,-20.42528735632184,3698.1264367816093,,,,
84,125,86016,685,0.008449049666523933,-1.6978103518486023,0.07602785993367434,0.0068359375,332,0.09830016000000001,0.0013428249,-0.00015127472579479218,0.0002457504,0.5823863744735718,-20.426966292134832,3694.3932584269664,,,,
85,126,87040,687,-0.0024929530918598175,-1.6855033859610558,0.04331860120873898,0.05419921875,336,0.09827968000000001,0.0023561756,-0.0010029195400420576,0.0002456992,0.8012911081314087,-20.439560439560438,3691.78021978022,,,,
86,127,88064,690,0.016091210767626762,-1.6865202486515045,0.07637588866055012,0.12890625,340,0.0982592,0.00251255,-0.0005766209797002375,0.000245648,0.6854158639907837,-20.440860215053764,3689.430107526882,,,,
87,128,89088,692,0.0023624617606401443,-1.70337775349617,0.05073559074662626,0.01611328125,344,0.09823872,0.0012072007,-0.0009966172219719738,0.0002455968,0.8715599775314331,-20.4468085106383,3694.095744680851,,,,
88,129,90112,695,-0.002094712108373642,-1.6909954324364662,0.04973763972520828,0.071044921875,348,0.09821824000000001,0.0022625737,-0.0023903417168185115,0.0002455456,0.5924214124679565,-20.45263157894737,3689.9894736842107,,,,
89,130,91136,697,-0.0019442364573478699,-1.706410102546215,0.0490019079297781,0.06494140625,352,0.09819776000000001,0.0017760298,-0.002297192520927638,0.0002454944,0.6633620858192444,-20.45263157894737,3689.9894736842107,,,,
90,131,92160,700,0.020487528294324875,-1.6918283179402351,0.09470414789393544,0.059814453125,356,0.09817728,0.0024779062,-0.001072379935067147,0.0002454432,0.37339794635772705,-20.458333333333332,3687.8541666666665,,,,
91,132,93184,702,0.010517207905650139,-1.670170120894909,0.08183086616918445,0.03515625,360,0.0981568,0.0021001874,-0.0004297564155422151,0.000245392,0.5621345043182373,-20.458333333333332,3687.8541666666665,,,,
92,133,94208,704,0.006010446697473526,-1.6676515638828278,0.058079547015950084,0.107177734375,364,0.09813632,0.0016008365,-0.0019278192485217005,0.0002453408,0.5320883393287659,-20.459183673469386,3689.969387755102,,,,
93,134,95232,707,0.025074681267142296,-1.6545127779245377,0.08951037982478738,0.014892578125,368,0.09811584000000001,0.0007514361,-7.177685620263219e-05,0.0002452896,0.6857849359512329,-20.45,3688.64,,,,
94,135,96256,709,0.01976991631090641,-1.6494752913713455,0.07997477985918522,0.167724609375,372,0.09809536,0.0044547217,-0.00284696914604865,0.0002452384,0.6367044448852539,-20.44,3691.95,,,,
95,136,97280,711,0.005865881219506264,-1.6813575774431229,0.06837249151431024,0.160888671875,376,0.09807488,0.0028345198,-0.0033178430749103427,0.0002451872,0.693595290184021,-20.42,3706.77,,,,
96,137,98304,713,0.029582571238279343,-1.6556553468108177,0.06102599389851093,0.0263671875,380,0.0980544,0.00093155744,-0.0011255823774263263,0.000245136,0.8022036552429199,-20.43,3709.77,,,,
97,138,99328,715,0.000695427879691124,-1.6708380281925201,0.053368938621133566,0.009765625,384,0.09803392,0.0017254944,-0.0015403718571178615,0.0002450848,0.7338789701461792,-20.43,3709.77,,,,
,,100000,,0.013012468814849854,-1.6888376772403717,0.08338660560548306,0.093994140625,388,0.09801344000000001,0.0024782028,-0.0029510374879464507,0.0002450336,0.3762681484222412,,,3104.0,-1.1600000000000001,-21.0,3104.0
98,152,100352,658,,,,,,,,,,,-20.42,3714.1,,,,
99,153,101376,660,0.008632881566882133,-1.6842573210597038,0.05316632683388889,0.001708984375,392,0.09799296,0.00061762094,0.0005230476090218872,0.0002449824,0.6654970645904541,-20.43,3711.09,,,,
100,154,102400,662,0.017766963690519333,-1.7272565737366676,0.0932280090637505,0.04736328125,396,0.09797248,0.0011414469,0.00077528998372145,0.0002449312,0.5888400077819824,-20.44,3703.58,,,,
101,155,103424,664,-0.011067122220993042,-1.7233862355351448,0.054424264235422015,0.035888671875,400,0.097952,0.002183484,-0.0018642566283233464,0.00024488,0.4694928526878357,-20.43,3704.47,,,,
102,156,104448,667,0.03318667784333229,-1.7146627753973007,0.09675216861069202,0.002685546875,404,0.09793152000000001,0.0013896934,-0.0004205813747830689,0.0002448288,0.47148239612579346,-20.42,3707.74,,,,
103,157,105472,669,0.017237873747944832,-1.722413532435894,0.08180406177416444,0.031982421875,408,0.09791104,0.0013248078,-0.0013578988437075168,0.0002447776,0.5045959949493408,-20.42,3707.74,,,,
104,158,106496,671,0.023099172860383987,-1.7109946087002754,0.08771889097988605,0.0478515625,412,0.09789056000000002,0.00095946586,-0.001386783114867285,0.00024472640000000004,0.39716047048568726,-20.42,3707.74,,,,
105,159,107520,673,0.020001566037535667,-1.7204237952828407,0.07451373408548534,0.005126953125,416,0.09787008000000001,0.00035364064,-0.00039183360058814287,0.00024467520000000004,0.5511927604675293,-20.42,3707.74,,,,
106,160,108544,675,-0.00045347586274147034,-1.7193952351808548,0.05064465990290046,0.00390625,420,0.09784960000000001,0.0010583362,-0.0008710396359674633,0.00024462400000000003,0.5971015095710754,-20.43,3708.21,,,,
107,161,109568,677,-0.002171263098716736,-1.6977595314383507,0.03380681003909558,0.0888671875,424,0.09782912,0.0024575945,-0.0026457453495822847,0.00024457280000000003,0.8279081583023071,-20.43,3708.21,,,,
108,162,110592,679,0.020383179187774658,-1.6812009736895561,0.03555806155782193,0.0712890625,428,0.09780864,0.0028889924,-0.0011950899788644165,0.00024452160000000003,0.7856454253196716,-20.4,3731.33,,,,
109,163,111616,681,0.007273675873875618,-1.6380122676491737,0.05309340823441744,0.11474609375,432,0.09778816000000001,0.00260157,-0.003868218685965985,0.0002444704,0.6808179020881653,-20.43,3716.99,,,,
110,164,112640,683,0.002108139917254448,-1.6680877655744553,0.04706098698079586,0.02685546875,436,0.09776768000000001,0.0009967439,-0.00018161872867494822,0.0002444192,0.8519787192344666,-20.43,3745.35,,,,
111,165,113664,685,-0.006803946569561958,-1.6553116887807846,0.0365833539981395,0.09765625,440,0.0977472,0.0025473908,-0.0031913897255435586,0.000244368,0.8454979658126831,-20.43,3745.35,,,,
112,166,114688,687,0.019548146054148674,-1.6339275166392326,0.08285912708379328,0.068359375,444,0.09772672,0.00073557167,-0.00019142316887155175,0.0002443168,0.6039223074913025,-20.43,3745.35,,,,
113,167,115712,689,0.016342230141162872,-1.6309245452284813,0.0809694416821003,0.048828125,448,0.09770624,0.0018580379,-0.00018638334586285055,0.0002442656,0.3943837881088257,-20.43,3745.35,,,,
114,168,116736,691,0.007740980014204979,-1.6015924364328384,0.055646737571805716,0.0546875,452,0.09768576000000001,0.0022175359,-0.001275114918826148,0.0002442144,0.5982283353805542,-20.45,3738.48,,,,
115,169,117760,693,0.0025343969464302063,-1.6099116876721382,0.056717979023233056,0.07958984375,456,0.09766528000000001,0.0016902557,-0.002351773902773857,0.0002441632,0.6447005271911621,-20.44,3741.66,,,,
116,170,118784,695,-0.005573802627623081,-1.588233768939972,0.029023112496361136,0.03662109375,460,0.0976448,0.002416384,-0.0011387800332158804,0.000244112,0.7166708111763,-20.48,3722.98,,,,
117,171,119808,697,0.016398657113313675,-1.5810085460543633,0.05703329178504646,0.12890625,464,0.09762432,0.0024335822,-0.0006784505676478148,0.0002440608,0.8367933034896851,-20.48,3726.51,,,,
118,172,120832,699,-0.0019412562251091003,-1.580593079328537,0.03448205080348998,0.128662109375,468,0.09760384,0.003780695,-0.0011118934489786625,0.0002440096,0.7703366875648499,-20.48,3726.51,,,,
119,173,121856,700,0.02976158633828163,-1.5870796144008636,0.08897516690194607,0.02490234375,472,0.09758336000000001,0.002093203,0.00032033666502684355,0.00024395839999999998,0.42299431562423706,-20.48,3726.51,,,,
120,174,122880,702,0.02020077593624592,-1.5483997017145157,0.06732521927915514,0.0263671875,476,0.09756288,0.0014973946,-0.0005104395095258951,0.0002439072,0.5298348069190979,-20.48,3728.87,,,,
121,175,123904,704,-0.006299199536442757,-1.50900449603796,0.020869356114417315,0.033203125,480,0.0975424,0.0013216496,-0.000591898919083178,0.000243856,0.8605043888092041,-20.47,3728.02,,,,
122,176,124928,706,-0.0017536357045173645,-1.5000682547688484,0.05650502326898277,0.09765625,484,0.09752192,0.0017159958,-0.0006069238297641277,0.0002438048,0.7666944265365601,-20.47,3720.72,,,,
,,125000,,0.012014370411634445,-1.5190283954143524,0.09152568224817514,0.14501953125,488,0.09750144,0.005334312,0.0006285043782554567,0.0002437536,0.7141700983047485,,,3056.0,-933.5559999999999,-21.0,3056.0
123,190,125952,661,,,,,,,,,,,-20.44,3726.01,,,,
124,191,126976,662,0.0107195433229208,-1.5210012197494507,0.05433347006328404,0.04541015625,492,0.09748096,0.001446214,0.001257921801880002,0.0002437024,0.8423917293548584,-20.44,3726.01,,,,
125,192,128000,664,0.007355890236794949,-1.5395307764410973,0.045949508203193545,0.06982421875,496,0.09746048000000002,0.0034810004,-0.0008304382208734751,0.00024365120000000002,0.5999094843864441,-20.44,3726.01,,,,
126,193,129024,666,0.011448511853814125,-1.5529488399624825,0.07057312037795782,0.014892578125,500,0.09744000000000001,0.00018359307,0.0010526027763262391,0.0002436,0.578648567199707,-20.44,3726.01,,,,
127,194,130048,668,-0.00722003448754549,-1.5442675054073334,0.028199212974868715,0.07275390625,504,0.09741952000000001,0.0014490983,-0.0003486898494884372,0.0002435488,0.7865092158317566,-20.44,3726.01,,,,
128,195,131072,670,-0.0014514699578285217,-1.5623105466365814,0.03566284291446209,0.10400390625,508,0.09739904,0.002962377,-0.0015672746521886438,0.0002434976,0.7806195616722107,-20.48,3711.52,,,,
129,196,132096,671,-0.010424728505313396,-1.5780906081199646,0.03271185583434999,0.02001953125,512,0.09737856,0.0017186486,-0.0012788562453351915,0.0002434464,0.8878419399261475,-20.48,3706.27,,,,
