time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/value_loss,train/learning_rate,train/approx_kl,train/n_updates,train/clip_fraction,train/loss,train/explained_variance,train/clip_range,train/entropy_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_score_reward,eval/mean_score_ep_length,eval/mean_object_reward,eval/mean_object_ep_length
34816,591,58,34,0.0022204842243809253,0.0002483104,0.0033296112,132,0.16455078125,-0.021201593801379204,0.8556836843490601,0.09932416,-1.6332436352968216,-0.0024619725882075727,3378.4102564102564,-125.58290605128211,,,,
35840,596,60,35,0.0007164490843933891,0.00024825920000000004,0.001702716,136,0.078857421875,-0.022407222539186478,0.9489890933036804,0.09930368,-1.628301553428173,-0.0027140076854266226,3378.4102564102564,-125.58290605128211,,,,
36864,602,61,36,0.00024314458687513252,0.00024820800000000003,0.00034275657,140,0.0,-0.015787312760949135,-0.23840749263763428,0.09928320000000002,-1.655216045677662,0.00027550390223041177,3384.3,-122.470000075,,,,
37888,607,62,37,0.03169128275476396,0.00024815680000000003,0.001057209,144,0.05859375,-0.0035641584545373917,0.12857115268707275,0.09926272000000001,-1.6214110627770424,-0.001575266825966537,3384.3,-122.470000075,,,,
38912,612,63,38,0.00016051355032686843,0.0002481056,0.0033674173,148,0.104248046875,-0.0168167557567358,0.11202800273895264,0.09924224000000001,-1.666552059352398,-0.0010061831562779844,3378.121951219512,-119.50731714634146,,,,
39936,616,64,39,0.0003271749037594418,0.0002480544,0.0019796244,152,0.068359375,-0.025365637615323067,0.9704681038856506,0.09922176,-1.6459029465913773,-0.0020697623258456588,3381.5,-111.42878795454546,,,,
40960,620,65,40,0.0009567518645781092,0.0002480032,0.0015495347,156,0.009521484375,-0.02750510908663273,0.9488620758056641,0.09920128,-1.628597430884838,0.0014921395923011005,3389.340425531915,-104.39290787234044,,,,
41984,625,67,41,0.0004986021358490689,0.000247952,0.0011930726,160,0.034423828125,-0.020638974383473396,0.9834749698638916,0.09918080000000001,-1.6466661244630814,-0.0010186253057327121,3389.340425531915,-104.39290787234044,,,,
43008,629,68,42,0.00013331699437912903,0.0002479008,0.0010384535,164,0.019287109375,-0.016973819583654404,-0.0720818042755127,0.09916032000000001,-1.627700001001358,-0.00033538287971168756,3389.340425531915,-104.39290787234044,,,,
44032,633,69,43,0.00016971579918845237,0.0002478496,0.0012285033,168,0.03955078125,-0.014549675397574902,0.18187642097473145,0.09913984,-1.6370839327573776,0.000746704958146438,3395.0625,-102.23888895833335,,,,
45056,637,70,44,0.00029947445318612154,0.0002477984,0.001620811,172,0.11474609375,-0.022298969328403473,0.9744492769241333,0.09911936,-1.5901219248771667,-0.002528073062421754,3393.0408163265306,-100.1741497346939,,,,
46080,641,71,45,0.00016880171415323275,0.0002477472,0.0015639421,176,0.05810546875,-0.01548720896244049,0.9873731136322021,0.09909888,-1.5916782915592194,-0.0018230774439871311,3387.8,-98.19200008000001,,,,
47104,644,73,46,6.880509045004146e-05,0.000247696,0.0002655569,180,0.012451171875,-0.01736730895936489,0.9920036196708679,0.09907840000000001,-1.6214132755994797,-0.00014973862562328577,3385.1509433962265,-92.69308184905663,,,,
48128,648,74,47,0.00010719157330640883,0.0002476448,0.00091910455,184,0.026123046875,-0.023110060021281242,0.989886462688446,0.09905792000000001,-1.5909148901700974,-0.0012542235781438649,3384.1454545454544,-89.36121221818183,,,,
49152,652,75,48,4.9336194592797256e-05,0.0002475936,0.0010876111,188,0.01171875,-0.020503375679254532,0.9967977404594421,0.09903744,-1.598172314465046,-0.002163972589187324,3384.1454545454544,-89.36121221818183,,,,
50000,,,,9.843111149621109e-05,0.0002475424,0.0013507726,192,0.068359375,-0.018464218825101852,0.35603004693984985,0.09901696,-1.6321209147572517,-0.0022010706015862525,,,-21.0,3056.0,-2.4733334000000005,3056.0
50176,562,89,49,,,,,,,,,,,3384.1454545454544,-89.36121221818183,,,,
51200,566,90,50,9.329024612725334e-05,0.0002474912,0.0012630429,196,0.050537109375,-0.018623022362589836,0.4109470248222351,0.09899648,-1.6130866557359695,-0.0018488678615540266,3382.714285714286,-87.78333342857145,,,,
52224,570,91,51,7.464430291292956e-05,0.00024744,0.0024799213,200,0.091552734375,-0.021406762301921844,0.9892228841781616,0.09897600000000001,-1.6502826809883118,-0.003085058939177543,3381.1929824561403,-86.26081880701756,,,,
53248,574,92,52,0.17977535363752395,0.00024738879999999997,0.0025369027,204,0.169189453125,0.006657898426055908,0.023484349250793457,0.09895552,-1.6223592907190323,-0.002863612840883434,3380.6206896551726,-84.79195412068967,,,,
54272,577,93,53,0.0005216827057665796,0.0002473376,0.0008348981,208,0.035400390625,-0.024128088727593422,0.97686368227005,0.09893504,-1.647890754044056,-0.001416638377122581,3385.7258064516127,-79.40806461290325,,,,
55296,581,95,54,0.07108584570232779,0.0002472864,0.00024195202,212,0.255126953125,0.00386732816696167,0.19853293895721436,0.09891456,-1.585000142455101,-0.002499638998415321,3386.936507936508,-78.1693122698413,,,,
56320,584,96,55,0.00041203549699275754,0.0002472352,0.00043536717,216,0.0009765625,-0.011027872562408447,0.9687760472297668,0.09889408,-1.6277786493301392,-0.0008851244929246604,3386.936507936508,-78.1693122698413,,,,
57344,588,97,56,0.03251046023797244,0.000247184,0.0026073405,220,0.416259765625,0.00279160775244236,-0.0006124973297119141,0.0988736,-1.5572609975934029,-0.0016321486909873784,3386.936507936508,-78.1693122698413,,,,
58368,591,98,57,0.0005430918788533745,0.0002471328,0.0008282456,224,0.01025390625,-0.019284047186374664,-0.49353837966918945,0.09885312000000002,-1.6144124120473862,-0.000599684368353337,3386.507692307692,-75.79589753846156,,,,
59392,595,99,58,0.00038309682213366614,0.0002470816,0.0025661814,228,0.00439453125,-0.020089775323867798,0.9715813994407654,0.09883264000000001,-1.6143777519464493,-0.001505180582171306,3386.507692307692,-75.79589753846156,,,,
60416,598,100,59,0.12204694538377225,0.0002470304,0.0005854864,232,0.113037109375,0.10406698286533356,0.0001353621482849121,0.09881216000000001,-1.5682910531759262,-0.0029489333974197507,3389.1194029850744,-73.565174238806,,,,
61440,601,102,60,0.000919702777537168,0.0002469792,0.0022421079,236,0.0546875,-0.019613150507211685,0.9634577035903931,0.09879168,-1.5468847751617432,-0.0010025897936429828,3391.9859154929577,-69.4845071408451,,,,
62464,604,103,61,0.0006407438795577036,0.000246928,0.0014754266,240,0.133056640625,-0.02949530817568302,0.9807441234588623,0.0987712,-1.515944667160511,-0.0034885904169641435,3391.9859154929577,-69.4845071408451,,,,
63488,607,104,62,0.18449754128232598,0.0002468768,0.0032901247,244,0.22900390625,0.010188665241003036,-0.0045958757400512695,0.09875072000000001,-1.4443962052464485,-0.004890526121016592,3391.9859154929577,-69.4845071408451,,,,
64512,610,105,63,0.07010344543959945,0.00024682560000000004,0.0026560281,248,0.0615234375,0.013997776433825493,-0.00215303897857666,0.09873024000000001,-1.4773071706295013,-0.0037284274003468454,3390.328767123288,-67.74429232876714,,,,
65536,613,106,64,0.0036053317598998547,0.00024677440000000003,0.0037371027,252,0.10693359375,-0.019540758803486824,-0.06917726993560791,0.09870976000000001,-1.4962122663855553,-0.0006667118868790567,3390.328767123288,-67.74429232876714,,,,
