time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/approx_kl,train/clip_range,train/explained_variance,train/clip_fraction,train/n_updates,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_score_ep_length,eval/mean_object_reward,eval/mean_score_reward,eval/mean_object_ep_length
100,163,16384,16,0.0007299601,0.09969280000000001,0.15440720319747925,0.0048828125,60,-1.7575062960386276,0.1277467217296362,0.0004961984232068062,0.000249232,0.0425274521112442,-20.071428571428573,3770.6428571428573,,,,
99,174,17408,17,0.003145684,0.09967232000000001,0.12475204467773438,0.07666015625,64,-1.7485979497432709,0.09110383037477732,-0.0019902362546417862,0.0002491808,0.022258473560214043,-20.125,3767.0625,,,,
99,185,18432,18,0.002910259,0.09965184,0.2217956781387329,0.014892578125,68,-1.7604904025793076,0.09972319612279534,-0.0024232722935266793,0.0002491296,0.028675580397248268,-20.125,3767.0625,,,,
98,196,19456,19,0.0032971285,0.09963136,0.23218196630477905,0.09765625,72,-1.7563271522521973,0.086436134763062,-0.002640310034621507,0.0002490784,0.016323361545801163,-20.125,3767.0625,,,,
98,207,20480,20,0.001980419,0.09961088000000001,0.47519510984420776,0.00537109375,76,-1.7531920671463013,0.05661891005001962,-0.0018669998971745372,0.0002490272,-0.00027713552117347717,-20.11764705882353,3754.3529411764707,,,,
98,218,21504,21,0.0011094284,0.09959040000000001,0.5481976866722107,0.031005859375,80,-1.7525549679994583,0.05009119608439505,-0.0006082397740101442,0.000248976,0.0059705693274736404,-20.166666666666668,3734.222222222222,,,,
98,228,22528,22,0.0024280627,0.09956992,0.4935535192489624,0.048828125,84,-1.757749319076538,0.06783019471913576,-0.0030500615102937445,0.00024892480000000003,0.010105790570378304,-20.238095238095237,3718.5238095238096,,,,
98,239,23552,23,0.0014241418,0.09954944,0.456556499004364,0.01171875,88,-1.748182363808155,0.07481236057356,-0.0013770654622931033,0.00024887360000000003,0.010330691933631897,-20.208333333333332,3716.0,,,,
97,250,24576,24,0.001131688,0.09952896,0.41562163829803467,0.0,92,-1.745146743953228,0.083590695168823,0.00011324026854708791,0.0002488224,0.023250391706824303,-20.208333333333332,3716.0,,,,
,,25000,,0.00279748,0.09950848000000001,0.36380714178085327,0.078125,96,-1.7340838983654976,0.06966627109795809,-0.0020494586206041276,0.0002487712,0.01010173186659813,,,3056.0,0.0,-21.0,3056.0
85,297,25600,25,,,,,,,,,,,-20.208333333333332,3716.0,,,,
86,308,26624,26,0.0024372428,0.09948800000000001,0.3575117588043213,0.092529296875,100,-1.7314557060599327,0.0773345110937953,-0.0018761484825517982,0.00024872,0.02001103200018406,-20.24,3699.52,,,,
86,319,27648,27,0.0020302604,0.09946752,0.4835873246192932,0.010009765625,104,-1.7415129244327545,0.08547438541427255,-0.0007288443739525974,0.0002486688,0.020943064242601395,-20.24,3699.52,,,,
87,329,28672,28,0.0040819296,0.09944704,0.5494749546051025,0.128662109375,108,-1.7444580122828484,0.06198977096937597,-0.0030133541440591216,0.0002486176,0.01127607375383377,-20.26923076923077,3677.653846153846,,,,
87,340,29696,29,0.0012981691,0.09942656,0.5190408229827881,0.00927734375,112,-1.7251740917563438,0.07953986711800098,-0.0006730454915668815,0.0002485664,0.0064170025289058685,-20.285714285714285,3678.6428571428573,,,,
