time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/value_loss,train/n_updates,train/entropy_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_object_reward,eval/mean_score_reward,eval/mean_object_ep_length,eval/mean_score_ep_length
733,64,65536,89,0.02579043246805668,0.0028416794,0.49191999435424805,-0.0012420373386703432,0.09870976000000001,0.0615234375,0.0974590303376317,252,-1.605542741715908,0.00024677440000000003,-20.197183098591548,3563.9859154929577,,,,
743,65,66560,89,0.00889676809310913,0.0029461866,0.841856062412262,-0.0006060427476768382,0.09868928,0.138671875,0.05344431335106492,256,-1.6182575598359108,0.00024672320000000003,-20.194444444444443,3561.25,,,,
753,66,67584,89,-0.0004788897931575775,0.00347765,0.6582702398300171,-0.0032027106208261102,0.0986688,0.149658203125,0.0438434686511755,260,-1.5780422762036324,0.000246672,-20.205479452054796,3555.3561643835615,,,,
764,67,68608,89,-0.0005935858935117722,0.002943714,0.7983984351158142,-0.00044241445721127093,0.09864832000000001,0.070556640625,0.0394570977659896,264,-1.5906619727611542,0.0002466208,-20.205479452054796,3555.3561643835615,,,,
774,68,69632,89,0.018322162330150604,0.0014118428,0.6388063430786133,-5.129285273142159e-05,0.09862784000000001,0.0087890625,0.07547527621500194,268,-1.5831567645072937,0.0002465696,-20.2027027027027,3552.810810810811,,,,
784,69,70656,90,0.008657541126012802,0.0037458325,0.7671217918395996,-0.000555134960450232,0.09860736,0.075927734375,0.04725962318480015,272,-1.571235530078411,0.0002465184,-20.210526315789473,3547.8289473684213,,,,
795,70,71680,90,0.002377888187766075,0.00092739513,0.8127261996269226,8.175951370503753e-05,0.09858688,0.03076171875,0.052053483203053474,276,-1.587826132774353,0.0002464672,-20.210526315789473,3547.8289473684213,,,,
806,71,72704,90,0.014403837732970715,0.0018053134,0.6207894086837769,0.0006075769488234073,0.0985664,0.0283203125,0.06801725132390857,280,-1.581362023949623,0.000246416,-20.227848101265824,3543.721518987342,,,,
816,72,73728,90,0.02673930674791336,0.0020605833,0.7421237826347351,-0.000483688767417334,0.09854592000000001,0.030029296875,0.058060413459315896,284,-1.561352901160717,0.0002463648,-20.225,3550.6,,,,
826,73,74752,90,0.029352422803640366,0.0015445352,0.6189037561416626,-0.0007907933468231931,0.09852544,0.020751953125,0.10628931038081646,288,-1.5566632226109505,0.0002463136,-20.225,3550.6,,,,
,,75000,,0.023988548666238785,0.0026611222,0.456373929977417,-0.0007108807767508551,0.09850496,0.04833984375,0.0863549467176199,292,-1.5271351635456085,0.0002462624,,,-3030.0099999999998,-21.0,3056.0,3056.0
868,74,75776,87,,,,,,,,,,,-20.21951219512195,3555.4024390243903,,,,
879,75,76800,87,0.012693626806139946,0.0038424437,0.7661583423614502,-0.0013105022662784904,0.09848448,0.098388671875,0.057381861144676805,296,-1.5491843968629837,0.0002462112,-20.216867469879517,3552.9036144578313,,,,
889,76,77824,87,-0.00024196691811084747,0.0018782306,0.8811188340187073,-0.0007460659689968452,0.098464,0.02490234375,0.04163523414172232,300,-1.5407905131578445,0.00024616,-20.216867469879517,3552.9036144578313,,,,
899,77,78848,87,0.0009903404861688614,0.0015812487,0.8588346242904663,-0.0016501735372003168,0.09844352,0.045654296875,0.04049186850897968,304,-1.5461660325527191,0.0002461088,-20.209302325581394,3559.5,,,,
910,78,79872,87,0.010724317282438278,0.0031787134,0.8326418995857239,-0.0018927158816950396,0.09842304,0.052001953125,0.055346785578876734,308,-1.5439087972044945,0.0002460576,-20.21590909090909,3553.715909090909,,,,
920,79,80896,87,-0.0002678241580724716,0.0022081016,0.6980984210968018,-0.0014130716444924474,0.09840256000000001,0.065185546875,0.05694348504766822,312,-1.5392755940556526,0.00024600640000000003,-20.21590909090909,3553.715909090909,,,,
