time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_fraction,train/value_loss,train/loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_reward,eval/mean_score_ep_length,eval/mean_object_ep_length,eval/mean_score_reward
674816,659,532,1266,2632,0.00021631040000000002,-1.1797029450535774,0.178466796875,0.05412841844372451,0.010929042473435402,-0.0028237670776434243,0.0038120053,0.7634735107421875,0.08652416000000002,7757.47,-14.02,,,,
675000,,,,2636,0.0002162592,-1.2120707631111145,0.13623046875,0.045566160581074655,0.006366807967424393,-0.000837777042761445,0.0025181563,0.786486804485321,0.08650368,,,-431.04666660000004,7930.0,7930.0,6.0
675840,660,519,1300,,,,,,,,,,,7757.47,-14.02,,,,
676864,661,520,1301,2640,0.00021620800000000001,-1.172647014260292,0.18408203125,0.06239341385662556,0.0024346690624952316,-0.004688776447437704,0.0040120473,0.646533727645874,0.08648320000000001,7809.47,-13.92,,,,
677888,662,520,1302,2644,0.0002161568,-1.1992684751749039,0.116943359375,0.06202222593128681,0.0033959802240133286,-0.003965926938690245,0.0023581742,0.736140251159668,0.08646272,7809.47,-13.92,,,,
678912,663,520,1303,2648,0.0002161056,-1.2042300999164581,0.132080078125,0.07049013138748705,0.01695469580590725,-0.0008649908704683185,0.0028576315,0.7442519664764404,0.08644224,7841.47,-13.62,,,,
679936,664,521,1304,2652,0.0002160544,-1.16694875061512,0.114990234375,0.07846906036138535,0.02325030416250229,-0.001549722597701475,0.0019582752,0.7572131752967834,0.08642176000000001,7890.46,-13.43,,,,
680960,665,521,1305,2656,0.0002160032,-1.198503278195858,0.14794921875,0.06098273186944425,0.02300405129790306,-0.00010085426038131118,0.0028350153,0.6942931413650513,0.08640128000000001,7890.46,-13.43,,,,
681984,666,522,1306,2660,0.00021595200000000002,-1.1780355870723724,0.05517578125,0.07398946397006512,0.011559911072254181,-0.0032149417675100267,0.0014481079,0.6830520629882812,0.08638080000000001,7933.8,-13.26,,,,
683008,667,522,1307,2664,0.00021590080000000002,-1.1824520900845528,0.13623046875,0.058737096609547734,0.010480385273694992,-0.0025863577611744404,0.0023905756,0.7837821841239929,0.08636032,7933.8,-13.26,,,,
684032,668,522,1308,2668,0.00021584960000000001,-1.1962507963180542,0.125244140625,0.06691668019630015,0.014148138463497162,0.000953503797063604,0.0018405572,0.7312071919441223,0.08633984,7933.8,-13.26,,,,
685056,669,523,1309,2672,0.0002157984,-1.1833342537283897,0.1123046875,0.05281912116333842,0.0013140533119440079,-0.005077209905721247,0.0025845564,0.7376171946525574,0.08631936000000001,7933.8,-13.26,,,,
686080,670,523,1310,2676,0.0002157472,-1.229934737086296,0.140625,0.06859657913446426,0.01709110289812088,-0.0028116407338529825,0.003477545,0.6246431469917297,0.08629888000000001,7969.88,-12.95,,,,
687104,671,523,1311,2680,0.000215696,-1.2063261568546295,0.07470703125,0.0588746361900121,0.004644956439733505,-0.0028293051291257143,0.0019322453,0.6725590229034424,0.0862784,8027.01,-12.76,,,,
688128,672,524,1312,2684,0.0002156448,-1.2089451029896736,0.121826171875,0.06173985218629241,0.004633426666259766,-0.00503963086521253,0.002435837,0.7051311135292053,0.08625792,8027.01,-12.76,,,,
689152,673,524,1313,2688,0.0002155936,-1.2494485452771187,0.08642578125,0.07180212787352502,0.01668582111597061,-0.002418366144411266,0.0012398072,0.6163780093193054,0.08623744,8027.01,-12.76,,,,
690176,674,525,1314,2692,0.0002155424,-1.2636941745877266,0.142333984375,0.06921421689912677,0.007143404334783554,-0.001417569728801027,0.002185352,0.6740348935127258,0.08621696000000001,8027.01,-12.76,,,,
691200,675,525,1315,2696,0.0002154912,-1.2185176312923431,0.1572265625,0.08004099037498236,0.033509451895952225,0.0004980285884812474,0.002879291,0.6627436280250549,0.08619648,8030.35,-12.78,,,,
692224,676,525,1316,2700,0.00021543999999999998,-1.1215939074754715,0.1259765625,0.06796801672317088,0.015658022835850716,-0.002430774620734155,0.0012316874,0.5767506957054138,0.086176,8030.35,-12.78,,,,
693248,677,526,1317,2704,0.0002153888,-1.148470513522625,0.124267578125,0.05848018662072718,0.024685705080628395,-0.002351967035792768,0.0025764743,0.7235928773880005,0.08615552,8030.35,-12.78,,,,
694272,678,526,1318,2708,0.0002153376,-1.1689574047923088,0.151611328125,0.055067353416234255,0.0057632774114608765,-0.004816903150640428,0.0022721034,0.7479827404022217,0.08613504,8104.12,-12.57,,,,
695296,679,526,1319,2712,0.0002152864,-1.180229313671589,0.131591796875,0.07685063523240387,0.021346062421798706,-0.0014376242470461875,0.0026592086,0.6560399532318115,0.08611456,8148.95,-12.28,,,,
696320,680,527,1320,2716,0.00021523520000000002,-1.1550871208310127,0.068359375,0.07938694301992655,0.014295265078544617,-0.0022785800392739475,0.0014468102,0.6878166198730469,0.08609408000000002,8148.95,-12.28,,,,
697344,681,527,1321,2720,0.000215184,-1.1952889114618301,0.08447265625,0.07307611824944615,0.011976107954978943,-0.003727058763615787,0.0020242555,0.6882370114326477,0.0860736,8148.95,-12.28,,,,
698368,682,528,1322,2724,0.00021513280000000001,-1.1954921558499336,0.0771484375,0.06296530878171325,0.0039257146418094635,-0.0033265120000578463,0.0019017011,0.6964075565338135,0.08605312000000001,8188.09,-12.18,,,,
699392,683,528,1323,2728,0.00021508159999999998,-1.185670554637909,0.110107421875,0.08347071195021272,0.022537562996149063,-0.002047717454843223,0.0025338754,0.6512998938560486,0.08603264,8188.09,-12.18,,,,
700000,,,,2732,0.0002150304,-1.2089746743440628,0.127685546875,0.06911578658036888,0.010531691834330559,-0.00030226478702388704,0.0021685504,0.6410665512084961,0.08601216,,,-184.13333360000001,8183.2,8183.2,8.4
700416,684,515,1358,,,,,,,,,,,8188.09,-12.18,,,,
701440,685,516,1359,2736,0.0002149792,-1.1778863072395325,0.1171875,0.0847237566486001,0.022523824125528336,-0.0026527458103373647,0.002820426,0.6403250694274902,0.08599168000000001,8188.09,-12.18,,,,
702464,686,516,1360,2740,0.000214928,-1.2374013140797615,0.107666015625,0.052675073267892,0.006683267652988434,-0.0011317971511743963,0.0018472478,0.7883028984069824,0.08597120000000001,8188.09,-12.18,,,,
703488,687,516,1361,2744,0.00021487680000000002,-1.225472331047058,0.0947265625,0.08220256492495537,0.021422967314720154,-0.0013320339494384825,0.0018725791,0.6234962940216064,0.08595072000000001,8188.09,-12.18,,,,
704512,688,517,1362,2748,0.00021482560000000002,-1.2718814834952354,0.12060546875,0.08771625394001603,0.025696031749248505,-0.0018689270946197212,0.0021057653,0.6361563205718994,0.08593024,8253.98,-11.82,,,,
705536,689,517,1363,2752,0.00021477440000000002,-1.300702840089798,0.114990234375,0.06750412448309362,0.008029339835047722,-0.0028351258370094,0.001670513,0.7044305205345154,0.08590976,8253.98,-11.82,,,,
706560,690,517,1364,2756,0.0002147232,-1.2878234162926674,0.099365234375,0.06567379971966147,0.012573055922985077,-0.004136561299674213,0.0020178135,0.7049925327301025,0.08588928000000001,8253.98,-11.82,,,,
707584,691,518,1365,2760,0.000214672,-1.3023181185126305,0.17138671875,0.05464538210071623,0.0005576051771640778,-0.005773984303232282,0.0031173148,0.7853564023971558,0.08586880000000001,8253.98,-11.82,,,,
708608,692,518,1366,2764,0.0002146208,-1.3288170918822289,0.103759765625,0.08443553512915969,0.01819223165512085,-0.0018891194486059248,0.0019490947,0.43802428245544434,0.08584832,8282.64,-11.62,,,,
709632,693,518,1367,2768,0.0002145696,-1.3227629736065865,0.146484375,0.05933110858313739,0.014399215579032898,-0.003357862588018179,0.002808595,0.7465376257896423,0.08582784,8282.64,-11.62,,,,
710656,694,519,1368,2772,0.0002145184,-1.3056762963533401,0.193359375,0.0708416576962918,-0.0015173163264989853,-0.0044910566648468375,0.003427337,0.6640874147415161,0.08580736,8305.57,-11.54,,,,
711680,695,519,1369,2776,0.0002144672,-1.3427739888429642,0.1357421875,0.06239038472995162,-8.519738912582397e-06,-0.001309177780058235,0.001947704,0.6011238694190979,0.08578688000000001,8321.66,-11.51,,,,
712704,696,520,1370,2780,0.000214416,-1.2814118191599846,0.1328125,0.06596085825003684,0.0051581040024757385,-0.0042285636300221086,0.0020430814,0.6774356365203857,0.0857664,8346.7,-11.44,,,,
713728,697,520,1371,2784,0.0002143648,-1.314554549753666,0.1376953125,0.07745289104059339,0.013426797464489937,-0.003503747342620045,0.0027727862,0.6021440625190735,0.08574592,8346.7,-11.44,,,,
714752,698,520,1372,2788,0.0002143136,-1.3017747402191162,0.087158203125,0.05969591182656586,0.004665084183216095,-0.002928514324594289,0.0013386145,0.7061960697174072,0.08572544,8380.85,-11.29,,,,
715776,699,521,1373,2792,0.0002142624,-1.3008786514401436,0.101806640625,0.07440580986440182,0.018982741981744766,-0.002588548755738884,0.001317061,0.7245320081710815,0.08570496,8380.85,-11.29,,,,
716800,700,521,1374,2796,0.0002142112,-1.3278658762574196,0.1123046875,0.06012131762690842,0.00898594781756401,-0.002719783049542457,0.0020951836,0.7449804544448853,0.08568448000000001,8415.45,-11.21,,,,
717824,701,521,1375,2800,0.00021416000000000002,-1.2948295772075653,0.16064453125,0.056483937660232186,0.010627543553709984,-0.004131909518036991,0.0037518907,0.6300737857818604,0.08566400000000002,8415.45,-11.21,,,,
718848,702,522,1376,2804,0.0002141088,-1.3263853713870049,0.09521484375,0.0775407855398953,0.008625650778412819,-0.0033356777857989073,0.0016662049,0.6729049682617188,0.08564352,8415.45,-11.21,,,,
719872,703,522,1377,2808,0.00021405760000000002,-1.3293614760041237,0.072509765625,0.07002299092710018,0.004751380532979965,-0.0032572112104389817,0.001993109,0.6365192532539368,0.08562304000000001,8415.45,-11.21,,,,
720896,704,522,1378,2812,0.00021400639999999998,-1.320964254438877,0.11669921875,0.060283608036115766,0.008224699646234512,-0.003170504467561841,0.0023200412,0.753732442855835,0.08560256,8427.69,-11.16,,,,
721920,705,523,1379,2816,0.0002139552,-1.338727094233036,0.190185546875,0.07117138709872961,0.014722544699907303,-0.002659538062289357,0.004334171,0.6646701097488403,0.08558208,8427.69,-11.16,,,,
722944,706,523,1380,2820,0.00021390399999999998,-1.3134504705667496,0.12158203125,0.08535672398284078,0.01921772211790085,-0.004106235632207245,0.0018482816,0.5986266732215881,0.0855616,8427.69,-11.16,,,,
723968,707,523,1381,2824,0.00021385280000000003,-1.2598896324634552,0.107666015625,0.07203890988603234,0.012294227257370949,-0.0021605949150398374,0.0015587014,0.6514420509338379,0.08554112000000001,8427.69,-11.16,,,,
724992,708,524,1382,2828,0.00021380160000000002,-1.294859990477562,0.10546875,0.05997637170366943,0.005162263289093971,-0.0032392266439273953,0.0022199212,0.7702717781066895,0.08552064000000001,8427.69,-11.16,,,,
725000,,,,2832,0.00021375040000000002,-1.294021688401699,0.07958984375,0.08012619311921299,0.015227936208248138,-0.002918614511145279,0.0017879386,0.6491410732269287,0.08550016,,,-135.2866668,8510.0,8510.0,3.0
726016,709,511,1418,,,,,,,,,,,8427.69,-11.16,,,,
727040,710,512,1419,2836,0.00021369920000000002,-1.26637864112854,0.093505859375,0.059808829333633184,0.007971877232193947,-0.004346164874732494,0.0020626201,0.7799661755561829,0.08547968,8438.68,-10.94,,,,
728064,711,512,1420,2840,0.000213648,-1.2908668518066406,0.14599609375,0.05532181682065129,0.006576471030712128,-0.0036340822698548436,0.0029550097,0.7986767888069153,0.08545920000000001,8438.68,-10.94,,,,
729088,712,512,1421,2844,0.0002135968,-1.2757037058472633,0.1875,0.06256033037789166,0.005688581615686417,-0.006257732457015663,0.0032480806,0.7925403118133545,0.08543872000000001,8501.47,-10.73,,,,
730112,713,513,1422,2848,0.0002135456,-1.3198003396391869,0.089111328125,0.07626238325610757,0.015365276485681534,-0.0032118422095663846,0.0019663884,0.6766226291656494,0.08541824,8515.88,-10.68,,,,
731136,714,513,1424,2852,0.0002134944,-1.2383588254451752,0.1484375,0.08495063940063119,0.016970451921224594,-0.0037806194450240582,0.0026305756,0.6184619665145874,0.08539776,8515.88,-10.68,,,,
732160,715,513,1425,2856,0.0002134432,-1.293897844851017,0.218505859375,0.04878046968951821,-0.0011256616562604904,-0.0037855012342333794,0.0026161014,0.8035040497779846,0.08537728,8552.32,-10.45,,,,
733184,716,514,1426,2860,0.000213392,-1.294774353504181,0.183349609375,0.05300330254249275,0.00854044035077095,-0.003127981908619404,0.0035112198,0.7605607509613037,0.08535680000000001,8552.32,-10.45,,,,
734208,717,514,1427,2864,0.0002133408,-1.3208421766757965,0.135009765625,0.05088719050399959,0.0008979849517345428,-0.00449342344654724,0.0027545355,0.7926939725875854,0.08533632000000001,8552.32,-10.45,,,,
735232,718,514,1428,2868,0.0002132896,-1.2928703129291534,0.113525390625,0.05593395698815584,0.0019422713667154312,-0.0029204693564679474,0.002189734,0.8353485465049744,0.08531584,8552.32,-10.45,,,,
736256,719,515,1429,2872,0.0002132384,-1.31925018876791,0.115478515625,0.0803964869119227,0.013617020100355148,-0.002284678164869547,0.0024061175,0.632786214351654,0.08529536,8552.32,-10.45,,,,
737280,720,515,1430,2876,0.0002131872,-1.3048477843403816,0.17138671875,0.10521911224350333,0.010590918362140656,-0.0044735326955560595,0.0053026914,0.5006832480430603,0.08527488,8552.32,-10.45,,,,
738304,721,515,1431,2880,0.000213136,-1.344563253223896,0.1396484375,0.07699839724227786,0.016161296516656876,-0.0012185538071207702,0.001948504,0.6349033117294312,0.08525440000000001,8591.93,-10.19,,,,
739328,722,516,1432,2884,0.0002130848,-1.3819714412093163,0.100830078125,0.05194363067857921,-0.006944335997104645,-0.004460821859538555,0.0026313225,0.7743594646453857,0.08523392,8591.93,-10.19,,,,
740352,723,516,1433,2888,0.0002130336,-1.337491326034069,0.126953125,0.07382151833735406,0.008029598742723465,-0.004029894422274083,0.001888548,0.6893202066421509,0.08521344,8627.34,-10.11,,,,
741376,724,516,1434,2892,0.00021298240000000002,-1.3461959660053253,0.129638671875,0.07246328517794609,0.015282746404409409,-0.0030619511962868273,0.0027227392,0.7519323825836182,0.08519296000000001,8627.34,-10.11,,,,
742400,725,517,1435,2896,0.00021293119999999998,-1.3274482265114784,0.09228515625,0.047323206439614296,-0.0026877447962760925,-0.004201700066914782,0.0017004802,0.8004691004753113,0.08517248,8627.34,-10.11,,,,
743424,726,517,1436,2900,0.00021288,-1.3145030736923218,0.1142578125,0.06453072209842503,0.014138449914753437,-0.0034349713241681457,0.0024714158,0.7587711215019226,0.085152,8627.34,-10.11,,,,
744448,727,517,1437,2904,0.00021282879999999998,-1.3036779016256332,0.148681640625,0.05672259861603379,0.01002925168722868,-0.0015885030443314463,0.0026454437,0.7926810383796692,0.08513152,8626.82,-9.89,,,,
745472,728,518,1438,2908,0.00021277760000000003,-1.3221532702445984,0.121337890625,0.07650386542081833,0.005687057971954346,-0.0038559171953238547,0.0023189718,0.7593733072280884,0.08511104000000001,8656.16,-9.81,,,,
746496,729,518,1439,2912,0.00021272640000000002,-1.3383899107575417,0.081298828125,0.04859340097755194,0.0012522954493761063,-0.0027907292533200234,0.0019115134,0.8175444602966309,0.08509056000000001,8656.16,-9.81,,,,
747520,730,518,1440,2916,0.00021267520000000002,-1.3113191202282906,0.1123046875,0.06419707322493196,0.0037634465843439102,-0.0050625926232896745,0.002254908,0.7841030359268188,0.08507008,8673.91,-9.46,,,,
748544,731,519,1441,2920,0.00021262400000000002,-1.349912166595459,0.117919921875,0.06850939150899649,0.02018589898943901,-0.004883585963398218,0.0023581965,0.7205691337585449,0.0850496,8673.91,-9.46,,,,
749568,732,519,1442,2924,0.0002125728,-1.329754002392292,0.05517578125,0.07895066821947694,0.018588121980428696,-0.0038626879977528006,0.0013449604,0.6990044116973877,0.08502912000000001,8746.64,-8.95,,,,
750000,,,,2928,0.0002125216,-1.3055569007992744,0.11767578125,0.09050480648875237,0.017980024218559265,-0.0038869078271090984,0.0026867555,0.4601013660430908,0.08500864000000001,,,-154.30666660000003,8412.0,8412.0,3.4
750592,733,507,1478,,,,,,,,,,,8746.64,-8.95,,,,
751616,734,508,1479,2932,0.0002124704,-1.305693842470646,0.11181640625,0.0723596690222621,0.025439467281103134,-0.0029529918683692813,0.0037584484,0.638962984085083,0.08498816000000001,8746.64,-8.95,,,,
752640,735,508,1480,2936,0.0002124192,-1.3459015935659409,0.0927734375,0.05442271055653691,0.0014978554099798203,-0.003624846605816856,0.0018515585,0.7577033042907715,0.08496768,8746.64,-8.95,,,,
753664,736,508,1481,2940,0.000212368,-1.3193460777401924,0.1201171875,0.07188148377463222,0.0038871988654136658,-0.0026510803727433085,0.0027295016,0.690097451210022,0.0849472,8746.64,-8.95,,,,
754688,737,509,1482,2944,0.0002123168,-1.3058130741119385,0.134765625,0.06452604779042304,0.018326085060834885,-0.0008284745126729831,0.0025838183,0.747678279876709,0.08492672000000001,8746.64,-8.95,,,,
755712,738,509,1483,2948,0.00021226560000000002,-1.3142838180065155,0.081787109375,0.05710174888372421,0.004806838929653168,-0.002912412164732814,0.0016867039,0.7925200462341309,0.08490624000000001,8746.64,-8.95,,,,
756736,739,509,1484,2952,0.0002122144,-1.240708127617836,0.124267578125,0.06736185634508729,0.015775304287672043,-0.0038128049491206184,0.00257734,0.7105427980422974,0.08488576,8746.64,-8.95,,,,
757760,740,510,1485,2956,0.0002121632,-1.2910357937216759,0.14111328125,0.06949580111540854,0.012985387817025185,-0.0017302455089520663,0.0023671214,0.7130712270736694,0.08486528,8802.74,-8.78,,,,
758784,741,510,1486,2960,0.000212112,-1.2914965748786926,0.140625,0.0686878515407443,0.015379786491394043,-0.004081072984263301,0.0026338007,0.7504377961158752,0.0848448,8802.74,-8.78,,,,
759808,742,510,1487,2964,0.0002120608,-1.2823484763503075,0.142822265625,0.07925774692557752,0.018637415021657944,-0.0021065988403279334,0.0030468607,0.7248889207839966,0.08482432000000001,8802.74,-8.78,,,,
760832,743,511,1488,2968,0.0002120096,-1.2193165719509125,0.17236328125,0.05144988535903394,0.003989256918430328,-0.00501587605685927,0.0031353654,0.8102174997329712,0.08480384,8802.74,-8.78,,,,
761856,744,511,1489,2972,0.0002119584,-1.1822436228394508,0.07421875,0.09561148099601269,0.019935905933380127,-0.002580634754849598,0.0016278455,0.6304866075515747,0.08478336,8802.74,-8.78,,,,
762880,745,511,1490,2976,0.0002119072,-1.1502075344324112,0.075927734375,0.07922410639002919,0.013383271172642708,-0.001748562732245773,0.0017259966,0.7237175703048706,0.08476288,8802.74,-8.78,,,,
763904,746,512,1491,2980,0.00021185599999999999,-1.1684161350131035,0.14306640625,0.05575926904566586,0.0009470731019973755,-0.00379828320001252,0.002420873,0.7851673364639282,0.0847424,8801.3,-8.44,,,,
764928,747,512,1492,2984,0.0002118048,-1.1965481042861938,0.08251953125,0.05637795408256352,0.002050751820206642,-0.003903853881638497,0.0022404839,0.7166544198989868,0.08472192,8829.11,-8.38,,,,
765952,748,512,1493,2988,0.00021175359999999998,-1.1519008502364159,0.123046875,0.07050208980217576,0.016361337155103683,-0.00046322529669851065,0.0020661377,0.7222923040390015,0.08470144,8839.61,-8.37,,,,
766976,749,513,1494,2992,0.00021170240000000003,-1.1844525635242462,0.121337890625,0.06700458051636815,0.019654836505651474,-0.0015076837735250592,0.0030216724,0.7366212606430054,0.08468096000000001,8901.24,-8.05,,,,
768000,750,513,1495,2996,0.0002116512,-1.2365742325782776,0.182373046875,0.040640174760483205,-0.00039082765579223633,-0.0012246629048604518,0.0018709796,0.8280479907989502,0.08466048,8901.24,-8.05,,,,
769024,751,513,1496,3000,0.00021160000000000002,-1.2771769315004349,0.1640625,0.09478543745353818,0.02080678939819336,-0.0020047315629199147,0.0027163352,0.7093336582183838,0.08464,8930.11,-7.81,,,,
770048,752,514,1497,3004,0.00021154880000000002,-1.2999368533492088,0.079833984375,0.04600628023035824,0.0001062881201505661,-0.002624015265610069,0.0018137272,0.849542498588562,0.08461952,8930.11,-7.81,,,,
771072,753,514,1498,3008,0.0002114976,-1.292354330420494,0.122314453125,0.05790674383752048,0.002172369509935379,-0.003837231022771448,0.002691854,0.824387788772583,0.08459904000000001,8930.11,-7.81,,,,
772096,754,514,1499,3012,0.0002114464,-1.313504807651043,0.0751953125,0.06573259853757918,0.006894011050462723,-0.0042316680192016065,0.0017831596,0.795348048210144,0.08457856000000001,8930.11,-7.81,,,,
773120,755,515,1500,3016,0.0002113952,-1.3413783013820648,0.171142578125,0.0564699899405241,0.00217505544424057,-0.004754630266688764,0.001997943,0.7935268878936768,0.08455808000000001,8934.37,-7.49,,,,
774144,756,515,1501,3020,0.000211344,-1.3208821415901184,0.078125,0.08314715209417045,0.00729619525372982,-0.004087821173015982,0.0024876283,0.6646212339401245,0.0845376,8934.37,-7.49,,,,
775000,,,,3024,0.0002112928,-1.2435683831572533,0.108642578125,0.04939136770553887,0.002177134156227112,-0.004240283160470426,0.002063247,0.8344171047210693,0.08451712,,,-120.68666680000001,7915.2,7915.2,3.4
775168,757,504,1535,,,,,,,,,,,8949.63,-7.42,,,,
776192,758,505,1536,3028,0.0002112416,-1.2150072902441025,0.127685546875,0.05079790437594056,0.004830824211239815,-0.0038309674127958715,0.0024105506,0.8155689239501953,0.08449664000000001,8949.63,-7.42,,,,
777216,759,505,1537,3032,0.00021119040000000002,-1.264918603003025,0.08056640625,0.055324563989415765,0.006274968385696411,-0.002361998427659273,0.002036722,0.8112732172012329,0.08447616000000001,8949.63,-7.42,,,,
778240,760,505,1538,3036,0.0002111392,-1.2319088876247406,0.11962890625,0.060266076354309916,0.009950896725058556,-0.005168831383343786,0.0027264715,0.8253156542778015,0.08445568,8949.63,-7.42,,,,
779264,761,506,1539,3040,0.000211088,-1.2363177239894867,0.16748046875,0.04870228422805667,0.0022421367466449738,-0.004131786583457142,0.0036762855,0.858688473701477,0.0844352,8949.63,-7.42,,,,
780288,762,506,1540,3044,0.0002110368,-1.2241462022066116,0.072265625,0.06248453096486628,-0.0010571479797363281,-0.004508132580667734,0.0018694534,0.7853959798812866,0.08441472,8949.63,-7.42,,,,
781312,763,506,1541,3048,0.0002109856,-1.224911667406559,0.162109375,0.09487701393663883,0.01915225386619568,-0.004819265508558601,0.002652374,0.6932851076126099,0.08439424000000001,8949.63,-7.42,,,,
782336,764,507,1542,3052,0.0002109344,-1.1759986951947212,0.082763671875,0.048212675377726555,-0.000177750363945961,-0.002722995704971254,0.0015511675,0.8648546934127808,0.08437376,9007.86,-7.2,,,,
783360,765,507,1543,3056,0.0002108832,-1.2656743824481964,0.094970703125,0.071338263573125,0.009765025228261948,-0.0023221791198011488,0.0024933047,0.7393420934677124,0.08435328,9007.86,-7.2,,,,
784384,766,507,1544,3060,0.000210832,-1.244928017258644,0.143310546875,0.03989933943375945,-0.004366166889667511,-0.003945745062083006,0.002433898,0.8428499698638916,0.0843328,9018.22,-6.89,,,,
785408,767,508,1545,3064,0.00021078079999999999,-1.2280448526144028,0.168212890625,0.054110235534608364,0.005380690097808838,-0.00041399936890229583,0.003292324,0.8213669061660767,0.08431232,9041.91,-6.82,,,,
786432,768,508,1546,3068,0.0002107296,-1.2391306906938553,0.1083984375,0.04835760244168341,0.00017134100198745728,-0.003866259241476655,0.0011512116,0.8480369448661804,0.08429184,9051.09,-6.8,,,,
787456,769,508,1547,3072,0.0002106784,-1.215500846505165,0.12255859375,0.0744283958338201,0.013327367603778839,-0.0031400431180372834,0.00200027,0.7795120477676392,0.08427136,9051.09,-6.8,,,,
788480,770,509,1548,3076,0.00021062720000000003,-1.2215903848409653,0.14501953125,0.07009514141827822,0.01973574049770832,-0.0023394609161186963,0.0033310486,0.7385989427566528,0.08425088000000001,9051.09,-6.8,,,,
789504,771,509,1549,3080,0.000210576,-1.2212963849306107,0.164794921875,0.08272135094739497,0.015457214787602425,-0.0006204165983945131,0.0034270308,0.6777347326278687,0.0842304,9078.49,-6.49,,,,
790528,772,509,1551,3084,0.00021052480000000002,-1.2388592287898064,0.12353515625,0.056208319729194045,0.004616333171725273,-0.0031630294397473335,0.002632321,0.8063104748725891,0.08420992000000001,9078.49,-6.49,,,,
791552,773,509,1552,3088,0.0002104736,-1.2382078021764755,0.105224609375,0.09158083191141486,0.01923801563680172,-0.004733724927064031,0.0018766553,0.6876736283302307,0.08418944,9078.49,-6.49,,,,
792576,774,510,1553,3092,0.0002104224,-1.2486720010638237,0.148681640625,0.07783037098124623,0.0185728520154953,-0.002838043263182044,0.003547176,0.7535949349403381,0.08416896000000001,9078.49,-6.49,,,,
793600,775,510,1554,3096,0.0002103712,-1.2700847685337067,0.11865234375,0.059361733961850405,0.004732633009552956,-0.004159298812737688,0.0014286059,0.7782243490219116,0.08414848000000001,9078.49,-6.49,,,,
794624,776,510,1555,3100,0.00021032,-1.262775219976902,0.156005859375,0.04953747475519776,-0.0044392794370651245,-0.0038501821691170335,0.003346123,0.8713054656982422,0.08412800000000001,9105.42,-6.38,,,,
795648,777,511,1556,3104,0.0002102688,-1.2419364675879478,0.151123046875,0.04908357351087034,0.0007737521082162857,-0.004836526000872254,0.0020430598,0.868781328201294,0.08410752,9105.42,-6.38,,,,
796672,778,511,1557,3108,0.0002102176,-1.2124904841184616,0.161865234375,0.05279222037643194,0.0067195892333984375,-0.003594214213080704,0.0029234658,0.8561491966247559,0.08408704,9105.42,-6.38,,,,
797696,779,511,1558,3112,0.0002101664,-1.2452078387141228,0.094482421875,0.05195663217455149,-0.0022089537233114243,-0.003960933187045157,0.0015786104,0.861546516418457,0.08406656000000001,9101.65,-6.1,,,,
798720,780,512,1559,3116,0.00021011520000000002,-1.2600491791963577,0.134765625,0.07039039651863277,0.011600947007536888,-0.0023107411107048392,0.0015849308,0.842667818069458,0.08404608000000001,9101.65,-6.1,,,,
799744,781,512,1560,3120,0.000210064,-1.2740190625190735,0.12939453125,0.061914589954540133,0.003309505060315132,-0.0038087654102128,0.0022495426,0.8336737155914307,0.0840256,9115.19,-5.49,,,,
800000,,,,3124,0.0002100128,-1.276031032204628,0.1337890625,0.040770532097667456,-0.0046302322298288345,-0.003971529280534014,0.0030379205,0.8792771697044373,0.08400512,,,-383.70666659999995,6694.0,6694.0,18.8
800768,782,503,1588,,,,,,,,,,,9118.87,-5.48,,,,
801792,783,504,1589,3128,0.0002099616,-1.2850861474871635,0.131591796875,0.07482634391635656,0.005602238699793816,-0.00420821929583326,0.002567626,0.8064589500427246,0.08398464,9118.87,-5.48,,,,
802816,784,504,1590,3132,0.0002099104,-1.2818176075816154,0.214111328125,0.061429535038769245,0.018935933709144592,-0.002225360367447138,0.0023527364,0.8095234632492065,0.08396416000000001,9113.95,-5.48,,,,
803840,785,504,1591,3136,0.0002098592,-1.3169497922062874,0.114501953125,0.06440289039164782,-0.002505168318748474,-0.0040446140337735415,0.0022193491,0.8227108120918274,0.08394368,9113.95,-5.48,,,,
804864,786,505,1592,3140,0.000209808,-1.3173698484897614,0.1494140625,0.0622626431286335,0.009299799799919128,-0.00452071288600564,0.0038529676,0.8039166927337646,0.0839232,9113.95,-5.48,,,,
805888,787,505,1594,3144,0.0002097568,-1.299880474805832,0.125732421875,0.03890088596381247,-0.003780050203204155,-0.0028564631065819412,0.0029808523,0.8635479211807251,0.08390272,9105.86,-5.51,,,,
806912,788,505,1595,3148,0.0002097056,-1.300924651324749,0.1220703125,0.04935163864865899,0.000966167077422142,-0.0037044290802441537,0.0015848128,0.8620139360427856,0.08388224,9128.9,-5.45,,,,
807936,789,506,1596,3152,0.00020965439999999998,-1.267452895641327,0.103271484375,0.04724236321635544,0.000989772379398346,-0.0019588527793530375,0.0016599784,0.8681964874267578,0.08386176000000001,9128.9,-5.45,,,,
