time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/entropy_loss,train/clip_fraction,train/explained_variance,train/loss,train/approx_kl,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_score_reward,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_object_reward
44032,97,43,453,-1.6389864310622215,0.077880859375,0.5259606242179871,0.01390845701098442,0.002690204,168,0.09913984,0.0002478496,0.08640008373185992,-0.0006883837340865284,3600.276595744681,-20.25531914893617,,,,
45056,97,44,463,-1.6528251767158508,0.03955078125,0.7445293664932251,0.019359581172466278,0.0013167387,172,0.09911936,0.0002477984,0.06792280939407647,-0.0002269584801979363,3600.276595744681,-20.25531914893617,,,,
46080,97,45,472,-1.6440036967396736,0.156982421875,0.3771354556083679,0.02100382186472416,0.0049946327,176,0.09909888,0.0002477472,0.10642498172819614,-0.0037050119135528803,3597.75,-20.25,,,,
47104,97,46,482,-1.63634192943573,0.03857421875,0.8007107973098755,-0.007453798316419125,0.001981866,180,0.09907840000000001,0.000247696,0.032307019107975066,-0.0005893913621548563,3597.75,-20.25,,,,
48128,97,47,492,-1.6229516193270683,0.025634765625,0.7290018796920776,-0.0007208958268165588,0.0011773079,184,0.09905792000000001,0.0002476448,0.031099205021746457,-0.0008527931349817663,3605.183673469388,-20.244897959183675,,,,
49152,97,48,502,-1.5959924906492233,0.113037109375,0.7568210363388062,0.007896782830357552,0.0016452575,188,0.09903744,0.0002475936,0.047288452042266726,-0.0015632381837349385,3604.8823529411766,-20.235294117647058,,,,
50000,,,,-1.6171244457364082,0.044677734375,0.625308096408844,0.02206311747431755,0.0020911854,192,0.09901696,0.0002475424,0.0869323518127203,-0.00043426458432804793,,,-21.0,3056.0,3056.0,-1.1680000000000001
50176,92,49,543,,,,,,,,,,,3600.3653846153848,-20.23076923076923,,,,
51200,92,50,553,-1.5853127092123032,0.072021484375,0.7573903799057007,0.007968442514538765,0.0019843837,196,0.09899648,0.0002474912,0.05945140542462468,-0.0013779768050881103,3599.890909090909,-20.21818181818182,,,,
52224,92,51,563,-1.6039490401744843,0.021484375,0.7238495349884033,0.012074382975697517,0.00094151276,200,0.09897600000000001,0.00024744,0.0717893373221159,-0.0007814015552867204,3591.5178571428573,-20.232142857142858,,,,
53248,92,52,573,-1.57468943297863,0.151611328125,0.5182127952575684,0.018229354172945023,0.0040417514,204,0.09895552,0.00024738879999999997,0.09592443099245429,-0.0010896629828494042,3591.5178571428573,-20.232142857142858,,,,
54272,92,53,583,-1.590883195400238,0.042236328125,0.7129226326942444,-0.010806409642100334,0.001913105,208,0.09893504,0.0002473376,0.029344252194277942,-0.0017973908397834748,3591.5178571428573,-20.232142857142858,,,,
55296,93,54,593,-1.5754452273249626,0.06494140625,0.7632334232330322,0.010870181955397129,0.0025062822,212,0.09891456,0.0002472864,0.04754467308521271,-0.0015920602309051901,3580.344827586207,-20.24137931034483,,,,
56320,93,55,603,-1.5346778854727745,0.19189453125,0.8435792922973633,0.002748701721429825,0.0039982954,216,0.09889408,0.0002472352,0.04259547684341669,-0.0024102026800392196,3575.9322033898306,-20.25423728813559,,,,
57344,93,56,613,-1.5334646552801132,0.12890625,0.7717331647872925,-0.005121774971485138,0.0029890868,220,0.0988736,0.000247184,0.04392601363360882,-0.00194320990704,3563.1803278688526,-20.278688524590162,,,,
58368,93,57,623,-1.5710286349058151,0.262451171875,0.781719446182251,0.006847282871603966,0.004781251,224,0.09885312000000002,0.0002471328,0.06860415101982653,-0.002921290142694488,3556.3492063492063,-20.26984126984127,,,,
59392,93,58,633,-1.5754727870225906,0.02490234375,0.6890326738357544,0.007379591464996338,0.0015151784,228,0.09883264000000001,0.0002470816,0.0636379448696971,-0.0009360050316900015,3553.390625,-20.265625,,,,
60416,93,59,643,-1.5621304363012314,0.170166015625,0.5593172311782837,0.030826352536678314,0.0025427171,232,0.09881216000000001,0.0002470304,0.1043410119600594,-0.001792680413927883,3553.390625,-20.265625,,,,
61440,94,60,653,-1.5837418287992477,0.11181640625,0.6707046031951904,0.0015441440045833588,0.0029636167,236,0.09879168,0.0002469792,0.04825709550641477,-0.002585047077445779,3549.1846153846154,-20.276923076923076,,,,
62464,94,61,663,-1.5898256823420525,0.057861328125,0.5129833817481995,0.035414475947618484,0.002929999,240,0.0987712,0.000246928,0.1201528892852366,-0.0005416341591626406,3545.1060606060605,-20.28787878787879,,,,
63488,94,62,673,-1.5952788293361664,0.004150390625,0.6401386260986328,0.0206973385065794,0.0013747478,244,0.09875072000000001,0.0002468768,0.07744498271495104,-0.0003222774394089356,3549.1323529411766,-20.264705882352942,,,,
64512,94,63,683,-1.6118501648306847,0.0126953125,0.7534148097038269,0.006735082715749741,0.0020726318,248,0.09873024000000001,0.00024682560000000004,0.051027344074100256,-0.0006642322114203125,3549.1323529411766,-20.264705882352942,,,,
65536,94,64,693,-1.605542741715908,0.0615234375,0.49191999435424805,0.02579043246805668,0.0028416794,252,0.09870976000000001,0.00024677440000000003,0.0974590303376317,-0.0012420373386703432,3563.9859154929577,-20.197183098591548,,,,
66560,94,65,703,-1.6182575598359108,0.138671875,0.841856062412262,0.00889676809310913,0.0029461866,256,0.09868928,0.00024672320000000003,0.05344431335106492,-0.0006060427476768382,3561.25,-20.194444444444443,,,,
67584,94,66,713,-1.5780422762036324,0.149658203125,0.6582702398300171,-0.0004788897931575775,0.00347765,260,0.0986688,0.000246672,0.0438434686511755,-0.0032027106208261102,3555.3561643835615,-20.205479452054796,,,,
68608,94,67,723,-1.5906619727611542,0.070556640625,0.7983984351158142,-0.0005935858935117722,0.002943714,264,0.09864832000000001,0.0002466208,0.0394570977659896,-0.00044241445721127093,3555.3561643835615,-20.205479452054796,,,,
69632,94,68,734,-1.5831567645072937,0.0087890625,0.6388063430786133,0.018322162330150604,0.0014118428,268,0.09862784000000001,0.0002465696,0.07547527621500194,-5.129285273142159e-05,3552.810810810811,-20.2027027027027,,,,
70656,94,69,744,-1.571235530078411,0.075927734375,0.7671217918395996,0.008657541126012802,0.0037458325,272,0.09860736,0.0002465184,0.04725962318480015,-0.000555134960450232,3547.8289473684213,-20.210526315789473,,,,
71680,95,70,754,-1.587826132774353,0.03076171875,0.8127261996269226,0.002377888187766075,0.00092739513,276,0.09858688,0.0002464672,0.052053483203053474,8.175951370503753e-05,3547.8289473684213,-20.210526315789473,,,,
72704,95,71,764,-1.581362023949623,0.0283203125,0.6207894086837769,0.014403837732970715,0.0018053134,280,0.0985664,0.000246416,0.06801725132390857,0.0006075769488234073,3543.721518987342,-20.227848101265824,,,,
73728,95,72,774,-1.561352901160717,0.030029296875,0.7421237826347351,0.02673930674791336,0.0020605833,284,0.09854592000000001,0.0002463648,0.058060413459315896,-0.000483688767417334,3550.6,-20.225,,,,
74752,95,73,784,-1.5566632226109505,0.020751953125,0.6189037561416626,0.029352422803640366,0.0015445352,288,0.09852544,0.0002463136,0.10628931038081646,-0.0007907933468231931,3550.6,-20.225,,,,
75000,,,,-1.5271351635456085,0.04833984375,0.456373929977417,0.023988548666238785,0.0026611222,292,0.09850496,0.0002462624,0.0863549467176199,-0.0007108807767508551,,,-21.0,3056.0,3056.0,-3031.208
75776,91,74,826,,,,,,,,,,,3555.4024390243903,-20.21951219512195,,,,
76800,91,75,836,-1.5491843968629837,0.098388671875,0.7661583423614502,0.012693626806139946,0.0038424437,296,0.09848448,0.0002462112,0.057381861144676805,-0.0013105022662784904,3552.9036144578313,-20.216867469879517,,,,
77824,91,76,845,-1.5407905131578445,0.02490234375,0.8811188340187073,-0.00024196691811084747,0.0018782306,300,0.098464,0.00024616,0.04163523414172232,-0.0007460659689968452,3552.9036144578313,-20.216867469879517,,,,
78848,92,77,855,-1.5461660325527191,0.045654296875,0.8588346242904663,0.0009903404861688614,0.0015812487,304,0.09844352,0.0002461088,0.04049186850897968,-0.0016501735372003168,3559.5,-20.209302325581394,,,,
79872,92,78,865,-1.5439087972044945,0.052001953125,0.8326418995857239,0.010724317282438278,0.0031787134,308,0.09842304,0.0002460576,0.055346785578876734,-0.0018927158816950396,3553.715909090909,-20.21590909090909,,,,
80896,92,79,875,-1.5392755940556526,0.065185546875,0.6980984210968018,-0.0002678241580724716,0.0022081016,312,0.09840256000000001,0.00024600640000000003,0.05694348504766822,-0.0014130716444924474,3553.715909090909,-20.21590909090909,,,,
81920,92,80,885,-1.543540358543396,0.015869140625,0.3292000889778137,0.019619829952716827,0.0010707409,316,0.09838208000000001,0.0002459552,0.08507638005539775,-0.00038458447670564055,3553.715909090909,-20.21590909090909,,,,
82944,92,81,895,-1.5009318739175797,0.080078125,0.5745569467544556,0.011547468602657318,0.0027078968,320,0.09836160000000001,0.000245904,0.06633394001983106,-0.0008516321540810168,3550.820224719101,-20.224719101123597,,,,
83968,92,82,905,-1.4967339113354683,0.056884765625,0.7354243993759155,0.009800842963159084,0.0013548345,324,0.09834112,0.0002458528,0.053303799824789166,-0.0019429597596172243,3553.1098901098903,-20.21978021978022,,,,
84992,92,83,915,-1.4806467965245247,0.09912109375,0.7170662879943848,-0.00553571991622448,0.0025962384,328,0.09832064000000001,0.0002458016,0.04262129799462855,-0.002133641261025332,3551.532608695652,-20.22826086956522,,,,
86016,92,84,926,-1.5053733736276627,0.02880859375,0.6554216146469116,0.011857450939714909,0.00048190315,332,0.09830016000000001,0.0002457504,0.07055981922894716,-8.31987417768687e-05,3548.7849462365593,-20.236559139784948,,,,
87040,92,85,936,-1.5207623317837715,0.056884765625,0.6140899658203125,0.035252902656793594,0.002344859,336,0.09827968000000001,0.0002456992,0.10450748167932034,-0.001327621313976124,3554.6702127659573,-20.22340425531915,,,,
88064,93,86,946,-1.5261986032128334,0.171875,0.8022708892822266,-0.00666070356965065,0.0035601617,340,0.0982592,0.000245648,0.04074658441822976,-0.003562848607543856,3564.7395833333335,-20.21875,,,,
89088,93,87,956,-1.5507753044366837,0.061767578125,0.6695384979248047,0.012608975172042847,0.0016140882,344,0.09823872,0.0002455968,0.06369154457934201,-0.0009951998363249004,3563.7525773195875,-20.22680412371134,,,,
90112,93,88,966,-1.5433769524097443,0.117431640625,0.6334561109542847,0.009492779150605202,0.0035558983,348,0.09821824000000001,0.0002455456,0.05544702312909067,-0.0023921986867208034,3559.3367346938776,-20.23469387755102,,,,
91136,93,89,976,-1.527283139526844,0.01171875,0.7851142883300781,-0.006310764700174332,0.0012528854,352,0.09819776000000001,0.0002454944,0.03462837741244584,-0.00065357651328668,3561.3636363636365,-20.242424242424242,,,,
92160,93,90,986,-1.5251493602991104,0.0224609375,0.7178834080696106,0.01913945935666561,0.0015851401,356,0.09817728,0.0002454432,0.06333747343160212,-0.0008493308851029724,3557.6,-20.25,,,,
93184,93,91,996,-1.5305320546030998,0.099365234375,0.6530541181564331,0.00786512903869152,0.0018244006,360,0.0981568,0.000245392,0.0743180529680103,-0.0010984368491335772,3557.6,-20.25,,,,
94208,93,92,1006,-1.488879419863224,0.11767578125,0.6874161958694458,0.014506149105727673,0.0013763616,364,0.09813632,0.0002453408,0.04072945367079228,-0.0002934171789092943,3558.01,-20.26,,,,
95232,93,93,1016,-1.5172811597585678,0.130615234375,0.7413300275802612,0.009383240714669228,0.0025724361,368,0.09811584000000001,0.0002452896,0.055850236909464,-0.0031806253391550854,3562.59,-20.24,,,,
96256,93,94,1026,-1.5056929215788841,0.051025390625,0.7892165780067444,0.0034016501158475876,0.00300025,372,0.09809536,0.0002452384,0.04627617122605443,-0.0017017033678712323,3560.58,-20.25,,,,
97280,93,95,1036,-1.4829577580094337,0.067626953125,0.7615615129470825,-0.0037941336631774902,0.0026353067,376,0.09807488,0.0002451872,0.03797771816607565,-0.0013614841882372275,3557.28,-20.25,,,,
98304,93,96,1046,-1.4781847223639488,0.00537109375,0.7495170831680298,0.006552685052156448,0.00051299785,380,0.0980544,0.000245136,0.06774373003281653,-0.00016354303807020187,3557.28,-20.25,,,,
99328,94,97,1056,-1.467490702867508,0.0078125,0.87208092212677,0.0045271385461091995,0.0027500556,384,0.09803392,0.0002450848,0.04254174965899438,-0.00077364883327391,3557.33,-20.25,,,,
100000,,,,-1.4954127669334412,0.129150390625,0.7850532531738281,0.008720578625798225,0.0036276975,388,0.09801344000000001,0.0002450336,0.06665714527480304,-0.0034028958179987967,,,-21.0,3056.0,3056.0,-1.536
100352,91,98,1097,,,,,,,,,,,3557.33,-20.25,,,,
101376,91,99,1107,-1.5103306397795677,0.055419921875,0.5742253065109253,0.007791990414261818,0.0006534266,392,0.09799296,0.0002449824,0.07496547535993159,-0.00037550301931332797,3550.16,-20.27,,,,
102400,91,100,1117,-1.47845708578825,0.0888671875,0.817517101764679,0.006515197455883026,0.0024142542,396,0.09797248,0.0002449312,0.057689467212185264,-0.0019836063584079966,3552.15,-20.26,,,,
103424,91,101,1127,-1.4966398105025291,0.014892578125,0.5312308073043823,0.03423405438661575,0.0003129671,400,0.097952,0.00024488,0.10651131952181458,0.00022844018531031907,3553.57,-20.24,,,,
104448,91,102,1137,-1.4758928418159485,0.02392578125,0.819939911365509,0.004559832625091076,0.0014801449,404,0.09793152000000001,0.0002448288,0.046263004187494516,0.0008356189355254173,3547.33,-20.25,,,,
105472,91,103,1147,-1.5053191632032394,0.02880859375,0.6601272821426392,0.00874936580657959,0.0008592466,408,0.09791104,0.0002447776,0.07809895998798311,-0.0004251602804288268,3535.22,-20.27,,,,
106496,91,104,1157,-1.5119509398937225,0.11181640625,0.7735525965690613,0.008949990384280682,0.0031355848,412,0.09789056000000002,0.00024472640000000004,0.06411241157911718,-0.0026340459589846432,3535.22,-20.27,,,,
107520,92,105,1167,-1.5182114094495773,0.016845703125,0.5909667015075684,0.0023762695491313934,0.0013983701,416,0.09787008000000001,0.00024467520000000004,0.04460914013907313,-0.0006763853743905202,3533.88,-20.27,,,,
108544,92,106,1177,-1.5001444965600967,0.009521484375,0.738823413848877,0.009810753166675568,0.0016558595,420,0.09784960000000001,0.00024462400000000003,0.0617799311876297,-0.0011805130925495178,3524.98,-20.28,,,,
109568,92,107,1187,-1.5265926867723465,0.1064453125,0.686761736869812,0.004945193417370319,0.0025263652,424,0.09782912,0.00024457280000000003,0.04850658169016242,-0.0024976450949907303,3529.23,-20.27,,,,
110592,92,108,1197,-1.5258714631199837,0.119873046875,0.7503544092178345,0.005098927766084671,0.0039788717,428,0.09780864,0.00024452160000000003,0.04692806350067258,-0.0017386757244821638,3516.77,-20.3,,,,
111616,92,109,1207,-1.5438722372055054,0.02587890625,0.7470031380653381,0.008300501853227615,0.0019491722,432,0.09778816000000001,0.0002444704,0.05996648711152375,-0.0016283584263874218,3509.0,-20.31,,,,
112640,92,110,1217,-1.549258604645729,0.02392578125,0.726168155670166,0.019545016810297966,0.00121448,436,0.09776768000000001,0.0002444192,0.07969410065561533,-0.0004326195630710572,3498.92,-20.33,,,,
113664,92,111,1227,-1.5442814752459526,0.00634765625,0.8355324268341064,0.005830986425280571,0.0013030095,440,0.0977472,0.000244368,0.04589107749052346,-0.0007372916443273425,3498.92,-20.33,,,,
114688,92,112,1237,-1.5327447429299355,0.010498046875,0.6432632207870483,0.007901652716100216,0.0010907111,444,0.09772672,0.0002443168,0.05886235414072871,-6.244369433261454e-05,3501.66,-20.32,,,,
115712,92,113,1247,-1.5425986051559448,0.033935546875,0.7908222675323486,0.023227009922266006,0.0019326422,448,0.09770624,0.0002442656,0.06222237064503133,-0.0008895179780665785,3501.66,-20.32,,,,
116736,92,114,1257,-1.487007163465023,0.099609375,0.7047042846679688,-0.0016393251717090607,0.0040394925,452,0.09768576000000001,0.0002442144,0.04816404078155756,-0.002680372941540554,3503.65,-20.31,,,,
117760,92,115,1267,-1.4890717640519142,0.028076171875,0.6786165237426758,0.05338570848107338,0.0016616256,456,0.09766528000000001,0.0002441632,0.08605622523464262,0.0001536306444904767,3499.19,-20.3,,,,
118784,92,116,1277,-1.5414471104741096,0.043212890625,0.7883473038673401,0.03132600337266922,0.0013578995,460,0.0976448,0.000244112,0.0642858853098005,-6.31540606264025e-05,3499.19,-20.3,,,,
119808,93,117,1288,-1.467560738325119,0.046630859375,0.7484933137893677,0.0014897501096129417,0.0016473286,464,0.09762432,0.0002440608,0.03561103902757168,-1.5059747966006398e-05,3497.02,-20.31,,,,
120832,93,118,1298,-1.4294446110725403,0.036376953125,0.7954176068305969,0.00423041358590126,0.0016537635,468,0.09760384,0.0002440096,0.05200387421064079,-0.0007103846874088049,3499.24,-20.31,,,,
121856,93,119,1308,-1.423522338271141,0.052978515625,0.8598742485046387,0.0029163938015699387,0.0022362736,472,0.09758336000000001,0.00024395839999999998,0.04032753547653556,-0.001532103109639138,3499.24,-20.31,,,,
122880,93,120,1318,-1.4479708671569824,0.04541015625,0.6656869649887085,0.014602724462747574,0.0018584938,476,0.09756288,0.0002439072,0.05416040914133191,-0.00017961516277864575,3498.79,-20.31,,,,
123904,93,121,1328,-1.4699908196926117,0.163818359375,0.8397934436798096,-0.0023581497371196747,0.0029815338,480,0.0975424,0.000243856,0.04344988218508661,-0.00585424319433514,3490.24,-20.32,,,,
124928,93,122,1338,-1.4905891120433807,0.02783203125,0.6992696523666382,0.015448451973497868,0.0010179833,484,0.09752192,0.0002438048,0.10465229419060051,0.00031891440448816866,3497.53,-20.29,,,,
125000,,,,-1.4927631840109825,0.03515625,0.831291675567627,0.007705336436629295,0.0016596522,488,0.09750144,0.0002437536,0.06720384280197322,-0.0004281541332602501,,,-21.0,3056.0,3056.0,-1.2000000000000002
125952,91,123,1379,,,,,,,,,,,3497.53,-20.29,,,,
126976,91,124,1389,-1.472835659980774,0.093017578125,0.833893895149231,0.003448539413511753,0.00325197,492,0.09748096,0.0002437024,0.036399320932105184,-0.0011322462669340894,3499.16,-20.27,,,,
128000,91,125,1399,-1.4875986948609352,0.037841796875,0.9017646908760071,-0.008054892532527447,0.0005958239,496,0.09746048000000002,0.00024365120000000002,0.026999567286111414,-0.002014170226175338,3500.47,-20.27,,,,
129024,91,126,1409,-1.5142891854047775,0.099365234375,0.8514163494110107,-0.018789788708090782,0.0027485294,500,0.09744000000000001,0.0002436,0.04286873713135719,-0.004455941409105435,3502.86,-20.27,,,,
130048,91,127,1419,-1.4786073043942451,0.02587890625,0.7502459287643433,0.005244571715593338,0.0012124759,504,0.09741952000000001,0.0002435488,0.04567684419453144,-0.00013937657058704644,3499.34,-20.27,,,,
131072,91,128,1429,-1.505136951804161,0.030517578125,0.745769739151001,0.004416368901729584,0.0026307036,508,0.09739904,0.0002434976,0.06029354967176914,-0.0012430213100742549,3497.56,-20.25,,,,
132096,91,129,1439,-1.4751937314867973,0.01123046875,0.843091607093811,0.00413042027503252,0.0012020078,512,0.09737856,0.0002434464,0.043423278257250786,0.00020539460820145905,3496.44,-20.25,,,,
