time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_range,train/approx_kl,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/entropy_loss,train/learning_rate,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_score_reward,eval/mean_object_reward
701,36864,36,52,0.09928320000000002,0.0024317359,0.772730827331543,0.035052798106335104,-0.0023067030706442893,140,0.120849609375,-1.7227773219347,0.00024820800000000003,-0.003258129581809044,-20.394736842105264,3649.6052631578946,,,,
707,37888,37,53,0.09926272000000001,0.0013633315,0.6772104501724243,0.10003406088799238,-0.0010247400496155024,144,0.005615234375,-1.7362987846136093,0.00024815680000000003,0.028983641415834427,-20.41025641025641,3662.4871794871797,,,,
712,38912,38,54,0.09924224000000001,0.0016703091,0.49279195070266724,0.08065692195668817,-0.0010205340222455561,148,0.025390625,-1.7237830236554146,0.0002481056,0.022963428869843483,-20.425,3653.325,,,,
717,39936,39,55,0.09922176,0.00075305137,0.4576895833015442,0.07237425958737731,-0.00016562981181778014,152,0.0,-1.7312841415405273,0.0002480544,0.013488924130797386,-20.425,3653.325,,,,
722,40960,40,56,0.09920128,0.0014358149,0.32388293743133545,0.07746455492451787,-0.001336970366537571,156,0.03515625,-1.717312566936016,0.0002480032,0.01111537590622902,-20.425,3653.325,,,,
726,41984,41,57,0.09918080000000001,0.002432215,0.7506890892982483,0.03029887902084738,-0.0014556791866198182,160,0.023193359375,-1.7033409103751183,0.000247952,-0.008394446223974228,-20.414634146341463,3652.1951219512193,,,,
731,43008,42,58,0.09916032000000001,0.0023028099,0.8133963942527771,0.055618731770664454,-0.0008138491248246282,164,0.033935546875,-1.7099029645323753,0.0002479008,0.008528517559170723,-20.41860465116279,3642.5116279069766,,,,
735,44032,43,59,0.09913984,0.0013588539,0.5926307439804077,0.07818440697155893,-0.00039185647619888186,168,0.0,-1.6947569251060486,0.0002478496,0.021425599232316017,-20.444444444444443,3642.7555555555555,,,,
739,45056,44,60,0.09911936,0.00212558,0.6066972017288208,0.09212716622278094,-0.0008266950899269432,172,0.049560546875,-1.6873206496238708,0.0002477984,0.03108884021639824,-20.4468085106383,3639.0425531914893,,,,
744,46080,45,61,0.09909888,0.0018963353,0.7044045925140381,0.06145863723941147,-0.0012078315194230527,176,0.056396484375,-1.6586010083556175,0.0002477472,0.012369340285658836,-20.458333333333332,3641.6458333333335,,,,
748,47104,46,62,0.09907840000000001,0.0042651785,0.3636623024940491,0.07661850331351161,-0.0021415602532215416,180,0.12109375,-1.6749486327171326,0.000247696,0.020909005776047707,-20.458333333333332,3641.6458333333335,,,,
752,48128,47,63,0.09905792000000001,0.0029166923,0.5601691007614136,0.053739334689453244,-0.00273895135615021,184,0.087890625,-1.6656846329569817,0.0002476448,0.005257973447442055,-20.458333333333332,3641.6458333333335,,,,
756,49152,48,65,0.09903744,0.0021913769,0.703650712966919,0.02908996748737991,-0.0012785725120920688,188,0.066650390625,-1.680243231356144,0.0002475936,-0.007953270338475704,-20.46938775510204,3639.6530612244896,,,,
,50000,,,0.09901696,0.0035297368,0.7876378297805786,0.037618204834870994,-0.0022224544954951853,192,0.1123046875,-1.6869280561804771,0.0002475424,-0.010370766744017601,,,3056.0,3056.0,-21.0,-262.14
636,50176,49,78,,,,,,,,,,,-20.49056603773585,3623.377358490566,,,,
641,51200,50,79,0.09899648,0.0018713677,0.8387196063995361,0.0581831862218678,-0.0004679172416217625,196,0.05419921875,-1.675247572362423,0.0002474912,0.014261489734053612,-20.48148148148148,3618.277777777778,,,,
645,52224,51,80,0.09897600000000001,0.0020340728,0.6014429330825806,0.07110289041884243,-0.0015225113602355123,200,0.072998046875,-1.6755172088742256,0.00024744,0.006682904437184334,-20.464285714285715,3612.1785714285716,,,,
650,53248,52,81,0.09895552,0.0010132168,0.800697922706604,0.06812013778835535,-0.001084132440155372,204,0.065673828125,-1.6616940051317215,0.00024738879999999997,0.015760863199830055,-20.464285714285715,3612.1785714285716,,,,
654,54272,53,82,0.09893504,0.0042260857,0.525351881980896,0.044719201512634754,-0.0015313081676140428,208,0.127685546875,-1.6560054793953896,0.0002473376,0.008066294714808464,-20.464285714285715,3612.1785714285716,,,,
658,55296,54,83,0.09891456,0.0029861885,0.6426132917404175,0.03299056808464229,-0.0020013742614537477,212,0.062255859375,-1.6293636709451675,0.0002472864,-0.004297325387597084,-20.464285714285715,3612.1785714285716,,,,
662,56320,55,85,0.09889408,0.003190917,0.856583297252655,0.029864486888982356,-0.001944094809005037,216,0.146728515625,-1.5967223793268204,0.0002472352,-0.0044658128172159195,-20.482758620689655,3599.206896551724,,,,
666,57344,56,86,0.0988736,0.003935655,0.8518211841583252,0.03836749214679003,-0.0013916637108195573,220,0.069091796875,-1.5928920358419418,0.000247184,0.0034698452800512314,-20.508196721311474,3594.065573770492,,,,
670,58368,57,87,0.09885312000000002,0.0023043216,0.7613146901130676,0.06521857040934265,-0.0023621811997145414,224,0.04345703125,-1.5864627808332443,0.0002471328,0.01722913235425949,-20.523809523809526,3586.3809523809523,,,,
673,59392,58,88,0.09883264000000001,0.0016039335,0.6540851593017578,0.08273307513445616,-0.0012016117107123137,228,0.04443359375,-1.5683478340506554,0.0002470816,0.023224875330924988,-20.53125,3581.90625,,,,
677,60416,59,89,0.09881216000000001,0.0009296806,0.704641580581665,0.04497816227376461,-0.0006247518467716873,232,0.174560546875,-1.536134697496891,0.0002470304,0.009167484939098358,-20.53125,3581.90625,,,,
681,61440,60,90,0.09879168,0.0021427604,0.4189600348472595,0.07136312103830278,-0.0019005841459147632,236,0.0615234375,-1.52513038367033,0.0002469792,0.003293631598353386,-20.53125,3581.90625,,,,
684,62464,61,91,0.0987712,0.0027502885,0.6986773014068604,0.033556368201971054,-0.001350263599306345,240,0.091064453125,-1.4956316873431206,0.000246928,-0.00870585162192583,-20.53125,3581.90625,,,,
687,63488,62,92,0.09875072000000001,0.0059201205,0.7878552675247192,0.05169643345288932,-0.0020916344365105033,244,0.235595703125,-1.5072602182626724,0.0002468768,0.0006971685215830803,-20.55072463768116,3561.5652173913045,,,,
691,64512,63,93,0.09873024000000001,0.0027656516,0.813589334487915,0.054192597744986415,-0.0028268261230550706,248,0.11572265625,-1.5647960379719734,0.00024682560000000004,0.0036142822355031967,-20.549295774647888,3554.450704225352,,,,
694,65536,64,94,0.09870976000000001,0.00177604,0.7422568798065186,0.061513827880844474,-0.0009606759413145483,252,0.047607421875,-1.5803098678588867,0.00024677440000000003,0.012675276957452297,-20.549295774647888,3554.450704225352,,,,
697,66560,65,95,0.09868928,0.004689266,0.291251003742218,0.06651153252460063,-0.0020084257994312793,256,0.13671875,-1.5873389467597008,0.00024672320000000003,0.012284345924854279,-20.541666666666668,3554.9166666666665,,,,
700,67584,66,96,0.0986688,0.00200458,0.6580232381820679,0.06033300934359431,-0.0028285646403674036,260,0.121337890625,-1.5442127585411072,0.000246672,0.008310191333293915,-20.541666666666668,3554.9166666666665,,,,
703,68608,67,97,0.09864832000000001,0.0023249001,0.6771272420883179,0.035711234086193144,-0.0010309919016435742,264,0.051025390625,-1.5714123919606209,0.0002466208,0.008540412411093712,-20.541666666666668,3554.9166666666665,,,,
706,69632,68,98,0.09862784000000001,0.00096011633,0.6693388223648071,0.033591017476283014,-0.0012285902630537748,268,0.046875,-1.5360108241438866,0.0002465696,-0.0006085066124796867,-20.56,3544.56,,,,
709,70656,69,99,0.09860736,0.002661887,0.768958568572998,0.06637012609280646,-0.0005882659461349249,272,0.056884765625,-1.5752550661563873,0.0002465184,0.012560201808810234,-20.571428571428573,3545.896103896104,,,,
712,71680,70,100,0.09858688,0.0011939749,0.7733254432678223,0.0697963370475918,-0.0009178976470138878,276,0.06396484375,-1.57594995200634,0.0002464672,0.015047885477542877,-20.569620253164558,3538.6075949367087,,,,
715,72704,71,101,0.0985664,0.0017156387,0.5289645791053772,0.0821553806308657,2.1500629372894764e-05,280,0.086181640625,-1.5903619676828384,0.000246416,0.023910176008939743,-20.569620253164558,3538.6075949367087,,,,
