time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_range,train/approx_kl,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/entropy_loss,train/learning_rate,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_score_reward,eval/mean_object_reward
343,1425408,1392,4154,,,,,,,,,,,2.19,13673.3,,,,
343,1426432,1393,4155,0.07149184,0.0020428542,0.7867900729179382,0.045023961924016476,-0.008425238018389791,5568,0.1396484375,-1.428840160369873,0.0001787296,-0.007270755246281624,2.19,13673.3,,,,
343,1427456,1394,4156,0.07147136000000001,0.002146876,0.8569346070289612,0.02308746671769768,-0.006893431942444295,5572,0.185546875,-1.4541567787528038,0.00017867840000000001,-0.024241045117378235,1.98,13738.47,,,,
343,1428480,1395,4157,0.07145088,0.0025555433,0.7572553753852844,0.05599272414110601,-0.006109637557528913,5576,0.154541015625,-1.4482705518603325,0.00017862719999999998,-0.0037931203842163086,2.02,13682.96,,,,
343,1429504,1396,4158,0.0714304,0.0020095771,0.5661797523498535,0.054510727524757385,-0.005399474524892867,5580,0.2119140625,-1.4214518070220947,0.000178576,-0.005356857553124428,2.02,13682.96,,,,
343,1430528,1397,4159,0.07140992,0.0029809463,0.7219301462173462,0.04574381117708981,-0.006577057793037966,5584,0.177490234375,-1.428760513663292,0.00017852479999999998,-0.005481686443090439,2.02,13682.96,,,,
344,1431552,1398,4160,0.07138944000000001,0.0020273551,0.7430886030197144,0.033205959014594555,-0.005873060174053535,5588,0.181884765625,-1.4674758911132812,0.00017847360000000003,-0.01469525694847107,2.02,13682.96,,,,
344,1432576,1399,4161,0.07136896,0.0021382112,0.6696254014968872,0.057327767834067345,-0.007584022911032662,5592,0.159423828125,-1.4252914786338806,0.0001784224,-0.008031446486711502,2.02,13682.96,,,,
344,1433600,1400,4162,0.07134848,0.002626083,0.731726884841919,0.04839908448047936,-0.005576835013926029,5596,0.16015625,-1.4745688289403915,0.00017837120000000002,-0.008636083453893661,2.02,13682.96,,,,
344,1434624,1401,4164,0.071328,0.0016659666,0.7013117074966431,0.03340916498564184,-0.006549748650286347,5600,0.126220703125,-1.4625176191329956,0.00017832000000000001,-0.014553017914295197,2.02,13682.96,,,,
344,1435648,1402,4165,0.07130752,0.0024156142,0.7987540364265442,0.03501837677322328,-0.008758274838328362,5604,0.16650390625,-1.4379950910806656,0.0001782688,-0.013376457616686821,2.01,13676.13,,,,
344,1436672,1403,4166,0.07128704000000001,0.0021104054,0.6327031254768372,0.056761433370411396,-0.005465548514621332,5608,0.1416015625,-1.4552667662501335,0.0001782176,-0.0020978935062885284,2.01,13676.13,,,,
345,1437696,1404,4167,0.07126656,0.0016743807,0.7949700355529785,0.040634943172335625,-0.0059859370812773705,5612,0.18994140625,-1.48245020955801,0.0001781664,-0.009976031258702278,2.01,13676.13,,,,
345,1438720,1405,4168,0.07124608,0.0022325509,0.7645286321640015,0.03848206205293536,-0.006654207885731012,5616,0.126220703125,-1.4476703703403473,0.0001781152,-0.012199018150568008,2.01,13676.13,,,,
345,1439744,1406,4169,0.0712256,0.0030465554,0.7191888093948364,0.04730060568545014,-0.005321135657140985,5620,0.164794921875,-1.4842056408524513,0.000178064,-0.003133246675133705,2.01,13676.13,,,,
345,1440768,1407,4170,0.07120512,0.0022127305,0.8109486699104309,0.04216981306672096,-0.006892194505780935,5624,0.2109375,-1.4349085316061974,0.0001780128,-0.013228148221969604,2.01,13676.13,,,,
345,1441792,1408,4171,0.07118464000000001,0.002880914,0.8172119855880737,0.030954873538576066,-0.007876052579376847,5628,0.168212890625,-1.479543961584568,0.00017796160000000001,-0.019128233194351196,2.01,13676.13,,,,
345,1442816,1409,4172,0.07116416,0.0020378982,0.7073935270309448,0.04106076597236097,-0.004601717693731189,5632,0.173095703125,-1.4561090394854546,0.0001779104,-0.009082231670618057,1.9,13716.58,,,,
345,1443840,1410,4173,0.07114368,0.0030258324,0.7044640779495239,0.047800781670957804,-0.006918506289366633,5636,0.131591796875,-1.4762372449040413,0.0001778592,-0.00824405811727047,1.9,13716.58,,,,
346,1444864,1411,4174,0.0711232,0.0023663281,0.5516178607940674,0.0807300410233438,-0.004855495237279683,5640,0.130126953125,-1.479117974638939,0.000177808,0.0010073129087686539,1.77,13717.26,,,,
346,1445888,1412,4175,0.07110272,0.0016050402,0.7295922040939331,0.04606614331714809,-0.0029123691492713988,5644,0.104248046875,-1.436168909072876,0.0001777568,-0.006309693679213524,1.77,13717.26,,,,
346,1446912,1413,4176,0.07108224,0.0022645954,0.7092273235321045,0.05363525589928031,-0.006641973566729575,5648,0.13671875,-1.4402429684996605,0.00017770560000000002,-0.0027037132531404495,1.77,13717.26,,,,
346,1447936,1414,4177,0.07106176,0.0025906942,0.7377331256866455,0.05763761908747256,-0.00773037999169901,5652,0.146240234375,-1.4800792336463928,0.0001776544,-0.004613133147358894,2.07,13659.46,,,,
346,1448960,1415,4178,0.07104128000000001,0.0019344836,0.8625411987304688,0.03099476359784603,-0.006489358987892047,5656,0.12060546875,-1.467269517481327,0.00017760320000000001,-0.01280508004128933,2.32,13634.93,,,,
346,1449984,1416,4179,0.0710208,0.0021274213,0.7599263191223145,0.04970054002478719,-0.0060850075096823275,5660,0.157958984375,-1.4629341959953308,0.00017755199999999998,-0.007564788684248924,2.5,13672.09,,,,
,1450000,,,0.07100032,0.0023509425,0.7792596817016602,0.04381294269114733,-0.008048695657635108,5664,0.1611328125,-1.4895283579826355,0.0001775008,-0.00860169529914856,,,31770.2,31770.2,12.4,-387.43999999999994
336,1451008,1417,4313,,,,,,,,,,,2.5,13672.09,,,,
336,1452032,1418,4314,0.07097984,0.0018619781,0.7876743078231812,0.0323094887426123,-0.006199802446644753,5668,0.126220703125,-1.4642806351184845,0.00017744959999999998,-0.01170472614467144,2.5,13672.09,,,,
336,1453056,1419,4315,0.07095936000000001,0.0021281973,0.800047755241394,0.0457023149356246,-0.006752667221007869,5672,0.173828125,-1.4593351781368256,0.00017739840000000003,-0.004750020802021027,2.5,13672.09,,,,
336,1454080,1420,4316,0.07093888,0.0017075776,0.7849693894386292,0.03605399723164737,-0.005122073751408607,5676,0.1044921875,-1.4924237579107285,0.0001773472,-0.010250002145767212,2.5,13672.09,,,,
337,1455104,1421,4317,0.0709184,0.0015435038,0.8391438126564026,0.02615473308833316,-0.005752236989792436,5680,0.090087890625,-1.4827836230397224,0.00017729600000000002,-0.012804096564650536,2.74,13607.68,,,,
337,1456128,1422,4318,0.07089791999999999,0.0022301632,0.883590042591095,0.026649499661289155,-0.006518597132526338,5684,0.09814453125,-1.504844218492508,0.0001772448,-0.019102931022644043,2.74,13607.68,,,,
337,1457152,1423,4319,0.07087744,0.0016537255,0.8000444173812866,0.03721892670728266,-0.006243501004064456,5688,0.12646484375,-1.4657878279685974,0.0001771936,-0.013575635850429535,2.74,13607.68,,,,
337,1458176,1424,4320,0.07085696000000001,0.001627954,0.8204820156097412,0.03884295537136495,-0.005511231138370931,5692,0.16845703125,-1.4710144400596619,0.0001771424,-0.00776253454387188,2.74,13607.68,,,,
337,1459200,1425,4321,0.07083648000000001,0.0018856365,0.8078467845916748,0.04391693603247404,-0.004366132663562894,5696,0.1396484375,-1.4760584086179733,0.0001770912,-0.01305600069463253,2.74,13607.68,,,,
337,1460224,1426,4322,0.070816,0.001965384,0.893640398979187,0.0219255787669681,-0.006590452743694186,5700,0.170166015625,-1.4923017099499702,0.00017704,-0.018006308004260063,2.74,13607.68,,,,
337,1461248,1427,4323,0.07079552,0.0022437791,0.916698694229126,0.02157859189901501,-0.004419974138727412,5704,0.15625,-1.4457180872559547,0.0001769888,-0.015307528898119926,3.08,13522.73,,,,
338,1462272,1428,4324,0.07077504,0.0016776084,0.8592256903648376,0.03246495628263801,-0.006503891898319125,5708,0.1416015625,-1.4943066984415054,0.0001769376,-0.01517436932772398,3.08,13522.73,,,,
338,1463296,1429,4325,0.07075456000000001,0.0026976997,0.7733945250511169,0.034744768869131804,-0.006598690350074321,5712,0.141845703125,-1.4918153136968613,0.00017688640000000001,-0.013147060759365559,3.26,13540.55,,,,
338,1464320,1430,4326,0.07073408,0.0024782752,0.8128107786178589,0.03021217172499746,-0.0067044643219560385,5716,0.153076171875,-1.4827234968543053,0.0001768352,-0.013033971190452576,3.26,13540.55,,,,
338,1465344,1431,4327,0.0707136,0.0023097722,0.8587472438812256,0.029459533165208995,-0.006515143963042647,5720,0.146728515625,-1.4915139600634575,0.000176784,-0.009440809488296509,3.26,13540.55,,,,
338,1466368,1432,4328,0.07069312,0.001659781,0.836922824382782,0.024695322616025805,-0.0042089115449925885,5724,0.15771484375,-1.5032087862491608,0.0001767328,-0.018815109506249428,3.26,13540.55,,,,
338,1467392,1433,4329,0.07067264,0.0021819614,0.8731827139854431,0.02558586490340531,-0.0061160551849752665,5728,0.145751953125,-1.4721271842718124,0.0001766816,-0.015156995505094528,3.35,13503.13,,,,
339,1468416,1434,4330,0.07065216,0.0021117788,0.7465256452560425,0.046570828184485435,-0.006689613132039085,5732,0.14306640625,-1.5202381014823914,0.00017663040000000002,-0.012863881886005402,3.35,13503.13,,,,
339,1469440,1435,4331,0.07063168,0.002222999,0.7314420938491821,0.04920463031157851,-0.007359558716416359,5736,0.131591796875,-1.4741237983107567,0.0001765792,-0.014793599024415016,3.35,13503.13,,,,
339,1470464,1436,4332,0.07061120000000001,0.0024880532,0.77293461561203,0.047513678669929504,-0.005221084458753467,5740,0.15869140625,-1.469199299812317,0.00017652800000000001,-0.013058118522167206,3.35,13503.13,,,,
339,1471488,1437,4333,0.07059072,0.0013468884,0.7746545076370239,0.03385947004426271,-0.004489698447287083,5744,0.182861328125,-1.4974507838487625,0.00017647679999999998,-0.007100207731127739,3.35,13503.13,,,,
339,1472512,1438,4334,0.07057024,0.0013538841,0.8513946533203125,0.0269339163787663,-0.00580284878378734,5748,0.124755859375,-1.501414768397808,0.0001764256,-0.015966515988111496,3.72,13472.4,,,,
339,1473536,1439,4335,0.07054976,0.0020610048,0.8157945275306702,0.03622783476021141,-0.007210591109469533,5752,0.142578125,-1.480605386197567,0.0001763744,-0.017816362902522087,3.72,13472.4,,,,
340,1474560,1440,4336,0.07052928000000001,0.0015924167,0.7601152062416077,0.04569267085753381,-0.006799198279622942,5756,0.137451171875,-1.4776338934898376,0.00017632320000000003,-0.006337860599160194,3.72,13472.4,,,,
,1475000,,,0.0705088,0.0019614957,0.6893118619918823,0.05752788041718304,-0.006313468416919932,5760,0.147705078125,-1.4823874682188034,0.000176272,-0.007345527410507202,,,14913.8,14913.8,6.6,-469.0133334
335,1475584,1441,4400,,,,,,,,,,,3.72,13472.4,,,,
335,1476608,1442,4401,0.07048832000000001,0.0026624226,0.8314005136489868,0.03294242382980883,-0.00606512586819008,5764,0.201416015625,-1.4009365439414978,0.00017622080000000002,-0.007434796541929245,3.72,13472.4,,,,
335,1477632,1443,4402,0.07046783999999999,0.002152145,0.686279296875,0.0506880977191031,-0.006909277668455616,5768,0.100830078125,-1.4558131769299507,0.0001761696,-0.005860656499862671,3.72,13472.4,,,,
335,1478656,1444,4403,0.07044736,0.0021134734,0.7239834070205688,0.045319712022319436,-0.007237419718876481,5772,0.142333984375,-1.4262253120541573,0.0001761184,-0.015233773738145828,3.86,13477.84,,,,
335,1479680,1445,4404,0.07042688,0.0020839258,0.8474667072296143,0.028390687657520175,-0.006925660476554185,5776,0.15185546875,-1.4496648907661438,0.00017606719999999998,-0.014614522457122803,4.18,13417.63,,,,
336,1480704,1446,4405,0.07040640000000001,0.0017322549,0.8193751573562622,0.03041000326629728,-0.007142680697143078,5780,0.133544921875,-1.486482486128807,0.000176016,-0.015814270824193954,4.38,13473.14,,,,
336,1481728,1447,4406,0.07038592,0.0016030851,0.849339485168457,0.029116627876646817,-0.005972210201434791,5784,0.0849609375,-1.4546349421143532,0.0001759648,-0.014145776629447937,4.38,13473.14,,,,
336,1482752,1448,4407,0.07036544,0.0018992855,0.7596607208251953,0.03977290983311832,-0.005368913494748995,5788,0.1845703125,-1.4451387822628021,0.0001759136,-0.004189500585198402,4.59,13508.39,,,,
336,1483776,1449,4408,0.07034496,0.001842701,0.6848142743110657,0.05867954506538808,-0.0038480302901007235,5792,0.1162109375,-1.4752224758267403,0.00017586240000000002,0.003168795257806778,4.59,13508.39,,,,
336,1484800,1450,4409,0.07032448000000001,0.002819272,0.8244962692260742,0.032711125211790204,-0.0077864307968411595,5796,0.173095703125,-1.4407233074307442,0.00017581120000000002,-0.013282435946166515,4.59,13508.39,,,,
336,1485824,1451,4410,0.070304,0.001814696,0.8084721565246582,0.04291745543014258,-0.00544664217159152,5800,0.119384765625,-1.4638341665267944,0.00017576,-0.004947233945131302,4.83,13472.5,,,,
337,1486848,1452,4411,0.07028352,0.001732992,0.7942565083503723,0.0349564355565235,-0.005669243459124118,5804,0.135986328125,-1.4834040775895119,0.0001757088,-0.012338574975728989,4.83,13472.5,,,,
337,1487872,1453,4412,0.07026304,0.0014759041,0.821743905544281,0.03831310279201716,-0.004985484352800995,5808,0.123291015625,-1.470015972852707,0.0001756576,-0.013753486797213554,4.83,13472.5,,,,
337,1488896,1454,4413,0.07024256,0.0018625609,0.7224437594413757,0.06102722557261586,-0.005850720568560064,5812,0.17724609375,-1.466311700642109,0.0001756064,-0.00491487979888916,4.83,13472.5,,,,
337,1489920,1455,4414,0.07022208,0.0018891122,0.5978894233703613,0.07462869514711201,-0.004754139808937907,5816,0.14794921875,-1.4620841145515442,0.0001755552,0.006783321499824524,4.83,13472.5,,,,
337,1490944,1456,4415,0.0702016,0.0018338594,0.7728444933891296,0.03618841932620853,-0.00574395852163434,5820,0.08935546875,-1.4570047557353973,0.000175504,-0.013799671083688736,4.83,13472.5,,,,
337,1491968,1457,4416,0.07018112000000001,0.0021231622,0.8651371002197266,0.03482881118543446,-0.005493557429872453,5824,0.139892578125,-1.464046560227871,0.00017545280000000002,-0.012402653694152832,4.83,13472.5,,,,
337,1492992,1458,4417,0.07016064,0.0016806272,0.8148839473724365,0.04189649969339371,-0.006256745371501893,5828,0.146484375,-1.4672764986753464,0.00017540159999999998,-0.008793415501713753,4.83,13472.5,,,,
338,1494016,1459,4418,0.07014016000000001,0.0016122092,0.8701265454292297,0.028950932668522,-0.006684675347059965,5832,0.131591796875,-1.456535704433918,0.0001753504,-0.012600500136613846,4.83,13472.5,,,,
338,1495040,1460,4419,0.07011968,0.0021848925,0.776598334312439,0.05409035552293062,-0.006501719530206174,5836,0.14208984375,-1.4666151776909828,0.0001752992,-0.0034581534564495087,4.83,13472.5,,,,
338,1496064,1461,4420,0.07009920000000001,0.0017098046,0.8531989455223083,0.038138728588819504,-0.0069240589218679816,5840,0.106201171875,-1.4469456672668457,0.00017524800000000003,-0.015229534357786179,4.83,13472.5,,,,
338,1497088,1462,4421,0.07007872,0.0015394087,0.8332176804542542,0.029556892695836723,-0.00593394337920472,5844,0.133544921875,-1.4427499026060104,0.0001751968,-0.015349472872912884,4.97,13425.81,,,,
338,1498112,1463,4422,0.07005824000000001,0.002281954,0.8640966415405273,0.02846727450378239,-0.0062370014493353665,5848,0.15576171875,-1.4668662324547768,0.00017514560000000002,-0.012796653434634209,4.97,13425.81,,,,
338,1499136,1464,4423,0.07003775999999999,0.0020817867,0.8354960083961487,0.039220828330144286,-0.007092708896379918,5852,0.11669921875,-1.4312260895967484,0.0001750944,-0.015202127397060394,4.97,13425.81,,,,
,1500000,,,0.07001728,0.0017635005,0.8650963306427002,0.02986702276393771,-0.004750310909003019,5856,0.119873046875,-1.4664568454027176,0.0001750432,-0.01249177660793066,,,16615.0,16615.0,7.0,-335.3866666
333,1500160,1465,4494,,,,,,,,,,,5.33,13414.82,,,,
333,1501184,1466,4495,0.0699968,0.0017750075,0.737626850605011,0.03772941208444536,-0.006724568374920636,5860,0.139892578125,-1.4466444104909897,0.00017499199999999998,-0.010616738349199295,5.32,13436.14,,,,
334,1502208,1467,4496,0.06997632000000001,0.001883585,0.6696562170982361,0.02453543443698436,-0.006692781375022605,5864,0.13134765625,-1.4582881480455399,0.0001749408,-0.017881181091070175,5.32,13436.14,,,,
334,1503232,1468,4497,0.06995584,0.0017641727,0.7399760484695435,0.04487435333430767,-0.00571310383384116,5868,0.129150390625,-1.4321673586964607,0.0001748896,-0.0014361627399921417,5.32,13436.14,,,,
334,1504256,1469,4498,0.06993536,0.0018685606,0.6570142507553101,0.05539081571623683,-0.00638693303335458,5872,0.122314453125,-1.4321322217583656,0.0001748384,-0.0025566890835762024,5.32,13436.14,,,,
334,1505280,1470,4499,0.06991488,0.002739853,0.7497233152389526,0.03633805096615106,-0.007111246901331469,5876,0.128662109375,-1.4384290501475334,0.00017478720000000002,-0.012838602997362614,5.71,13492.25,,,,
334,1506304,1471,4500,0.06989440000000001,0.002331709,0.739593505859375,0.040227016899734735,-0.006204539502505213,5880,0.15771484375,-1.4246188178658485,0.00017473600000000002,-0.006173398345708847,5.91,13495.71,,,,
334,1507328,1472,4501,0.06987392,0.0022237098,0.82476407289505,0.025872958358377218,-0.007866848376579583,5884,0.162841796875,-1.4573355838656425,0.0001746848,-0.020130114629864693,5.91,13495.71,,,,
334,1508352,1473,4502,0.06985344,0.0018107549,0.7738112211227417,0.04147760709747672,-0.007013051479589194,5888,0.112060546875,-1.447946973145008,0.0001746336,-0.011073069646954536,5.91,13495.71,,,,
335,1509376,1474,4503,0.06983296,0.0025082668,0.8246474862098694,0.03835197491571307,-0.0070702480734325945,5892,0.16552734375,-1.4157932177186012,0.0001745824,-0.011583130806684494,5.91,13495.71,,,,
335,1510400,1475,4504,0.06981248,0.002554307,0.8766591548919678,0.028389334096573293,-0.004863124806433916,5896,0.168212890625,-1.4766576066613197,0.0001745312,-0.014186413958668709,5.91,13495.71,,,,
335,1511424,1476,4505,0.069792,0.002047273,0.814284086227417,0.05043288669548929,-0.008230572973843664,5900,0.156982421875,-1.4408390894532204,0.00017448,-0.008990798145532608,5.91,13495.71,,,,
335,1512448,1477,4506,0.06977152,0.002004256,0.788944661617279,0.03972919355146587,-0.004915634403005242,5904,0.176513671875,-1.4410536587238312,0.0001744288,-0.004727348685264587,5.91,13495.71,,,,
335,1513472,1478,4507,0.06975104,0.0020266252,0.8872950077056885,0.026378872571513057,-0.006274112965911627,5908,0.15576171875,-1.4721689745783806,0.0001743776,-0.012417707592248917,5.91,13495.71,,,,
335,1514496,1479,4508,0.06973056,0.0025071756,0.8317737579345703,0.03452447894960642,-0.008086838468443602,5912,0.17138671875,-1.4393349438905716,0.00017432639999999998,-0.014944721944630146,5.91,13495.71,,,,
336,1515520,1480,4509,0.06971008000000001,0.0020486193,0.9004570245742798,0.02142461173934862,-0.007086934521794319,5916,0.140625,-1.4488509967923164,0.00017427520000000004,-0.019901150837540627,5.73,13558.95,,,,
336,1516544,1481,4510,0.0696896,0.0022824397,0.8232303261756897,0.04482534225098789,-0.005943132913671434,5920,0.181884765625,-1.4573331996798515,0.000174224,-0.005784910172224045,5.73,13558.95,,,,
336,1517568,1482,4511,0.06966912000000001,0.0023178714,0.8893383145332336,0.026532403309829533,-0.006058811559341848,5924,0.139404296875,-1.4600107446312904,0.00017417280000000003,-0.013922962360084057,6.02,13496.15,,,,
336,1518592,1483,4513,0.06964864,0.0030126625,0.8431516885757446,0.03772124508395791,-0.00767504662508145,5928,0.1845703125,-1.4331873208284378,0.0001741216,-0.007763726636767387,6.32,13445.62,,,,
336,1519616,1484,4514,0.06962816000000001,0.0022083241,0.7655477523803711,0.0414274747017771,-0.005301973898895085,5932,0.131591796875,-1.5096903443336487,0.00017407040000000002,-0.013214366510510445,6.32,13445.62,,,,
336,1520640,1485,4515,0.06960767999999999,0.0017861179,0.6768856048583984,0.0567194817122072,-0.005715461389627308,5936,0.1142578125,-1.4250888675451279,0.0001740192,-0.003943443298339844,6.45,13388.68,,,,
336,1521664,1486,4516,0.0695872,0.002373668,0.7242678999900818,0.05651307525113225,-0.004616558202542365,5940,0.1484375,-1.4835173711180687,0.000173968,-0.00015664659440517426,6.45,13388.68,,,,
337,1522688,1487,4517,0.06956672,0.003064727,0.7584668397903442,0.03412241814658046,-0.008369056042283773,5944,0.18505859375,-1.4820983484387398,0.00017391679999999998,-0.015439244918525219,6.45,13388.68,,,,
337,1523712,1488,4518,0.06954624000000001,0.0017820995,0.7382641434669495,0.03544515045359731,-0.006646958121564239,5948,0.10107421875,-1.4871786311268806,0.0001738656,-0.009984718635678291,6.45,13388.68,,,,
337,1524736,1489,4519,0.06952575999999999,0.001811916,0.8015420436859131,0.030492503196001053,-0.006804203614592552,5952,0.12451171875,-1.4680115282535553,0.00017381439999999997,-0.012864332646131516,6.45,13388.68,,,,
,1525000,,,0.06950528,0.0016531113,0.7032448053359985,0.06839405419304967,-0.007702362054260448,5956,0.10009765625,-1.4753058478236198,0.0001737632,0.0014156699180603027,,,13014.6,13014.6,15.8,-507.6666665999999
333,1525760,1490,4574,,,,,,,,,,,6.45,13388.68,,,,
333,1526784,1491,4575,0.0694848,0.002235044,0.7632066607475281,0.04623688547872007,-0.006322278903098777,5960,0.1806640625,-1.4757840037345886,0.00017371200000000002,-0.00615333765745163,6.45,13388.68,,,,
333,1527808,1492,4576,0.06946432000000001,0.0014867078,0.7468465566635132,0.040088035399094224,-0.006745363469235599,5964,0.131103515625,-1.4716144800186157,0.00017366080000000002,-0.009862799197435379,6.45,13388.68,,,,
333,1528832,1493,4577,0.06944384,0.0019141104,0.596310019493103,0.05972747318446636,-0.005456015875097364,5968,0.129638671875,-1.446611687541008,0.0001736096,0.0022159870713949203,6.45,13388.68,,,,
334,1529856,1494,4578,0.06942336,0.0018617088,0.5794564485549927,0.06278010550886393,-0.007324213103856891,5972,0.1572265625,-1.4645811542868614,0.0001735584,0.005187345668673515,6.58,13397.32,,,,
334,1530880,1495,4579,0.06940288,0.0023937384,0.7420122027397156,0.03885571693535894,-0.008555045118555427,5976,0.2021484375,-1.4960884675383568,0.0001735072,-0.01261208951473236,6.58,13397.32,,,,
334,1531904,1496,4580,0.0693824,0.0024585647,0.7727630734443665,0.04399928590282798,-0.006578658940270543,5980,0.145263671875,-1.4682450518012047,0.000173456,-0.009800199419260025,6.58,13397.32,,,,
334,1532928,1497,4581,0.06936192000000001,0.0020925915,0.8273309469223022,0.03158006933517754,-0.006648904993198812,5984,0.187255859375,-1.452915295958519,0.0001734048,-0.012664511799812317,6.58,13397.32,,,,
334,1533952,1498,4582,0.06934144,0.002030809,0.8019843101501465,0.04316993895918131,-0.006572379497811198,5988,0.135009765625,-1.4301545321941376,0.0001733536,-0.008070752024650574,6.63,13395.85,,,,
334,1534976,1499,4583,0.06932096,0.0026019688,0.7564738392829895,0.04636077838949859,-0.00636826956178993,5992,0.1328125,-1.428469106554985,0.0001733024,-0.010774057358503342,6.63,13395.85,,,,
335,1536000,1500,4585,0.06930048,0.002062839,0.7841761112213135,0.029371071723289788,-0.006929019931703806,5996,0.1376953125,-1.4253088533878326,0.00017325119999999999,-0.012832991778850555,6.76,13400.7,,,,
335,1537024,1501,4586,0.06928000000000001,0.0015971125,0.8203660249710083,0.0436511542648077,-0.007892389956396073,6000,0.155029296875,-1.4320145100355148,0.00017320000000000004,-0.004641614854335785,6.76,13400.7,,,,
335,1538048,1502,4587,0.06925952,0.0017301522,0.7350324392318726,0.04088042606599629,-0.004883160290773958,6004,0.139404296875,-1.3860826343297958,0.0001731488,-0.009544067084789276,6.76,13400.7,,,,
335,1539072,1503,4588,0.06923904000000002,0.0018161496,0.8362154364585876,0.03238903486635536,-0.0069437234196811914,6008,0.123291015625,-1.451346181333065,0.00017309760000000003,-0.013496805913746357,6.76,13400.7,,,,
335,1540096,1504,4589,0.06921856,0.0025483218,0.6880794763565063,0.04959067329764366,-0.004645927692763507,6012,0.141357421875,-1.394515372812748,0.0001730464,-0.006106123328208923,6.76,13400.7,,,,
335,1541120,1505,4590,0.06919808000000001,0.002307633,0.6980660557746887,0.05864578695036471,-0.005257737240754068,6016,0.15087890625,-1.4143833816051483,0.00017299520000000002,-0.005173293873667717,6.76,13400.7,,,,
335,1542144,1506,4591,0.06917759999999999,0.0017655196,0.8150149583816528,0.03819107182789594,-0.0064879622659645975,6020,0.187255859375,-1.3930611535906792,0.000172944,-0.011169355362653732,6.76,13400.7,,,,
336,1543168,1507,4592,0.06915712,0.0018951365,0.7934690713882446,0.04090179514605552,-0.007113705505616963,6024,0.1640625,-1.3936890810728073,0.0001728928,-0.014069494791328907,6.76,13400.7,,,,
336,1544192,1508,4593,0.06913664,0.0034759617,0.7518715858459473,0.036895366851240396,-0.00833722107927315,6028,0.142822265625,-1.4023904129862785,0.00017284159999999998,-0.015634985640645027,6.89,13410.39,,,,
336,1545216,1509,4594,0.06911616000000001,0.002019884,0.7708725929260254,0.04179590998683125,-0.007437314721755683,6032,0.167236328125,-1.420117549598217,0.0001727904,-0.013471309095621109,6.93,13379.81,,,,
336,1546240,1510,4595,0.06909567999999999,0.0015476625,0.7926194667816162,0.04544752056244761,-0.005185655638342723,6036,0.0966796875,-1.400812104344368,0.00017273919999999997,-0.0031449422240257263,6.93,13379.81,,,,
336,1547264,1511,4596,0.0690752,0.002613838,0.7656899690628052,0.050901329377666116,-0.006458269082941115,6040,0.158935546875,-1.4456509947776794,0.00017268800000000002,-0.008337430655956268,6.79,13428.41,,,,
336,1548288,1512,4597,0.06905472,0.0020352986,0.7655507326126099,0.044417876517400146,-0.006843311333796009,6044,0.16259765625,-1.4275668635964394,0.00017263680000000002,-0.011170405894517899,6.79,13428.41,,,,
336,1549312,1513,4598,0.06903424000000001,0.0024524678,0.8746625781059265,0.029892253689467907,-0.0074909740360453725,6048,0.154052734375,-1.4611998423933983,0.00017258560000000002,-0.01604750193655491,6.94,13376.7,,,,
,1550000,,,0.06901376000000001,0.0020091631,0.780516505241394,0.04115758207626641,-0.006217446818482131,6052,0.13916015625,-1.4627837762236595,0.0001725344,-0.014671198092401028,,,9536.2,9536.2,16.6,-90.9733336
334,1550336,1514,4639,,,,,,,,,,,6.94,13376.7,,,,
334,1551360,1515,4640,0.06899328,0.002557538,0.7261106967926025,0.04437431902624667,-0.007094475178746507,6056,0.1552734375,-1.4068052843213081,0.0001724832,-0.009570607915520668,7.12,13311.89,,,,
334,1552384,1516,4641,0.0689728,0.0035401138,0.8181902766227722,0.04070726619102061,-0.008230085833929479,6060,0.214599609375,-1.4337954372167587,0.000172432,-0.015342030674219131,7.04,13337.37,,,,
334,1553408,1517,4642,0.06895232,0.0023885244,0.7675342559814453,0.04812572826631367,-0.008246929966844618,6064,0.142822265625,-1.440919704735279,0.0001723808,-0.00982082262635231,7.04,13337.37,,,,
334,1554432,1518,4643,0.06893184000000001,0.0022367095,0.7700962424278259,0.0504981093108654,-0.007260709651745856,6068,0.130126953125,-1.4236776307225227,0.0001723296,-0.010861434042453766,7.05,13320.31,,,,
334,1555456,1519,4644,0.06891136,0.0017335082,0.7836934924125671,0.059868669835850596,-0.0068805760238319635,6072,0.123046875,-1.432521976530552,0.0001722784,-0.004571843892335892,7.05,13320.31,,,,
335,1556480,1520,4645,0.06889088,0.0022172667,0.8309211730957031,0.03968072356656194,-0.006442251207772642,6076,0.13916015625,-1.409549705684185,0.0001722272,-0.012045193463563919,7.05,13320.31,,,,
335,1557504,1521,4646,0.0688704,0.0018906035,0.7693285346031189,0.042818745016120374,-0.0067349078599363565,6080,0.13427734375,-1.4106308221817017,0.00017217599999999999,-0.015774842351675034,7.05,13320.31,,,,
335,1558528,1522,4647,0.06884992,0.0019424532,0.854384183883667,0.03105932811740786,-0.006537787907291204,6084,0.171630859375,-1.4666524529457092,0.0001721248,-0.015265683643519878,7.05,13320.31,,,,
