time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_fraction,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_object_reward,eval/mean_score_ep_length,eval/mean_score_reward
31,31744,55,570,-0.0008254709537141025,0.000248464,0.000700638408488885,-0.016092944890260696,0.0013776137,0.2606186866760254,120,-1.5800565257668495,0.050537109375,0.0993856,3401.1875,-180.59843753125,,,,
32,32768,56,576,-0.00029281602473929524,0.0002484128,0.0009549170163154486,-0.014728596433997154,0.0011607453,0.3132849335670471,124,-1.5935586169362068,0.024658203125,0.09936512,3401.1875,-180.59843753125,,,,
33,33792,58,581,-0.0013332559610716999,0.0002483616,0.00022908119672138127,-0.015226741321384907,0.001554566,0.21752524375915527,128,-1.578303724527359,0.01708984375,0.09934464,3400.1111111111113,-160.76527783333333,,,,
34,34816,59,587,-0.00155464923591353,0.0002483104,0.0007274383551703067,-0.018397744745016098,0.0020720512,0.9713537096977234,132,-1.5795477777719498,0.07177734375,0.09932416,3401.769230769231,-148.4790598974359,,,,
35,35840,60,592,-0.002319268067367375,0.00024825920000000004,0.0005572820846282411,-0.021659834310412407,0.0002923461,0.9727493524551392,136,-1.581117443740368,0.001953125,0.09930368,3405.125,-144.793750075,,,,
36,36864,61,597,-0.0016718266269890592,0.00024820800000000003,0.00016472808601974975,-0.017750786617398262,0.0035646632,0.9722266793251038,140,-1.5903515070676804,0.033447265625,0.09928320000000002,3405.125,-144.793750075,,,,
37,37888,62,602,-0.001612299121916294,0.00024815680000000003,4.4527818261030916e-05,-0.022143827751278877,0.0020221458,-0.5844841003417969,144,-1.5842088386416435,0.043701171875,0.09926272000000001,3405.125,-144.793750075,,,,
38,38912,64,607,0.00016912989667616785,0.0002481056,3.204666734291095e-05,-0.016512449830770493,0.00051240885,-0.1749957799911499,148,-1.5819288864731789,0.018798828125,0.09924224000000001,3405.125,-144.793750075,,,,
39,39936,65,611,-0.0030522529559675604,0.0002480544,0.00013764630637069786,-0.019817212596535683,0.0034683275,-0.211653470993042,152,-1.5898085832595825,0.222412109375,0.09922176,3391.9302325581393,-134.76317837209302,,,,
40,40960,66,616,-0.0012539852177724242,0.0002480032,0.002437451549440084,-0.014992065727710724,0.00094808993,0.8778921961784363,156,-1.5667834877967834,0.00927734375,0.09920128,3390.0,-126.04311602173914,,,,
41,41984,67,620,-0.0025362148880958557,0.000247952,0.0004114046001859606,-0.023628324270248413,0.0010111808,0.9552959203720093,160,-1.5958667173981667,0.015380859375,0.09918080000000001,3388.1702127659573,-123.38262419148937,,,,
42,43008,68,624,-0.0013363834004849195,0.0002479008,0.00020195497063468792,-0.022195367142558098,0.000558675,0.9716870784759521,164,-1.6176865696907043,0.04248046875,0.09916032000000001,3392.875,-120.8329861875,,,,
43,44032,70,628,-0.002027079521212727,0.0002478496,0.06727003399282694,0.00649566575884819,0.0015399951,0.07172560691833496,168,-1.5755671933293343,0.102783203125,0.09913984,3392.875,-120.8329861875,,,,
44,45056,71,632,-0.0002037188969552517,0.0002477984,6.668047967650637e-05,-0.01428009383380413,0.0012271344,0.5922864675521851,172,-1.6154741793870926,0.023193359375,0.09911936,3392.875,-120.8329861875,,,,
45,46080,72,636,-0.000453043554443866,0.0002477472,5.517389524811733e-05,-0.019489549100399017,0.0011618586,0.4958617687225342,176,-1.594220019876957,0.015869140625,0.09909888,3392.875,-120.8329861875,,,,
46,47104,73,639,-0.0022447900264523923,0.000247696,0.1941125886514783,0.08487310260534286,0.0013434126,-0.0051479339599609375,180,-1.5633200481534004,0.092041015625,0.09907840000000001,3386.3653846153848,-111.68814109615384,,,,
47,48128,74,643,0.00020879204384982586,0.0002476448,0.004743284847791074,-0.012704797089099884,0.0010465158,0.3984763026237488,184,-1.5290973484516144,0.0458984375,0.09905792000000001,3395.8,-105.65969705454546,,,,
48,49152,76,646,-0.0007410641410388052,0.0002475936,0.0008721835183678195,-0.019420331344008446,0.0023724914,0.9515578150749207,188,-1.5511089712381363,0.0751953125,0.09903744,3395.8,-105.65969705454546,,,,
,50000,,,0.0002482700510881841,0.0002475424,0.0002755782453505162,-0.012949488125741482,0.0019050243,-0.24634110927581787,192,-1.575449712574482,0.0302734375,0.09901696,,,3056.0,-2.4733334000000005,3056.0,-21.0
49,50176,89,558,,,,,,,,,,,3394.160714285714,-103.79077389285715,,,,
50,51200,90,562,-0.00015255884500220418,0.0002474912,0.00048800398212733853,-0.018701516091823578,0.00053818413,0.8926504850387573,196,-1.5953503251075745,0.0009765625,0.09899648,3394.160714285714,-103.79077389285715,,,,
51,52224,92,566,-0.0005211448005866259,0.00024744,0.0002247623766606921,-0.017904823645949364,0.0014851103,-0.914548397064209,200,-1.6151521652936935,0.04150390625,0.09897600000000001,3394.160714285714,-103.79077389285715,,,,
52,53248,93,570,0.0009492709068581462,0.00024738879999999997,0.0003791426765928918,-0.018584510311484337,0.0012950152,-0.2795708179473877,204,-1.604990616440773,0.034912109375,0.09895552,3385.7241379310344,-100.24856331034484,,,,
53,54272,94,573,0.0008627806382719427,0.0002473376,0.0005940529035797226,-0.017345838248729706,0.0016070935,0.9712299704551697,208,-1.5795217081904411,0.0341796875,0.09893504,3389.1311475409834,-95.3696722295082,,,,
54,55296,95,577,-0.0011970072519034147,0.0002472864,0.004261142893028591,-0.015517615713179111,0.0010715832,0.8342469930648804,212,-1.6026202738285065,0.017822265625,0.09891456,3392.3015873015875,-92.37380961904762,,,,
55,56320,96,580,-0.0033149970113299787,0.0002472352,0.07842254848219454,0.030416104942560196,0.0048635416,0.21909773349761963,216,-1.6005396991968155,0.085205078125,0.09889408,3391.609375,-90.97317717187501,,,,
56,57344,98,584,-0.0035412266151979566,0.000247184,0.0017852302848950785,-0.025187773630023003,0.0037234654,0.6927930116653442,220,-1.6145729795098305,0.046875,0.0988736,3391.609375,-90.97317717187501,,,,
57,58368,99,587,-0.002509469457436353,0.0002471328,8.598213270261112e-05,-0.02303624525666237,0.0019740262,-0.7890235185623169,224,-1.6218530088663101,0.080322265625,0.09885312000000002,3391.609375,-90.97317717187501,,,,
58,59392,100,590,-0.0007735460822004825,0.0002470816,1.7392862702081402e-05,-0.016053223982453346,0.001323238,-1.4446520805358887,228,-1.6161868423223495,0.01708984375,0.09883264000000001,3387.848484848485,-88.24873746969698,,,,
59,60416,101,593,0.0009396205423399806,0.0002470304,0.0009788166303223989,-0.007387097459286451,0.0003002379,0.7904936075210571,232,-1.6214286237955093,0.012939453125,0.09881216000000001,3383.264705882353,-85.70367657352942,,,,
60,61440,102,596,-0.00471401636605151,0.0002469792,0.22170648537576199,0.06887529045343399,0.0033510497,0.03930705785751343,236,-1.5966737866401672,0.194091796875,0.09879168,3382.5714285714284,-83.30500010000002,,,,
61,62464,104,599,-4.2094732634723186e-05,0.000246928,0.001724575633488712,-0.011392508633434772,0.001638215,0.9116014838218689,240,-1.610704429447651,0.010498046875,0.0987712,3378.8611111111113,-81.05856491666668,,,,
62,63488,105,602,-0.0027753030881285667,0.0002468768,0.0006590097405023698,-0.02285195328295231,0.0014621811,0.9401394724845886,244,-1.6519713923335075,0.051513671875,0.09875072000000001,3378.8611111111113,-81.05856491666668,,,,
63,64512,106,605,0.0005530895432457328,0.00024682560000000004,4.462112218561742e-05,-0.018441101536154747,0.0009163847,-0.5783003568649292,248,-1.6440333798527718,0.009765625,0.09873024000000001,3378.8611111111113,-81.05856491666668,,,,
64,65536,107,608,-0.0008180130971595645,0.00024677440000000003,7.275171964238325e-05,-0.019097723066806793,0.0009375522,-0.18937432765960693,252,-1.642872117459774,0.001708984375,0.09870976000000001,3375.972602739726,-80.00753434246576,,,,
65,66560,108,611,-0.0007433610735461116,0.00024672320000000003,0.004132322554937673,-0.020747890695929527,0.0025371239,0.6499060392379761,256,-1.6350104585289955,0.011474609375,0.09868928,3370.7466666666664,-77.90244454666667,,,,
66,67584,110,613,-0.0025588805438019335,0.000246672,0.10226944071473554,0.01886470802128315,0.007816903,0.3315035104751587,260,-1.6469271928071976,0.105224609375,0.0986688,3365.102564102564,-74.94636762820514,,,,
67,68608,111,616,-0.0009440855938009918,0.0002466208,0.007230013183288975,-0.012121417559683323,0.0003765314,0.4826483130455017,264,-1.6139330863952637,0.021484375,0.09864832000000001,3364.3291139240505,-74.01118154430381,,,,
68,69632,112,618,-0.002415275841485709,0.0002465696,0.0007176190774771385,-0.02235603705048561,0.0014666587,0.9379405975341797,268,-1.6341156661510468,0.0556640625,0.09862784000000001,3364.875,-73.09854177500002,,,,
69,70656,113,621,-0.003231224254705012,0.0002465184,0.06530592299532145,-0.0037483815103769302,0.0023793648,0.06736618280410767,272,-1.5696220993995667,0.08349609375,0.09860736,3364.875,-73.09854177500002,,,,
70,71680,114,623,-0.0015506298950640485,0.0002464672,0.00013779221626464278,-0.016668610274791718,0.002452245,-0.2239983081817627,276,-1.6144833490252495,0.064697265625,0.09858688,3364.875,-73.09854177500002,,,,
71,72704,116,626,-0.0005787019908893853,0.000246416,0.0002520578593703249,-0.01833934895694256,0.0011077893,-0.048331618309020996,280,-1.6096748188138008,0.017578125,0.0985664,3364.2073170731705,-71.47418709756099,,,,
72,73728,117,628,-0.00436093719326891,0.0002463648,0.0007023627913440578,-0.023709939792752266,0.0031941468,0.9665061235427856,284,-1.5955269485712051,0.0908203125,0.09854592000000001,3363.529411764706,-68.99196089411767,,,,
73,74752,118,630,-0.0027462860161904246,0.0002463136,0.0004756004500450217,-0.02547786943614483,0.0029979383,0.9833990335464478,288,-1.5694377571344376,0.11767578125,0.09852544,3366.0689655172414,-67.44616868965518,,,,
,75000,,,-0.0022472859564004466,0.0002462624,0.0003526077132391947,-0.01408297847956419,0.0022074531,0.982105553150177,292,-1.543466292321682,0.072998046875,0.09850496,,,3056.0,-2.4866670000000006,3056.0,-21.0
74,75776,132,572,,,,,,,,,,,3363.818181818182,-66.69185617045456,,,,
75,76800,133,575,-0.00274455250473693,0.0002462112,0.0007852855833334615,-0.020139997825026512,0.0011187283,0.9529561996459961,296,-1.6002433598041534,0.06689453125,0.09848448,3363.818181818182,-66.69185617045456,,,,
76,77824,134,578,-0.0012488880893215537,0.00024616,0.00016671578964633227,-0.014164244756102562,0.0017944322,0.4495604634284973,300,-1.6095251068472862,0.0732421875,0.098464,3363.818181818182,-66.69185617045456,,,,
77,78848,135,580,-0.004128915024921298,0.0002461088,0.4510874645784497,0.1591493934392929,0.0034226691,0.0007943511009216309,304,-1.598778948187828,0.1611328125,0.09844352,3363.85393258427,-65.95449449438203,,,,
78,79872,137,582,-0.0010419354075565934,0.0002460576,0.0007942087181618263,-0.01596623845398426,0.0014769174,0.7503847479820251,308,-1.58925911039114,0.02490234375,0.09842304,3363.923076923077,-64.52838839560441,,,,
79,80896,138,585,-0.004835343279410154,0.00024600640000000003,0.0008993578198897012,-0.025504913181066513,0.0020670611,0.940293550491333,312,-1.5651890113949776,0.052490234375,0.09840256000000001,3361.925531914894,-62.58492919148937,,,,
80,81920,139,587,-0.001774737553205341,0.0002459552,0.0010506195312700584,-0.013913934119045734,0.0016606953,0.948661208152771,316,-1.613884687423706,0.055908203125,0.09838208000000001,3358.84375,-61.30190983333335,,,,
81,82944,140,589,0.0002275138394907117,0.000245904,0.00039956740101843025,-0.018374616280198097,0.0028665704,0.9651079773902893,320,-1.594627246260643,0.0224609375,0.09836160000000001,3358.84375,-61.30190983333335,,,,
82,83968,141,592,-0.0005838448705617338,0.0002458528,7.706680730734661e-05,-0.017001064494252205,0.0014418939,0.036477863788604736,324,-1.635184369981289,0.032958984375,0.09834112,3358.84375,-61.30190983333335,,,,
83,84992,143,594,-0.0007513611053582281,0.0002458016,4.7191336989271804e-05,-0.018026959151029587,0.001975899,0.6291851997375488,328,-1.6522941291332245,0.050048828125,0.09832064000000001,3358.84375,-61.30190983333335,,,,
84,86016,144,596,-0.0004490758874453604,0.0002457504,2.24016419565487e-05,-0.019433949142694473,0.0017957764,0.3716588020324707,332,-1.6387638598680496,0.042236328125,0.09830016000000001,3357.6020408163267,-60.07193888775512,,,,
85,87040,145,598,-0.004741069104056805,0.0002456992,0.23744588298723102,0.13719698786735535,0.0028649652,0.08466345071792603,336,-1.6193207278847694,0.176513671875,0.09827968000000001,3356.51,-56.16516678000001,,,,
86,88064,146,600,-0.004830635443795472,0.000245648,0.0015667261031921953,-0.02478823810815811,0.0030912156,0.7823212146759033,340,-1.576451100409031,0.092529296875,0.0982592,3354.6,-46.17450012000001,,,,
87,89088,147,602,-0.0001468112168367952,0.0002455968,0.0005802418318126001,-0.010493200272321701,0.000728259,0.9775347709655762,344,-1.595194973051548,0.038818359375,0.09823872,3357.75,-39.28650012,,,,
88,90112,149,604,-0.003787609573919326,0.0002455456,0.0006456107216763485,-0.016151048243045807,0.0027632546,0.9126574993133545,348,-1.5317665562033653,0.06396484375,0.09821824000000001,3357.75,-39.28650012,,,,
89,91136,150,606,-0.0016601955139776692,0.0002454944,6.947054436068356e-05,-0.00975013431161642,0.003923568,0.540174126625061,352,-1.5232510566711426,0.183837890625,0.09819776000000001,3357.75,-39.28650012,,,,
90,92160,151,608,-0.0005726245581172407,0.0002454432,0.00014115196802322316,-0.017923319712281227,0.0018733297,0.2082088589668274,356,-1.4861336424946785,0.04931640625,0.09817728,3354.22,-29.76316679,,,,
91,93184,152,610,0.0010743405437096953,0.000245392,0.00024402568863024499,-0.015671510249376297,0.0019514086,0.8710305094718933,360,-1.4977086633443832,0.042724609375,0.0981568,3335.45,-6.391333460000001,,,,
92,94208,153,612,-0.0007321017910726368,0.0002453408,0.00021111436080900603,-0.011808797717094421,0.003734177,0.9928596019744873,364,-1.4760563373565674,0.072509765625,0.09813632,3335.3,-3.3606667999999997,,,,
93,95232,154,614,-0.00017593835946172476,0.0002452896,9.945832812263689e-05,-0.016655992716550827,0.00052117807,0.994722306728363,368,-1.5496912747621536,0.023681640625,0.09811584000000001,3335.3,-3.3606667999999997,,,,
94,96256,156,616,-0.0015792836784385145,0.0002452384,9.960086174487515e-05,-0.027257785201072693,0.0027944248,-0.8139865398406982,372,-1.5266691893339157,0.086669921875,0.09809536,3336.46,-2.7810001399999997,,,,
95,97280,157,618,-0.0015695294132456183,0.0002451872,0.00018127307259874215,-0.016095105558633804,0.0017801023,0.9880757331848145,376,-1.523211196064949,0.104736328125,0.09807488,3336.46,-2.7810001399999997,,,,
96,98304,158,619,-0.00017277037841267884,0.000245136,0.0001178831009269743,-0.01828259788453579,0.00054968765,-0.1353393793106079,380,-1.5358749330043793,0.029541015625,0.0980544,3336.46,-2.7810001399999997,,,,
97,99328,159,621,0.00014561251737177372,0.0002450848,0.00013183400932348377,-0.015483907423913479,0.0007809418,-0.11964869499206543,384,-1.4974504113197327,0.07177734375,0.09803392,3335.79,-2.5480001399999996,,,,
,100000,,,0.0005089183832751587,0.0002450336,0.00027407387199218647,-0.01383410207927227,0.0011514595,0.9879364371299744,388,-1.4448535591363907,0.19091796875,0.09801344000000001,,,3056.0,-2.4733336000000006,3056.0,-21.0
98,100352,173,578,,,,,,,,,,,3338.72,-1.6503334699999999,,,,
99,101376,174,580,0.0023230351507663727,0.0002449824,0.00035353362682144507,-0.016904709860682487,0.0017495484,0.9923459887504578,392,-1.5029292330145836,0.03173828125,0.09799296,3337.61,-1.64666681,,,,
100,102400,175,582,-0.0031434812408406287,0.0002449312,0.0003265079658376635,-0.02114221081137657,0.0027070562,0.9912654757499695,396,-1.518163651227951,0.1025390625,0.09797248,3335.96,-1.63300014,,,,
101,103424,177,583,-0.0040443348116241395,0.00024488,0.0006242573509638305,-0.018138695508241653,0.0015672089,0.9725075364112854,400,-1.4954628646373749,0.077392578125,0.097952,3335.96,-1.63300014,,,,
102,104448,178,585,0.0003535947180353105,0.0002448288,5.325967252645114e-05,-0.007087676785886288,0.002333799,-0.9652801752090454,404,-1.51908228546381,0.05712890625,0.09793152000000001,3335.96,-1.63300014,,,,
103,105472,179,587,-0.0013368869258556515,0.0002447776,2.407404792847956e-05,-0.016817184165120125,0.0014410742,-0.718569278717041,408,-1.4747619479894638,0.025146484375,0.09791104,3337.32,-1.6220001400000001,,,,
104,106496,180,589,-0.0038319711457006633,0.00024472640000000004,0.0009705630613439098,-0.023188676685094833,0.003612906,0.9492191076278687,412,-1.493232823908329,0.12890625,0.09789056000000002,3339.29,-1.56866681,,,,
105,107520,181,591,-0.0024134719860740006,0.00024467520000000004,0.0006365742418950049,-0.022497180849313736,0.0025859638,0.7313581705093384,416,-1.4770803302526474,0.02294921875,0.09787008000000001,3346.41,-1.5110001499999999,,,,
106,108544,183,592,-0.0035030452127102762,0.00024462400000000003,0.0005071980157254075,-0.024397464469075203,0.0047732294,0.9964150190353394,420,-1.4696503058075905,0.052490234375,0.09784960000000001,3345.71,-1.5110001499999999,,,,
107,109568,184,594,-0.003431229619309306,0.00024457280000000003,0.0004498705719129248,-0.017901800572872162,0.0038295523,0.9806371331214905,424,-1.4431170299649239,0.128662109375,0.09782912,3345.71,-1.5110001499999999,,,,
108,110592,185,596,-0.0009679091745056212,0.00024452160000000003,4.641281556416743e-05,-0.00450941501185298,0.0015751733,-0.8089851140975952,428,-1.4390175491571426,0.0751953125,0.09780864,3345.71,-1.5110001499999999,,,,
109,111616,186,597,-0.001386129588354379,0.0002444704,4.81457061312085e-05,-0.016073711216449738,0.0016502079,-0.565811038017273,432,-1.457890309393406,0.059326171875,0.09778816000000001,3345.71,-1.5110001499999999,,,,
110,112640,187,599,-0.0006481433229055256,0.0002444192,4.4537986099157933e-05,-0.015815382823348045,0.00077519193,-1.5035114288330078,436,-1.4449211433529854,0.0126953125,0.09776768000000001,3348.07,-1.5060001499999998,,,,
111,113664,189,601,-0.0011255022254772484,0.000244368,0.008422512678407656,-0.016380207613110542,0.0030449764,0.5065141916275024,440,-1.4801119416952133,0.01904296875,0.0977472,3344.15,-1.46800015,,,,
112,114688,190,602,-0.0007632532506249845,0.0002443168,0.15468251332640648,0.02483329549431801,0.0024888741,0.27038484811782837,444,-1.4659208059310913,0.087646484375,0.09772672,3348.67,-1.44000015,,,,
113,115712,191,604,-0.004369527334347367,0.0002442656,0.005493183390171907,-0.018919862806797028,0.0065207956,0.11591875553131104,448,-1.502237930893898,0.074951171875,0.09770624,3344.91,-1.44000015,,,,
114,116736,192,605,-0.001121164415962994,0.0002442144,0.0005116930574899925,-0.012796587310731411,0.0015714348,0.7495592832565308,452,-1.5715137869119644,0.026123046875,0.09768576000000001,3344.91,-1.44000015,,,,
115,117760,193,607,-0.002250241697765887,0.0002441632,0.031979374994989485,0.00012619979679584503,0.0012749219,0.0056830644607543945,456,-1.5272236540913582,0.07421875,0.09766528000000001,3344.91,-1.44000015,,,,
116,118784,195,608,-0.0010052792786154896,0.000244112,0.00018440690263332726,-0.01476399414241314,0.0015901881,0.13670533895492554,460,-1.551178902387619,0.087890625,0.0976448,3344.28,-1.48266681,,,,
117,119808,196,610,-0.002598618855699897,0.0002440608,0.0012241795866430039,-0.011428439989686012,0.004430915,0.7351378798484802,464,-1.4927756562829018,0.045654296875,0.09762432,3342.01,-1.5196668100000001,,,,
118,120832,197,611,-0.00014664686750620604,0.0002440096,0.0028316714488028083,-0.015466278418898582,0.0005954999,0.2523347735404968,468,-1.4932540953159332,0.01416015625,0.09760384,3344.97,-1.5376668,,,,
119,121856,198,613,-0.0001479355269111693,0.00024395839999999998,0.0010699801769078476,-0.014455527067184448,0.00039661437,0.96092689037323,472,-1.4847498089075089,0.007568359375,0.09758336000000001,3340.72,-1.5373334699999999,,,,
120,122880,199,614,-6.349702016450465e-05,0.0002439072,0.00018530316566511829,-0.018686071038246155,0.000969641,0.9649196267127991,476,-1.4811213165521622,0.028564453125,0.09756288,3340.72,-1.5373334699999999,,,,
121,123904,201,616,-0.0005561547877732664,0.000243856,7.344787937313413e-05,-0.0129137197509408,0.0024434472,-0.09422218799591064,480,-1.498088352382183,0.067626953125,0.0975424,3340.72,-1.5373334699999999,,,,
122,124928,202,617,-0.0010035348823294044,0.0002438048,1.8570462827938172e-05,-0.01491638459265232,0.0016414567,0.017466366291046143,484,-1.5480035692453384,0.025146484375,0.09752192,3339.6,-1.55100014,,,,
,125000,,,0.0007532705494668335,0.0002437536,0.0001799613064008554,-0.008152595721185207,0.0023418493,0.9113650321960449,488,-1.559369720518589,0.019287109375,0.09750144,,,3056.0,-2.4600002000000005,3056.0,-21.0
123,125952,215,583,,,,,,,,,,,3338.89,-1.55100014,,,,
124,126976,217,584,-0.00151364371413365,0.0002437024,2.220337319158716e-05,-0.014350050128996372,0.001785001,0.9990153312683105,492,-1.5397070050239563,0.06103515625,0.09748096,3336.34,-1.5523334799999997,,,,
125,128000,218,586,-0.0009904186590574682,0.00024365120000000002,6.493521948414127e-05,-0.014744196087121964,0.0013835864,0.9973254203796387,496,-1.5181510224938393,0.02392578125,0.09746048000000002,3335.89,-1.51566682,,,,
126,129024,219,587,-0.0017004997935146093,0.0002436,0.00011101468129481873,-0.018686862662434578,0.0023083324,0.9989619255065918,500,-1.5298800989985466,0.050537109375,0.09744000000000001,3335.89,-1.51566682,,,,
