time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/value_loss,train/explained_variance,train/learning_rate,train/approx_kl,train/n_updates,train/loss,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_object_reward,eval/mean_score_ep_length,eval/mean_score_reward
91,3269,297984,291,0.10752662410959601,0.5405246019363403,0.000235152,0.0034376248,1160,0.0415755920112133,0.0008647484064567834,-1.2121167108416557,0.079833984375,0.0940608,3663.92,-19.87,,,,
91,3279,299008,292,0.03865195414982736,0.8644076585769653,0.0002351008,0.0028706158,1164,0.0031845327466726303,-0.003550082939909771,-1.1859840378165245,0.16015625,0.09404032000000001,3661.22,-19.89,,,,
,,300000,,0.03618175350129604,0.8657866716384888,0.0002350496,0.0008027407,1168,0.000734957866370678,-7.199640094768256e-05,-1.1829107254743576,0.013427734375,0.09401984000000001,,,3056.0,-0.12,3056.0,-21.0
90,3321,300032,293,,,,,,,,,,,3661.22,-19.89,,,,
90,3330,301056,294,0.04084336315281689,0.7572209239006042,0.0002349984,0.0020288574,1172,0.00728367455303669,-0.0008482360863126814,-1.1940765529870987,0.085693359375,0.09399936,3670.99,-19.85,,,,
90,3340,302080,295,0.0324480781564489,0.8852163553237915,0.0002349472,0.0014859755,1176,0.0068033235147595406,-0.001393532525980845,-1.1843601241707802,0.01708984375,0.09397888,3673.22,-19.84,,,,
90,3350,303104,296,0.05567378085106611,0.7291423082351685,0.000234896,0.0009569772,1180,0.010051606222987175,-0.000920391219551675,-1.1707860007882118,0.039306640625,0.0939584,3673.22,-19.84,,,,
90,3361,304128,297,0.1101007116958499,0.575364351272583,0.0002348448,0.001333474,1184,0.04535527899861336,-0.0009257986966986209,-1.172553762793541,0.019287109375,0.09393792000000001,3673.22,-19.84,,,,
90,3371,305152,298,0.0659315634984523,0.7369958162307739,0.0002347936,0.00095696206,1188,0.02038743533194065,-0.0002385706757195294,-1.151835523545742,0.017822265625,0.09391744,3677.25,-19.81,,,,
90,3381,306176,299,0.041038732742890716,0.8348085284233093,0.0002347424,0.0011764492,1192,0.003012455999851227,-0.0012516647693701088,-1.187658853828907,0.05419921875,0.09389696,3689.85,-19.79,,,,
90,3391,307200,300,0.10505849448964,0.6424381732940674,0.0002346912,0.0019212028,1196,0.06540360301733017,0.0006722092803101987,-1.1704701334238052,0.024169921875,0.09387648,3689.85,-19.79,,,,
90,3401,308224,301,0.05729454639367759,0.7184481620788574,0.00023464,0.003457594,1200,0.012706984765827656,-0.0009108382510021329,-1.135744221508503,0.12255859375,0.093856,3694.44,-19.78,,,,
90,3411,309248,302,0.046676154248416424,0.7711403369903564,0.00023458879999999999,0.0017134424,1204,0.008892932906746864,-0.002317436970770359,-1.1577390506863594,0.15673828125,0.09383552,3694.44,-19.78,,,,
90,3421,310272,303,0.06112600537016988,0.7295863628387451,0.0002345376,0.0016941489,1208,0.017523322254419327,-0.0005958914480288513,-1.2074163556098938,0.0234375,0.09381504000000002,3688.79,-19.78,,,,
90,3431,311296,304,0.04779362864792347,0.8653473854064941,0.0002344864,0.003562856,1212,0.012326888740062714,-0.002655027958098799,-1.1757421344518661,0.1796875,0.09379456000000001,3688.79,-19.78,,,,
90,3441,312320,305,0.061457481468096375,0.6502618789672852,0.00023443520000000003,0.0020933796,1216,0.00624544732272625,-0.001520142424851656,-1.1470574513077736,0.02734375,0.09377408000000001,3684.33,-19.79,,,,
90,3452,313344,306,0.04901247029192746,0.7047126293182373,0.00023438400000000002,0.0009883676,1220,0.004734150134027004,-0.0030643278441857547,-1.1415050625801086,0.103515625,0.0937536,3682.55,-19.8,,,,
90,3462,314368,307,0.03215189976617694,0.8808555603027344,0.00023433280000000002,0.0029732254,1224,-7.885042577981949e-05,-0.0013320562429726124,-1.1634208858013153,0.1943359375,0.09373312,3681.32,-19.8,,,,
90,3472,315392,308,0.043221795465797186,0.8317638039588928,0.00023428160000000002,0.0030072357,1228,-0.0007348433136940002,-0.0011376591573935002,-1.1539472341537476,0.14697265625,0.09371264000000001,3681.32,-19.8,,,,
90,3482,316416,309,0.06953537510707974,0.6658737659454346,0.0002342304,0.0006450536,1232,0.01086052693426609,-0.0003251977323088795,-1.1576826199889183,0.012451171875,0.09369216000000001,3681.32,-19.8,,,,
90,3492,317440,310,0.03443222283385694,0.8751630187034607,0.0002341792,0.0013287677,1236,-0.00048140622675418854,-0.0015557513979729265,-1.162089891731739,0.079833984375,0.09367168000000001,3683.35,-19.79,,,,
90,3502,318464,311,0.03042679140344262,0.9152646064758301,0.000234128,0.0008040503,1240,3.931298851966858e-05,-0.0014246815553633496,-1.1883617341518402,0.06689453125,0.0936512,3676.02,-19.81,,,,
90,3512,319488,312,0.04621362197212875,0.712584912776947,0.0002340768,0.0009527409,1244,0.0026950445026159286,-0.0009319974051322788,-1.1681472584605217,0.00390625,0.09363072,3676.0,-19.81,,,,
90,3522,320512,313,0.06486993399448693,0.6812159419059753,0.0002340256,0.0017146727,1248,0.017161384224891663,-0.00012541774776764214,-1.1570042222738266,0.047119140625,0.09361024000000001,3677.77,-19.8,,,,
91,3532,321536,314,0.0887139793485403,0.7719374299049377,0.0002339744,0.0020072141,1252,0.037767715752124786,0.00047093979083001614,-1.1854513883590698,0.066162109375,0.09358976000000001,3681.51,-19.8,,,,
91,3543,322560,315,0.05449411435984075,0.7792882919311523,0.0002339232,0.0007807986,1256,0.004996173083782196,-0.0002527340839151293,-1.1583239287137985,0.0166015625,0.09356928,3683.4,-19.8,,,,
91,3553,323584,316,0.0745000799652189,0.6958239078521729,0.000233872,0.001217044,1260,0.016211897134780884,-0.0025977596233133227,-1.1721071600914001,0.293701171875,0.0935488,3683.4,-19.8,,,,
91,3562,324608,317,0.08829903043806553,0.6003684401512146,0.0002338208,0.001789184,1264,0.02080434001982212,-0.001313787797698751,-1.1734297275543213,0.14306640625,0.09352832,3682.66,-19.79,,,,
,,325000,,0.05829003429971635,0.7675349712371826,0.0002337696,0.0021149872,1268,0.010084323585033417,-0.000969601416727528,-1.1556802317500114,0.072998046875,0.09350784000000001,,,3311.6,-2484.6400000000003,3311.6,-20.2
90,3606,325632,318,,,,,,,,,,,3682.66,-19.79,,,,
90,3616,326656,319,0.06119085545651615,0.5776907801628113,0.0002337184,0.0012678865,1272,0.013177527114748955,-0.0002961673599202186,-1.1689941585063934,0.018310546875,0.09348736,3695.17,-19.75,,,,
90,3626,327680,320,0.027834142209030688,0.8248828053474426,0.0002336672,0.0035143867,1276,-0.006674868054687977,-0.0028504677466116846,-1.175987884402275,0.178955078125,0.09346688,3696.92,-19.76,,,,
90,3636,328704,321,0.02340919163543731,0.9045939445495605,0.000233616,0.0027197548,1280,-0.0036246273666620255,-0.002914041338954121,-1.1875876933336258,0.11328125,0.0934464,3695.76,-19.75,,,,
90,3646,329728,322,0.06365471659228206,0.6489430665969849,0.0002335648,0.0030379388,1284,0.017700668424367905,-0.002391974674537778,-1.1678489372134209,0.156982421875,0.09342592,3695.76,-19.75,,,,
90,3657,330752,323,0.0871500470675528,0.5985015630722046,0.00023351359999999999,0.0019494192,1288,0.02373524010181427,6.133141869213432e-05,-1.1721477285027504,0.028076171875,0.09340544,3693.83,-19.75,,,,
90,3667,331776,324,0.0342057638335973,0.7732435464859009,0.0002334624,0.0016857323,1292,-0.004407588392496109,-0.002105809224303812,-1.1795907467603683,0.091552734375,0.09338496000000002,3696.38,-19.73,,,,
90,3677,332800,325,0.03544066031463444,0.824061930179596,0.00023341119999999998,0.0017833806,1296,0.0037449002265930176,-0.001971310790395364,-1.1828337609767914,0.091064453125,0.09336448,3696.38,-19.73,,,,
90,3687,333824,326,0.042479617171920836,0.6952110528945923,0.00023336000000000003,0.0026995726,1300,0.01693258062005043,-0.00016440960462205112,-1.1767325103282928,0.05908203125,0.09334400000000001,3695.29,-19.74,,,,
90,3697,334848,327,0.07732476224191487,0.7074356079101562,0.00023330880000000003,0.0013878394,1304,0.021799668669700623,-3.181184729328379e-05,-1.1796893253922462,0.020751953125,0.09332352000000001,3697.31,-19.74,,,,
90,3708,335872,328,0.059706566389650106,0.7688772678375244,0.00023325760000000002,0.0037455608,1308,0.007702037692070007,-0.002164855570299551,-1.1733868420124054,0.206298828125,0.09330304,3700.73,-19.73,,,,
90,3718,336896,329,0.03655664483085275,0.7616775631904602,0.00023320640000000002,0.0017562972,1312,0.007590879686176777,-0.002344499807804823,-1.1660759672522545,0.077880859375,0.09328256000000001,3704.53,-19.72,,,,
90,3728,337920,330,0.02549124916549772,0.8503734469413757,0.00023315520000000001,0.0022769268,1316,-0.003054274246096611,-0.0004043063090648502,-1.1814211681485176,0.038330078125,0.09326208000000001,3707.96,-19.72,,,,
90,3738,338944,331,0.0505921661388129,0.7470418214797974,0.000233104,0.002269256,1320,0.008085066452622414,-0.0033237750467378646,-1.1786613166332245,0.0693359375,0.09324160000000001,3707.96,-19.72,,,,
90,3748,339968,332,0.032420887844637036,0.7773723006248474,0.0002330528,0.002541256,1324,0.010044303722679615,-0.0011436933782533742,-1.1689973771572113,0.045166015625,0.09322112,3706.93,-19.74,,,,
90,3759,340992,333,0.05826339148916304,0.8045257925987244,0.0002330016,0.003744567,1328,0.013002811931073666,-0.0012862804651376791,-1.1432224214076996,0.09814453125,0.09320064,3706.93,-19.74,,,,
90,3769,342016,334,0.09225526545196772,0.30624866485595703,0.0002329504,0.0016742632,1332,0.03276717662811279,-0.0007489099516533315,-1.1499605774879456,0.027587890625,0.09318016000000001,3705.29,-19.74,,,,
90,3779,343040,335,0.039589349180459976,0.8036382794380188,0.0002328992,0.0015129239,1336,0.002484802156686783,-0.00019564866670407355,-1.1416168510913849,0.02099609375,0.09315968000000001,3706.55,-19.73,,,,
90,3789,344064,336,0.07244751788675785,0.7489464282989502,0.00023284800000000002,0.0027969622,1340,0.019202155992388725,-0.0005071862251497805,-1.1363764852285385,0.03125,0.0931392,3712.74,-19.7,,,,
90,3800,345088,337,0.03325344808399677,0.8623895049095154,0.00023279680000000001,0.00081918435,1344,-0.001503828912973404,-0.00024475340615026653,-1.1166576445102692,0.01513671875,0.09311872,3696.6,-19.73,,,,
90,3810,346112,338,0.09090811619535089,0.39149194955825806,0.0002327456,0.00253694,1348,0.025587555021047592,-0.0003751874028239399,-1.1444259732961655,0.052734375,0.09309824,3696.6,-19.73,,,,
90,3819,347136,339,0.043658554553985596,0.6711211204528809,0.0002326944,0.001952369,1352,-0.000573260709643364,7.42294650990516e-05,-1.1363870799541473,0.0419921875,0.09307776000000001,3683.17,-19.76,,,,
90,3830,348160,340,0.0745423948392272,0.44017690420150757,0.0002326432,0.0003301846,1356,0.013558920472860336,-0.0007562819519080222,-1.158424362540245,0.00830078125,0.09305728,3685.99,-19.75,,,,
90,3840,349184,341,0.06216115225106478,0.6464565396308899,0.000232592,0.0022678012,1360,0.016751131042838097,-0.0017359714256599545,-1.1746785193681717,0.144287109375,0.0930368,3685.99,-19.75,,,,
,,350000,,0.0734804361127317,0.8136168718338013,0.0002325408,0.0030305781,1364,0.01825929433107376,-0.00408272203640081,-1.1797184497117996,0.22314453125,0.09301632,,,3358.0,-2067.9066668,3358.0,-20.2
90,3884,350208,342,,,,,,,,,,,3681.74,-19.77,,,,
90,3894,351232,343,0.0530127405654639,0.6405247449874878,0.0002324896,0.0012595468,1368,0.01316410955041647,-0.0012632726720767096,-1.1478116437792778,0.10888671875,0.09299584,3681.7,-19.78,,,,
90,3904,352256,344,0.05737876985222101,0.698927104473114,0.0002324384,0.00288602,1372,0.021548688411712646,-0.0006737841467838734,-1.174777328968048,0.107421875,0.09297536,3688.75,-19.77,,,,
90,3914,353280,345,0.0883848718367517,0.6442544460296631,0.00023238719999999998,0.0014029806,1376,0.029318321496248245,-3.690106677822769e-05,-1.1795861348509789,0.014892578125,0.09295488,3692.08,-19.77,,,,
90,3925,354304,346,0.05137616605497897,0.8266276717185974,0.00023233599999999998,0.0012863905,1380,0.010973124764859676,-0.0017158183036372066,-1.1729349717497826,0.083984375,0.0929344,3702.65,-19.74,,,,
90,3935,355328,347,0.039404816343449056,0.7556718587875366,0.00023228480000000003,0.0015314014,1384,-0.0017607584595680237,-0.0015603069623466581,-1.159184955060482,0.0185546875,0.09291392000000001,3708.94,-19.73,,,,
90,3945,356352,348,0.04570689401589334,0.7246522307395935,0.0002322336,0.0031771308,1388,0.015232128091156483,-0.000886215828359127,-1.1710361912846565,0.14892578125,0.09289344,3708.94,-19.73,,,,
90,3955,357376,349,0.061105005675926805,0.6326003074645996,0.00023218240000000002,0.0027903295,1392,0.00832664966583252,-0.003607427701354027,-1.18735471367836,0.1201171875,0.09287296,3718.92,-19.7,,,,
90,3966,358400,350,0.08166219294071198,0.6527845859527588,0.00023213120000000002,0.0011242918,1396,0.01958898827433586,-0.0018786480068229139,-1.1830562576651573,0.0322265625,0.09285248000000002,3712.35,-19.71,,,,
90,3976,359424,351,0.08540742145851254,0.6668441295623779,0.00023208000000000001,0.0023003581,1400,0.024264059960842133,-0.00245276908390224,-1.1681253612041473,0.05810546875,0.09283200000000001,3712.35,-19.71,,,,
90,3986,360448,352,0.07680797623470426,0.53834068775177,0.0002320288,0.0024538857,1404,0.016425244510173798,-0.0026151624915655702,-1.171469770371914,0.1396484375,0.09281152000000001,3707.85,-19.74,,,,
90,3996,361472,353,0.0346373210195452,0.8484529256820679,0.0002319776,0.0015523565,1408,-0.005126979202032089,-0.0010740701400209218,-1.1693662256002426,0.123046875,0.09279104,3712.72,-19.73,,,,
90,4006,362496,354,0.06517409486696124,0.5665755271911621,0.0002319264,0.00095712673,1412,0.01585289277136326,-0.002100915393384639,-1.1811642497777939,0.0166015625,0.09277056,3713.65,-19.73,,,,
90,4016,363520,355,0.020013303903397173,0.8851601481437683,0.0002318752,0.0022030058,1416,-0.0123191699385643,-0.002413079040707089,-1.1930359899997711,0.105712890625,0.09275008000000001,3713.65,-19.73,,,,
90,4026,364544,356,0.062061809934675694,0.660133957862854,0.000231824,0.0033296137,1420,0.01693928800523281,-0.0032400443451479077,-1.2243257910013199,0.17919921875,0.09272960000000001,3710.43,-19.73,,,,
90,4036,365568,357,0.058608212042599916,0.7364052534103394,0.00023177280000000002,0.0011147909,1424,0.010470684617757797,-0.0015053168608574197,-1.228122554719448,0.065673828125,0.09270912,3721.94,-19.73,,,,
90,4046,366592,358,0.06452523125335574,0.6724865436553955,0.00023172160000000001,0.0021877433,1428,0.004673106595873833,-0.0023295776918530464,-1.2164072394371033,0.0859375,0.09268864,3721.94,-19.73,,,,
90,4056,367616,359,0.04033695091493428,0.6615924835205078,0.0002316704,0.0031307603,1432,0.002593575045466423,-0.0027738355565816164,-1.1728618144989014,0.172607421875,0.09266816,3721.94,-19.73,,,,
90,4066,368640,360,0.04121158365160227,0.7274305820465088,0.0002316192,0.002719196,1436,0.01433606818318367,-0.0010003561910707504,-1.200521670281887,0.089599609375,0.09264768000000001,3720.14,-19.74,,,,
90,4076,369664,361,0.0982313142158091,0.6366617679595947,0.000231568,0.0025625925,1440,0.021278372034430504,-0.001997734507312998,-1.2291770800948143,0.091796875,0.0926272,3721.12,-19.75,,,,
90,4086,370688,362,0.06802144064567983,0.6367471218109131,0.0002315168,0.0014647946,1444,0.009829695336520672,-0.0016827660729177296,-1.1821580603718758,0.035400390625,0.09260672,3724.32,-19.75,,,,
90,4097,371712,363,0.07072515250183642,0.6001261472702026,0.0002314656,0.0028466505,1448,0.01976020075380802,-0.003473905409919098,-1.2025692015886307,0.104248046875,0.09258624,3724.32,-19.75,,,,
90,4107,372736,364,0.07882891222834587,0.6415160894393921,0.0002314144,0.0010542629,1452,0.023156311362981796,-0.0014563178119715303,-1.2264871373772621,0.014892578125,0.09256576,3731.1,-19.74,,,,
90,4117,373760,365,0.05579733173362911,0.8192280530929565,0.0002313632,0.0012911356,1456,0.013734634034335613,-0.0002688317035790533,-1.2214524522423744,0.025634765625,0.09254528000000001,3731.48,-19.74,,,,
90,4127,374784,366,0.06977123254910111,0.6972624063491821,0.00023131199999999998,0.0017827603,1460,0.008124738931655884,-0.0019237966916989535,-1.1974738463759422,0.0361328125,0.0925248,3731.48,-19.74,,,,
,,375000,,0.07362340367399156,0.5738146305084229,0.0002312608,0.002060429,1464,0.012503750622272491,-0.0015528123185504228,-1.2158619537949562,0.09423828125,0.09250432,,,3071.0,-121.18666700000001,3071.0,-21.0
90,4169,375808,367,,,,,,,,,,,3731.48,-19.74,,,,
90,4180,376832,368,0.05724254297092557,0.6673413515090942,0.00023120960000000003,0.0013591647,1468,0.011314400471746922,-0.0012925397313665599,-1.1948152631521225,0.065673828125,0.09248384000000001,3736.8,-19.71,,,,
90,4190,377856,369,0.04811652912758291,0.8631685972213745,0.0002311584,0.0018721357,1472,0.003305272199213505,-0.0006219820934347808,-1.2104491591453552,0.02587890625,0.09246336,3734.19,-19.72,,,,
90,4200,378880,370,0.08008206589147449,0.7233829498291016,0.00023110720000000002,0.0028120093,1476,0.023968802765011787,-0.0017962882848223671,-1.191511869430542,0.080078125,0.09244288,3723.12,-19.75,,,,
90,4210,379904,371,0.052641860442236066,0.7840906977653503,0.00023105600000000002,0.0026496209,1480,0.001474296674132347,-0.003541234938893467,-1.1762043088674545,0.069091796875,0.09242240000000002,3746.86,-19.68,,,,
90,4220,380928,372,0.06417819974012673,0.676716685295105,0.00023100480000000001,0.0009325047,1484,0.022461846470832825,-0.001028425234835595,-1.1836335882544518,0.007080078125,0.09240192000000001,3745.67,-19.69,,,,
90,4230,381952,373,0.07323690713383257,0.6269775629043579,0.0002309536,0.0007631114,1488,0.018576614558696747,-0.0018725617264863104,-1.1665790528059006,0.08935546875,0.09238144000000001,3745.67,-19.69,,,,
90,4241,382976,374,0.09291744185611606,0.4454352855682373,0.0002309024,0.0011892135,1492,0.028974739834666252,-0.0008038807718548924,-1.171358935534954,0.0458984375,0.09236096,3745.67,-19.69,,,,
90,4251,384000,375,0.06527705839835107,0.572727620601654,0.0002308512,0.00061107095,1496,0.011647510342299938,-0.0012544977944344282,-1.1974487453699112,0.009521484375,0.09234048,3745.67,-19.69,,,,
90,4261,385024,376,0.05052837310358882,0.6602147817611694,0.0002308,0.0015112872,1500,-0.0003276802599430084,-0.0026710202218964696,-1.203002318739891,0.111572265625,0.09232000000000001,3748.37,-19.67,,,,
90,4271,386048,377,0.07517730281688273,0.6901419162750244,0.0002307488,0.0010715448,1504,0.020644545555114746,0.0006254628824535757,-1.2017760947346687,0.03564453125,0.09229952000000001,3748.37,-19.67,,,,
90,4281,387072,378,0.08672220329754055,0.7333644032478333,0.00023069760000000002,0.0028239521,1508,0.03125599026679993,-0.00045037725067231804,-1.218727931380272,0.062255859375,0.09227904,3755.29,-19.64,,,,
90,4292,388096,379,0.03610405372455716,0.7538847923278809,0.00023064640000000001,0.002152541,1512,-0.004367820918560028,-0.003884329227730632,-1.2028353810310364,0.071533203125,0.09225856,3761.46,-19.63,,,,
90,4302,389120,380,0.1277619251050055,0.53537917137146,0.0002305952,0.0017881196,1516,0.03315979614853859,-0.000564686837606132,-1.1871950402855873,0.0791015625,0.09223808,3761.89,-19.63,,,,
90,4312,390144,381,0.09121253388002515,0.6568822860717773,0.000230544,0.0015777694,1520,0.030970867723226547,-0.00035984779242426157,-1.2088494896888733,0.05126953125,0.09221760000000001,3761.89,-19.63,,,,
90,4322,391168,382,0.03910313220694661,0.5983999371528625,0.0002304928,0.0030613698,1524,0.004939768463373184,-0.002113606024067849,-1.195149950683117,0.129638671875,0.09219712000000001,3761.89,-19.63,,,,
90,4332,392192,383,0.05070199631154537,0.6315720081329346,0.0002304416,0.0010953746,1528,0.009825045242905617,0.0007616342336405069,-1.2041214033961296,0.027587890625,0.09217664,3761.89,-19.63,,,,
90,4342,393216,384,0.06244817771948874,0.5192252397537231,0.0002303904,0.0014702484,1532,0.006589436903595924,-0.00204262588522397,-1.2262165918946266,0.101806640625,0.09215616,3762.04,-19.64,,,,
90,4353,394240,385,0.04446416813880205,0.7444376945495605,0.0002303392,0.0012837371,1536,0.002294594421982765,-0.00022972127771936357,-1.2106764018535614,0.020263671875,0.09213568,3769.65,-19.63,,,,
90,4363,395264,386,0.07341999397613108,0.6364051103591919,0.000230288,0.002516225,1540,0.018417466431856155,-0.0013083844096399844,-1.1942276433110237,0.1357421875,0.09211520000000001,3766.31,-19.65,,,,
90,4373,396288,387,0.0877812160179019,0.6533799171447754,0.00023023679999999998,0.0036890493,1544,0.030901584774255753,-0.0005316579627105966,-1.1793572679162025,0.095703125,0.09209472,3774.5,-19.64,,,,
90,4383,397312,388,0.04526325804181397,0.7501553297042847,0.0002301856,0.0028021515,1548,-0.006672831252217293,-0.0013718028421862982,-1.2043232023715973,0.0517578125,0.09207424,3774.5,-19.64,,,,
90,4393,398336,389,0.05234693665988743,0.5594993829727173,0.0002301344,0.0013133972,1552,0.016046660020947456,-0.0006715424096910283,-1.1891416236758232,0.03759765625,0.09205376,3774.5,-19.64,,,,
90,4403,399360,390,0.07157248654402792,0.4876089096069336,0.0002300832,0.0027591062,1556,0.01605040393769741,-0.00271598799736239,-1.2185665369033813,0.16796875,0.09203328,3774.5,-19.64,,,,
,,400000,,0.053198426961898804,0.6871767044067383,0.00023003200000000002,0.0020423182,1560,0.015901491045951843,-0.0015458344714716077,-1.174135074019432,0.072265625,0.0920128,,,3056.0,-0.1333334,3056.0,-21.0
90,4444,400384,391,,,,,,,,,,,3776.04,-19.64,,,,
90,4454,401408,392,0.09812430758029222,0.6949365139007568,0.0002299808,0.0030263648,1564,0.030725063756108284,-0.0014126015885267407,-1.1896890699863434,0.09228515625,0.09199232,3776.0,-19.64,,,,
90,4464,402432,393,0.07963640289381146,0.6066243648529053,0.00022992960000000002,0.0022743829,1568,0.023599134758114815,-0.002792443585349247,-1.206246703863144,0.14013671875,0.09197184000000001,3780.56,-19.63,,,,
90,4474,403456,394,0.07518203463405371,0.7590886354446411,0.0002298784,0.0012747609,1572,0.015885289758443832,-0.0016276409151032567,-1.206054963171482,0.055908203125,0.09195136000000001,3785.78,-19.63,,,,
90,4485,404480,395,0.03919886518269777,0.7426749467849731,0.0002298272,0.001707535,1576,0.012193453498184681,-0.0020424900576472282,-1.1870029419660568,0.033203125,0.09193088,3786.0,-19.63,,,,
90,4495,405504,396,0.06480192905291915,0.813976526260376,0.000229776,0.00092490413,1580,0.013827306218445301,-0.0007981180388014764,-1.1622180491685867,0.049072265625,0.0919104,3792.99,-19.6,,,,
90,4504,406528,397,0.07141132722608745,0.5541506409645081,0.0002297248,0.0019351343,1584,0.019930776208639145,-0.002428394742310047,-1.1120217591524124,0.064208984375,0.09188992000000001,3792.99,-19.6,,,,
90,4514,407552,398,0.08700464805588126,0.476654589176178,0.00022967360000000002,0.0006403724,1588,0.023886866867542267,-3.359628317411989e-05,-1.1168324872851372,0.015380859375,0.09186944000000001,3791.35,-19.61,,,,
90,4525,408576,399,0.06357082817703485,0.6947978734970093,0.00022962240000000002,0.0011888056,1592,0.018420711159706116,-0.001943817944265902,-1.134853832423687,0.0361328125,0.09184896000000001,3793.54,-19.61,,,,
90,4534,409600,400,0.05848656198941171,0.7046968936920166,0.00022957120000000002,0.0009826997,1596,0.00832205917686224,0.0005254632560536265,-1.1049157232046127,0.02880859375,0.09182848,3800.82,-19.6,,,,
90,4545,410624,401,0.038238507229834795,0.8758333921432495,0.00022952,0.0011791757,1600,0.0009676050394773483,-0.0024293377646245062,-1.1302619203925133,0.06103515625,0.091808,3803.84,-19.6,,,,
90,4555,411648,402,0.09613334201276302,0.5453075170516968,0.0002294688,0.001365986,1604,0.032076116651296616,-0.0008133863739203662,-1.1044830158352852,0.08984375,0.09178752000000001,3811.86,-19.59,,,,
90,4565,412672,403,0.08132494101300836,0.7468839883804321,0.0002294176,0.0021488422,1608,0.0166141577064991,-0.0025420667370781302,-1.1102466210722923,0.08251953125,0.09176704000000001,3811.86,-19.59,,,,
90,4575,413696,404,0.0691804033704102,0.6152185201644897,0.0002293664,0.0013157306,1612,0.02249770238995552,-0.0017444592085666955,-1.105590082705021,0.11279296875,0.09174656,3825.67,-19.55,,,,
90,4585,414720,405,0.07193278754130006,0.6839401721954346,0.0002293152,0.0012391746,1616,0.018116770312190056,-0.0014189701614668593,-1.105430245399475,0.07763671875,0.09172608,3825.67,-19.55,,,,
90,4595,415744,406,0.05304382904432714,0.7255486845970154,0.000229264,0.0015158528,1620,0.010653052479028702,-0.0032726808276493102,-1.0933927148580551,0.083740234375,0.0917056,3836.94,-19.54,,,,
90,4606,416768,407,0.07457957183942199,0.47323745489120483,0.0002292128,0.001591499,1624,0.017956383526325226,-0.00036575901322066784,-1.139195442199707,0.119384765625,0.09168512000000001,3836.94,-19.54,,,,
90,4616,417792,408,0.06988174305297434,0.4597538113594055,0.00022916159999999998,0.0021533195,1628,0.0052316635847091675,-0.004832594626350328,-1.1267690360546112,0.141357421875,0.09166464,3836.94,-19.54,,,,
90,4626,418816,409,0.07894748426042497,0.7097481489181519,0.0002291104,0.0020485348,1632,0.020593754947185516,-0.0005667065852321684,-1.1370022147893906,0.056884765625,0.09164416,3847.88,-19.51,,,,
90,4636,419840,410,0.04918443667702377,0.765261173248291,0.0002290592,0.0012982853,1636,0.01162110548466444,-0.00229397407383658,-1.09570974111557,0.0634765625,0.09162368,3847.88,-19.51,,,,
90,4646,420864,411,0.06145054241642356,0.5861328840255737,0.000229008,0.0015388078,1640,0.003467107191681862,-0.0024430566700175405,-1.0830560624599457,0.0322265625,0.0916032,3861.67,-19.51,,,,
90,4657,421888,412,0.04991671326570213,0.7608506679534912,0.0002289568,0.0012559078,1644,0.007605245336890221,-0.0014070737815927714,-1.0727776065468788,0.099609375,0.09158272,3861.67,-19.51,,,,
90,4667,422912,413,0.0973986373282969,0.4607706069946289,0.0002289056,0.0006110645,1648,0.030294639989733696,-0.0004822254122700542,-1.0521785467863083,0.034912109375,0.09156224,3862.16,-19.52,,,,
90,4676,423936,414,0.04993077670224011,0.673442006111145,0.00022885440000000002,0.0016214097,1652,0.0049883462488651276,-0.0020473286567721516,-1.093412160873413,0.1171875,0.09154176000000001,3862.16,-19.52,,,,
90,4686,424960,415,0.08431086270138621,0.47814494371414185,0.0002288032,0.0023747312,1656,0.024184908717870712,-0.0015783940762048587,-1.07473786175251,0.054931640625,0.09152128000000001,3872.62,-19.49,,,,
,,425000,,0.06333168665878475,0.5749706029891968,0.000228752,0.0011238037,1660,0.017744317650794983,-0.001825944782467559,-1.070225104689598,0.118408203125,0.09150080000000001,,,3056.0,-10.879999999999999,3056.0,-21.0
90,4728,425984,416,,,,,,,,,,,3872.62,-19.49,,,,
90,4738,427008,417,0.07456928584724665,0.5602394342422485,0.0002287008,0.001037839,1664,0.0247611366212368,-0.0019623448024503887,-1.0418431013822556,0.04052734375,0.09148032,3877.34,-19.49,,,,
90,4748,428032,418,0.08372411038726568,0.5685486793518066,0.0002286496,0.0010986673,1668,0.019904471933841705,-0.0029327411903068423,-1.034619502723217,0.108154296875,0.09145984000000001,3883.64,-19.47,,,,
90,4759,429056,419,0.04881189647130668,0.6453231573104858,0.00022859840000000002,0.0023285518,1672,0.004074086435139179,-0.0024137789441738278,-1.038256712257862,0.059326171875,0.09143936000000001,3896.64,-19.45,,,,
90,4769,430080,420,0.0811854274943471,0.5477927923202515,0.00022854720000000002,0.0033040391,1676,0.012038689106702805,-0.004136471325182356,-1.049345687031746,0.2177734375,0.09141888000000001,3896.64,-19.45,,,,
90,4779,431104,421,0.09555568732321262,0.296908974647522,0.00022849600000000002,0.0012111388,1680,0.020393775776028633,-0.003518799814628437,-1.0637271851301193,0.0703125,0.0913984,3896.64,-19.45,,,,
