time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/value_loss,train/learning_rate,train/approx_kl,train/entropy_loss,train/loss,train/n_updates,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_object_ep_length,eval/mean_object_reward,eval/mean_score_ep_length,eval/mean_score_reward
709,65,93,66560,0.06651153252460063,0.00024672320000000003,0.004689266,-1.5873389467597008,0.012284345924854279,256,0.291251003742218,0.09868928,-0.0020084257994312793,0.13671875,-20.541666666666668,3554.9166666666665,,,,
712,66,94,67584,0.06033300934359431,0.000246672,0.00200458,-1.5442127585411072,0.008310191333293915,260,0.6580232381820679,0.0986688,-0.0028285646403674036,0.121337890625,-20.541666666666668,3554.9166666666665,,,,
715,67,95,68608,0.035711234086193144,0.0002466208,0.0023249001,-1.5714123919606209,0.008540412411093712,264,0.6771272420883179,0.09864832000000001,-0.0010309919016435742,0.051025390625,-20.541666666666668,3554.9166666666665,,,,
718,68,96,69632,0.033591017476283014,0.0002465696,0.00096011633,-1.5360108241438866,-0.0006085066124796867,268,0.6693388223648071,0.09862784000000001,-0.0012285902630537748,0.046875,-20.56,3544.56,,,,
721,69,97,70656,0.06637012609280646,0.0002465184,0.002661887,-1.5752550661563873,0.012560201808810234,272,0.768958568572998,0.09860736,-0.0005882659461349249,0.056884765625,-20.571428571428573,3545.896103896104,,,,
724,70,98,71680,0.0697963370475918,0.0002464672,0.0011939749,-1.57594995200634,0.015047885477542877,276,0.7733254432678223,0.09858688,-0.0009178976470138878,0.06396484375,-20.569620253164558,3538.6075949367087,,,,
727,71,99,72704,0.0821553806308657,0.000246416,0.0017156387,-1.5903619676828384,0.023910176008939743,280,0.5289645791053772,0.0985664,2.1500629372894764e-05,0.086181640625,-20.569620253164558,3538.6075949367087,,,,
729,72,101,73728,0.07910061394795775,0.0002463648,0.0004832301,-1.560188204050064,0.021366097033023834,284,0.5534120798110962,0.09854592000000001,-4.839862231165171e-05,0.031982421875,-20.575,3538.675,,,,
732,73,102,74752,0.025501194992102683,0.0002463136,0.004058173,-1.5975598320364952,-0.01054710615426302,288,0.8688201904296875,0.09852544,-0.0012802492710761726,0.1328125,-20.575,3538.675,,,,
,,,75000,0.02044697222299874,0.0002462624,0.002641932,-1.6327851489186287,-0.007515108212828636,292,0.817919135093689,0.09850496,-0.0006716472853440791,0.05322265625,,,3056.0,-391.24,3056.0,-21.0
655,74,115,75776,,,,,,,,,,,-20.573170731707318,3533.439024390244,,,,
658,75,116,76800,0.04283871327061206,0.0002462112,0.0021049867,-1.6725175231695175,0.0023306403309106827,296,0.8495097160339355,0.09848448,-0.0019116997136734426,0.041015625,-20.57831325301205,3532.024096385542,,,,
660,76,117,77824,0.038680257042869925,0.00024616,0.0023433522,-1.657406561076641,0.000975731760263443,300,0.7434641122817993,0.098464,-0.0014970747288316488,0.05029296875,-20.57471264367816,3520.770114942529,,,,
663,77,118,78848,0.04606987489387393,0.0002461088,0.0019560799,-1.6861527487635612,0.0016933679580688477,304,0.8184502124786377,0.09844352,-0.002597070939373225,0.08544921875,-20.57471264367816,3520.770114942529,,,,
666,78,119,79872,0.06473462283611298,0.0002460576,0.002470747,-1.6626003831624985,0.021718982607126236,308,0.5132412910461426,0.09842304,-0.0019309954659547657,0.05712890625,-20.579545454545453,3518.215909090909,,,,
669,79,120,80896,0.055152083514258265,0.00024600640000000003,0.001737986,-1.6622923016548157,0.0021074917167425156,312,0.7147554159164429,0.09840256000000001,-0.000918195175472647,0.020263671875,-20.579545454545453,3518.215909090909,,,,
672,80,121,81920,0.037918673478998244,0.0002459552,0.0019207146,-1.6770585551857948,-0.00754883885383606,316,0.6872056722640991,0.09838208000000001,-0.0015731265884824097,0.044921875,-20.579545454545453,3518.215909090909,,,,
675,81,122,82944,0.04558621719479561,0.000245904,0.0029528807,-1.718528889119625,-0.00192965567111969,320,0.7301315069198608,0.09836160000000001,-0.0030686435056850314,0.125732421875,-20.593406593406595,3511.769230769231,,,,
677,82,123,83968,0.027697316254489124,0.0002458528,0.0026774085,-1.7131984904408455,-0.009634238667786121,324,0.8646184206008911,0.09834112,-0.0015736396599095315,0.064453125,-20.591397849462364,3506.1182795698924,,,,
680,83,124,84992,0.05545620247721672,0.0002458016,0.0010141527,-1.7106956169009209,0.0070356037467718124,328,0.7714933156967163,0.09832064000000001,-0.0003427228657528758,0.008544921875,-20.57894736842105,3504.2315789473682,,,,
682,84,125,86016,0.07356643537059426,0.0002457504,0.0015092532,-1.6932518929243088,0.019196629524230957,332,0.5778768062591553,0.09830016000000001,-0.0009767556330189109,0.007080078125,-20.583333333333332,3500.7291666666665,,,,
685,85,126,87040,0.035568271414376795,0.0002456992,0.0023714465,-1.683222085237503,-0.010400058701634407,336,0.7939501404762268,0.09827968000000001,-0.0018402404384687543,0.045166015625,-20.583333333333332,3500.7291666666665,,,,
688,86,127,88064,0.023024888010695577,0.000245648,0.0036749905,-1.7003184109926224,-0.011066214181482792,340,0.7707009315490723,0.0982592,-0.002631651994306594,0.131103515625,-20.583333333333332,3500.7291666666665,,,,
690,87,129,89088,0.03541546466294676,0.0002455968,0.0012846563,-1.7017358541488647,-0.004231809638440609,344,0.6569603681564331,0.09823872,-0.0008791377185843885,0.01416015625,-20.591836734693878,3498.877551020408,,,,
692,88,130,90112,0.05494482675567269,0.0002455456,0.001862373,-1.7168578878045082,0.005374733358621597,348,0.7478805184364319,0.09821824000000001,-0.002728502149693668,0.030029296875,-20.6,3493.58,,,,
695,89,131,91136,0.08753137802705169,0.0002454944,0.0020877244,-1.7304601967334747,0.02511221542954445,352,0.6249877214431763,0.09819776000000001,-0.001599619077751413,0.05517578125,-20.6,3495.23,,,,
697,90,132,92160,0.05402384581975639,0.0002454432,0.001155019,-1.747426874935627,0.007647218182682991,356,0.7119596004486084,0.09817728,-0.0007354271947406232,0.0048828125,-20.58,3504.79,,,,
699,91,133,93184,0.06325048534199595,0.000245392,0.0014121602,-1.734227329492569,0.005412556231021881,360,0.682753324508667,0.0981568,-0.0016140213992912322,0.015625,-20.58,3504.79,,,,
702,92,134,94208,0.05025531677529216,0.0002453408,0.00059719273,-1.7380843311548233,0.0007039215415716171,364,0.799828290939331,0.09813632,-0.0002322919317521155,0.0,-20.59,3510.0,,,,
704,93,135,95232,0.05283633409999311,0.0002452896,0.002167131,-1.7301995381712914,3.688782453536987e-05,368,0.8367836475372314,0.09811584000000001,-0.0028107059188187122,0.129150390625,-20.59,3510.0,,,,
706,94,136,96256,0.05608774605207145,0.0002452384,0.0028947622,-1.702848143875599,-0.004676779732108116,372,0.581268310546875,0.09809536,-0.0026234975666739047,0.0810546875,-20.62,3493.76,,,,
708,95,137,97280,0.04506641684565693,0.0002451872,0.002424242,-1.7217459753155708,0.0024221614003181458,376,0.8350000381469727,0.09807488,-0.0014309978287201375,0.083984375,-20.66,3472.33,,,,
710,96,138,98304,0.057732110377401114,0.000245136,0.0024713334,-1.746952697634697,-0.0003388896584510803,380,0.7721477746963501,0.0980544,-0.002703168080188334,0.095947265625,-20.67,3467.96,,,,
712,97,139,99328,0.10852107219398022,0.0002450848,0.0016337873,-1.7540391683578491,0.024139437824487686,384,0.521019697189331,0.09803392,-0.0021601199405267835,0.06103515625,-20.67,3467.96,,,,
,,,100000,0.06065739085897803,0.0002450336,0.0005334836,-1.7556442692875862,0.0034511927515268326,388,0.42158186435699463,0.09801344000000001,-0.00024560472229495645,0.0,,,3056.0,-406.305,3056.0,-21.0
656,98,152,100352,,,,,,,,,,,-20.67,3467.96,,,,
658,99,153,101376,0.07124355877749622,0.0002449824,0.0010791146,-1.7496500462293625,0.013199817389249802,392,0.6405652761459351,0.09799296,-0.0005548421904677525,0.0,-20.66,3470.09,,,,
660,100,154,102400,0.04517858847975731,0.0002449312,0.002657707,-1.7474665716290474,-0.0015306081622838974,396,0.7526476383209229,0.09797248,-0.0014365916140377522,0.056640625,-20.66,3470.09,,,,
662,101,156,103424,0.03594791376963258,0.00024488,0.000639145,-1.737237609922886,0.0007467698305845261,400,0.7309286594390869,0.097952,-0.0005338165501598269,0.0,-20.67,3465.28,,,,
665,102,157,104448,0.05587817379273474,0.0002448288,0.00081711565,-1.7569263651967049,0.002237292006611824,404,0.7862387895584106,0.09793152000000001,0.00013318704441189766,0.00048828125,-20.66,3467.89,,,,
667,103,158,105472,0.04996736324392259,0.0002447776,0.0015887474,-1.7457735612988472,0.0031222328543663025,408,0.7079798579216003,0.09791104,-0.0027639002073556185,0.099853515625,-20.64,3477.47,,,,
669,104,159,106496,0.05698299244977534,0.00024472640000000004,0.0033403148,-1.7273066118359566,0.006080126389861107,412,0.8526380658149719,0.09789056000000002,-0.002256566163850948,0.071044921875,-20.64,3477.47,,,,
671,105,160,107520,0.08821121929213405,0.00024467520000000004,0.0012200719,-1.724801518023014,0.011276781558990479,416,0.5089441537857056,0.09787008000000001,-0.001387965923640877,0.05517578125,-20.65,3463.95,,,,
673,106,161,108544,0.0759712285362184,0.00024462400000000003,0.0017397099,-1.7239437624812126,0.016480788588523865,420,0.6644887924194336,0.09784960000000001,-0.000487758923554793,0.0234375,-20.65,3463.95,,,,
675,107,162,109568,0.11310940375551581,0.00024457280000000003,0.004170358,-1.710630513727665,0.03738176077604294,424,0.23511672019958496,0.09782912,-0.0027575465210247785,0.1953125,-20.65,3463.95,,,,
677,108,163,110592,0.04337092419154942,0.00024452160000000003,0.0023499364,-1.7337110415101051,0.004928458482027054,428,0.5952047109603882,0.09780864,-0.0007013493741396815,0.08837890625,-20.66,3451.82,,,,
679,109,164,111616,0.07839267305098474,0.0002444704,0.0035854755,-1.728625625371933,0.015751095488667488,432,0.5744104385375977,0.09778816000000001,-0.002669444482307881,0.083251953125,-20.66,3451.82,,,,
681,110,165,112640,0.08417994761839509,0.0002444192,0.0045823227,-1.7340362966060638,0.028805909678339958,436,0.6161562204360962,0.09776768000000001,-0.0023052474134601653,0.194091796875,-20.62,3460.83,,,,
683,111,166,113664,0.05065549351274967,0.000244368,0.002286614,-1.724924273788929,0.002938374876976013,440,0.7998974919319153,0.0977472,-0.002876067068427801,0.070556640625,-20.61,3471.02,,,,
685,112,167,114688,0.05512568331323564,0.0002443168,0.002112335,-1.7040540352463722,-0.005545353516936302,444,0.821706235408783,0.09772672,-0.0015411723870784044,0.02001953125,-20.62,3470.18,,,,
687,113,168,115712,0.0751824879553169,0.0002442656,0.0034033046,-1.6722728088498116,0.03173210471868515,448,0.6280096769332886,0.09770624,-0.0009259828948415816,0.0869140625,-20.62,3470.18,,,,
689,114,169,116736,0.043934476329013705,0.0002442144,0.0017565229,-1.655900813639164,0.002251189202070236,452,0.5846569538116455,0.09768576000000001,-0.000319611222948879,0.02197265625,-20.62,3470.18,,,,
691,115,170,117760,0.04395223734900355,0.0002441632,0.0015044906,-1.6791889294981956,0.008155833929777145,456,0.6106197237968445,0.09766528000000001,-0.0042427206644788384,0.191650390625,-20.62,3470.18,,,,
692,116,171,118784,0.04442750895395875,0.000244112,0.0030305614,-1.655312404036522,0.0014470405876636505,460,0.7097368836402893,0.0976448,-0.0005120193818584085,0.056640625,-20.63,3476.79,,,,
694,117,172,119808,0.05387793807312846,0.0002440608,0.0013912094,-1.6266462355852127,0.006420372053980827,464,0.6486612558364868,0.09762432,0.00028694351203739643,0.018310546875,-20.64,3478.14,,,,
696,118,173,120832,0.08063667570240796,0.0002440096,0.0010798646,-1.6513061672449112,0.021228518337011337,468,0.5818501710891724,0.09760384,-0.0003463434986770153,0.04052734375,-20.63,3484.77,,,,
698,119,174,121856,0.1103576784953475,0.00024395839999999998,0.0007206034,-1.6661548763513565,0.02566981129348278,472,0.6171026825904846,0.09758336000000001,0.00024105043848976493,0.00390625,-20.61,3496.05,,,,
699,120,175,122880,0.08627613866701722,0.0002439072,0.0017860766,-1.638603962957859,0.03654145449399948,476,0.6861670017242432,0.09756288,-0.0009828203183133155,0.112060546875,-20.6,3503.98,,,,
701,121,176,123904,0.04171622567810118,0.000243856,0.0013598802,-1.6449896395206451,-0.001552082598209381,480,0.7079886198043823,0.0975424,-0.0013749923091381788,0.010498046875,-20.6,3503.98,,,,
703,122,177,124928,0.03329728473909199,0.0002438048,0.002263669,-1.636721819639206,0.010700669139623642,484,0.6440350413322449,0.09752192,-0.001344109623460099,0.051025390625,-20.6,3504.14,,,,
,,,125000,0.04317949037067592,0.0002437536,0.004268578,-1.6194161847233772,0.007568931207060814,488,0.7869399785995483,0.09750144,-0.0018161265761591494,0.139892578125,,,3056.0,-408.825,3056.0,-21.0
658,123,191,125952,,,,,,,,,,,-20.6,3497.55,,,,
660,124,192,126976,0.07666498748585582,0.0002437024,0.00053618965,-1.6041307747364044,0.012567074969410896,492,0.6862888336181641,0.09748096,0.0004219455586280674,0.001220703125,-20.6,3501.07,,,,
662,125,193,128000,0.06757613527588546,0.00024365120000000002,0.003071944,-1.5508234947919846,0.025004807859659195,496,0.7461889982223511,0.09746048000000002,-0.0007909238338470459,0.135009765625,-20.61,3497.4,,,,
663,126,194,129024,0.1001228685490787,0.0002436,0.0020633317,-1.5858444795012474,0.03328483924269676,500,0.6271730065345764,0.09744000000000001,-0.0019076240132562816,0.105224609375,-20.62,3497.4,,,,
665,127,195,130048,0.07823300454765558,0.0002435488,0.002498242,-1.6107014492154121,0.009910129010677338,504,0.6602761149406433,0.09741952000000001,-0.0022337230038829148,0.130859375,-20.62,3497.4,,,,
667,128,196,131072,0.06318215047940612,0.0002434976,0.0008072851,-1.5687058568000793,0.013134351000189781,508,0.6449208855628967,0.09739904,-0.0015574035933241248,0.142578125,-20.58,3506.9,,,,
669,129,197,132096,0.03465986251831055,0.0002434464,0.0022318563,-1.6092838197946548,-0.0038224980235099792,512,0.8631803393363953,0.09737856,-0.0009684417163953185,0.027587890625,-20.57,3505.21,,,,
670,130,198,133120,0.10841196356341243,0.00024339520000000002,0.0018288626,-1.6564107090234756,0.03768235445022583,516,0.5031710863113403,0.09735808000000001,-0.0012815773370675743,0.063232421875,-20.58,3506.94,,,,
