time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/loss,train/entropy_loss,train/explained_variance,train/value_loss,train/n_updates,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_score_reward,eval/mean_object_reward,eval/mean_object_ep_length,eval/mean_score_ep_length
31,31744,335,94,0.023275980725884438,-1.7637283653020859,0.3985282778739929,0.08608527388423681,120,0.0993856,0.043212890625,-0.0025726923486217856,0.0032488527,0.000248464,-20.65625,3484.03125,,,,
32,32768,345,94,0.014638934284448624,-1.7726378962397575,0.2547730803489685,0.07236785162240267,124,0.09936512,0.0,-0.00021226560056675225,0.0010574831,0.0002484128,-20.65625,3484.03125,,,,
33,33792,354,95,0.029576096683740616,-1.7807884365320206,0.13803541660308838,0.13152989652007818,128,0.09934464,0.06005859375,-0.002436541661154479,0.0013303191,0.0002483616,-20.647058823529413,3487.676470588235,,,,
34,34816,364,95,0.02861051633954048,-1.7813432440161705,0.5273919105529785,0.09219026379287243,132,0.09932416,0.007568359375,-0.0005647129728458822,0.0013652658,0.0002483104,-20.62857142857143,3496.5142857142855,,,,
35,35840,375,95,0.016606982797384262,-1.7776687294244766,0.5777896642684937,0.09006337379105389,136,0.09930368,0.008056640625,-0.001556013448862359,0.0019541567,0.00024825920000000004,-20.564102564102566,3505.974358974359,,,,
36,36864,384,95,0.0169255081564188,-1.7801936268806458,0.682491660118103,0.07549327099695802,140,0.09928320000000002,0.004150390625,-0.00032697440474294126,0.0010548432,0.00024820800000000003,-20.564102564102566,3505.974358974359,,,,
37,37888,395,95,0.04650550335645676,-1.776747226715088,0.28959882259368896,0.10368703491985798,144,0.09926272000000001,0.034423828125,-0.0010702534636948258,0.0018328802,0.00024815680000000003,-20.55,3504.525,,,,
38,38912,405,95,0.01238582469522953,-1.7676407247781754,0.30144208669662476,0.07033032970502973,148,0.09924224000000001,0.054931640625,-0.0023130124172894284,0.0020784764,0.0002481056,-20.55,3504.525,,,,
39,39936,415,96,0.05620706081390381,-1.7671010866761208,0.11682313680648804,0.13027294678613544,152,0.09922176,0.04736328125,-0.0015844702938920818,0.0018445728,0.0002480544,-20.5609756097561,3499.243902439024,,,,
40,40960,425,96,0.01153961755335331,-1.7772377133369446,0.5231387615203857,0.0720349324401468,156,0.09920128,0.068359375,-0.0013264502340462059,0.0020196193,0.0002480032,-20.571428571428573,3488.690476190476,,,,
41,41984,435,96,0.013930151239037514,-1.7713653519749641,0.4897844195365906,0.09310546377673745,160,0.09918080000000001,0.073974609375,-0.0019273041398264468,0.003047064,0.000247952,-20.555555555555557,3487.9777777777776,,,,
42,43008,446,96,0.015676263719797134,-1.761966623365879,0.6593724489212036,0.0832973918877542,164,0.09916032000000001,0.07275390625,-0.0022654091590084136,0.0012690638,0.0002479008,-20.5,3505.3478260869565,,,,
43,44032,456,96,0.03882572799921036,-1.7539544776082039,0.6757143139839172,0.08839876763522625,168,0.09913984,0.0595703125,-0.0007777318242006004,0.002660725,0.0002478496,-20.5,3506.0416666666665,,,,
44,45056,466,96,0.02428692951798439,-1.7494994848966599,0.5170628428459167,0.12275973521173,172,0.09911936,0.0556640625,-0.0021060182043584064,0.0021240583,0.0002477984,-20.5,3506.0416666666665,,,,
45,46080,476,96,0.03735493868589401,-1.7360146567225456,0.19698816537857056,0.11757890833541751,176,0.09909888,0.094970703125,-0.0017682576435618103,0.0033674685,0.0002477472,-20.5,3506.0416666666665,,,,
46,47104,486,96,0.012518486008048058,-1.7440777122974396,0.27080804109573364,0.07343402970582247,180,0.09907840000000001,0.127197265625,-0.0024438986147288233,0.0017265369,0.000247696,-20.489795918367346,3507.816326530612,,,,
47,48128,496,96,0.008991304785013199,-1.7342924252152443,0.519359827041626,0.07436975790187716,184,0.09905792000000001,0.098876953125,-0.002242338305222802,0.0029975993,0.0002476448,-20.5,3501.78,,,,
48,49152,506,97,0.013383101671934128,-1.7263377159833908,0.6101280450820923,0.0761356616858393,188,0.09903744,0.022216796875,-0.0014067416923353449,0.0017096554,0.0002475936,-20.5,3499.923076923077,,,,
,50000,,,0.024591641500592232,-1.7138866931200027,0.5660154819488525,0.10042555164545774,192,0.09901696,0.0,0.00015930330846458673,0.00042951427,0.0002475424,,,-21.0,-8.5333332,3056.0,3056.0
49,50176,547,91,,,,,,,,,,,-20.472727272727273,3506.109090909091,,,,
50,51200,557,91,0.03347674012184143,-1.710127480328083,0.6140391826629639,0.11237961752340198,196,0.09899648,0.09521484375,-0.0022146974224597216,0.0035570462,0.0002474912,-20.472727272727273,3506.109090909091,,,,
51,52224,567,91,0.030810043215751648,-1.7185781225562096,0.31257784366607666,0.09405442653223872,200,0.09897600000000001,0.11181640625,-0.0011496308143250644,0.0025393572,0.00024744,-20.446428571428573,3517.6428571428573,,,,
52,53248,577,92,0.0030287541449069977,-1.7348067611455917,0.5702675580978394,0.04892288683913648,204,0.09895552,0.0244140625,-0.00038314917765092105,0.0011730345,0.00024738879999999997,-20.446428571428573,3517.6428571428573,,,,
53,54272,587,92,0.0058742668479681015,-1.7406831458210945,0.43631887435913086,0.05137163866311312,208,0.09893504,0.123291015625,-0.0033866543089970946,0.0022667446,0.0002473376,-20.446428571428573,3517.6428571428573,,,,
54,55296,597,92,0.010967607609927654,-1.7513683289289474,0.5226912498474121,0.0491567722056061,212,0.09891456,0.01611328125,-0.00029262257157824934,0.0014687942,0.0002472864,-20.433333333333334,3517.616666666667,,,,
55,56320,607,92,-0.0055166203528642654,-1.7672383189201355,0.8229073286056519,0.047348629450425506,216,0.09889408,0.09375,-0.0017257016006624326,0.0024934202,0.0002472352,-20.433333333333334,3517.616666666667,,,,
56,57344,617,92,0.013561639934778214,-1.7683952376246452,0.751439094543457,0.06953409570269287,220,0.0988736,0.0,-0.0006090453825891018,0.0008140894,0.000247184,-20.444444444444443,3520.222222222222,,,,
57,58368,627,93,0.030136816203594208,-1.7704221680760384,0.5887155532836914,0.09988071350380778,224,0.09885312000000002,0.022216796875,-0.0013871130358893424,0.0015722546,0.0002471328,-20.444444444444443,3520.222222222222,,,,
58,59392,637,93,0.01781771332025528,-1.7713413313031197,0.432001531124115,0.08189736492931843,228,0.09883264000000001,0.046142578125,-0.0023781267227604985,0.0027792181,0.0002470816,-20.453125,3520.21875,,,,
59,60416,647,93,0.0024959277361631393,-1.7714040726423264,0.5424901843070984,0.053541601868346334,232,0.09881216000000001,0.0,-0.0006587020470760763,0.0011883471,0.0002470304,-20.453125,3520.21875,,,,
60,61440,657,93,-0.000528186559677124,-1.7557070180773735,0.554850161075592,0.043947358848527074,236,0.09879168,0.0146484375,-0.0006271252204896882,0.0018138138,0.0002469792,-20.453125,3520.21875,,,,
61,62464,667,93,0.02264365926384926,-1.7516411393880844,0.7805126309394836,0.05973253562115133,240,0.0987712,0.094970703125,-0.0010849373356904835,0.0029879883,0.000246928,-20.44776119402985,3523.1641791044776,,,,
62,63488,677,93,0.030014170333743095,-1.7582237049937248,0.820439338684082,0.09856402268633246,244,0.09875072000000001,0.000732421875,-0.0009667194244684651,0.0013068488,0.0002468768,-20.441176470588236,3529.6911764705883,,,,
63,64512,687,93,0.0019315853714942932,-1.7595520913600922,0.6032813787460327,0.06622833549045026,248,0.09873024000000001,0.12841796875,-0.002822428388753906,0.0027763466,0.00024682560000000004,-20.428571428571427,3539.3571428571427,,,,
64,65536,697,93,0.01011890172958374,-1.7595321834087372,0.7626138925552368,0.05244857841171324,252,0.09870976000000001,0.071044921875,-0.0024142665788531303,0.0028800748,0.00024677440000000003,-20.43661971830986,3539.394366197183,,,,
65,66560,707,94,0.005213689059019089,-1.7526082322001457,0.7870951890945435,0.055187338730320334,256,0.09868928,0.035888671875,-0.002200243776314892,0.0018308638,0.00024672320000000003,-20.416666666666668,3548.3194444444443,,,,
66,67584,717,94,-0.007674628868699074,-1.7433051764965057,0.6196357011795044,0.040516673820093274,260,0.0986688,0.04296875,-0.0012382103013806045,0.0020266254,0.000246672,-20.416666666666668,3548.3194444444443,,,,
67,68608,727,94,0.006371611729264259,-1.7351481765508652,0.38098645210266113,0.06501812837086618,264,0.09864832000000001,0.05078125,-0.001452007272746414,0.0012315223,0.0002466208,-20.43243243243243,3537.5405405405404,,,,
68,69632,738,94,0.018033405765891075,-1.7466476038098335,0.7476162910461426,0.058022124925628304,268,0.09862784000000001,0.029541015625,-0.0011231806711293757,0.0016162444,0.0002465696,-20.44736842105263,3536.6973684210525,,,,
69,70656,748,94,0.02036343701183796,-1.7535633444786072,0.7174575328826904,0.06587459659203887,272,0.09860736,0.0,-0.0008946845191530883,0.0009987049,0.0002465184,-20.44736842105263,3536.6973684210525,,,,
70,71680,758,94,-0.005993856117129326,-1.7578370720148087,0.7481265664100647,0.04218768095597625,276,0.09858688,0.0,-0.0006720790406689048,0.0008456807,0.0002464672,-20.46153846153846,3527.448717948718,,,,
71,72704,768,94,0.013815497979521751,-1.762095868587494,0.6687648296356201,0.070694908965379,280,0.0985664,0.0,-0.0009437143889954314,0.00073851005,0.000246416,-20.46153846153846,3527.448717948718,,,,
72,73728,778,94,0.000771762803196907,-1.7610220164060593,0.5650038123130798,0.06614640774205327,284,0.09854592000000001,0.087158203125,-0.0032171660277526826,0.0036096945,0.0002463648,-20.4375,3546.8625,,,,
73,74752,788,94,0.0015102345496416092,-1.767697162926197,0.8237742185592651,0.041657768888399005,288,0.09852544,0.009765625,-0.0013344874168979004,0.0016096316,0.0002463136,-20.444444444444443,3540.8024691358023,,,,
,75000,,,0.0015890579670667648,-1.777184672653675,0.7569951415061951,0.05661493609659374,292,0.09850496,0.040283203125,-0.0011577854747883976,0.0014411538,0.0002462624,,,-21.0,-8.5866668,3056.0,3056.0
74,75776,829,91,,,,,,,,,,,-20.4390243902439,3541.378048780488,,,,
75,76800,839,91,0.010831750929355621,-1.7760434001684189,0.7802653312683105,0.07006427715532482,296,0.09848448,0.010986328125,-0.0021527194912778214,0.0013987205,0.0002462112,-20.452380952380953,3539.6785714285716,,,,
76,77824,849,91,0.008326724171638489,-1.7607117295265198,0.7528296709060669,0.05382519564591348,300,0.098464,0.015625,-0.0014762263745069504,0.002047114,0.00024616,-20.453488372093023,3532.6976744186045,,,,
77,78848,860,91,0.018592195585370064,-1.7553084045648575,0.7276805639266968,0.07522396231070161,304,0.09844352,0.00146484375,-0.0016638802335364744,0.0012172613,0.0002461088,-20.453488372093023,3532.6976744186045,,,,
78,79872,869,91,0.0132740568369627,-1.7429871410131454,0.5073381066322327,0.06885393732227385,308,0.09842304,0.0,0.00013732380466535687,0.00063120446,0.0002460576,-20.453488372093023,3532.6976744186045,,,,
79,80896,880,91,-0.0007838737219572067,-1.7362255305051804,0.42733633518218994,0.04832598869688809,312,0.09840256000000001,0.07861328125,-0.0023162112629506737,0.0023069028,0.00024600640000000003,-20.448275862068964,3533.390804597701,,,,
80,81920,890,92,0.016755087301135063,-1.7531170845031738,0.6478778123855591,0.07298981491476297,316,0.09838208000000001,0.152587890625,-0.002962782367831096,0.0032616635,0.0002459552,-20.46067415730337,3532.6516853932585,,,,
81,82944,900,92,0.010995646938681602,-1.748758278787136,0.6551893949508667,0.07340522320009768,320,0.09836160000000001,0.035400390625,-0.0023799192858859897,0.0026600137,0.000245904,-20.466666666666665,3530.0666666666666,,,,
82,83968,910,92,0.010460413992404938,-1.7337576150894165,0.5558736324310303,0.088683120906353,324,0.09834112,0.0380859375,-0.0010800694290082902,0.0024055215,0.0002458528,-20.445652173913043,3543.2065217391305,,,,
83,84992,920,92,0.009513972327113152,-1.7004749700427055,0.622200608253479,0.09585431823506951,328,0.09832064000000001,0.062255859375,-0.0004882759531028569,0.0015573603,0.0002458016,-20.445652173913043,3543.2065217391305,,,,
84,86016,929,92,0.024442527443170547,-1.6829209849238396,0.5545669794082642,0.09597206162288785,332,0.09830016000000001,0.081787109375,-0.0015285558765754104,0.001139086,0.0002457504,-20.43617021276596,3548.872340425532,,,,
85,87040,939,92,0.0006706714630126953,-1.7010073214769363,0.7522171139717102,0.03833424509502947,336,0.09827968000000001,0.11767578125,-0.0029043769754935056,0.0017024702,0.0002456992,-20.43617021276596,3548.872340425532,,,,
86,88064,950,92,-0.009918847121298313,-1.6759116873145103,0.7652686834335327,0.0320064933039248,340,0.0982592,0.090576171875,-0.002074558287858963,0.003554344,0.000245648,-20.427083333333332,3547.40625,,,,
87,89088,959,92,-0.0001714210957288742,-1.6666620820760727,0.8553826808929443,0.03570850763935596,344,0.09823872,0.080810546875,-0.0014860355877317488,0.0026431875,0.0002455968,-20.432989690721648,3543.494845360825,,,,
88,90112,970,92,0.016216840595006943,-1.6827505603432655,0.527644157409668,0.059807352256029844,348,0.09821824000000001,0.042724609375,-0.0006248848512768745,0.002440993,0.0002455456,-20.434343434343436,3537.5757575757575,,,,
89,91136,980,92,0.01861746422946453,-1.6705143749713898,0.6927806735038757,0.07211708091199398,352,0.09819776000000001,0.081298828125,-3.885041223838925e-06,0.0013137624,0.0002454944,-20.43,3535.69,,,,
90,92160,990,93,0.008730847388505936,-1.6740462258458138,0.4603891968727112,0.06503215548582375,356,0.09817728,0.0625,-0.0007027623942121863,0.00235035,0.0002454432,-20.43,3539.69,,,,
91,93184,1000,93,0.028674043715000153,-1.6744295731186867,0.5996745824813843,0.09405721025541425,360,0.0981568,0.175537109375,-0.001906505844090134,0.0019703705,0.000245392,-20.43,3539.69,,,,
92,94208,1010,93,-0.005713223479688168,-1.6671838238835335,0.603847861289978,0.038548562093637884,364,0.09813632,0.10009765625,-0.0013501178327715024,0.0035794098,0.0002453408,-20.43,3539.69,,,,
93,95232,1020,93,0.0010354407131671906,-1.6704013124108315,0.7634097337722778,0.038157699862495065,368,0.09811584000000001,0.0029296875,-0.00028693265630863607,0.0019754905,0.0002452896,-20.41,3539.9,,,,
94,96256,1030,93,-0.0005011409521102905,-1.6820049211382866,0.7036153674125671,0.05898965895175934,372,0.09809536,0.0673828125,-0.00377321318956092,0.0029664752,0.0002452384,-20.41,3539.9,,,,
95,97280,1040,93,0.01770998165011406,-1.6743285059928894,0.3793010711669922,0.08393738884478807,376,0.09807488,0.0419921875,-0.0018134189012926072,0.0023267649,0.0002451872,-20.41,3539.9,,,,
96,98304,1050,93,0.004570271819829941,-1.6987376883625984,0.5178409218788147,0.05082801193930209,380,0.0980544,0.103759765625,-0.0019171721942257136,0.003356216,0.000245136,-20.4,3544.77,,,,
97,99328,1059,93,-0.001429930329322815,-1.684127300977707,0.7987847924232483,0.044024949660524726,384,0.09803392,0.072265625,-0.0009615505405236036,0.0021449206,0.0002450848,-20.39,3549.46,,,,
,100000,,,0.029088547453284264,-1.7022426426410675,0.5606120824813843,0.09411017689853907,388,0.09801344000000001,0.011474609375,-0.0003820429992629215,0.0012167066,0.0002450336,,,-21.0,-8.626666799999999,3056.0,3056.0
98,100352,1100,91,,,,,,,,,,,-20.39,3549.46,,,,
99,101376,1110,91,0.00990078505128622,-1.7052446901798248,0.419059157371521,0.051674655405804515,392,0.09799296,0.119140625,-0.0028109847044106573,0.0022867306,0.0002449824,-20.38,3551.29,,,,
100,102400,1120,91,0.0028853565454483032,-1.7051312178373337,0.8294639587402344,0.034512820886448026,396,0.09797248,0.115234375,-0.0018857327522709966,0.0038634175,0.0002449312,-20.38,3548.68,,,,
101,103424,1131,91,0.0005479045212268829,-1.7070247754454613,0.8060402274131775,0.04766286304220557,400,0.097952,0.003173828125,-0.0006247205601539463,0.001308118,0.00024488,-20.38,3548.68,,,,
102,104448,1141,91,0.020987384021282196,-1.7107994109392166,0.5249813795089722,0.06769361556507647,404,0.09793152000000001,0.024169921875,-0.0014205967308953404,0.0020999333,0.0002448288,-20.38,3548.04,,,,
103,105472,1151,91,-0.0014309436082839966,-1.7270036935806274,0.697045087814331,0.0570879892911762,408,0.09791104,0.07470703125,-0.0022858813463244587,0.0027811048,0.0002447776,-20.37,3543.12,,,,
104,106496,1162,91,0.02326294407248497,-1.7343582138419151,0.7342095375061035,0.07770031876862049,412,0.09789056000000002,0.04931640625,-0.0016745708271628246,0.002029871,0.00024472640000000004,-20.37,3543.12,,,,
105,107520,1172,91,0.007564092054963112,-1.726350836455822,0.37603098154067993,0.07293460564687848,416,0.09787008000000001,0.00732421875,-0.0016642402915749699,0.002000664,0.00024467520000000004,-20.37,3543.12,,,,
106,108544,1182,91,0.00747697614133358,-1.708704151213169,0.4712297320365906,0.07021937239915133,420,0.09784960000000001,0.1025390625,-0.002544210437918082,0.0024105487,0.00024462400000000003,-20.37,3543.12,,,,
107,109568,1192,91,-0.013041412457823753,-1.7019502595067024,0.7876819372177124,0.023444172111339867,424,0.09782912,0.10791015625,-0.002925814551417716,0.00187668,0.00024457280000000003,-20.35,3554.14,,,,
108,110592,1202,91,0.007844189181923866,-1.6898728907108307,0.7792860865592957,0.041940465569496155,428,0.09780864,0.14111328125,-0.0025077709287870675,0.0022933236,0.00024452160000000003,-20.35,3561.85,,,,
109,111616,1212,92,-0.009545784443616867,-1.6920520216226578,0.7920869588851929,0.03295317699667066,432,0.09778816000000001,0.12548828125,-0.004397458484163508,0.0032574984,0.0002444704,-20.36,3554.43,,,,
110,112640,1222,92,0.013956531882286072,-1.701529897749424,0.7673798203468323,0.08593765320256352,436,0.09776768000000001,0.019775390625,-0.002059848091448657,0.002666403,0.0002444192,-20.36,3552.66,,,,
111,113664,1232,92,0.017220210283994675,-1.6656842157244682,0.5760902166366577,0.08982245624065399,440,0.0977472,0.065185546875,-0.001684971124632284,0.0020681804,0.000244368,-20.36,3552.66,,,,
112,114688,1243,92,-0.001608850434422493,-1.642595298588276,0.6040889024734497,0.05460744327865541,444,0.09772672,0.097412109375,-0.0018031675135716796,0.0021252565,0.0002443168,-20.36,3552.66,,,,
113,115712,1253,92,-0.005087839439511299,-1.657812051475048,0.8212308883666992,0.0238167482893914,448,0.09770624,0.0,-0.0005612805689452216,0.0007186366,0.0002442656,-20.36,3552.66,,,,
114,116736,1264,92,-0.006342059932649136,-1.6516306102275848,0.8027144074440002,0.02805546228773892,452,0.09768576000000001,0.049072265625,-0.00205210002604872,0.002728032,0.0002442144,-20.36,3552.53,,,,
115,117760,1274,92,0.0011761626228690147,-1.658331960439682,0.8137689232826233,0.02411903569009155,456,0.09766528000000001,0.105224609375,-0.0014212792157195508,0.0034981677,0.0002441632,-20.36,3544.64,,,,
116,118784,1284,92,0.008316745050251484,-1.6353837177157402,0.843808114528656,0.04763726843520999,460,0.0976448,0.176025390625,-0.0017420649965060875,0.0004222216,0.000244112,-20.35,3538.69,,,,
117,119808,1294,92,0.02758822962641716,-1.667485535144806,0.6986191272735596,0.08988109836354852,464,0.09762432,0.032470703125,-0.0012425955283106305,0.0014808233,0.0002440608,-20.35,3538.69,,,,
118,120832,1304,92,0.005502965301275253,-1.6770228296518326,0.5057709217071533,0.047067807987332344,468,0.09760384,0.03857421875,-0.0014791873400099576,0.002091467,0.0002440096,-20.35,3538.69,,,,
119,121856,1314,92,-0.012220839969813824,-1.678175300359726,0.8494789004325867,0.012715180346276611,472,0.09758336000000001,0.001220703125,-0.00028574564203154296,0.00074996374,0.00024395839999999998,-20.35,3538.69,,,,
120,122880,1324,92,-0.004078667610883713,-1.6897370517253876,0.5735408067703247,0.04707692179363221,476,0.09756288,0.080810546875,-0.0014417792845051736,0.0022369334,0.0002439072,-20.36,3534.94,,,,
121,123904,1335,92,0.01674720086157322,-1.6853545904159546,0.7205226421356201,0.06736334087327123,480,0.0975424,0.016845703125,-0.0007168860029196367,0.00058520125,0.000243856,-20.38,3533.03,,,,
122,124928,1345,92,-0.001290125772356987,-1.6894353553652763,0.6429555416107178,0.06832194980233908,484,0.09752192,0.0595703125,-0.002773344051092863,0.002762083,0.0002438048,-20.39,3528.7,,,,
,125000,,,-0.003263179212808609,-1.6959622651338577,0.8173976540565491,0.05087173683568835,488,0.09750144,0.03271484375,-0.0013077802723273635,0.0026510898,0.0002437536,,,-21.0,-3021.7733333999995,3056.0,3056.0
123,125952,1386,90,,,,,,,,,,,-20.4,3530.35,,,,
124,126976,1396,90,0.013588467612862587,-1.6918210685253143,0.6873747706413269,0.09997434541583061,492,0.09748096,0.0,0.00015978451119735837,0.0005650165,0.0002437024,-20.38,3538.14,,,,
125,128000,1406,90,0.006612088531255722,-1.700147271156311,0.8684012293815613,0.05876316106878221,496,0.09746048000000002,0.072509765625,-0.002207438345067203,0.003557065,0.00024365120000000002,-20.36,3550.88,,,,
126,129024,1416,91,0.0011877333745360374,-1.6767374277114868,0.7418181896209717,0.03543920919764787,500,0.09744000000000001,0.0146484375,-0.0003930029779439792,0.0015605282,0.0002436,-20.36,3550.88,,,,
127,130048,1426,91,-0.00044699013233184814,-1.679847963154316,0.6396037936210632,0.04142224485985935,504,0.09741952000000001,0.017578125,-0.0015990320243872702,0.0020213544,0.0002435488,-20.36,3550.88,,,,
128,131072,1436,91,0.000438859686255455,-1.6279032826423645,0.7572545409202576,0.042367500835098326,508,0.09739904,0.159912109375,-0.003400534129468724,0.0020318313,0.0002434976,-20.36,3551.72,,,,
