time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/approx_kl,train/entropy_loss,train/clip_range,train/loss,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_score_reward,eval/mean_score_ep_length,eval/mean_object_reward
548,858112,1563,838,0.003444415,-1.2085793018341064,0.08285824,0.0009610895067453384,0.05269402451813221,0.00020714559999999998,-0.003445378184551373,3348,0.5602196455001831,0.147216796875,8938.8,-16.19,,,,
549,859136,1564,839,0.002126732,-1.1834222450852394,0.08283776000000001,0.0037683025002479553,0.0618799792136997,0.0002070944,-0.004075330565683544,3352,0.225511372089386,0.103515625,8938.8,-16.19,,,,
549,860160,1565,840,0.003455069,-1.1813363283872604,0.08281728,0.011197797954082489,0.057271224446594715,0.00020704319999999998,1.4271063264459372e-05,3356,0.4980652928352356,0.21240234375,8938.8,-16.19,,,,
549,861184,1566,841,0.0026115994,-1.1747820600867271,0.0827968,0.011931274086236954,0.06458018254488707,0.00020699200000000003,-0.0025218574446626008,3360,0.47576195001602173,0.110107421875,8948.11,-16.26,,,,
550,862208,1567,842,0.0040489566,-1.2007732763886452,0.08277632000000001,-0.004982598125934601,0.046779155964031816,0.00020694080000000002,-0.0057941747072618455,3364,0.5424603819847107,0.145263671875,8948.11,-16.26,,,,
550,863232,1568,843,0.002047869,-1.1182008683681488,0.08275584000000001,0.026155278086662292,0.08058248227462173,0.00020688960000000002,-0.0030207341769710183,3368,0.5090093612670898,0.077880859375,8987.77,-16.13,,,,
550,864256,1569,844,0.0026381796,-1.1366738304495811,0.08273536000000001,0.013992534950375557,0.06482625170610845,0.00020683840000000002,-0.000863248307723552,3372,0.488633394241333,0.234130859375,8987.77,-16.13,,,,
550,865280,1570,845,0.0022325236,-1.0067000463604927,0.08271488,0.017300687730312347,0.08288131142035127,0.0002067872,-0.0003564709040801972,3376,0.40487194061279297,0.147705078125,8987.77,-16.13,,,,
551,866304,1571,846,0.002224692,-1.0931081995368004,0.0826944,0.02697768062353134,0.06799894431605935,0.000206736,-0.0010200359392911196,3380,0.5520268678665161,0.113037109375,8987.77,-16.13,,,,
551,867328,1572,847,0.0022712687,-1.0704831629991531,0.08267392000000001,0.006457868963479996,0.047623021295294166,0.0002066848,-0.002152847038814798,3384,0.558262825012207,0.15087890625,8987.77,-16.13,,,,
551,868352,1573,848,0.0017742472,-1.0891438871622086,0.08265344000000001,0.004645857959985733,0.07069190917536616,0.0002066336,-0.004312922741519287,3388,0.5856218338012695,0.110107421875,8987.77,-16.13,,,,
552,869376,1574,849,0.0025504117,-1.0740844532847404,0.08263296,0.0063331834971904755,0.05018985481001437,0.0002065824,-0.0030019793193787336,3392,0.5745396614074707,0.1435546875,9027.36,-16.08,,,,
552,870400,1575,850,0.003546548,-1.0800177305936813,0.08261248,0.0008968766778707504,0.03991148853674531,0.0002065312,-0.0019757916452363133,3396,0.3891375660896301,0.142333984375,9041.65,-16.03,,,,
552,871424,1576,851,0.0020223006,-1.1427361220121384,0.082592,0.006115075200796127,0.05297315283678472,0.00020648,-0.0014747816021554172,3400,0.43924254179000854,0.141845703125,9032.69,-16.04,,,,
552,872448,1577,852,0.0043714982,-1.0708043202757835,0.08257152000000001,0.024791888892650604,0.08563011279329658,0.0002064288,-0.004011048935353756,3404,0.3397635221481323,0.1416015625,9032.69,-16.04,,,,
553,873472,1578,853,0.0019125436,-1.1063115373253822,0.08255104,0.00514337420463562,0.07556887459941208,0.0002063776,-0.0033262313809245825,3408,0.5683702826499939,0.109130859375,9032.69,-16.04,,,,
553,874496,1579,854,0.0018248183,-1.1031459048390388,0.08253056,-0.00046876072883605957,0.04793687257915735,0.0002063264,-0.003804385138209909,3412,0.6854513883590698,0.195068359375,9049.67,-15.97,,,,
,875000,,,0.0037939507,-1.092955730855465,0.08251008,0.007078538648784161,0.044224464101716876,0.0002062752,-0.002883649372961372,3416,0.4701398015022278,0.139404296875,,,7234.0,-8.2,7234.0,-76.048
543,875520,1610,855,,,,,,,,,,,9049.67,-15.97,,,,
543,876544,1611,856,0.0026947104,-1.1145744696259499,0.0824896,0.019675351679325104,0.06307382555678487,0.000206224,-0.0015824795700609684,3420,0.6298098564147949,0.17236328125,9049.67,-15.97,,,,
544,877568,1612,857,0.0028537742,-1.122859537601471,0.08246912,0.01590106263756752,0.05654333275742829,0.0002061728,-0.0005689953686669469,3424,0.6278802156448364,0.125,9049.67,-15.97,,,,
544,878592,1613,858,0.0015511715,-1.1306646019220352,0.08244864000000002,0.014545662328600883,0.06018821522593498,0.00020612160000000002,-0.002540281187975779,3428,0.5451928377151489,0.09033203125,9049.67,-15.97,,,,
544,879616,1615,859,0.0023886114,-1.1241538673639297,0.08242816,0.01545868068933487,0.07300647301599383,0.00020607039999999998,-0.00026647932827472687,3432,0.5179253816604614,0.121337890625,9049.67,-15.97,,,,
544,880640,1616,860,0.0018636792,-1.1505328938364983,0.08240768000000001,-0.0027942564338445663,0.03391236579045653,0.0002060192,-0.0014415090554393828,3436,0.5427584648132324,0.073974609375,9049.67,-15.97,,,,
545,881664,1617,861,0.0031095273,-1.1736790537834167,0.0823872,0.004849918186664581,0.053139882860705256,0.00020596799999999998,-0.0025343370507471263,3440,0.5777463912963867,0.115234375,9078.32,-15.92,,,,
545,882688,1618,862,0.0019333349,-1.138338178396225,0.08236672,0.009446308016777039,0.06006310670636594,0.00020591680000000003,-0.0036053091753274202,3444,0.6094151735305786,0.076171875,9078.54,-15.88,,,,
545,883712,1619,863,0.0030035663,-1.1459086537361145,0.08234624000000001,0.007814290001988411,0.0677797207608819,0.00020586560000000002,-0.0016303917509503663,3448,0.6365364193916321,0.124267578125,9078.54,-15.88,,,,
546,884736,1620,864,0.0011174898,-1.0766785219311714,0.08232576000000001,0.011515545658767223,0.06441195541992784,0.00020581440000000002,-0.002320444298675284,3452,0.6605871915817261,0.11572265625,9059.59,-15.93,,,,
546,885760,1621,865,0.0012728143,-1.1443309783935547,0.08230528000000001,0.002226429060101509,0.039571733912453055,0.00020576320000000002,-0.0035253472888143733,3456,0.7547019720077515,0.0732421875,9113.29,-15.8,,,,
546,886784,1622,866,0.001830966,-1.2003152072429657,0.0822848,0.015149884857237339,0.05860440758988261,0.000205712,-0.0011722237686626613,3460,0.6319252252578735,0.172607421875,9113.29,-15.8,,,,
546,887808,1623,867,0.0011591972,-1.1754790246486664,0.08226432,0.004735738039016724,0.054917951580137014,0.0002056608,-0.00345234596170485,3464,0.6754331588745117,0.1005859375,9113.29,-15.8,,,,
547,888832,1624,868,0.0020312518,-1.193509928882122,0.08224384000000001,0.012538988143205643,0.09270457364618778,0.0002056096,-0.0010280099522788078,3468,0.5847322344779968,0.120361328125,9125.82,-15.78,,,,
547,889856,1625,869,0.0020493944,-1.202476404607296,0.08222336000000001,0.00339706614613533,0.04230535007081926,0.0002055584,-0.0017333691648673266,3472,0.6410218477249146,0.12255859375,9135.78,-15.72,,,,
547,890880,1626,870,0.0022205214,-1.186232678592205,0.08220288,0.004806898534297943,0.06145219784229994,0.0002055072,-0.0031980127096176147,3476,0.6561967134475708,0.109375,9148.7,-15.69,,,,
548,891904,1627,871,0.0015442885,-1.1822321638464928,0.0821824,0.01074039377272129,0.0672142650000751,0.000205456,-0.00197752847452648,3480,0.6578813791275024,0.12353515625,9148.7,-15.69,,,,
548,892928,1628,872,0.0028277158,-1.1882502436637878,0.08216192,0.0063138119876384735,0.04931148374453187,0.00020540480000000002,-0.0031500468612648547,3484,0.7104791402816772,0.1142578125,9186.1,-15.62,,,,
548,893952,1629,873,0.002517173,-1.140138328075409,0.08214144000000001,0.014651584438979626,0.06041487026959658,0.0002053536,-0.0031475576106458902,3488,0.5683051943778992,0.10986328125,9186.1,-15.62,,,,
548,894976,1630,874,0.001169431,-1.1868254467844963,0.08212096,0.007187524810433388,0.061235649744048715,0.0002053024,-0.0029196343384683132,3492,0.6605002880096436,0.0625,9186.1,-15.62,,,,
549,896000,1631,875,0.0027859001,-1.2182787731289864,0.08210048,0.010380951687693596,0.06526159588247538,0.0002052512,-0.004651391471270472,3496,0.4920165538787842,0.166748046875,9186.1,-15.62,,,,
549,897024,1632,876,0.0014680761,-1.1595899611711502,0.08208,0.009707685559988022,0.07226934214122593,0.0002052,-0.0009582954808138311,3500,0.5397590398788452,0.141357421875,9186.1,-15.62,,,,
549,898048,1633,877,0.002979464,-1.1673276349902153,0.08205952,0.018595337867736816,0.07545304601080716,0.0002051488,-0.003964711970183998,3504,0.5314878225326538,0.156005859375,9186.1,-15.62,,,,
550,899072,1634,878,0.0012659826,-1.1419950500130653,0.08203904000000001,0.011121472343802452,0.06616020738147199,0.0002050976,-0.000377918389858678,3508,0.6305273771286011,0.147216796875,9203.29,-15.53,,,,
,900000,,,0.0024146345,-1.1137078255414963,0.08201856,0.013330606743693352,0.06903850147500634,0.0002050464,-0.004502908559516072,3512,0.6009767055511475,0.146728515625,,,6941.6,-16.4,6941.6,-49.056
540,900096,1664,879,,,,,,,,,,,9203.29,-15.53,,,,
541,901120,1665,880,0.0017202052,-1.1050636395812035,0.08199808,0.028544005006551743,0.0768359387293458,0.00020499519999999999,-0.0009762601112015545,3516,0.6821231245994568,0.093994140625,9203.29,-15.53,,,,
541,902144,1666,881,0.002322041,-1.0982846692204475,0.08197760000000001,0.0024971719831228256,0.056580719305202365,0.000204944,-0.0036974371469113976,3520,0.713997483253479,0.1591796875,9228.18,-15.48,,,,
541,903168,1667,882,0.0022763489,-1.0919176489114761,0.08195712,0.014978202059864998,0.06505552446469665,0.00020489279999999998,-0.0015627382963430136,3524,0.72450852394104,0.10888671875,9216.25,-15.51,,,,
541,904192,1668,883,0.00213401,-1.1121367886662483,0.08193664,0.010667823255062103,0.06837266287766397,0.00020484160000000003,-0.0034873539116233587,3528,0.7319809198379517,0.096435546875,9216.25,-15.51,,,,
542,905216,1669,884,0.002438228,-1.0816154405474663,0.08191616,0.007271965965628624,0.06887182826176286,0.0002047904,-0.0038257712440099567,3532,0.6973094940185547,0.141845703125,9216.25,-15.51,,,,
542,906240,1670,885,0.003205631,-1.1518889591097832,0.08189568000000001,0.00601358525454998,0.05647753505036235,0.00020473920000000002,-0.002974413218908012,3536,0.7378864884376526,0.1767578125,9241.67,-15.41,,,,
542,907264,1671,886,0.002890193,-1.114353358745575,0.08187520000000001,0.008374596014618874,0.07157473242841661,0.00020468800000000002,-0.0029180696001276374,3540,0.6581579446792603,0.111083984375,9241.67,-15.41,,,,
542,908288,1672,887,0.0019787196,-1.1982932314276695,0.08185472,0.0039194505661726,0.055570814525708556,0.0002046368,-0.0015955390990711749,3544,0.7640383839607239,0.104736328125,9251.48,-15.35,,,,
543,909312,1673,888,0.00213989,-1.1865927055478096,0.08183424,0.016316808760166168,0.08178780134767294,0.0002045856,-0.00105612154584378,3548,0.6288003921508789,0.1396484375,9312.11,-14.89,,,,
543,910336,1674,889,0.003403808,-1.2039457634091377,0.08181376000000001,0.007885169237852097,0.08561039669439197,0.0002045344,-0.0035134554491378367,3552,0.6432276368141174,0.164306640625,9312.11,-14.89,,,,
543,911360,1675,890,0.0024071473,-1.1740895733237267,0.08179328000000001,0.010013731196522713,0.07298095850273967,0.0002044832,-0.0038558358210138977,3556,0.47043734788894653,0.1376953125,9312.11,-14.89,,,,
544,912384,1676,891,0.0017359578,-1.110103502869606,0.0817728,0.012568891048431396,0.0694148933980614,0.000204432,-0.0031825635815039277,3560,0.675557017326355,0.133056640625,9312.11,-14.89,,,,
544,913408,1677,892,0.0016821595,-1.107903428375721,0.08175232,0.01778387278318405,0.08564990293234587,0.0002043808,-0.0017661790479905903,3564,0.5734239220619202,0.07958984375,9312.11,-14.89,,,,
544,914432,1678,893,0.0029340668,-1.0524121969938278,0.08173184,0.003606775775551796,0.04914904572069645,0.00020432960000000002,-0.0023373981239274144,3568,0.5955562591552734,0.141845703125,9312.11,-14.89,,,,
544,915456,1679,894,0.0016858415,-1.0372293889522552,0.08171136000000001,-0.000586140900850296,0.05671178293414414,0.0002042784,-0.003138900297926739,3572,0.6323569416999817,0.0888671875,9312.11,-14.89,,,,
545,916480,1680,895,0.0013504454,-0.9908894039690495,0.08169088000000001,0.00783844105899334,0.06045930553227663,0.0002042272,-0.0030583025072701275,3576,0.7360004782676697,0.083740234375,9312.11,-14.89,,,,
545,917504,1682,896,0.0013160876,-0.9910316988825798,0.0816704,0.018452238291502,0.06699845497496426,0.000204176,-0.002487857942469418,3580,0.7687017917633057,0.14013671875,9329.17,-14.59,,,,
545,918528,1683,897,0.0020004134,-1.0489109382033348,0.08164992,0.006666636094450951,0.05910653294995427,0.0002041248,-0.004555490100756288,3584,0.7826838493347168,0.142333984375,9334.99,-14.58,,,,
546,919552,1684,898,0.0029652794,-0.994417317211628,0.08162944,0.01523982547223568,0.05533302924595773,0.0002040736,-0.0008936726953834295,3588,0.789718747138977,0.139892578125,9334.99,-14.58,,,,
546,920576,1685,899,0.0020708474,-0.9927097968757153,0.08160896000000001,0.011818982660770416,0.06657159142196178,0.0002040224,-0.0024686133256182075,3592,0.7467562556266785,0.10888671875,9372.92,-14.44,,,,
546,921600,1686,900,0.0019076378,-0.9736129008233547,0.08158848,0.023778144270181656,0.07410538848489523,0.0002039712,0.0012307546567171812,3596,0.7923828959465027,0.160888671875,9372.92,-14.44,,,,
546,922624,1687,901,0.0024176466,-1.0458442121744156,0.081568,0.013926470652222633,0.07559782080352306,0.00020391999999999999,-0.0026352735585533082,3600,0.6545356512069702,0.09912109375,9372.92,-14.44,,,,
547,923648,1688,902,0.0021253047,-0.9801457263529301,0.08154752000000001,0.007240709848701954,0.061178908217698336,0.0002038688,-0.0019245856383349746,3604,0.6318187713623047,0.103271484375,9407.31,-14.38,,,,
547,924672,1689,903,0.00421435,-0.9646045453846455,0.08152704,0.017073728144168854,0.06185965635813773,0.0002038176,-0.0011217727442272007,3608,0.72064208984375,0.165283203125,9407.31,-14.38,,,,
,925000,,,0.0019330473,-1.022746253758669,0.08150656,0.011673495173454285,0.05245049553923309,0.00020376640000000003,-0.0014383374364115298,3612,0.7213425636291504,0.153564453125,,,6807.8,-16.6,6807.8,-74.704
538,925696,1718,904,,,,,,,,,,,9407.31,-14.38,,,,
538,926720,1719,905,0.0022923127,-0.9828307591378689,0.08148608,0.0015772953629493713,0.03719382779672742,0.0002037152,-0.003305782680399716,3616,0.8222337961196899,0.154541015625,9407.31,-14.38,,,,
539,927744,1720,906,0.0026505254,-0.971812654286623,0.08146560000000001,-0.0008515492081642151,0.05120857083238661,0.00020366400000000002,-0.001908998063299805,3620,0.7678244113922119,0.138671875,9407.31,-14.38,,,,
539,928768,1721,907,0.0014831069,-1.012013927102089,0.08144512,-0.00018460117280483246,0.0418120117392391,0.0002036128,-0.0027252983418293297,3624,0.8594701290130615,0.104248046875,9407.31,-14.38,,,,
539,929792,1722,908,0.0022892475,-1.0032267086207867,0.08142464,0.002093331888318062,0.048535731388255954,0.0002035616,-0.0022292620851658285,3628,0.8023033738136292,0.131591796875,9407.31,-14.38,,,,
539,930816,1723,909,0.004901051,-0.9980832114815712,0.08140416,0.02511758543550968,0.060490391217172146,0.0002035104,0.0006349043687805533,3632,0.8161919713020325,0.201171875,9392.69,-14.43,,,,
540,931840,1724,910,0.0024525863,-1.0327629707753658,0.08138368000000001,0.019191136583685875,0.07059455872513354,0.0002034592,-0.0020030310843139887,3636,0.8078381419181824,0.168212890625,9411.23,-14.19,,,,
540,932864,1725,911,0.001882877,-1.0330123156309128,0.08136320000000001,0.015622783452272415,0.07422015466727316,0.000203408,-0.00360201537841931,3640,0.6925210952758789,0.1162109375,9411.23,-14.19,,,,
540,933888,1726,912,0.0025221244,-1.0803916081786156,0.08134272000000001,0.004073835909366608,0.05319559760391712,0.0002033568,-0.003020511954673566,3644,0.7179300785064697,0.16015625,9459.14,-14.04,,,,
541,934912,1728,913,0.0021372472,-1.0559783950448036,0.08132224,0.015587884932756424,0.07930043945088983,0.00020330560000000002,-0.0032329740351997316,3648,0.5195214748382568,0.148681640625,9459.14,-14.04,,,,
541,935936,1729,914,0.0022928005,-1.0452584475278854,0.08130176,0.013094598427414894,0.06181044899858534,0.00020325440000000002,-0.0020290306420065463,3652,0.623164176940918,0.12060546875,9459.14,-14.04,,,,
541,936960,1730,915,0.0024987939,-1.0532578825950623,0.08128128000000001,0.0039553046226501465,0.04794476483948529,0.0002032032,-0.001981468463782221,3656,0.6983979940414429,0.110595703125,9479.82,-13.99,,,,
541,937984,1731,916,0.0036337648,-1.0376627147197723,0.08126080000000001,0.00012579560279846191,0.04549674969166517,0.000203152,0.0019628620939329267,3660,0.7087950706481934,0.246337890625,9489.66,-13.91,,,,
542,939008,1732,917,0.0018276675,-1.0461665093898773,0.08124032,0.004254620522260666,0.051737221190705895,0.0002031008,-0.0018605769146233797,3664,0.6293082237243652,0.095458984375,9489.66,-13.91,,,,
542,940032,1733,918,0.0027573565,-1.0587409622967243,0.08121984,0.015845250338315964,0.06180519191548228,0.0002030496,-0.0020028299186378717,3668,0.6743578910827637,0.15185546875,9489.66,-13.91,,,,
542,941056,1734,919,0.0032274611,-1.029261950403452,0.08119936,0.008621958084404469,0.05546897603198886,0.0002029984,-0.0020904432458337396,3672,0.6400065422058105,0.18505859375,9489.66,-13.91,,,,
542,942080,1735,920,0.0012170265,-1.058189406991005,0.08117888000000001,0.008199956268072128,0.05678262189030647,0.0002029472,-0.0028063831850886345,3676,0.683394193649292,0.072265625,9489.66,-13.91,,,,
543,943104,1736,921,0.0034337328,-1.0025838650763035,0.0811584,0.005847143009305,0.04851954244077206,0.000202896,-0.0006808641483075917,3680,0.7358856797218323,0.1044921875,9489.66,-13.91,,,,
543,944128,1737,922,0.0022600682,-1.0206390656530857,0.08113792,0.0067454129457473755,0.05340923136100173,0.00020284479999999999,-0.0027960735897067934,3684,0.6681208610534668,0.107421875,9524.38,-13.82,,,,
543,945152,1738,923,0.0015520661,-1.0272305496037006,0.08111744,0.010289445519447327,0.058931155828759074,0.00020279359999999998,-0.002016981306951493,3688,0.5999220609664917,0.12548828125,9524.38,-13.82,,,,
543,946176,1739,924,0.0025170145,-1.083511345088482,0.08109696,0.014487708918750286,0.06401838199235499,0.0002027424,-0.0019437904702499509,3692,0.6127104759216309,0.1767578125,9524.38,-13.82,,,,
544,947200,1740,925,0.0014808727,-1.0423115268349648,0.08107648,0.008135106414556503,0.05896241660229862,0.00020269120000000003,-0.0019874371646437794,3696,0.6849545240402222,0.13818359375,9506.82,-13.82,,,,
544,948224,1741,926,0.0017034817,-1.0668774843215942,0.081056,0.003827810287475586,0.05303411674685776,0.00020264,-0.003315944457426667,3700,0.6860954761505127,0.07177734375,9506.82,-13.82,,,,
544,949248,1742,927,0.0020203644,-1.0359241142868996,0.08103552000000001,0.002477465197443962,0.04890183242969215,0.00020258880000000002,-0.002367360342759639,3704,0.7308655977249146,0.0771484375,9506.82,-13.82,,,,
,950000,,,0.0018033059,-1.0531496554613113,0.08101504,0.01842929795384407,0.0742604264523834,0.0002025376,-0.0011827724520117044,3708,0.6149712800979614,0.15478515625,,,7526.4,-21.0,7526.4,-1365.1200000000001
535,950272,1774,928,,,,,,,,,,,9501.88,-13.73,,,,
535,951296,1775,929,0.0017702634,-1.0496948063373566,0.08099456000000001,0.014690268784761429,0.06898077996447682,0.0002024864,-0.0021047811897005886,3712,0.5404959917068481,0.130615234375,9516.55,-13.63,,,,
535,952320,1776,930,0.0015820402,-1.0920543149113655,0.08097408,0.006426101550459862,0.05632549221627414,0.0002024352,-0.0010306048789061606,3716,0.6529527902603149,0.088623046875,9489.21,-13.72,,,,
536,953344,1777,931,0.002943598,-1.187011480331421,0.08095360000000001,0.007552310824394226,0.055140688782557845,0.000202384,-0.003960433445172384,3720,0.6206775903701782,0.181396484375,9494.85,-13.67,,,,
536,954368,1778,932,0.002738639,-1.139280691742897,0.08093312000000001,0.0056374892592430115,0.06198862357996404,0.0002023328,-0.002146847313269973,3724,0.6027356386184692,0.12353515625,9494.85,-13.67,,,,
536,955392,1780,933,0.0021444852,-1.0925163626670837,0.08091264000000001,0.015605691820383072,0.07131655840203166,0.0002022816,-0.0013986460980959237,3728,0.6709316968917847,0.085693359375,9488.13,-13.68,,,,
536,956416,1781,934,0.0020298995,-1.1875658258795738,0.08089216,0.012106496840715408,0.07026007398962975,0.00020223040000000002,-0.0017089532339014113,3732,0.665244460105896,0.107177734375,9488.13,-13.68,,,,
537,957440,1782,935,0.0020877416,-1.0471415743231773,0.08087168,0.022389506921172142,0.0774316571187228,0.00020217920000000002,-0.0005368393613025546,3736,0.6420708298683167,0.12109375,9488.13,-13.68,,,,
537,958464,1783,936,0.0026076795,-1.1244915947318077,0.08085120000000001,0.004698382690548897,0.04400591179728508,0.00020212800000000001,-0.0034926338121294975,3740,0.7568527460098267,0.116943359375,9488.13,-13.68,,,,
537,959488,1784,937,0.0012408227,-1.0764101594686508,0.08083072000000001,0.006507314741611481,0.06296046706847847,0.0002020768,-0.0036626343498937786,3744,0.7331293821334839,0.085205078125,9520.25,-13.61,,,,
538,960512,1785,938,0.0029381884,-1.0699201300740242,0.08081024,0.020282549783587456,0.07407883368432522,0.0002020256,0.0013298549165483564,3748,0.7563255429267883,0.162109375,9511.98,-13.59,,,,
538,961536,1786,939,0.0034563658,-1.076431043446064,0.08078976,0.015545505098998547,0.066174924839288,0.0002019744,0.002202072471845895,3752,0.7662652730941772,0.18359375,9511.98,-13.59,,,,
538,962560,1787,940,0.0019284463,-1.0731083489954472,0.08076928,0.016889803111553192,0.07071198942139745,0.0002019232,-0.001732068252749741,3756,0.7706195712089539,0.095947265625,9511.98,-13.59,,,,
538,963584,1788,941,0.002208856,-1.1300934106111526,0.08074880000000001,0.015954863280057907,0.06133453780785203,0.000201872,-0.0012529368977993727,3760,0.8058794736862183,0.133056640625,9511.98,-13.59,,,,
539,964608,1789,942,0.0014619937,-1.0570793189108372,0.08072832,0.013024289160966873,0.06261215871199965,0.0002018208,-0.0010230292682535946,3764,0.8274437189102173,0.15087890625,9511.98,-13.59,,,,
539,965632,1790,943,0.0025238574,-1.0602739825844765,0.08070784,0.0043943338096141815,0.06270831800065935,0.0002017696,-0.002526792581193149,3768,0.8274544477462769,0.147705078125,9507.36,-13.58,,,,
539,966656,1791,944,0.001772458,-1.066789761185646,0.08068736,0.016874846071004868,0.07478453265503049,0.00020171839999999998,-0.0029644736787304282,3772,0.7641701102256775,0.110107421875,9522.95,-13.51,,,,
539,967680,1792,945,0.0012822333,-1.0811863988637924,0.08066688,0.012015201151371002,0.0813613764476031,0.0002016672,0.00434812341700308,3776,0.8094465732574463,0.20361328125,9522.95,-13.51,,,,
540,968704,1793,946,0.0016425857,-1.0670134350657463,0.08064640000000001,0.012339968234300613,0.05729656503535807,0.000201616,-0.0010125565167982131,3780,0.8491061925888062,0.152587890625,9522.95,-13.51,,,,
540,969728,1794,947,0.0023836205,-1.055958367884159,0.08062592,0.015018104575574398,0.08046854403801262,0.0002015648,8.642009925097227e-05,3784,0.8112571239471436,0.109619140625,9522.95,-13.51,,,,
540,970752,1795,948,0.0016203272,-1.0836050435900688,0.08060544000000001,0.01694897562265396,0.060693456092849374,0.00020151360000000002,-0.001122713933000341,3788,0.8440492153167725,0.110595703125,9526.11,-13.2,,,,
540,971776,1796,949,0.003003158,-1.0226923413574696,0.08058496,0.008999084122478962,0.05745425447821617,0.0002014624,-0.00013714292435906827,3792,0.8611795902252197,0.146240234375,9526.11,-13.2,,,,
541,972800,1797,950,0.0021378542,-1.011845026165247,0.08056448000000001,-0.005172306671738625,0.04115282488055527,0.00020141120000000001,-0.0024536100099794567,3796,0.8876850605010986,0.173828125,9535.14,-12.97,,,,
541,973824,1798,951,0.0019338081,-1.043778419494629,0.080544,0.014229507185518742,0.0666041043587029,0.00020135999999999998,-0.0012991318944841623,3800,0.8140173554420471,0.101318359375,9515.11,-12.96,,,,
541,974848,1799,952,0.002221905,-1.0004665404558182,0.08052352000000002,0.006637779995799065,0.059668145375326276,0.0002013088,-0.0016557395865675062,3804,0.8493783473968506,0.107421875,9529.31,-12.82,,,,
,975000,,,0.004190519,-1.0091532729566097,0.08050304000000001,0.016558298841118813,0.05597946117632091,0.0002012576,-0.0006252448947634548,3808,0.8586831092834473,0.190185546875,,,6947.6,-8.2,6947.6,-809.4759999999999
533,975872,1829,953,,,,,,,,,,,9557.53,-12.52,,,,
533,976896,1830,954,0.00163134,-1.004836305975914,0.08048256000000001,0.015818241983652115,0.07479459792375565,0.0002012064,-0.00147444341564551,3812,0.692305326461792,0.11181640625,9557.53,-12.52,,,,
533,977920,1831,955,0.001467349,-1.0082006007432938,0.08046208,0.02023627609014511,0.07703998358920217,0.00020115520000000002,-0.001808480592444539,3816,0.6819262504577637,0.11376953125,9557.53,-12.52,,,,
534,978944,1832,956,0.0014636891,-1.0331129543483257,0.0804416,0.021694347262382507,0.08738262299448252,0.00020110400000000002,0.001053720770869404,3820,0.6820100545883179,0.149169921875,9557.53,-12.52,,,,
534,979968,1833,957,0.0023184349,-0.9807252362370491,0.08042112000000001,0.015951260924339294,0.07099169283173978,0.00020105280000000001,-0.001402815047185868,3824,0.7563378810882568,0.164306640625,9513.82,-12.49,,,,
534,980992,1834,958,0.0019445408,-0.9966105334460735,0.08040064000000001,0.011391578242182732,0.07025467208586633,0.0002010016,-0.0010261765273753554,3828,0.7749287486076355,0.099609375,9513.82,-12.49,,,,
534,982016,1835,959,0.0029005096,-1.0208726786077023,0.08038016,0.01857118494808674,0.07167182094417512,0.0002009504,0.0019036236626561731,3832,0.7283300161361694,0.228515625,9513.82,-12.49,,,,
535,983040,1836,960,0.0014159828,-1.0158125758171082,0.08035968,0.015356948599219322,0.06422312930226326,0.0002008992,-0.002766242134384811,3836,0.7571394443511963,0.110107421875,9513.82,-12.49,,,,
535,984064,1837,961,0.0028108053,-0.9805169850587845,0.0803392,0.030761245638132095,0.08804433885961771,0.000200848,0.0003121014451608062,3840,0.7764196395874023,0.16748046875,9513.82,-12.49,,,,
535,985088,1838,962,0.003071336,-0.9966433830559254,0.08031872000000001,0.018410637974739075,0.06746402918361127,0.0002007968,0.0012389554758556187,3844,0.875012218952179,0.16943359375,9509.23,-12.47,,,,
535,986112,1839,963,0.002939049,-1.052792213857174,0.08029824,0.029951896518468857,0.07297770329751074,0.0002007456,0.0018038514244835824,3848,0.8738482594490051,0.17041015625,9509.23,-12.47,,,,
536,987136,1840,964,0.0031502775,-1.0440422371029854,0.08027776,0.010724297724664211,0.06741976644843817,0.0002006944,-0.0006637032493017614,3852,0.8578199744224548,0.213134765625,9509.23,-12.47,,,,
536,988160,1841,965,0.0028070672,-0.978242315351963,0.08025728,0.011315738782286644,0.05999152269214392,0.0002006432,0.0013124521938152611,3856,0.8839143514633179,0.18603515625,9495.88,-12.48,,,,
536,989184,1842,966,0.002754312,-1.0082065016031265,0.0802368,0.017477456480264664,0.059039244428277016,0.000200592,0.0018237163894809783,3860,0.9056257009506226,0.1689453125,9469.42,-12.13,,,,
537,990208,1843,967,0.0021660235,-1.0295684896409512,0.08021632000000001,0.0038333162665367126,0.051893598632887006,0.0002005408,-0.003399174311198294,3864,0.8442062735557556,0.105712890625,9469.42,-12.13,,,,
537,991232,1844,968,0.0036721786,-1.04803167283535,0.08019584,0.015324333682656288,0.07104456657543778,0.0002004896,-0.003655869164504111,3868,0.8219081163406372,0.174560546875,9469.42,-12.13,,,,
537,992256,1846,969,0.0022941206,-1.0899533480405807,0.08017536000000001,0.0006891721859574318,0.04728107200935483,0.00020043840000000002,-0.00020095525542274117,3872,0.8858513832092285,0.17333984375,9485.49,-11.72,,,,
