time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/approx_kl,train/learning_rate,train/loss,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/entropy_loss,train/value_loss,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_score_reward,eval/mean_object_reward
14336,131,108,14,0.0030956515,0.0002493344,0.022014133632183075,52,0.0986328125,-0.0006769872561562806,0.09973376,0.14109700918197632,-1.7290039137005806,0.11058279173448682,-20.454545454545453,3679.2727272727275,,,,
15360,141,108,15,0.0028078782,0.0002492832,0.0319715291261673,56,0.047119140625,-0.001733083016006276,0.09971328000000002,0.19501686096191406,-1.731368213891983,0.08974355086684227,-20.357142857142858,3674.3571428571427,,,,
16384,151,108,16,0.0032715548,0.000249232,0.01683395355939865,60,0.099609375,-0.002613698976347223,0.09969280000000001,0.16522586345672607,-1.7247556000947952,0.0888938452117145,-20.357142857142858,3674.3571428571427,,,,
17408,161,108,17,0.0012600082,0.0002491808,0.028109082952141762,64,0.005615234375,-0.001438523264368996,0.09967232000000001,0.23393458127975464,-1.7298313453793526,0.09008709480985999,-20.1875,3778.125,,,,
18432,170,107,18,0.00045663054,0.0002491296,0.027471302077174187,68,0.0,-0.00021333133918233216,0.09965184,0.21334576606750488,-1.721369132399559,0.10110782459378242,-20.1875,3778.125,,,,
19456,180,107,19,0.0014898151,0.0002490784,0.012331157922744751,72,0.1025390625,-0.0007569876033812761,0.09963136,0.3465452790260315,-1.7021262422204018,0.0699274882208556,-20.1875,3778.125,,,,
20480,190,107,20,0.0015073313,0.0002490272,0.008431600406765938,76,0.052978515625,-0.0006655192119069397,0.09961088000000001,0.5239901542663574,-1.684493251144886,0.049785847309976816,-20.1875,3778.125,,,,
21504,200,107,21,0.0021455395,0.000248976,-0.003920672461390495,80,0.152587890625,-0.0016103709931485355,0.09959040000000001,0.6558552980422974,-1.644041657447815,0.059189738938584924,-20.38095238095238,3666.5238095238096,,,,
22528,210,106,22,0.0010917417,0.00024892480000000003,0.04146357253193855,84,0.02001953125,-0.0006412495567929,0.09956992,0.2429523468017578,-1.6439445838332176,0.12332626106217504,-20.38095238095238,3666.5238095238096,,,,
23552,220,106,23,0.0016366928,0.00024887360000000003,0.0005376134067773819,88,0.065673828125,-0.0013286700705066323,0.09954944,0.3900189995765686,-1.6579905897378922,0.0674692161846906,-20.416666666666668,3657.8333333333335,,,,
24576,230,106,24,0.0016382821,0.0002488224,0.04626697301864624,92,0.06591796875,-1.5266676200553775e-05,0.09952896,0.13537174463272095,-1.665065124630928,0.1260023140348494,-20.416666666666668,3657.8333333333335,,,,
25000,,,,0.0017856006,0.0002487712,0.016871904954314232,96,0.066650390625,-0.002770072460407391,0.09950848000000001,0.1804371476173401,-1.6378992572426796,0.07703106431290507,,,3056.0,3056.0,-21.0,0.0
25600,272,93,25,,,,,,,,,,,-20.416666666666668,3657.8333333333335,,,,
26624,282,94,26,0.00074425415,0.00024872,0.008879128843545914,100,0.090576171875,-0.000889021044713445,0.09948800000000001,0.40535181760787964,-1.6062246412038803,0.06102071376517415,-20.416666666666668,3657.8333333333335,,,,
27648,292,94,27,0.004122993,0.0002486688,0.0021605342626571655,104,0.123046875,-0.0006356986123137176,0.09946752,0.5612917542457581,-1.6469491049647331,0.05203566700220108,-20.46153846153846,3632.5,,,,
28672,302,94,28,0.0004982748,0.0002486176,0.018999526277184486,108,0.0,0.0002018189406953752,0.09944704,0.5374739170074463,-1.6355130821466446,0.07359914435073733,-20.517241379310345,3598.103448275862,,,,
29696,312,95,29,0.0036063667,0.0002485664,0.01725069433450699,112,0.080078125,-0.0008454899798380211,0.09942656,0.34509211778640747,-1.6891261488199234,0.0928060645237565,-20.5625,3557.03125,,,,
