time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/clip_range,train/learning_rate,train/value_loss,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/approx_kl,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_score_reward,eval/mean_score_ep_length,eval/mean_object_reward,eval/mean_object_ep_length
80,53248,665,52,0.09895552,0.00024738879999999997,0.11259823059663177,0.067138671875,-1.720112681388855,-0.0021728522842749953,0.052201807498931885,204,0.0034201972,0.035080768167972565,-20.418181818181818,3584.072727272727,,,,
81,54272,669,53,0.09893504,0.0002473376,0.06347276596352458,0.153076171875,-1.7074076160788536,-0.001648679026402533,0.2697019577026367,208,0.0011093557,0.0024389922618865967,-20.418181818181818,3584.072727272727,,,,
82,55296,673,54,0.09891456,0.0002472864,0.08451459649950266,0.039794921875,-1.7225941568613052,-0.0016902967472560704,0.27398681640625,212,0.0019394625,0.014255883172154427,-20.418181818181818,3584.072727272727,,,,
83,56320,677,55,0.09889408,0.0002472352,0.07233383413404226,0.01318359375,-1.7298585548996925,-0.000647436419967562,0.2788580060005188,216,0.0013670343,0.014319287613034248,-20.45762711864407,3609.3898305084745,,,,
84,57344,681,56,0.0988736,0.000247184,0.11340770358219743,0.0771484375,-1.7400895655155182,-0.0018741335079539567,0.6362632513046265,220,0.0033215752,0.012218629941344261,-20.42622950819672,3617.9508196721313,,,,
85,58368,685,57,0.09885312000000002,0.0002471328,0.059691944392398,0.005126953125,-1.7307883352041245,-0.0009558343444950879,0.6954225301742554,224,0.0010484278,0.008497849106788635,-20.419354838709676,3619.7580645161293,,,,
86,59392,688,58,0.09883264000000001,0.0002470816,0.05149705405347049,0.00732421875,-1.733382523059845,-0.000784466159529984,0.7359559535980225,228,0.0018820629,0.004044884815812111,-20.428571428571427,3626.1746031746034,,,,
87,60416,692,59,0.09881216000000001,0.0002470304,0.052638107910752296,0.0,-1.7430779486894608,-0.0002895011566579342,0.754665732383728,232,0.00090836326,-0.003206845372915268,-20.428571428571427,3626.1746031746034,,,,
88,61440,696,60,0.09879168,0.0002469792,0.042545409174636006,0.0009765625,-1.7440372556447983,-0.0007130444864742458,0.5557371377944946,236,0.0011117877,-0.00017529353499412537,-20.428571428571427,3626.1746031746034,,,,
89,62464,699,61,0.0987712,0.000246928,0.03322507662232965,0.01513671875,-1.7422301843762398,-0.0016277587274089456,0.761195719242096,240,0.0025159074,-0.005493074655532837,-20.454545454545453,3600.257575757576,,,,
90,63488,703,62,0.09875072000000001,0.0002468768,0.08012345712631941,0.081787109375,-1.7542387172579765,-0.0023527832818217576,0.7424737215042114,244,0.0028460533,0.008038323372602463,-20.47826086956522,3580.072463768116,,,,
91,64512,706,63,0.09873024000000001,0.00024682560000000004,0.06332220323383808,0.090087890625,-1.7569709718227386,-0.0023230009828694165,0.7777949571609497,248,0.003086206,0.005249546840786934,-20.47826086956522,3580.072463768116,,,,
92,65536,709,64,0.09870976000000001,0.00024677440000000003,0.050197162898257375,0.097412109375,-1.771112136542797,-0.002643003885168582,0.7733933925628662,252,0.002630888,0.0025950446724891663,-20.485714285714284,3576.0142857142855,,,,
93,66560,712,65,0.09868928,0.00024672320000000003,0.043128959368914366,0.11376953125,-1.7666130363941193,-0.0033565388584975153,0.6318754553794861,256,0.0031273747,-0.006620112806558609,-20.47887323943662,3578.521126760563,,,,
94,67584,716,66,0.0986688,0.000246672,0.09501868952065706,0.09716796875,-1.7602670565247536,-0.002398470649495721,0.5251712799072266,260,0.002057661,0.01947132498025894,-20.47887323943662,3578.521126760563,,,,
95,68608,719,67,0.09864832000000001,0.0002466208,0.08701264159753919,0.03564453125,-1.7577330768108368,-0.00012649432756006718,0.3649461269378662,264,0.0027442875,0.02072831057012081,-20.48611111111111,3571.2638888888887,,,,
96,69632,722,68,0.09862784000000001,0.0002465696,0.05409019044600427,0.02197265625,-1.7435752898454666,-0.0016531232395209372,0.7184523344039917,268,0.0017145156,0.007459744811058044,-20.48,3569.306666666667,,,,
