time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/clip_range,train/clip_fraction,train/learning_rate,train/value_loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_score_reward,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_object_reward
328,24,74,24576,0.09952896,0.005615234375,0.0002488224,0.0660245600156486,0.5259824395179749,-1.7487652897834778,-0.0009985158394556493,0.000599551,92,0.0034667495638132095,3497.75,-20.666666666666668,,,,
,,,25000,0.09950848000000001,0.0,0.0002487712,0.0444424725137651,0.6031253337860107,-1.749684862792492,-0.0003039051516680047,0.000799558,96,0.0046870531514286995,,,-21.0,3056.0,3056.0,-1.768
377,25,67,25600,,,,,,,,,,,3484.56,-20.68,,,,
389,26,68,26624,0.09948800000000001,0.024169921875,0.00024872,0.06310203764587641,0.4766923785209656,-1.7561291977763176,-0.0012445634783944115,0.0010036281,100,0.0036451928317546844,3484.576923076923,-20.692307692307693,,,,
404,27,68,27648,0.09946752,0.0,0.0002486688,0.08034699829295278,0.6156263947486877,-1.7611043155193329,-0.000787969445809722,0.0010745699,104,0.013069592416286469,3473.6428571428573,-20.678571428571427,,,,
418,28,68,28672,0.09944704,0.0,0.0002486176,0.07010737876407802,0.5366622805595398,-1.7659877017140388,-0.00019189229351468384,0.0002498551,108,0.022144174203276634,3484.1612903225805,-20.64516129032258,,,,
433,29,68,29696,0.09942656,0.0244140625,0.0002485664,0.0914146825671196,0.5221810340881348,-1.7692187428474426,-0.001831661706091836,0.0014520404,112,0.016968976706266403,3484.1612903225805,-20.64516129032258,,,,
448,30,68,30720,0.09940608000000001,0.096435546875,0.0002485152,0.12398209609091282,0.08690077066421509,-1.7621446326375008,-0.00135517813032493,0.0033938861,116,0.04080509394407272,3484.03125,-20.65625,,,,
463,31,68,31744,0.0993856,0.043212890625,0.000248464,0.08608527388423681,0.3985282778739929,-1.7637283653020859,-0.0025726923486217856,0.0032488527,120,0.023275980725884438,3484.03125,-20.65625,,,,
478,32,68,32768,0.09936512,0.0,0.0002484128,0.07236785162240267,0.2547730803489685,-1.7726378962397575,-0.00021226560056675225,0.0010574831,124,0.014638934284448624,3484.03125,-20.65625,,,,
493,33,68,33792,0.09934464,0.06005859375,0.0002483616,0.13152989652007818,0.13803541660308838,-1.7807884365320206,-0.002436541661154479,0.0013303191,128,0.029576096683740616,3487.676470588235,-20.647058823529413,,,,
506,34,68,34816,0.09932416,0.007568359375,0.0002483104,0.09219026379287243,0.5273919105529785,-1.7813432440161705,-0.0005647129728458822,0.0013652658,132,0.02861051633954048,3496.5142857142855,-20.62857142857143,,,,
521,35,68,35840,0.09930368,0.008056640625,0.00024825920000000004,0.09006337379105389,0.5777896642684937,-1.7776687294244766,-0.001556013448862359,0.0019541567,136,0.016606982797384262,3505.974358974359,-20.564102564102566,,,,
535,36,68,36864,0.09928320000000002,0.004150390625,0.00024820800000000003,0.07549327099695802,0.682491660118103,-1.7801936268806458,-0.00032697440474294126,0.0010548432,140,0.0169255081564188,3505.974358974359,-20.564102564102566,,,,
551,37,68,37888,0.09926272000000001,0.034423828125,0.00024815680000000003,0.10368703491985798,0.28959882259368896,-1.776747226715088,-0.0010702534636948258,0.0018328802,144,0.04650550335645676,3504.525,-20.55,,,,
565,38,68,38912,0.09924224000000001,0.054931640625,0.0002481056,0.07033032970502973,0.30144208669662476,-1.7676407247781754,-0.0023130124172894284,0.0020784764,148,0.01238582469522953,3504.525,-20.55,,,,
580,39,68,39936,0.09922176,0.04736328125,0.0002480544,0.13027294678613544,0.11682313680648804,-1.7671010866761208,-0.0015844702938920818,0.0018445728,152,0.05620706081390381,3499.243902439024,-20.5609756097561,,,,
596,40,68,40960,0.09920128,0.068359375,0.0002480032,0.0720349324401468,0.5231387615203857,-1.7772377133369446,-0.0013264502340462059,0.0020196193,156,0.01153961755335331,3488.690476190476,-20.571428571428573,,,,
610,41,68,41984,0.09918080000000001,0.073974609375,0.000247952,0.09310546377673745,0.4897844195365906,-1.7713653519749641,-0.0019273041398264468,0.003047064,160,0.013930151239037514,3487.9777777777776,-20.555555555555557,,,,
626,42,68,43008,0.09916032000000001,0.07275390625,0.0002479008,0.0832973918877542,0.6593724489212036,-1.761966623365879,-0.0022654091590084136,0.0012690638,164,0.015676263719797134,3505.3478260869565,-20.5,,,,
641,43,68,44032,0.09913984,0.0595703125,0.0002478496,0.08839876763522625,0.6757143139839172,-1.7539544776082039,-0.0007777318242006004,0.002660725,168,0.03882572799921036,3506.0416666666665,-20.5,,,,
657,44,68,45056,0.09911936,0.0556640625,0.0002477984,0.12275973521173,0.5170628428459167,-1.7494994848966599,-0.0021060182043584064,0.0021240583,172,0.02428692951798439,3506.0416666666665,-20.5,,,,
672,45,68,46080,0.09909888,0.094970703125,0.0002477472,0.11757890833541751,0.19698816537857056,-1.7360146567225456,-0.0017682576435618103,0.0033674685,176,0.03735493868589401,3506.0416666666665,-20.5,,,,
686,46,68,47104,0.09907840000000001,0.127197265625,0.000247696,0.07343402970582247,0.27080804109573364,-1.7440777122974396,-0.0024438986147288233,0.0017265369,180,0.012518486008048058,3507.816326530612,-20.489795918367346,,,,
700,47,68,48128,0.09905792000000001,0.098876953125,0.0002476448,0.07436975790187716,0.519359827041626,-1.7342924252152443,-0.002242338305222802,0.0029975993,184,0.008991304785013199,3501.78,-20.5,,,,
714,48,68,49152,0.09903744,0.022216796875,0.0002475936,0.0761356616858393,0.6101280450820923,-1.7263377159833908,-0.0014067416923353449,0.0017096554,188,0.013383101671934128,3499.923076923077,-20.5,,,,
,,,50000,0.09901696,0.0,0.0002475424,0.10042555164545774,0.5660154819488525,-1.7138866931200027,0.00015930330846458673,0.00042951427,192,0.024591641500592232,,,-21.0,3056.0,3056.0,-12.791999999999998
762,49,65,50176,,,,,,,,,,,3506.109090909091,-20.472727272727273,,,,
776,50,65,51200,0.09899648,0.09521484375,0.0002474912,0.11237961752340198,0.6140391826629639,-1.710127480328083,-0.0022146974224597216,0.0035570462,196,0.03347674012184143,3506.109090909091,-20.472727272727273,,,,
789,51,66,52224,0.09897600000000001,0.11181640625,0.00024744,0.09405442653223872,0.31257784366607666,-1.7185781225562096,-0.0011496308143250644,0.0025393572,200,0.030810043215751648,3517.6428571428573,-20.446428571428573,,,,
805,52,66,53248,0.09895552,0.0244140625,0.00024738879999999997,0.04892288683913648,0.5702675580978394,-1.7348067611455917,-0.00038314917765092105,0.0011730345,204,0.0030287541449069977,3517.6428571428573,-20.446428571428573,,,,
819,53,66,54272,0.09893504,0.123291015625,0.0002473376,0.05137163866311312,0.43631887435913086,-1.7406831458210945,-0.0033866543089970946,0.0022667446,208,0.0058742668479681015,3517.6428571428573,-20.446428571428573,,,,
833,54,66,55296,0.09891456,0.01611328125,0.0002472864,0.0491567722056061,0.5226912498474121,-1.7513683289289474,-0.00029262257157824934,0.0014687942,212,0.010967607609927654,3517.616666666667,-20.433333333333334,,,,
847,55,66,56320,0.09889408,0.09375,0.0002472352,0.047348629450425506,0.8229073286056519,-1.7672383189201355,-0.0017257016006624326,0.0024934202,216,-0.0055166203528642654,3517.616666666667,-20.433333333333334,,,,
862,56,66,57344,0.0988736,0.0,0.000247184,0.06953409570269287,0.751439094543457,-1.7683952376246452,-0.0006090453825891018,0.0008140894,220,0.013561639934778214,3520.222222222222,-20.444444444444443,,,,
877,57,66,58368,0.09885312000000002,0.022216796875,0.0002471328,0.09988071350380778,0.5887155532836914,-1.7704221680760384,-0.0013871130358893424,0.0015722546,224,0.030136816203594208,3520.222222222222,-20.444444444444443,,,,
892,58,66,59392,0.09883264000000001,0.046142578125,0.0002470816,0.08189736492931843,0.432001531124115,-1.7713413313031197,-0.0023781267227604985,0.0027792181,228,0.01781771332025528,3520.21875,-20.453125,,,,
907,59,66,60416,0.09881216000000001,0.0,0.0002470304,0.053541601868346334,0.5424901843070984,-1.7714040726423264,-0.0006587020470760763,0.0011883471,232,0.0024959277361631393,3520.21875,-20.453125,,,,
923,60,66,61440,0.09879168,0.0146484375,0.0002469792,0.043947358848527074,0.554850161075592,-1.7557070180773735,-0.0006271252204896882,0.0018138138,236,-0.000528186559677124,3520.21875,-20.453125,,,,
941,61,66,62464,0.0987712,0.094970703125,0.000246928,0.05973253562115133,0.7805126309394836,-1.7516411393880844,-0.0010849373356904835,0.0029879883,240,0.02264365926384926,3523.1641791044776,-20.44776119402985,,,,
959,62,66,63488,0.09875072000000001,0.000732421875,0.0002468768,0.09856402268633246,0.820439338684082,-1.7582237049937248,-0.0009667194244684651,0.0013068488,244,0.030014170333743095,3529.6911764705883,-20.441176470588236,,,,
975,63,66,64512,0.09873024000000001,0.12841796875,0.00024682560000000004,0.06622833549045026,0.6032813787460327,-1.7595520913600922,-0.002822428388753906,0.0027763466,248,0.0019315853714942932,3539.3571428571427,-20.428571428571427,,,,
991,64,66,65536,0.09870976000000001,0.071044921875,0.00024677440000000003,0.05244857841171324,0.7626138925552368,-1.7595321834087372,-0.0024142665788531303,0.0028800748,252,0.01011890172958374,3539.394366197183,-20.43661971830986,,,,
1007,65,66,66560,0.09868928,0.035888671875,0.00024672320000000003,0.055187338730320334,0.7870951890945435,-1.7526082322001457,-0.002200243776314892,0.0018308638,256,0.005213689059019089,3548.3194444444443,-20.416666666666668,,,,
1024,66,65,67584,0.0986688,0.04296875,0.000246672,0.040516673820093274,0.6196357011795044,-1.7433051764965057,-0.0012382103013806045,0.0020266254,260,-0.007674628868699074,3548.3194444444443,-20.416666666666668,,,,
1039,67,65,68608,0.09864832000000001,0.05078125,0.0002466208,0.06501812837086618,0.38098645210266113,-1.7351481765508652,-0.001452007272746414,0.0012315223,264,0.006371611729264259,3537.5405405405404,-20.43243243243243,,,,
1054,68,66,69632,0.09862784000000001,0.029541015625,0.0002465696,0.058022124925628304,0.7476162910461426,-1.7466476038098335,-0.0011231806711293757,0.0016162444,268,0.018033405765891075,3536.6973684210525,-20.44736842105263,,,,
1069,69,66,70656,0.09860736,0.0,0.0002465184,0.06587459659203887,0.7174575328826904,-1.7535633444786072,-0.0008946845191530883,0.0009987049,272,0.02036343701183796,3536.6973684210525,-20.44736842105263,,,,
1084,70,66,71680,0.09858688,0.0,0.0002464672,0.04218768095597625,0.7481265664100647,-1.7578370720148087,-0.0006720790406689048,0.0008456807,276,-0.005993856117129326,3527.448717948718,-20.46153846153846,,,,
1101,71,66,72704,0.0985664,0.0,0.000246416,0.070694908965379,0.6687648296356201,-1.762095868587494,-0.0009437143889954314,0.00073851005,280,0.013815497979521751,3527.448717948718,-20.46153846153846,,,,
1116,72,66,73728,0.09854592000000001,0.087158203125,0.0002463648,0.06614640774205327,0.5650038123130798,-1.7610220164060593,-0.0032171660277526826,0.0036096945,284,0.000771762803196907,3546.8625,-20.4375,,,,
1130,73,66,74752,0.09852544,0.009765625,0.0002463136,0.041657768888399005,0.8237742185592651,-1.767697162926197,-0.0013344874168979004,0.0016096316,288,0.0015102345496416092,3540.8024691358023,-20.444444444444443,,,,
,,,75000,0.09850496,0.040283203125,0.0002462624,0.05661493609659374,0.7569951415061951,-1.777184672653675,-0.0011577854747883976,0.0014411538,292,0.0015890579670667648,,,-21.0,3056.0,3056.0,-12.807999999999998
1179,74,64,75776,,,,,,,,,,,3541.378048780488,-20.4390243902439,,,,
1193,75,64,76800,0.09848448,0.010986328125,0.0002462112,0.07006427715532482,0.7802653312683105,-1.7760434001684189,-0.0021527194912778214,0.0013987205,296,0.010831750929355621,3539.6785714285716,-20.452380952380953,,,,
1208,76,64,77824,0.098464,0.015625,0.00024616,0.05382519564591348,0.7528296709060669,-1.7607117295265198,-0.0014762263745069504,0.002047114,300,0.008326724171638489,3532.6976744186045,-20.453488372093023,,,,
1223,77,64,78848,0.09844352,0.00146484375,0.0002461088,0.07522396231070161,0.7276805639266968,-1.7553084045648575,-0.0016638802335364744,0.0012172613,304,0.018592195585370064,3532.6976744186045,-20.453488372093023,,,,
1238,78,64,79872,0.09842304,0.0,0.0002460576,0.06885393732227385,0.5073381066322327,-1.7429871410131454,0.00013732380466535687,0.00063120446,308,0.0132740568369627,3532.6976744186045,-20.453488372093023,,,,
1254,79,64,80896,0.09840256000000001,0.07861328125,0.00024600640000000003,0.04832598869688809,0.42733633518218994,-1.7362255305051804,-0.0023162112629506737,0.0023069028,312,-0.0007838737219572067,3533.390804597701,-20.448275862068964,,,,
1270,80,64,81920,0.09838208000000001,0.152587890625,0.0002459552,0.07298981491476297,0.6478778123855591,-1.7531170845031738,-0.002962782367831096,0.0032616635,316,0.016755087301135063,3532.6516853932585,-20.46067415730337,,,,
1287,81,64,82944,0.09836160000000001,0.035400390625,0.000245904,0.07340522320009768,0.6551893949508667,-1.748758278787136,-0.0023799192858859897,0.0026600137,320,0.010995646938681602,3530.0666666666666,-20.466666666666665,,,,
1303,82,64,83968,0.09834112,0.0380859375,0.0002458528,0.088683120906353,0.5558736324310303,-1.7337576150894165,-0.0010800694290082902,0.0024055215,324,0.010460413992404938,3543.2065217391305,-20.445652173913043,,,,
