time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/entropy_loss,train/value_loss,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_reward,eval/mean_object_ep_length,eval/mean_score_reward,eval/mean_score_ep_length
1330176,1299,68,19288,0.0001835424,-0.011730518192052841,0.13623046875,0.07341696,-1.272128976881504,0.03335795586463064,0.0020518987,0.8711820244789124,5192,-0.0062770398071734235,11285.91,0.91,,,,
1331200,1300,68,19298,0.0001834912,-0.01619931124150753,0.13232421875,0.07339648,-1.2879188731312752,0.02757919649593532,0.002302429,0.9033565521240234,5196,-0.007802971522323787,11285.91,0.91,,,,
1332224,1301,68,19309,0.00018344,-0.017324872314929962,0.158447265625,0.073376,-1.305149108171463,0.033772296737879515,0.0021623825,0.8794738054275513,5200,-0.006134060706244782,11376.29,1.04,,,,
1333248,1302,69,19319,0.00018338880000000002,-0.008209243416786194,0.1416015625,0.07335552000000001,-1.3076574504375458,0.049211172154173255,0.0024698665,0.7878114581108093,5204,-0.007429071556543931,11404.6,0.83,,,,
1334272,1303,69,19330,0.00018333759999999998,-0.013461142778396606,0.1494140625,0.07333504,-1.2867797538638115,0.043213846860453486,0.0021468566,0.8261356949806213,5208,-0.006554494524607435,11404.6,0.83,,,,
1335296,1304,69,19341,0.0001832864,-0.017116090282797813,0.14794921875,0.07331456000000001,-1.290963053703308,0.020034150395076722,0.001948219,0.9176957011222839,5212,-0.006222487398190424,11404.6,0.83,,,,
1336320,1305,69,19352,0.0001832352,-0.015319479629397392,0.169189453125,0.07329408,-1.283693291246891,0.02780084335245192,0.003589459,0.9157949686050415,5216,-0.008002275921171531,11404.6,0.83,,,,
1337344,1306,69,19363,0.00018318400000000003,-0.013708876445889473,0.162353515625,0.07327360000000001,-1.3148252591490746,0.04300654458347708,0.0035143828,0.8255038261413574,5220,-0.007005952982581221,11404.6,0.83,,,,
1338368,1307,69,19375,0.0001831328,-0.019891822710633278,0.172607421875,0.07325311999999999,-1.2728587463498116,0.020309254294261336,0.0033818134,0.9452037811279297,5224,-0.008245521661592647,11404.6,0.83,,,,
1339392,1308,69,19385,0.00018308160000000002,-0.01556059904396534,0.12744140625,0.07323264,-1.2693370133638382,0.02212634019088,0.0024790154,0.9247316718101501,5228,-0.005820671416586265,11404.6,0.83,,,,
1340416,1309,69,19396,0.0001830304,-0.01814846321940422,0.1533203125,0.07321216,-1.2614243403077126,0.024443232803605497,0.0031301416,0.9375765323638916,5232,-0.007595170522108674,11460.61,0.67,,,,
1341440,1310,69,19407,0.0001829792,-0.013323740102350712,0.146484375,0.07319168000000001,-1.24424359947443,0.03568288416136056,0.0022177259,0.8924564123153687,5236,-0.0060291347035672516,11460.61,0.67,,,,
1342464,1311,69,19418,0.00018292799999999998,-0.025842227041721344,0.15185546875,0.07317119999999999,-1.3008368089795113,0.012553952285088599,0.0028804555,0.958885908126831,5240,-0.006481110962340608,11430.82,0.99,,,,
1343488,1312,69,19429,0.0001828768,-0.015355385839939117,0.136474609375,0.07315072,-1.2596576064825058,0.01573576166993007,0.0018512248,0.9456319808959961,5244,-0.004111765330890194,11451.49,1.34,,,,
1344512,1313,69,19440,0.0001828256,-0.014933998696506023,0.155517578125,0.07313024,-1.2904458492994308,0.022373066982254386,0.0021387085,0.9450201988220215,5248,-0.007613753463374451,11451.49,1.34,,,,
1345536,1314,69,19451,0.0001827744,-0.01879730448126793,0.1474609375,0.07310976000000001,-1.2781633213162422,0.0202213937882334,0.003035993,0.9428147077560425,5252,-0.007630308595253155,11518.8,1.44,,,,
1346560,1315,69,19461,0.00018272320000000002,-0.015977155417203903,0.1435546875,0.07308928,-1.2953764200210571,0.024734965292736888,0.0023516752,0.9341601133346558,5256,-0.0056330230727326125,11518.8,1.44,,,,
1347584,1316,69,19472,0.00018267200000000002,-0.02052299492061138,0.138671875,0.0730688,-1.2985733151435852,0.018531261943280697,0.0019736025,0.9423328638076782,5260,-0.007588659325847402,11518.8,1.44,,,,
1348608,1317,69,19482,0.0001826208,-0.012851487845182419,0.173583984375,0.07304832,-1.2700004503130913,0.024408899364061654,0.0029299092,0.8795141577720642,5264,-0.007290846057003364,11548.57,1.81,,,,
1349632,1318,69,19493,0.0001825696,-0.010228604078292847,0.191650390625,0.07302784,-1.264268234372139,0.04007097880821675,0.0022363127,0.8627676963806152,5268,-0.006678785051917657,11561.35,2.19,,,,
1350000,,,,0.0001825184,-0.015222359448671341,0.118896484375,0.07300736000000001,-1.3049272745847702,0.02538920345250517,0.002000904,0.8878060579299927,5272,-0.005049706815043464,,,-598.01,12893.8,13.0,12893.8
1350656,1319,68,19638,,,,,,,,,,,11561.35,2.19,,,,
1351680,1320,68,19649,0.0001824672,-0.0016914531588554382,0.16748046875,0.07298688,-1.27444988489151,0.045600497629493475,0.0024822054,0.7814996838569641,5276,-0.006321277352981269,11561.35,2.19,,,,
1352704,1321,68,19660,0.000182416,-0.006176622584462166,0.146728515625,0.0729664,-1.2562053352594376,0.039651066763326526,0.0027273102,0.8134771585464478,5280,-0.005773344193585217,11561.35,2.19,,,,
1353728,1322,68,19672,0.0001823648,-0.012783193029463291,0.146484375,0.07294592,-1.304981991648674,0.03747054433915764,0.0022233417,0.7906516790390015,5284,-0.00362489401595667,11561.35,2.19,,,,
1354752,1323,68,19683,0.00018231360000000002,-0.013347345404326916,0.13427734375,0.07292544000000001,-1.2909805551171303,0.04349804704543203,0.0022480271,0.7378427982330322,5288,-0.005747982184402645,11561.35,2.19,,,,
1355776,1324,68,19693,0.00018226239999999998,-0.010112620890140533,0.1787109375,0.07290496,-1.2735209688544273,0.029792909743264318,0.0021591815,0.8667805194854736,5292,-0.007028010004432872,11561.35,2.19,,,,
1356800,1325,68,19704,0.0001822112,-0.006379123777151108,0.156494140625,0.07288448000000002,-1.2832113355398178,0.02725172822829336,0.0029894155,0.8490855097770691,5296,-0.006803867465350777,11630.13,2.01,,,,
1357824,1326,68,19715,0.00018216,-0.017957918345928192,0.153564453125,0.072864,-1.3057466447353363,0.02353172830771655,0.0028349943,0.8916947841644287,5300,-0.006314791593467817,11589.54,2.29,,,,
1358848,1327,68,19726,0.00018210880000000003,-0.011518028564751148,0.139892578125,0.07284352000000001,-1.311267651617527,0.0393733992241323,0.0028211283,0.820900559425354,5304,-0.006563768227351829,11589.54,2.29,,,,
1359872,1328,68,19736,0.0001820576,-0.007731765508651733,0.132080078125,0.07282303999999999,-1.2796757072210312,0.0441985665820539,0.0022215345,0.8128047585487366,5308,-0.007013738533714786,11589.54,2.29,,,,
1360896,1329,68,19747,0.00018200640000000002,-0.015397422015666962,0.214111328125,0.07280256,-1.3234343379735947,0.024665988166816533,0.0029294412,0.897169828414917,5312,-0.005200958752539009,11589.54,2.29,,,,
1361920,1330,68,19758,0.0001819552,-0.016339406371116638,0.16064453125,0.07278208,-1.3064302951097488,0.0272734317695722,0.0026962708,0.8865720629692078,5316,-0.006776612717658281,11589.54,2.29,,,,
1362944,1331,68,19769,0.000181904,-0.01524443831294775,0.186767578125,0.07276160000000001,-1.301856368780136,0.028293856652453542,0.0026438693,0.8923416137695312,5320,-0.006835665786638856,11589.54,2.29,,,,
1363968,1332,68,19780,0.00018185279999999998,-0.011774817481637001,0.176513671875,0.07274111999999999,-1.3223915994167328,0.043959538685157895,0.0029240246,0.8273227214813232,5324,-0.0079867685562931,11589.54,2.29,,,,
1364992,1333,68,19790,0.0001818016,-0.020494364202022552,0.152587890625,0.07272064,-1.2865432798862457,0.02749792207032442,0.002363085,0.8828319311141968,5328,-0.009937988172168843,11589.54,2.29,,,,
1366016,1334,68,19802,0.0001817504,-0.01024667453020811,0.1376953125,0.07270016,-1.3403661847114563,0.04484948085155338,0.0025809095,0.8872392773628235,5332,-0.006120285310316831,11589.54,2.29,,,,
1367040,1335,68,19813,0.0001816992,-0.015874050557613373,0.168212890625,0.07267968000000001,-1.3076480329036713,0.03095768205821514,0.0035440126,0.8887569904327393,5336,-0.005793694494059309,11589.54,2.29,,,,
1368064,1336,69,19824,0.00018164800000000002,-0.01573646441102028,0.16845703125,0.07265920000000001,-1.301130898296833,0.018081217189319432,0.0026579383,0.9433628916740417,5340,-0.007148925360525027,11589.54,2.29,,,,
1369088,1337,69,19835,0.00018159680000000002,-0.010881996713578701,0.125244140625,0.07263872,-1.3554994612932205,0.036940279649570584,0.0013616176,0.900332510471344,5344,-0.006492572516435757,11589.54,2.29,,,,
1370112,1338,69,19847,0.0001815456,-0.017278466373682022,0.202880859375,0.07261824,-1.33737450838089,0.022463186411187053,0.0026798088,0.9421719312667847,5348,-0.007296536510693841,11589.54,2.29,,,,
1371136,1339,69,19858,0.0001814944,-0.006872318685054779,0.140625,0.07259776,-1.2872506231069565,0.03986817644909024,0.0021002851,0.906137228012085,5352,-0.005329016537871212,11640.57,2.67,,,,
1372160,1340,69,19869,0.0001814432,-0.01905832067131996,0.130615234375,0.07257728000000001,-1.3460043296217918,0.03335106198210269,0.0023568226,0.895099401473999,5356,-0.007428576034726575,11640.57,2.67,,,,
1373184,1341,69,19879,0.000181392,-0.012664582580327988,0.167236328125,0.0725568,-1.3154473453760147,0.027464523911476135,0.0022043805,0.9026585221290588,5360,-0.006338092382065952,11726.72,2.79,,,,
1374208,1342,69,19890,0.0001813408,-0.013866188004612923,0.202392578125,0.07253632,-1.3203698843717575,0.03225167153868824,0.0027227928,0.9125909209251404,5364,-0.004497555724810809,11686.22,3.09,,,,
1375000,,,,0.0001812896,-0.020672444254159927,0.229248046875,0.07251584,-1.336820125579834,0.02022883138852194,0.0036924814,0.9384524822235107,5368,-0.004970228997990489,,,-420.18,12089.0,12.2,12089.0
1375232,1343,68,20025,,,,,,,,,,,11682.0,3.38,,,,
1376256,1344,68,20036,0.0001812384,-0.017101027071475983,0.156494140625,0.07249536,-1.3535249158740044,0.02304310235194862,0.001707447,0.9096442461013794,5372,-0.006631320924498141,11738.85,3.19,,,,
1377280,1345,68,20047,0.00018118719999999999,-0.02824641391634941,0.130615234375,0.07247488,-1.2952369526028633,0.009181066940072924,0.0021518415,0.9723603129386902,5376,-0.007261683524120599,11738.85,3.19,,,,
1378304,1346,68,20058,0.00018113600000000004,-0.02748827636241913,0.132568359375,0.07245440000000002,-1.3238205015659332,0.008787009894149378,0.002094701,0.9773964881896973,5380,-0.006467952247476205,11738.85,3.19,,,,
1379328,1347,68,20069,0.0001810848,-0.014646733179688454,0.106201171875,0.07243392,-1.3630386292934418,0.022018869232852012,0.0025199498,0.934841513633728,5384,-0.005974226354737766,11738.85,3.19,,,,
1380352,1348,68,20080,0.00018103360000000003,-0.023898715153336525,0.17919921875,0.07241344000000001,-1.3154440969228745,0.011748193006496876,0.0025438885,0.9712352156639099,5388,-0.007292180991498753,11738.85,3.19,,,,
1381376,1349,68,20091,0.0001809824,-0.023111023008823395,0.229736328125,0.07239295999999999,-1.3538079336285591,0.009149067685939372,0.00450183,0.9760899543762207,5392,-0.007071991392876953,11738.85,3.19,,,,
1382400,1350,68,20102,0.00018093120000000002,-0.018913332372903824,0.1953125,0.07237248,-1.3716050311923027,0.0150864805909805,0.002390013,0.9589604735374451,5396,-0.0047073098830878735,11808.59,3.04,,,,
1383424,1351,68,20114,0.00018088,-0.019510943442583084,0.154296875,0.072352,-1.2994840517640114,0.013799570908304304,0.0027839674,0.9350999593734741,5400,-0.005237263074377552,11876.3,3.13,,,,
1384448,1352,68,20125,0.0001808288,-0.024403445422649384,0.185546875,0.07233152000000001,-1.3416482880711555,0.011646274972008541,0.0022893718,0.9425105452537537,5404,-0.005891954569960944,11876.3,3.13,,,,
1385472,1353,68,20136,0.00018077759999999998,-0.025195013731718063,0.19970703125,0.07231104,-1.3702978193759918,0.0233749597100541,0.0031051394,0.8552001118659973,5408,-0.008061101616476662,11876.3,3.13,,,,
1386496,1354,68,20147,0.0001807264,-0.014037758111953735,0.19384765625,0.07229056,-1.306355096399784,0.032634821720421314,0.0031366213,0.8358011245727539,5412,-0.0070041817089077085,11876.3,3.13,,,,
1387520,1355,68,20158,0.00018067519999999997,-0.012714434415102005,0.219970703125,0.07227008,-1.358526587486267,0.03325285227037966,0.002504254,0.7958776950836182,5416,-0.005687653843779117,11839.31,3.2,,,,
1388544,1356,68,20170,0.000180624,-0.021314509212970734,0.231201171875,0.07224960000000001,-1.3578156009316444,0.021478423848748207,0.0029148487,0.8569899797439575,5420,-0.006705237727146596,11839.31,3.2,,,,
1389568,1357,68,20181,0.00018057280000000002,-0.020850468426942825,0.169921875,0.07222912000000001,-1.319494403898716,0.018603476812131703,0.0027165425,0.8885253071784973,5424,-0.00712089950684458,11814.29,3.26,,,,
1390592,1358,68,20192,0.00018052160000000002,-0.016712546348571777,0.15478515625,0.07220864,-1.3735236525535583,0.02513389301020652,0.0023714863,0.9040823578834534,5428,-0.006689894740702584,11814.29,3.26,,,,
1391616,1359,68,20203,0.0001804704,-0.008552838116884232,0.213134765625,0.07218816,-1.3319743499159813,0.04024307546205819,0.0023728267,0.8271045684814453,5432,-0.008404286316363141,11749.57,3.89,,,,
1392640,1360,68,20214,0.0001804192,-0.01774882897734642,0.13671875,0.07216768,-1.3448660224676132,0.025541797280311584,0.002737922,0.8060102462768555,5436,-0.005217721045482904,11749.57,3.89,,,,
1393664,1361,68,20226,0.000180368,-0.018156377598643303,0.210205078125,0.07214720000000001,-1.3547664359211922,0.03643512481357902,0.002938591,0.8165796995162964,5440,-0.006241558003239334,11750.08,4.22,,,,
1394688,1362,68,20236,0.0001803168,-0.01974249631166458,0.148193359375,0.07212672,-1.3327396288514137,0.0240379401948303,0.0019603148,0.8769255876541138,5444,-0.00769632650190033,11750.08,4.22,,,,
1395712,1363,68,20248,0.0001802656,0.00437384657561779,0.18994140625,0.07210624,-1.3465486019849777,0.07178571680560708,0.0025707893,0.6660431623458862,5448,-0.007028953230474144,11750.08,4.22,,,,
1396736,1364,68,20259,0.0001802144,-0.015737133100628853,0.1630859375,0.07208576,-1.3690664619207382,0.05408954084850848,0.0031752733,0.7873260378837585,5452,-0.006917318110936321,11750.08,4.22,,,,
1397760,1365,68,20270,0.0001801632,-0.003741074353456497,0.141357421875,0.07206528,-1.352998062968254,0.04453666938934475,0.0019164861,0.8104352951049805,5456,-0.0051573980890680104,11750.08,4.22,,,,
1398784,1366,68,20281,0.00018011199999999999,-0.016300952062010765,0.14013671875,0.0720448,-1.340430997312069,0.03277430031448603,0.0021582488,0.8377051949501038,5460,-0.006603318557608873,11750.08,4.22,,,,
1399808,1367,68,20292,0.0001800608,-0.010956685990095139,0.147705078125,0.07202432,-1.362075574696064,0.03967997385188937,0.0029547762,0.8754655122756958,5464,-0.006894153542816639,11750.08,4.22,,,,
1400000,,,,0.0001800096,-0.011836722493171692,0.149169921875,0.07200384,-1.3412723243236542,0.028896048082970083,0.0016254203,0.8877009749412537,5468,-0.006132458249339834,,,-168.32,17556.8,10.8,17556.8
1400832,1368,68,20488,,,,,,,,,,,11750.08,4.22,,,,
1401856,1369,68,20500,0.00017995840000000003,-0.006027340888977051,0.1826171875,0.07198336000000001,-1.2911572009325027,0.04805707233026624,0.0024726733,0.853757381439209,5472,-0.006063000910216942,11750.08,4.22,,,,
1402880,1370,68,20511,0.0001799072,-0.015354040078818798,0.133056640625,0.07196287999999999,-1.3558785915374756,0.030345833860337734,0.0018523774,0.9035484790802002,5476,-0.006502637057565153,11750.08,4.22,,,,
1403904,1371,68,20522,0.00017985600000000002,0.00723855197429657,0.148193359375,0.0719424,-1.3689103424549103,0.06500196713022888,0.0035547705,0.7529237270355225,5480,-0.005897010123590007,11750.08,4.22,,,,
1404928,1372,68,20533,0.0001798048,-0.013088753446936607,0.220947265625,0.07192192,-1.336687095463276,0.0256096312077716,0.0023022918,0.915772557258606,5484,-0.004837497981498018,11750.08,4.22,,,,
1405952,1373,68,20544,0.0001797536,-0.0067570023238658905,0.12548828125,0.07190144000000001,-1.3361991122364998,0.04177365778014064,0.0023410884,0.8251463174819946,5488,-0.005147200135979801,11750.08,4.22,,,,
1406976,1374,68,20555,0.00017970239999999998,-0.013971049338579178,0.131103515625,0.07188096,-1.3395152613520622,0.030962318181991577,0.0022829475,0.8993180990219116,5492,-0.006593285928829573,11720.38,4.3,,,,
1408000,1375,68,20566,0.0001796512,-0.004712747409939766,0.11474609375,0.07186048,-1.3129769340157509,0.04754768358543515,0.0017950236,0.8364519476890564,5496,-0.005063630946096964,11720.38,4.3,,,,
1409024,1376,68,20577,0.00017959999999999997,-0.014849544502794743,0.116455078125,0.07184,-1.3404260203242302,0.03677426732610911,0.0026443787,0.8847590088844299,5500,-0.007639750110683963,11720.38,4.3,,,,
1410048,1377,68,20589,0.00017954880000000002,-0.011563610285520554,0.1513671875,0.07181952000000001,-1.3416278138756752,0.04760111426003277,0.0021738058,0.8460729122161865,5504,-0.0071988425916060805,11660.51,4.57,,,,
1411072,1378,68,20600,0.0001794976,-0.015585357323288918,0.20263671875,0.07179904,-1.354159876704216,0.027331685880199075,0.002544988,0.8927271962165833,5508,-0.006831714301370084,11660.51,4.57,,,,
1412096,1379,68,20611,0.00017944640000000002,-0.0025199521332979202,0.108642578125,0.07177856,-1.365482173860073,0.06177359214052558,0.0019871208,0.6654412746429443,5512,-0.004523627205344383,11660.51,4.57,,,,
1413120,1380,68,20622,0.0001793952,-0.007450900971889496,0.18359375,0.07175808,-1.3430509492754936,0.04261342354584485,0.0034490712,0.8159962296485901,5516,-0.008339191059349105,11707.78,4.64,,,,
1414144,1381,68,20633,0.000179344,-0.011213099583983421,0.1171875,0.0717376,-1.3209215849637985,0.02998086274601519,0.0019709407,0.8431695699691772,5520,-0.005903073993977159,11707.78,4.64,,,,
1415168,1382,68,20644,0.0001792928,-0.01797099970281124,0.101806640625,0.07171712000000001,-1.3313694223761559,0.021700536599382758,0.0018433041,0.9116264581680298,5524,-0.005263935658149421,11707.78,4.64,,,,
1416192,1383,68,20655,0.0001792416,-0.012026377022266388,0.13232421875,0.07169664,-1.32394739985466,0.048610923695378006,0.0024328565,0.8318391442298889,5528,-0.008486957987770438,11707.78,4.64,,,,
1417216,1384,68,20667,0.0001791904,-0.009776860475540161,0.16064453125,0.07167616,-1.3497532904148102,0.037118348642252386,0.0018247308,0.8470832109451294,5532,-0.005446217459393665,11810.32,4.57,,,,
1418240,1385,68,20678,0.0001791392,-0.014595270156860352,0.121826171875,0.07165568,-1.3311803862452507,0.0382496538804844,0.0023096916,0.8400272727012634,5536,-0.007244250533403829,11835.09,4.35,,,,
1419264,1386,68,20688,0.000179088,-0.011717024259269238,0.12353515625,0.0716352,-1.300230212509632,0.03250203654170036,0.002298992,0.8741406798362732,5540,-0.005687271943315864,11835.09,4.35,,,,
1420288,1387,68,20699,0.00017903679999999999,-0.01507022324949503,0.1376953125,0.07161472,-1.3534448817372322,0.021459080860950053,0.0018281614,0.9213942289352417,5544,-0.0062766003829892725,11835.09,4.35,,,,
1421312,1388,68,20711,0.0001789856,-0.015911880880594254,0.1376953125,0.07159424,-1.3180287331342697,0.028038199176080525,0.0026128928,0.8997526168823242,5548,-0.006846352509455755,11835.09,4.35,,,,
1422336,1389,68,20722,0.0001789344,-0.02289970964193344,0.193359375,0.07157376,-1.3181708008050919,0.020626655546948314,0.0021364857,0.9106023907661438,5552,-0.006755879701813683,11850.1,4.31,,,,
1423360,1390,68,20733,0.00017888320000000003,-0.017437463626265526,0.126708984375,0.07155328000000001,-1.358814425766468,0.0275966867338866,0.0018294512,0.9103666543960571,5556,-0.0065020361507777125,11850.1,4.31,,,,
1424384,1391,68,20743,0.000178832,-0.008518073707818985,0.16064453125,0.0715328,-1.3574931547045708,0.04189470503479242,0.0027686027,0.8099409341812134,5560,-0.006073326047044247,11850.1,4.31,,,,
1425000,,,,0.00017878080000000002,-0.010874871164560318,0.130126953125,0.07151232,-1.3421583622694016,0.03469651413615793,0.0020364493,0.84836745262146,5564,-0.005802178668091074,,,-346.68999999999994,11846.6,17.2,11846.6
1425408,1392,68,20874,,,,,,,,,,,11873.8,4.35,,,,
1426432,1393,68,20885,0.0001787296,-0.010123807936906815,0.16064453125,0.07149184,-1.3533267453312874,0.031220911536365747,0.0025941888,0.8690100312232971,5568,-0.004507976118475199,11873.8,4.35,,,,
1427456,1394,68,20896,0.00017867840000000001,0.002242429181933403,0.149658203125,0.07147136000000001,-1.3555540293455124,0.06646181433461607,0.0021140373,0.6321605443954468,5572,-0.004497650661505759,11873.8,4.35,,,,
1428480,1395,68,20907,0.00017862719999999998,-0.007574900984764099,0.16015625,0.07145088,-1.351387806236744,0.03370130353141576,0.0027629363,0.8160726428031921,5576,-0.006481498887296766,11873.8,4.35,,,,
1429504,1396,68,20918,0.000178576,-0.01803658902645111,0.129638671875,0.0714304,-1.374939650297165,0.027096621342934668,0.0021424815,0.8505746126174927,5580,-0.007778193161357194,11873.8,4.35,,,,
1430528,1397,68,20929,0.00017852479999999998,-0.006019119173288345,0.15478515625,0.07140992,-1.3268597647547722,0.04679917683824897,0.0017678913,0.8384034037590027,5584,-0.0036208893870934844,11815.73,4.59,,,,
1431552,1398,68,20940,0.00017847360000000003,-0.008149895817041397,0.099365234375,0.07138944000000001,-1.3696895465254784,0.04271822818554938,0.0014658347,0.7676339745521545,5588,-0.0054823089158162475,11815.73,4.59,,,,
1432576,1399,68,20950,0.0001784224,-0.01272553764283657,0.166748046875,0.07136896,-1.3160461708903313,0.026466373819857836,0.0014960004,0.8500125408172607,5592,-0.003315931127872318,11815.73,4.59,,,,
1433600,1400,68,20961,0.00017837120000000002,-0.012784789316356182,0.173583984375,0.07134848,-1.342170611023903,0.03325752855744213,0.0022949048,0.8745009303092957,5596,-0.005726785078877583,11815.73,4.59,,,,
1434624,1401,68,20972,0.00017832000000000001,-0.010868426412343979,0.147705078125,0.071328,-1.3260285034775734,0.03420056088361889,0.003047368,0.8420279622077942,5600,-0.00664191457326524,11797.02,4.9,,,,
1435648,1402,68,20983,0.0001782688,-0.01615842431783676,0.121826171875,0.07130752,-1.3203855976462364,0.023880106396973133,0.002162415,0.8921967148780823,5604,-0.0075057905341964215,11764.24,4.97,,,,
1436672,1403,68,20994,0.0001782176,-0.001686684787273407,0.133544921875,0.07128704000000001,-1.3229404464364052,0.04602256836369634,0.0023456062,0.8229067325592041,5608,-0.005350361243472435,11764.24,4.97,,,,
1437696,1404,68,21005,0.0001781664,-0.014026416465640068,0.147705078125,0.07126656,-1.3775123730301857,0.04751071985810995,0.0033959132,0.7162412405014038,5612,-0.007369917613686994,11764.24,4.97,,,,
1438720,1405,68,21016,0.0001781152,-0.018040798604488373,0.224609375,0.07124608,-1.3094595819711685,0.023831328726373613,0.0034800547,0.858356237411499,5616,-0.007877207215642557,11764.24,4.97,,,,
1439744,1406,68,21027,0.000178064,-0.00969112478196621,0.21240234375,0.0712256,-1.3672731444239616,0.040122236125171185,0.0021259708,0.8435547351837158,5620,-0.005931149440584704,11764.24,4.97,,,,
1440768,1407,68,21038,0.0001780128,-0.01752941682934761,0.19189453125,0.07120512,-1.336783155798912,0.018621955066919327,0.0019199294,0.8743770718574524,5624,-0.005802858679089695,11764.24,4.97,,,,
1441792,1408,68,21049,0.00017796160000000001,-0.01198786310851574,0.13623046875,0.07118464000000001,-1.328564628958702,0.04176070785615593,0.0018757896,0.8452781438827515,5628,-0.00669853127328679,11764.24,4.97,,,,
1442816,1409,68,21061,0.0001779104,-0.023707089945673943,0.144287109375,0.07116416,-1.2990919202566147,0.01749112067045644,0.0026545092,0.9343106150627136,5632,-0.006255542684812099,11813.42,4.8,,,,
1443840,1410,68,21071,0.0001778592,-0.0075900256633758545,0.16357421875,0.07114368,-1.3510216623544693,0.04082118871156126,0.002851738,0.8518155217170715,5636,-0.007565212203189731,11813.42,4.8,,,,
1444864,1411,68,21083,0.000177808,-0.012312676757574081,0.164794921875,0.0711232,-1.3060694858431816,0.026747551513835788,0.0028743055,0.8832802772521973,5640,-0.005129616358317435,11813.42,4.8,,,,
1445888,1412,68,21094,0.0001777568,-0.012567449361085892,0.152099609375,0.07110272,-1.3328903838992119,0.02738287637475878,0.0014487653,0.8839429616928101,5644,-0.0037280662800185382,11813.42,4.8,,,,
1446912,1413,68,21106,0.00017770560000000002,-0.014321300201117992,0.143310546875,0.07108224,-1.316369280219078,0.029693665564991534,0.0028335636,0.8465098738670349,5648,-0.00515710303443484,11737.1,5.28,,,,
1447936,1414,68,21117,0.0001776544,-0.009478201158344746,0.172119140625,0.07106176,-1.3064352050423622,0.03026452532503754,0.0029446245,0.7912944555282593,5652,-0.005669168254826218,11737.1,5.28,,,,
1448960,1415,68,21128,0.00017760320000000001,-0.007357915863394737,0.187255859375,0.07104128000000001,-1.3133265525102615,0.04723021085374057,0.0029802467,0.7924022078514099,5656,-0.008076455211266875,11737.1,5.28,,,,
1449984,1416,68,21139,0.00017755199999999998,-0.01766897737979889,0.11669921875,0.0710208,-1.346471481025219,0.02609987638425082,0.001695497,0.8976114988327026,5660,-0.005097629735246301,11737.1,5.28,,,,
1450000,,,,0.0001775008,0.00037091784179210663,0.0927734375,0.07100032,-1.3484271243214607,0.049148761201649904,0.0016867616,0.8445574641227722,5664,-0.004604944828315638,,,-330.0,16257.2,10.6,16257.2
1451008,1417,68,21314,,,,,,,,,,,11737.1,5.28,,,,
1452032,1418,68,21326,0.00017744959999999998,-0.017986465245485306,0.110595703125,0.07097984,-1.3257844746112823,0.029511938337236643,0.0018693542,0.8818846940994263,5668,-0.007846460386645049,11730.71,5.3,,,,
1453056,1419,68,21336,0.00017739840000000003,-0.015598393976688385,0.164306640625,0.07095936000000001,-1.3282298296689987,0.03265634772833437,0.00229684,0.8776315450668335,5672,-0.004982642480172217,11730.71,5.3,,,,
1454080,1420,68,21347,0.0001773472,-0.01393363531678915,0.143798828125,0.07093888,-1.2789435982704163,0.03973272896837443,0.003337525,0.8400806784629822,5676,-0.006996227835770696,11745.4,5.72,,,,
1455104,1421,68,21358,0.00017729600000000002,-0.01636050082743168,0.13427734375,0.0709184,-1.337542176246643,0.03121930395718664,0.0023645665,0.8704118728637695,5680,-0.006606876180740073,11745.4,5.72,,,,
1456128,1422,68,21370,0.0001772448,-0.010044710710644722,0.11962890625,0.07089791999999999,-1.299690157175064,0.0416264699306339,0.0026198598,0.8612407445907593,5684,-0.0061518615402746946,11790.07,5.87,,,,
1457152,1423,68,21381,0.0001771936,-0.012272216379642487,0.1689453125,0.07087744,-1.2880686223506927,0.04496794519945979,0.0029738094,0.82944655418396,5688,-0.008055293146753684,11884.6,5.69,,,,
1458176,1424,68,21393,0.0001771424,-0.00584280863404274,0.137939453125,0.07085696000000001,-1.2897506803274155,0.0502564983908087,0.0021430636,0.7678267955780029,5692,-0.0051671376277226955,11884.6,5.69,,,,
1459200,1425,68,21404,0.0001770912,-0.017249800264835358,0.152099609375,0.07083648000000001,-1.2560967206954956,0.028484310838393867,0.0041007455,0.8665927648544312,5696,-0.00751216514618136,11884.6,5.69,,,,
1460224,1426,68,21415,0.00017704,-0.011644789949059486,0.17333984375,0.070816,-1.2975725084543228,0.030841300496831536,0.0023087543,0.88006991147995,5700,-0.006874015933135524,11861.38,6.0,,,,
1461248,1427,68,21427,0.0001769888,-0.01468722801655531,0.176513671875,0.07079552,-1.3195819407701492,0.042012091376818717,0.0028051215,0.8239843249320984,5704,-0.00775956065626815,11861.38,6.0,,,,
1462272,1428,68,21438,0.0001769376,-0.011744830757379532,0.15478515625,0.07077504,-1.2977722510695457,0.04330668551847339,0.002326299,0.7924585938453674,5708,-0.0059136219206266105,11861.38,6.0,,,,
