time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/value_loss,train/loss,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_object_reward,eval/mean_score_reward
846,666,551,564224,-1.453340820968151,0.00022184,0.4737880825996399,-0.0011780827189795673,0.0026184106,0.08873600000000001,0.112548828125,0.07166845165193081,0.01511300913989544,2200,4779.13,-19.15,,,,
847,667,552,565248,-1.430902399122715,0.0002217888,0.47646063566207886,-0.0012514758564066142,0.0010965321,0.08871552,0.059326171875,0.08347403584048152,0.009262153878808022,2204,4779.13,-19.15,,,,
848,667,553,566272,-1.4415943995118141,0.00022173760000000002,0.45416897535324097,-0.0024680514470674098,0.0011405733,0.08869504,0.04150390625,0.08110617334023118,0.012945588678121567,2208,4779.13,-19.15,,,,
849,667,554,567296,-1.4397889152169228,0.00022168640000000002,0.5664401650428772,-0.00021977201686240733,0.0026040855,0.08867456000000001,0.118408203125,0.05286631896160543,0.006526287645101547,2212,4779.13,-19.15,,,,
850,668,555,568320,-1.4201739579439163,0.00022163520000000002,0.5376281142234802,-0.002318117825780064,0.001580391,0.08865408000000001,0.134765625,0.06306318333372474,0.008327998220920563,2216,4779.13,-19.15,,,,
851,668,556,569344,-1.4311898201704025,0.000221584,0.6267845034599304,-0.0018838453979697078,0.0017266858,0.0886336,0.068359375,0.05893918313086033,0.017504533752799034,2220,4795.86,-19.15,,,,
852,669,557,570368,-1.4407649338245392,0.0002215328,0.6340540647506714,-0.002699330827454105,0.0019651782,0.08861312,0.11328125,0.057338315760716796,0.010218366980552673,2224,4816.73,-19.13,,,,
853,669,558,571392,-1.4260368794202805,0.0002214816,0.5438898801803589,-0.0021301183151081204,0.0020193139,0.08859264,0.1123046875,0.06487972987815738,0.010441560298204422,2228,4852.29,-19.07,,,,
854,669,559,572416,-1.3919458910822868,0.0002214304,0.574516773223877,-0.0025357510603498667,0.001198078,0.08857216000000001,0.091552734375,0.0720685615669936,0.02252018265426159,2232,4852.29,-19.07,,,,
855,670,560,573440,-1.3563045486807823,0.0002213792,0.6450333595275879,-0.0030945531907491386,0.0008118724,0.08855168000000001,0.073486328125,0.056196631165221334,0.007027242332696915,2236,4860.51,-19.07,,,,
856,670,561,574464,-1.4350678622722626,0.000221328,0.49862611293792725,-0.0024996224674396217,0.00094703643,0.0885312,0.08251953125,0.07270958041772246,0.0238606259226799,2240,4870.19,-19.11,,,,
,,,575000,-1.4492128789424896,0.0002212768,0.4286113381385803,-0.0032725062628742307,0.0015392173,0.08851072,0.071533203125,0.07340484764426947,0.009973157197237015,2244,,,10389.8,10389.8,-942.2266665999999,-4.4
900,639,562,575488,,,,,,,,,,,4870.19,-19.11,,,,
901,639,563,576512,-1.40508883446455,0.0002212256,0.5669100284576416,6.862764712423086e-05,0.002669465,0.08849024,0.1201171875,0.07375491503626108,0.015119682997465134,2248,4907.33,-19.1,,,,
902,639,564,577536,-1.3942531868815422,0.0002211744,0.5780805349349976,-0.0014924767310731113,0.0018046107,0.08846976000000001,0.102294921875,0.06851115473546088,0.009671201929450035,2252,4907.33,-19.1,,,,
903,640,565,578560,-1.3736737817525864,0.0002211232,0.49895530939102173,-0.002069448193651624,0.002325559,0.08844928,0.133544921875,0.0743499209638685,0.021201133728027344,2256,4907.33,-19.1,,,,
904,640,566,579584,-1.3995070308446884,0.000221072,0.435167133808136,-0.0038377052696887404,0.001249754,0.0884288,0.096435546875,0.07243486773222685,0.01554790884256363,2260,4919.35,-19.09,,,,
905,641,567,580608,-1.412122294306755,0.0002210208,0.5403494238853455,-0.0024393591738771647,0.0014445181,0.08840832,0.130615234375,0.06221568933688104,0.009227767586708069,2264,4919.35,-19.09,,,,
906,641,568,581632,-1.3924035727977753,0.0002209696,0.5119730234146118,-0.0021005246671848,0.003470183,0.08838784,0.106201171875,0.06733513250946999,0.02155473455786705,2268,4919.35,-19.09,,,,
907,641,569,582656,-1.3874742910265923,0.00022091840000000002,0.3348499536514282,-0.001911261904751882,0.0013489684,0.08836736,0.098876953125,0.09250923059880733,0.023442933335900307,2272,4944.88,-19.08,,,,
908,642,570,583680,-1.3752252086997032,0.00022086719999999998,0.4902554750442505,-0.0021816484513692558,0.001927878,0.08834688,0.06982421875,0.06215415499173105,0.018070153892040253,2276,4944.88,-19.08,,,,
909,642,571,584704,-1.3694176450371742,0.000220816,0.5894345045089722,-0.0005947600293438882,0.0009873973,0.08832640000000001,0.0810546875,0.05156199703924358,0.011993438005447388,2280,4960.72,-19.08,,,,
910,643,572,585728,-1.4114985838532448,0.0002207648,0.45266711711883545,-0.0018017053953371942,0.0016738165,0.08830592000000001,0.1279296875,0.07436438277363777,0.01638384722173214,2284,5007.76,-19.01,,,,
911,643,573,586752,-1.343417376279831,0.00022071360000000003,0.6173487305641174,-0.0016944215749390423,0.0008062746,0.08828544,0.03662109375,0.041459936648607254,0.005656126886606216,2288,5007.76,-19.01,,,,
912,643,574,587776,-1.3516495898365974,0.00022066240000000002,0.45960211753845215,-0.00179849291453138,0.0015907523,0.08826496,0.08837890625,0.06622757948935032,0.012359024956822395,2292,5007.76,-19.01,,,,
913,644,575,588800,-1.338137999176979,0.00022061120000000002,0.6499812602996826,-0.0006703747203573585,0.0014401698,0.08824448000000001,0.05224609375,0.07358014467172325,0.021156517788767815,2296,5080.81,-18.93,,,,
914,644,576,589824,-1.2841058894991875,0.00022056000000000002,0.6590886116027832,0.0016219827812165022,0.0027866492,0.08822400000000001,0.177001953125,0.04586199764162302,0.009400232695043087,2300,5096.33,-18.95,,,,
