time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/entropy_loss,train/clip_fraction,train/explained_variance,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/value_loss,train/learning_rate,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_object_reward,eval/mean_score_reward
59,586,34816,34,-1.6839823201298714,0.042724609375,0.2964077591896057,132,0.0024682942,-0.0019868077361024916,0.09932416,0.06980052776634693,0.0002483104,0.007870538160204887,-20.0625,3807.53125,,,,
59,603,35840,35,-1.6980266496539116,0.03564453125,0.3086315393447876,136,0.0016991012,-0.0017617866542423144,0.09930368,0.08678915025666356,0.00024825920000000004,0.017586417496204376,-20.060606060606062,3803.969696969697,,,,
59,619,36864,36,-1.7096285223960876,0.006103515625,0.4503946304321289,140,0.002254949,-0.001083815557649359,0.09928320000000002,0.06640010676346719,0.00024820800000000003,0.010739756748080254,-20.114285714285714,3771.5142857142855,,,,
59,634,37888,37,-1.7269700020551682,0.037109375,0.4644189476966858,144,0.002297056,-0.0017932666232809424,0.09926272000000001,0.09304840164259076,0.00024815680000000003,0.015358911827206612,-20.205128205128204,3712.051282051282,,,,
59,649,38912,38,-1.7165403813123703,0.078125,0.4911850690841675,148,0.0033265876,-0.000894636963494122,0.09924224000000001,0.0954610132612288,0.0002481056,0.01955597475171089,-20.205128205128204,3712.051282051282,,,,
60,664,39936,39,-1.7090242579579353,0.047607421875,0.4416208267211914,152,0.0016471122,-0.0010875365405809134,0.09922176,0.05603849422186613,0.0002480544,0.015816591680049896,-20.225,3708.125,,,,
60,677,40960,40,-1.7035494074225426,0.110595703125,0.3293423056602478,156,0.0034053077,-0.002994286915054545,0.09920128,0.11938675353303552,0.0002480032,0.048859208822250366,-20.225,3708.125,,,,
60,690,41984,41,-1.6773192584514618,0.21728515625,0.4161812663078308,160,0.0015292948,-0.0016800577504909597,0.09918080000000001,0.06220242544077337,0.000247952,0.011373424902558327,-20.225,3708.125,,,,
61,704,43008,42,-1.6660041064023972,0.07861328125,0.23418766260147095,164,0.0040016463,-0.0009190492564812303,0.09916032000000001,0.09883760428056121,0.0002479008,0.03412245959043503,-20.238095238095237,3708.2380952380954,,,,
61,718,44032,43,-1.64936201274395,0.0849609375,0.5746752023696899,168,0.0029517561,-0.0014559027331415564,0.09913984,0.08983300719410181,0.0002478496,0.026154257357120514,-20.25,3692.7727272727275,,,,
61,731,45056,44,-1.6486636996269226,0.13671875,0.5562448501586914,172,0.0012566515,0.000300283296382986,0.09911936,0.06427888059988618,0.0002477984,0.012105356901884079,-20.217391304347824,3695.8478260869565,,,,
61,746,46080,45,-1.6946515589952469,0.03759765625,0.44592440128326416,176,0.0016139289,-0.0017594211967661977,0.09909888,0.09446905832737684,0.0002477472,0.026614651083946228,-20.23404255319149,3703.1702127659573,,,,
62,759,47104,46,-1.6782065480947495,0.12890625,0.25775474309921265,180,0.002512239,-0.003962298738770187,0.09907840000000001,0.07806337857618928,0.000247696,0.0173419788479805,-20.25,3705.3541666666665,,,,
62,772,48128,47,-1.6548171043395996,0.11572265625,0.46481603384017944,184,0.0023374753,-0.002394488896243274,0.09905792000000001,0.06259260093793273,0.0002476448,0.008350163698196411,-20.25,3705.3541666666665,,,,
62,783,49152,48,-1.6503551602363586,0.02685546875,0.46259820461273193,188,0.0030846684,-0.0011135778040625155,0.09903744,0.05978391249664128,0.0002475936,0.001573994755744934,-20.25,3705.3541666666665,,,,
,,50000,,-1.616759330034256,0.1162109375,0.4557105302810669,192,0.002023997,-0.0021609981486108154,0.09901696,0.06170033244416118,0.0002475424,0.01272132620215416,,,3056.0,3056.0,-1.2160000000000002,-21.0
60,833,50176,49,,,,,,,,,,,-20.26,3697.06,,,,
60,849,51200,50,-1.633854016661644,0.01123046875,0.7428884506225586,196,0.0019920128,-0.0008019301312742755,0.09899648,0.045640100026503205,0.0002474912,0.003979688510298729,-20.25,3693.6346153846152,,,,
60,864,52224,51,-1.5721451193094254,0.021728515625,0.6664438247680664,200,0.0009397665,0.0011643382749753073,0.09897600000000001,0.06740655424073339,0.00024744,0.009530770592391491,-20.264150943396228,3692.169811320755,,,,
60,881,53248,52,-1.5782482624053955,0.052734375,0.5588487386703491,204,0.0013245714,-0.00046305396244861186,0.09895552,0.07271586125716567,0.00024738879999999997,0.01829642988741398,-20.29090909090909,3702.018181818182,,,,
60,896,54272,53,-1.5531844049692154,0.25146484375,0.6838551759719849,208,0.003494839,-0.005507809342816472,0.09893504,0.06241594161838293,0.0002473376,0.002265205606818199,-20.285714285714285,3696.035714285714,,,,
60,910,55296,54,-1.4880459606647491,0.21728515625,0.6070804595947266,212,0.0026534395,0.0003138564934488386,0.09891456,0.04308132408186793,0.0002472864,0.006980402395129204,-20.285714285714285,3696.035714285714,,,,
60,924,56320,55,-1.488348439335823,0.16455078125,0.5603275895118713,216,0.0027368113,-0.0026457098429091275,0.09889408,0.04585396870970726,0.0002472352,0.003284446895122528,-20.29824561403509,3686.0701754385964,,,,
61,938,57344,56,-1.5351726710796356,0.263427734375,0.8048491477966309,220,0.0011488589,-0.001277911534998566,0.0988736,0.04229752207174897,0.000247184,-0.0016200654208660126,-20.310344827586206,3679.4137931034484,,,,
61,950,58368,57,-1.524283528327942,0.10546875,0.6670480370521545,224,0.0026527569,-0.003103242313954979,0.09885312000000002,0.04936236818321049,0.0002471328,-0.001802859827876091,-20.327868852459016,3669.409836065574,,,,
61,961,59392,58,-1.5501036643981934,0.12548828125,0.6975403428077698,228,0.0012389023,-0.0021233049919828773,0.09883264000000001,0.06909709749743342,0.0002470816,0.004510149359703064,-20.327868852459016,3669.409836065574,,,,
62,972,60416,59,-1.5086879432201385,0.066650390625,0.49502938985824585,232,0.0022474898,-0.0020338367321528494,0.09881216000000001,0.055054357973858714,0.0002470304,0.010620331391692162,-20.359375,3659.53125,,,,
62,985,61440,60,-1.5460625290870667,0.119140625,0.7247920036315918,236,0.002514027,-0.002393090893747285,0.09879168,0.06545608886517584,0.0002469792,0.012160392478108406,-20.359375,3659.53125,,,,
62,1001,62464,61,-1.5351966172456741,0.18310546875,0.37450355291366577,240,0.0033259778,-0.0010119538055732846,0.0987712,0.06505919340997934,0.000246928,0.028458371758461,-20.359375,3659.53125,,,,
