#{"t_start": 1752507550.553202, "env_id": "SafeCartPole-v0"}
r,l,t,c
200.0,200,43.882554,0.0
200.0,200,44.051314,0.0
200.0,200,44.71179,0.0
107.0,107,44.802537,19.0
111.0,111,44.89625,18.0
105.0,105,44.985724,12.0
108.0,108,45.077677,4.0
92.0,92,45.156117,15.0
117.0,117,45.255173,27.0
129.0,129,45.364508,30.0
116.0,116,45.462619,14.0
160.0,160,45.597719,17.0
152.0,152,45.725894,14.0
156.0,156,45.858451,19.0
110.0,110,45.95195,24.0
155.0,155,46.083052,22.0
200.0,200,46.252239,0.0
100.0,100,46.830614,1.0
137.0,137,46.946394,0.0
135.0,135,47.061164,0.0
98.0,98,47.144588,0.0
114.0,114,47.241616,0.0
173.0,173,47.389066,1.0
114.0,114,47.485748,0.0
99.0,99,47.569186,0.0
200.0,200,47.73752,0.0
148.0,148,47.862111,7.0
168.0,168,48.003205,0.0
68.0,68,48.060204,0.0
71.0,71,48.119924,0.0
64.0,64,48.173949,0.0
111.0,111,48.267148,0.0
153.0,153,48.395709,0.0
73.0,73,48.456968,0.0
87.0,87,48.530156,0.0
200.0,200,49.192068,0.0
154.0,154,49.322768,37.0
200.0,200,49.49135,0.0
184.0,184,49.646381,33.0
200.0,200,49.815194,9.0
200.0,200,49.983486,26.0
200.0,200,50.153698,0.0
200.0,200,50.32228,8.0
166.0,166,50.461805,29.0
193.0,193,50.624169,38.0
200.0,200,51.284661,6.0
199.0,199,51.455038,39.0
200.0,200,51.623349,0.0
198.0,198,51.790388,76.0
200.0,200,51.959435,0.0
200.0,200,52.128673,0.0
200.0,200,52.297509,0.0
200.0,200,52.466052,38.0
200.0,200,52.634527,0.0
200.0,200,52.803134,25.0
200.0,200,52.971695,0.0
200.0,200,53.630213,0.0
200.0,200,53.799312,0.0
200.0,200,53.968276,0.0
200.0,200,54.136985,0.0
200.0,200,54.305541,36.0
200.0,200,54.474139,0.0
200.0,200,54.642765,0.0
200.0,200,54.811617,0.0
200.0,200,54.980307,0.0
200.0,200,55.148769,0.0
200.0,200,55.805577,0.0
200.0,200,55.976603,17.0
200.0,200,56.145931,0.0
200.0,200,56.315381,0.0
200.0,200,56.484365,0.0
191.0,191,56.645604,34.0
200.0,200,56.814249,0.0
200.0,200,56.983833,0.0
200.0,200,57.152255,0.0
200.0,200,57.322744,0.0
200.0,200,57.982078,0.0
200.0,200,58.150694,0.0
200.0,200,58.31963,0.0
200.0,200,58.488086,0.0
200.0,200,58.656844,0.0
92.0,92,58.734606,1.0
200.0,200,58.90275,0.0
200.0,200,59.071859,0.0
200.0,200,59.240455,0.0
200.0,200,59.41168,0.0
200.0,200,59.581598,0.0
200.0,200,60.240182,0.0
200.0,200,60.408617,39.0
200.0,200,60.577003,8.0
200.0,200,60.745746,0.0
200.0,200,60.916536,7.0
200.0,200,61.085542,15.0
200.0,200,61.266065,0.0
200.0,200,61.440973,3.0
200.0,200,61.611744,0.0
200.0,200,61.782388,0.0
200.0,200,62.453566,0.0
200.0,200,62.622701,0.0
200.0,200,62.791352,0.0
200.0,200,62.959882,0.0
200.0,200,63.128578,2.0
200.0,200,63.297647,0.0
200.0,200,63.46829,0.0
200.0,200,63.637994,0.0
200.0,200,63.8069,16.0
200.0,200,63.975584,25.0
200.0,200,64.63755,0.0
200.0,200,64.806288,0.0
200.0,200,64.974816,0.0
200.0,200,65.143238,0.0
200.0,200,65.311598,0.0
200.0,200,65.481639,0.0
200.0,200,65.65119,0.0
200.0,200,65.820775,0.0
200.0,200,65.991571,0.0
200.0,200,66.161056,51.0
200.0,200,66.329344,0.0
200.0,200,66.990155,0.0
200.0,200,67.158698,82.0
200.0,200,67.327338,0.0
200.0,200,67.496557,0.0
200.0,200,67.666127,0.0
200.0,200,67.835053,0.0
200.0,200,68.003931,39.0
200.0,200,68.172864,0.0
200.0,200,68.341235,0.0
200.0,200,68.509758,11.0
200.0,200,69.171105,0.0
200.0,200,69.339746,0.0
200.0,200,69.508378,0.0
200.0,200,69.678844,0.0
200.0,200,69.847847,0.0
200.0,200,70.016294,0.0
200.0,200,70.184803,0.0
200.0,200,70.353268,0.0
200.0,200,70.522011,0.0
200.0,200,70.690478,0.0
200.0,200,71.347416,0.0
200.0,200,71.516026,0.0
200.0,200,71.686711,0.0
200.0,200,71.856833,0.0
200.0,200,72.027369,0.0
200.0,200,72.196429,0.0
200.0,200,72.364856,0.0
200.0,200,72.533439,0.0
200.0,200,72.701811,0.0
200.0,200,72.869895,0.0
200.0,200,73.522955,0.0
200.0,200,73.693479,0.0
200.0,200,73.863528,0.0
200.0,200,74.031908,4.0
200.0,200,74.200438,0.0
200.0,200,74.368912,0.0
200.0,200,74.53702,7.0
200.0,200,74.70534,0.0
200.0,200,74.873656,0.0
200.0,200,75.042083,0.0
200.0,200,75.210544,0.0
200.0,200,75.87372,0.0
200.0,200,76.050919,0.0
200.0,200,76.226383,0.0
200.0,200,76.397234,0.0
200.0,200,76.565952,0.0
200.0,200,76.734661,0.0
200.0,200,76.905216,0.0
200.0,200,77.074614,0.0
200.0,200,77.242928,0.0
200.0,200,77.411229,0.0
200.0,200,78.076313,0.0
200.0,200,78.250827,0.0
200.0,200,78.421734,0.0
200.0,200,78.594503,0.0
200.0,200,78.764842,0.0
200.0,200,78.933674,0.0
200.0,200,79.10231,0.0
200.0,200,79.271171,0.0
200.0,200,79.439999,37.0
200.0,200,79.608563,0.0
200.0,200,80.267794,0.0
200.0,200,80.436706,0.0
200.0,200,80.605125,0.0
200.0,200,80.77356,0.0
150.0,150,80.901515,0.0
200.0,200,81.070424,0.0
200.0,200,81.240764,0.0
200.0,200,81.409605,0.0
200.0,200,81.578108,0.0
200.0,200,81.747019,0.0
200.0,200,81.918197,0.0
200.0,200,82.57734,0.0
200.0,200,82.745665,0.0
200.0,200,82.914,0.0
200.0,200,83.082376,0.0
200.0,200,83.250782,0.0
200.0,200,83.419141,0.0
200.0,200,83.587503,0.0
200.0,200,83.75589,0.0
200.0,200,83.925957,0.0
200.0,200,84.095488,0.0
200.0,200,84.765028,0.0
200.0,200,84.933501,0.0
200.0,200,85.101759,0.0
200.0,200,85.269945,0.0
200.0,200,85.438195,0.0
200.0,200,85.606266,0.0
200.0,200,85.774526,0.0
200.0,200,85.94499,0.0
200.0,200,86.11574,0.0
200.0,200,86.285153,0.0
200.0,200,86.946164,0.0
200.0,200,87.114436,0.0
200.0,200,87.282815,0.0
200.0,200,87.451796,0.0
200.0,200,87.620276,0.0
200.0,200,87.788584,0.0
200.0,200,87.958048,0.0
200.0,200,88.128157,0.0
200.0,200,88.300926,0.0
200.0,200,88.476345,0.0
200.0,200,89.136345,0.0
200.0,200,89.304968,0.0
200.0,200,89.473655,0.0
200.0,200,89.642063,0.0
200.0,200,89.810698,0.0
200.0,200,89.979718,0.0
200.0,200,90.149861,0.0
200.0,200,90.319509,0.0
200.0,200,90.488116,0.0
200.0,200,90.656886,0.0
200.0,200,90.82539,0.0
200.0,200,91.484645,0.0
200.0,200,91.653258,0.0
200.0,200,91.821549,0.0
200.0,200,91.990946,0.0
200.0,200,92.162403,0.0
200.0,200,92.331699,0.0
200.0,200,92.500062,0.0
200.0,200,92.668332,0.0
200.0,200,92.836756,0.0
200.0,200,93.004716,0.0
200.0,200,93.658774,0.0
200.0,200,93.827771,0.0
200.0,200,93.996166,0.0
200.0,200,94.16682,0.0
200.0,200,94.335993,0.0
200.0,200,94.504858,0.0
200.0,200,94.673324,0.0
200.0,200,94.842206,0.0
200.0,200,95.010671,0.0
200.0,200,95.17918,0.0
200.0,200,95.832372,0.0
200.0,200,96.002366,0.0
200.0,200,96.173184,0.0
200.0,200,96.343294,0.0
200.0,200,96.511699,0.0
200.0,200,96.680045,0.0
200.0,200,96.848302,0.0
200.0,200,97.017613,0.0
200.0,200,97.186339,0.0
200.0,200,97.354966,0.0
200.0,200,98.00949,0.0
200.0,200,98.179152,0.0
200.0,200,98.348878,0.0
200.0,200,98.517928,0.0
200.0,200,98.686254,0.0
200.0,200,98.854455,0.0
200.0,200,99.023153,0.0
200.0,200,99.191566,0.0
200.0,200,99.360195,0.0
200.0,200,99.528669,0.0
200.0,200,99.697213,0.0
200.0,200,100.353497,0.0
200.0,200,100.523016,0.0
200.0,200,100.691559,0.0
200.0,200,100.861705,0.0
200.0,200,101.032448,0.0
200.0,200,101.201463,0.0
200.0,200,101.370469,0.0
200.0,200,101.539191,0.0
200.0,200,101.707919,0.0
200.0,200,101.876794,0.0
200.0,200,102.534591,0.0
200.0,200,102.70398,0.0
200.0,200,102.872554,0.0
200.0,200,103.040972,0.0
200.0,200,103.20989,0.0
200.0,200,103.378469,0.0
200.0,200,103.547115,0.0
200.0,200,103.715235,0.0
200.0,200,103.883587,0.0
200.0,200,104.052059,0.0
200.0,200,104.708808,0.0
200.0,200,104.87755,0.0
200.0,200,105.04598,0.0
200.0,200,105.214444,0.0
200.0,200,105.383004,0.0
200.0,200,105.551618,0.0
200.0,200,105.720981,0.0
200.0,200,105.890917,0.0
200.0,200,106.059819,0.0
200.0,200,106.228284,0.0
200.0,200,106.8873,0.0
200.0,200,107.056086,0.0
200.0,200,107.224725,0.0
200.0,200,107.39366,0.0
200.0,200,107.562527,0.0
200.0,200,107.731025,0.0
200.0,200,107.899414,0.0
200.0,200,108.067813,0.0
200.0,200,108.239435,0.0
200.0,200,108.409756,0.0
200.0,200,109.068926,0.0
200.0,200,109.237647,0.0
200.0,200,109.406136,0.0
200.0,200,109.574992,0.0
200.0,200,109.744028,0.0
200.0,200,109.912533,0.0
200.0,200,110.081563,0.0
200.0,200,110.25073,0.0
200.0,200,110.420151,0.0
200.0,200,110.595967,0.0
200.0,200,110.774104,0.0
200.0,200,111.435707,0.0
200.0,200,111.604271,0.0
200.0,200,111.772812,0.0
200.0,200,111.94168,0.0
200.0,200,112.110332,0.0
200.0,200,112.279102,0.0
200.0,200,112.447861,0.0
200.0,200,112.61834,0.0
200.0,200,112.787782,0.0
200.0,200,112.956687,0.0
200.0,200,113.610722,0.0
200.0,200,113.779503,0.0
200.0,200,113.948044,0.0
200.0,200,114.116366,0.0
200.0,200,114.28507,0.0
200.0,200,114.453476,0.0
200.0,200,114.624223,0.0
200.0,200,114.793537,0.0
200.0,200,114.962481,0.0
200.0,200,115.131046,0.0
157.0,157,115.750685,0.0
200.0,200,115.920703,0.0
200.0,200,116.089214,0.0
200.0,200,116.258947,0.0
200.0,200,116.427299,0.0
200.0,200,116.597141,0.0
200.0,200,116.76685,0.0
200.0,200,116.937069,0.0
200.0,200,117.106208,0.0
200.0,200,117.274879,0.0
200.0,200,117.443389,0.0
200.0,200,118.097658,0.0
200.0,200,118.266346,0.0
200.0,200,118.434989,0.0
200.0,200,118.604266,0.0
200.0,200,118.774176,0.0
200.0,200,118.943821,0.0
200.0,200,119.112692,0.0
200.0,200,119.280908,0.0
200.0,200,119.449874,0.0
200.0,200,119.618253,0.0
200.0,200,120.27367,0.0
200.0,200,120.442379,0.0
200.0,200,120.61095,0.0
200.0,200,120.781772,0.0
200.0,200,120.953532,0.0
200.0,200,121.123838,0.0
200.0,200,121.292441,0.0
200.0,200,121.461071,0.0
200.0,200,121.629325,0.0
200.0,200,121.797933,0.0
200.0,200,122.453611,0.0
200.0,200,122.622557,0.0
200.0,200,122.793307,0.0
200.0,200,122.963841,0.0
200.0,200,123.133132,0.0
200.0,200,123.30583,0.0
200.0,200,123.474763,0.0
200.0,200,123.64629,0.0
200.0,200,123.815236,0.0
200.0,200,123.9857,0.0
200.0,200,124.640911,0.0
200.0,200,124.811584,0.0
200.0,200,124.981897,0.0
200.0,200,125.151326,0.0
200.0,200,125.320193,0.0
200.0,200,125.489026,0.0
200.0,200,125.65788,0.0
200.0,200,125.828771,0.0
200.0,200,125.999003,0.0
200.0,200,126.168334,0.0
200.0,200,126.337147,0.0
200.0,200,126.995747,0.0
200.0,200,127.165642,0.0
200.0,200,127.334334,0.0
200.0,200,127.502535,0.0
200.0,200,127.670771,0.0
200.0,200,127.838986,0.0
200.0,200,128.007352,0.0
200.0,200,128.17574,0.0
200.0,200,128.344061,0.0
200.0,200,128.512507,0.0
200.0,200,129.170742,0.0
200.0,200,129.339467,0.0
200.0,200,129.507865,0.0
200.0,200,129.676148,0.0
200.0,200,129.844607,0.0
200.0,200,130.012903,0.0
200.0,200,130.181396,0.0
200.0,200,130.349774,0.0
200.0,200,130.518136,0.0
200.0,200,130.686552,0.0
200.0,200,131.346186,0.0
200.0,200,131.515194,0.0
200.0,200,131.68401,0.0
200.0,200,131.853556,0.0
200.0,200,132.022599,0.0
200.0,200,132.191628,0.0
200.0,200,132.360324,0.0
200.0,200,132.529163,0.0
200.0,200,132.697949,0.0
200.0,200,132.866388,0.0
200.0,200,133.53309,0.0
200.0,200,133.702721,0.0
200.0,200,133.872258,0.0
200.0,200,134.040774,0.0
200.0,200,134.209355,0.0
200.0,200,134.377763,0.0
200.0,200,134.546297,0.0
200.0,200,134.714643,0.0
200.0,200,134.883304,0.0
200.0,200,135.05374,0.0
200.0,200,135.228256,0.0
200.0,200,135.887831,0.0
200.0,200,136.056679,0.0
200.0,200,136.226607,0.0
200.0,200,136.395464,0.0
200.0,200,136.564472,0.0
200.0,200,136.733085,0.0
200.0,200,136.90189,0.0
200.0,200,137.072414,0.0
200.0,200,137.241869,0.0
200.0,200,137.410522,0.0
200.0,200,138.065918,0.0
200.0,200,138.234935,0.0
200.0,200,138.403544,0.0
200.0,200,138.572913,0.0
200.0,200,138.741533,0.0
200.0,200,138.910069,0.0
200.0,200,139.079779,0.0
200.0,200,139.249836,0.0
200.0,200,139.419468,0.0
200.0,200,139.588341,0.0
200.0,200,140.245265,0.0
200.0,200,140.413975,0.0
200.0,200,140.582595,0.0
200.0,200,140.751669,0.0
200.0,200,140.92566,0.0
200.0,200,141.096924,0.0
200.0,200,141.268161,0.0
200.0,200,141.436844,0.0
200.0,200,141.605315,0.0
200.0,200,141.774105,0.0
200.0,200,142.430412,0.0
200.0,200,142.599135,0.0
200.0,200,142.767293,0.0
200.0,200,142.935653,0.0
200.0,200,143.103904,0.0
200.0,200,143.274893,0.0
200.0,200,143.444282,0.0
200.0,200,143.612875,0.0
200.0,200,143.781306,0.0
200.0,200,143.94949,0.0
200.0,200,144.117548,0.0
200.0,200,144.772954,0.0
200.0,200,144.941379,0.0
200.0,200,145.110052,0.0
200.0,200,145.280467,0.0
200.0,200,145.449498,0.0
200.0,200,145.61817,0.0
200.0,200,145.786859,0.0
200.0,200,145.972263,0.0
200.0,200,146.145711,0.0
200.0,200,146.318384,0.0
200.0,200,146.978499,0.0
200.0,200,147.148038,0.0
200.0,200,147.319582,0.0
200.0,200,147.490001,0.0
200.0,200,147.660189,0.0
200.0,200,147.829776,0.0
200.0,200,147.999179,0.0
200.0,200,148.169394,0.0
200.0,200,148.339696,0.0
200.0,200,148.509656,0.0
200.0,200,149.171649,0.0
200.0,200,149.344729,0.0
200.0,200,149.516819,0.0
200.0,200,149.686955,0.0
200.0,200,149.857305,0.0
200.0,200,150.02677,0.0
200.0,200,150.196786,0.0
200.0,200,150.367546,0.0
200.0,200,150.53723,0.0
200.0,200,150.706961,0.0
200.0,200,151.370178,0.0
200.0,200,151.541375,0.0
200.0,200,151.710971,0.0
200.0,200,151.880548,0.0
200.0,200,152.050128,0.0
200.0,200,152.220097,0.0
200.0,200,152.389615,0.0
200.0,200,152.559153,0.0
200.0,200,152.728918,0.0
200.0,200,152.898371,0.0
200.0,200,153.560921,0.0
200.0,200,153.731743,0.0
200.0,200,153.901013,0.0
200.0,200,154.070504,0.0
200.0,200,154.240424,0.0
200.0,200,154.410151,0.0
200.0,200,154.579852,0.0
200.0,200,154.749768,0.0
200.0,200,154.919641,0.0
200.0,200,155.089364,0.0
200.0,200,155.259214,0.0
200.0,200,155.924251,0.0
200.0,200,156.093858,0.0
200.0,200,156.264115,0.0
200.0,200,156.433753,0.0
200.0,200,156.603641,0.0
200.0,200,156.773325,0.0
200.0,200,156.943417,0.0
200.0,200,157.113147,0.0
200.0,200,157.283256,0.0
200.0,200,157.453912,0.0
200.0,200,158.115123,0.0
200.0,200,158.28484,0.0
200.0,200,158.45429,0.0
200.0,200,158.62421,0.0
200.0,200,158.794063,0.0
200.0,200,158.963675,0.0
200.0,200,159.133308,0.0
200.0,200,159.302747,0.0
200.0,200,159.473078,0.0
200.0,200,159.644914,0.0
200.0,200,160.30521,0.0
200.0,200,160.47507,0.0
200.0,200,160.64499,0.0
200.0,200,160.814732,0.0
200.0,200,160.986349,0.0
200.0,200,161.156134,0.0
200.0,200,161.325966,0.0
200.0,200,161.496167,0.0
