#{"t_start": 1752505676.7818449, "env_id": "SafeCartPole-v0"}
r,l,t,c
200.0,200,76.707552,16.0
200.0,200,76.880401,0.0
200.0,200,77.055108,58.0
200.0,200,77.228718,24.0
200.0,200,77.401097,4.0
200.0,200,77.573807,0.0
200.0,200,77.746462,47.0
151.0,151,77.877239,33.0
200.0,200,78.0497,0.0
161.0,161,78.696096,0.0
200.0,200,78.868519,0.0
200.0,200,79.043056,0.0
200.0,200,79.216668,0.0
200.0,200,79.389519,0.0
200.0,200,79.562991,0.0
200.0,200,79.736842,0.0
200.0,200,79.909861,0.0
200.0,200,80.082665,0.0
200.0,200,80.255224,81.0
200.0,200,80.938842,0.0
200.0,200,81.113288,3.0
200.0,200,81.286627,14.0
200.0,200,81.459227,11.0
200.0,200,81.631775,2.0
200.0,200,81.803823,0.0
200.0,200,81.976082,0.0
200.0,200,82.148159,0.0
200.0,200,82.32031,0.0
200.0,200,82.492328,0.0
200.0,200,82.66444,0.0
200.0,200,83.347615,0.0
200.0,200,83.520228,0.0
200.0,200,83.692749,0.0
200.0,200,83.865154,0.0
200.0,200,84.037485,0.0
200.0,200,84.209563,0.0
200.0,200,84.381901,19.0
200.0,200,84.554257,0.0
200.0,200,84.7275,1.0
200.0,200,84.899919,0.0
200.0,200,85.587311,27.0
200.0,200,85.76056,0.0
200.0,200,85.93324,0.0
200.0,200,86.106321,9.0
200.0,200,86.27919,0.0
200.0,200,86.452466,0.0
200.0,200,86.625525,0.0
200.0,200,86.798353,0.0
200.0,200,86.97108,0.0
200.0,200,87.144586,0.0
200.0,200,87.826611,0.0
200.0,200,87.999457,0.0
200.0,200,88.172046,0.0
200.0,200,88.344808,0.0
200.0,200,88.517435,0.0
200.0,200,88.690306,0.0
200.0,200,88.862777,0.0
200.0,200,89.035608,0.0
200.0,200,89.209139,0.0
200.0,200,89.382468,0.0
200.0,200,90.066597,0.0
200.0,200,90.239532,0.0
200.0,200,90.411516,29.0
200.0,200,90.583789,0.0
200.0,200,90.7562,21.0
200.0,200,90.928006,0.0
200.0,200,91.10001,0.0
200.0,200,91.27347,0.0
200.0,200,91.446674,0.0
200.0,200,91.618895,0.0
200.0,200,91.791089,0.0
200.0,200,92.474308,0.0
200.0,200,92.647214,0.0
200.0,200,92.819349,0.0
200.0,200,92.992058,0.0
200.0,200,93.16458,0.0
200.0,200,93.339368,0.0
200.0,200,93.514568,65.0
200.0,200,93.688491,0.0
200.0,200,93.86154,0.0
200.0,200,94.035643,0.0
200.0,200,94.720953,0.0
200.0,200,94.896024,0.0
200.0,200,95.069482,0.0
200.0,200,95.243329,0.0
200.0,200,95.418488,0.0
