time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/n_updates,train/entropy_loss,train/value_loss,train/clip_fraction,train/explained_variance,train/loss,train/learning_rate,train/approx_kl,train/clip_range,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_score_reward,eval/mean_score_ep_length,eval/mean_object_reward,eval/mean_object_ep_length
825,11264,13,11,40,-1.7802654579281807,0.09065914992243052,0.0,0.1201816201210022,0.021445434540510178,0.00024948799999999997,0.0010751475,0.0997952,-0.0010243203141726553,-19.625,3971.125,,,,
837,12288,14,12,44,-1.779978446662426,0.09528611181303859,0.041259765625,0.05925983190536499,0.01886664517223835,0.0002494368,0.0022187084,0.09977472,-0.002898403734434396,-19.625,3971.125,,,,
846,13312,15,13,48,-1.7757117599248886,0.09075423423200846,0.072021484375,0.14863139390945435,0.02151504158973694,0.0002493856,0.0034564915,0.09975424000000001,-0.002651398186571896,-19.625,3971.125,,,,
854,14336,16,14,52,-1.7674181014299393,0.0959889218211174,0.06396484375,0.1266019344329834,0.021463803946971893,0.0002493344,0.0029130285,0.09973376,-0.002507720229914412,-19.818181818181817,3852.3636363636365,,,,
861,15360,17,15,56,-1.7656304463744164,0.09075414156541228,0.0,0.1574886441230774,0.012718744575977325,0.0002492832,0.0014900669,0.09971328000000002,-0.0008685588545631617,-19.833333333333332,3838.4166666666665,,,,
868,16384,18,16,60,-1.767212063074112,0.09364041453227401,0.03271484375,0.20536935329437256,0.016480550169944763,0.000249232,0.0026537606,0.09969280000000001,-0.0022606384591199458,-19.928571428571427,3851.0714285714284,,,,
875,17408,19,17,64,-1.760697528719902,0.0970944482833147,0.0,0.22047406435012817,0.03444115072488785,0.0002491808,0.0006086359,0.09967232000000001,0.00018394511425867677,-20.0,3818.0,,,,
879,18432,20,18,68,-1.7681806683540344,0.09559497749432921,0.0,0.22944283485412598,0.03367414325475693,0.0002491296,0.0014716024,0.09965184,-0.0011762631474994123,-20.0,3869.6875,,,,
883,19456,22,19,72,-1.7627562433481216,0.07437911722809076,0.02294921875,0.4239242672920227,0.009515821933746338,0.0002490784,0.0019089745,0.09963136,-0.0005622366152238101,-20.0,3869.6875,,,,
888,20480,23,20,76,-1.7485544458031654,0.057439385214820504,0.05615234375,0.43089598417282104,0.014959670603275299,0.0002490272,0.0025568565,0.09961088000000001,-0.0026049513544421643,-20.0,3869.6875,,,,
891,21504,24,21,80,-1.7598350271582603,0.09745142795145512,0.073486328125,0.19053107500076294,0.029270805418491364,0.000248976,0.0022504288,0.09959040000000001,-0.0009656460315454751,-20.105263157894736,3820.157894736842,,,,
895,22528,25,22,84,-1.7598287984728813,0.09567840257659554,0.058349609375,0.3924676179885864,0.02567289024591446,0.00024892480000000003,0.0023791722,0.09956992,-0.0015416996902786195,-20.15,3796.75,,,,
898,23552,26,23,88,-1.7543096095323563,0.07642365782521665,0.0625,0.28773075342178345,0.018422167748212814,0.00024887360000000003,0.0028569973,0.09954944,-0.0008594966493546963,-20.142857142857142,3785.0476190476193,,,,
902,24576,27,24,92,-1.7518302500247955,0.09899227228015661,0.000244140625,0.43500494956970215,0.03057286888360977,0.0002488224,0.0018619986,0.09952896,-0.0009956958529073745,-20.130434782608695,3816.304347826087,,,,
,25000,,,96,-1.7469421029090881,0.09582177735865116,0.03173828125,0.5461759567260742,0.02249775268137455,0.0002487712,0.0011754143,0.09950848000000001,-0.001302062184549868,,,-21.0,3056.0,-17.310000000000002,3056.0
620,25600,41,25,,,,,,,,,,,-20.130434782608695,3816.304347826087,,,,
629,26624,42,26,100,-1.7354442328214645,0.1008085897192359,0.0,0.30117350816726685,0.012591999024152756,0.00024872,0.0008279345,0.09948800000000001,-0.0008444779668934643,-20.130434782608695,3816.304347826087,,,,
638,27648,43,27,104,-1.7269967049360275,0.05962742958217859,0.04931640625,0.5545294880867004,0.00927780382335186,0.0002486688,0.0022716238,0.09946752,-0.0017325522494502366,-20.083333333333332,3839.5,,,,
645,28672,44,28,108,-1.734726719558239,0.05514852865599096,0.1201171875,0.5819524526596069,0.004455253481864929,0.0002486176,0.002989803,0.09944704,-0.0019471936684567481,-20.11111111111111,3801.185185185185,,,,
653,29696,45,29,112,-1.7250245288014412,0.09998049587011337,0.051025390625,0.4867708683013916,0.02780691348016262,0.0002485664,0.0026238714,0.09942656,-0.0004588319861795753,-20.11111111111111,3801.185185185185,,,,
660,30720,46,30,116,-1.735454760491848,0.1011255020275712,0.04541015625,0.4356873035430908,0.02543080598115921,0.0002485152,0.0017044065,0.09940608000000001,-0.00175044551724568,-20.142857142857142,3794.3928571428573,,,,
667,31744,47,31,120,-1.7288105189800262,0.05027907411567867,0.07177734375,0.6534873247146606,0.009690575301647186,0.000248464,0.00251307,0.0993856,-0.0015067949425429106,-20.129032258064516,3775.2903225806454,,,,
673,32768,48,32,124,-1.726027987897396,0.08693866292014718,0.074951171875,0.5668424367904663,0.018307212740182877,0.0002484128,0.002470979,0.09936512,-0.0013772670645266771,-20.129032258064516,3775.2903225806454,,,,
680,33792,49,33,128,-1.715085282921791,0.0800784167367965,0.0,0.3100849986076355,0.011081574484705925,0.0002483616,0.0008357478,0.09934464,-0.0006970035319682211,-20.129032258064516,3775.2903225806454,,,,
686,34816,50,34,132,-1.701260931789875,0.06612949399277568,0.093017578125,0.4880255460739136,0.008732777088880539,0.0002483104,0.0021031993,0.09932416,-0.000998256728053093,-20.147058823529413,3748.235294117647,,,,
691,35840,51,35,136,-1.7149761468172073,0.0588519130833447,0.052978515625,0.7457777857780457,0.012319564819335938,0.00024825920000000004,0.0021275235,0.09930368,-0.001315953239100054,-20.114285714285714,3751.4285714285716,,,,
697,36864,52,36,140,-1.7154418900609016,0.08718210482038558,0.04052734375,0.4664428234100342,0.010234717279672623,0.00024820800000000003,0.003141781,0.09928320000000002,-0.0013435646833386272,-20.114285714285714,3751.4285714285716,,,,
702,37888,53,37,144,-1.7030508667230606,0.12383345095440745,0.076416015625,0.6259785890579224,0.042108017951250076,0.00024815680000000003,0.0009953983,0.09926272000000001,-0.0019217575900256634,-20.135135135135137,3738.3513513513512,,,,
707,38912,54,38,148,-1.6924644857645035,0.054193027783185244,0.087646484375,0.7362240552902222,0.007669549435377121,0.0002481056,0.0017322258,0.09924224000000001,-0.0029130083858035505,-20.135135135135137,3738.3513513513512,,,,
712,39936,56,39,152,-1.6701019182801247,0.07694789045490324,0.054443359375,0.33344948291778564,0.01855272799730301,0.0002480544,0.0014738399,0.09922176,-0.001430611766409129,-20.157894736842106,3748.9210526315787,,,,
717,40960,57,40,156,-1.6744532957673073,0.06840305053628981,0.154296875,0.6068630814552307,0.0029665324836969376,0.0002480032,0.0033974452,0.09920128,-0.0066889478475786746,-20.146341463414632,3753.512195121951,,,,
721,41984,58,41,160,-1.671630710363388,0.06195970578119159,0.018310546875,0.7530918717384338,0.02677525207400322,0.000247952,0.0016610709,0.09918080000000001,-0.0006896519043948501,-20.142857142857142,3752.7619047619046,,,,
726,43008,59,42,164,-1.6910988837480545,0.10830730479210615,0.045654296875,0.5792281627655029,0.013378776609897614,0.0002479008,0.0018186157,0.09916032000000001,-0.002887233014917001,-20.162790697674417,3738.3023255813955,,,,
730,44032,60,43,168,-1.7028280794620514,0.06402365048415959,0.101318359375,0.47711795568466187,0.01433371752500534,0.0002478496,0.0029880488,0.09913984,-0.002620521408971399,-20.162790697674417,3738.3023255813955,,,,
734,45056,61,44,172,-1.6905816793441772,0.07544780056923628,0.101318359375,0.4989356994628906,0.021537065505981445,0.0002477984,0.002758705,0.09911936,-0.0026353221473982558,-20.133333333333333,3740.3555555555554,,,,
738,46080,62,45,176,-1.7124485969543457,0.06827661418356001,0.089599609375,0.7104151248931885,0.009869508445262909,0.0002477472,0.0021814117,0.09909888,-0.002194451430113986,-20.133333333333333,3740.3555555555554,,,,
742,47104,63,46,180,-1.6987509950995445,0.050506941974163055,0.0078125,0.4875038266181946,0.0013409461826086044,0.000247696,0.0008439056,0.09907840000000001,-0.00037258071824908257,-20.133333333333333,3740.3555555555554,,,,
746,48128,64,47,184,-1.710790529847145,0.08676936710253358,0.072998046875,0.5262340307235718,0.017627978697419167,0.0002476448,0.0027470528,0.09905792000000001,-0.0024392440100200474,-20.145833333333332,3733.3958333333335,,,,
749,49152,65,48,188,-1.7150239273905754,0.08400365803390741,0.0009765625,0.5792781114578247,0.023069893941283226,0.0002475936,0.0012044015,0.09903744,-0.0003653279272839427,-20.142857142857142,3736.6326530612246,,,,
,50000,,,192,-1.7023942023515701,0.08940687077119946,0.08544921875,0.5149027109146118,0.026167158037424088,0.0002475424,0.00218614,0.09901696,-0.0017641840386204422,,,-21.0,3056.0,-3.34,3056.0
631,50176,79,49,,,,,,,,,,,-20.137254901960784,3745.8823529411766,,,,
636,51200,80,50,196,-1.6754522919654846,0.10701582115143538,0.070068359375,0.5799065828323364,0.04164320230484009,0.0002474912,0.0017458309,0.09899648,-0.0010423521744087338,-20.137254901960784,3745.8823529411766,,,,
640,52224,81,51,200,-1.644153192639351,0.11004363372921944,0.1494140625,0.30257606506347656,0.0406796932220459,0.00024744,0.0052301916,0.09897600000000001,-0.0015805296134203672,-20.137254901960784,3745.8823529411766,,,,
644,53248,82,52,204,-1.6488767489790916,0.04101378656923771,0.005615234375,0.6501855254173279,-0.0005941633135080338,0.00024738879999999997,0.0006774758,0.09895552,5.79807092435658e-05,-20.132075471698112,3760.245283018868,,,,
648,54272,83,53,208,-1.6620541214942932,0.03345110616646707,0.054443359375,0.8398095965385437,-0.0038282088935375214,0.0002473376,0.0020569274,0.09893504,-0.002259924483951181,-20.14814814814815,3749.277777777778,,,,
652,55296,84,54,212,-1.689132422208786,0.050654347985982895,0.109619140625,0.7576513290405273,0.0016801618039608002,0.0002472864,0.0018161628,0.09891456,-0.0015334685740526766,-20.142857142857142,3741.25,,,,
656,56320,85,55,216,-1.6763953790068626,0.0685421188827604,0.06494140625,0.5853307247161865,0.02015877515077591,0.0002472352,0.0030494584,0.09889408,-0.002085195737890899,-20.140350877192983,3736.684210526316,,,,
660,57344,86,56,220,-1.6579817980527878,0.08007561042904854,0.02294921875,0.6360335350036621,0.025145424529910088,0.000247184,0.002237462,0.0988736,-0.0008100346312858164,-20.152542372881356,3728.169491525424,,,,
664,58368,87,57,224,-1.6194564253091812,0.05501736095175147,0.0576171875,0.7391958236694336,0.005334796383976936,0.0002471328,0.0017559396,0.09885312000000002,-0.00010605208808556199,-20.152542372881356,3728.169491525424,,,,
668,59392,88,58,228,-1.5813182517886162,0.03582545509561896,0.142578125,0.667466402053833,0.008241051807999611,0.0002470816,0.0031483814,0.09883264000000001,-0.0030972955864854157,-20.152542372881356,3728.169491525424,,,,
671,60416,89,59,232,-1.5893583670258522,0.023770490777678788,0.011474609375,0.8413941860198975,-0.0069669513031840324,0.0002470304,0.0006076659,0.09881216000000001,-7.288670167326927e-05,-20.161290322580644,3712.2580645161293,,,,
675,61440,91,60,236,-1.5571239441633224,0.04720429074950516,0.05029296875,0.8394339084625244,0.011857600882649422,0.0002469792,0.0020100437,0.09879168,-0.0012561760959215462,-20.1875,3700.8125,,,,
678,62464,92,61,240,-1.5689522251486778,0.12180145969614387,0.034912109375,0.6380578875541687,0.04112188145518303,0.000246928,0.002236119,0.0987712,-0.0009279485093429685,-20.1875,3700.8125,,,,
681,63488,93,62,244,-1.591046042740345,0.06863600644282997,0.08349609375,0.4654400944709778,0.02715093269944191,0.0002468768,0.0030825695,0.09875072000000001,-0.0009650994325056672,-20.196969696969695,3698.1969696969695,,,,
685,64512,94,63,248,-1.5853813216090202,0.06268480163998902,0.03515625,0.7249904274940491,0.015600651502609253,0.00024682560000000004,0.0022677102,0.09873024000000001,-0.0012377285747788846,-20.208955223880597,3695.6567164179105,,,,
688,65536,95,64,252,-1.6224884241819382,0.10495453793555498,0.0732421875,0.6351135969161987,0.057705510407686234,0.00024677440000000003,0.0011577116,0.09870976000000001,-0.0008324392256326973,-20.208955223880597,3695.6567164179105,,,,
691,66560,96,65,256,-1.6142725422978401,0.07318984717130661,0.041015625,0.5096296072006226,0.005625156685709953,0.00024672320000000003,0.0011779323,0.09868928,-0.0007564215338788927,-20.220588235294116,3688.014705882353,,,,
694,67584,97,66,260,-1.6404699832201004,0.060103259049355984,0.0283203125,0.7816766500473022,0.013067543506622314,0.000246672,0.0005132686,0.0986688,-0.00034817185951396823,-20.214285714285715,3687.8571428571427,,,,
697,68608,98,67,264,-1.648943230509758,0.04982028203085065,0.055908203125,0.8758277297019958,0.00022868625819683075,0.0002466208,0.0023648883,0.09864832000000001,-0.002721739961998537,-20.211267605633804,3684.394366197183,,,,
700,69632,99,68,268,-1.612587682902813,0.0339025225257501,0.084228515625,0.8064807057380676,-0.00645302701741457,0.0002465696,0.0024405345,0.09862784000000001,-0.002205632161349058,-20.211267605633804,3684.394366197183,,,,
703,70656,100,69,272,-1.6135370805859566,0.024969801655970514,0.064453125,0.7793807983398438,-0.014593931846320629,0.0002465184,0.0021914935,0.09860736,-0.0012712349998764694,-20.2,3683.9066666666668,,,,
706,71680,101,70,276,-1.6505188047885895,0.05283130891621113,0.146240234375,0.8312152028083801,0.00856747105717659,0.0002464672,0.0037901285,0.09858688,-0.0023930397583171725,-20.2,3683.9066666666668,,,,
708,72704,102,71,280,-1.6092512756586075,0.0659234463237226,0.052001953125,0.4430432915687561,0.007608173415064812,0.000246416,0.001094646,0.0985664,-0.0015425266756210476,-20.210526315789473,3676.6447368421054,,,,
711,73728,103,72,284,-1.5982927903532982,0.028699183138087392,0.014404296875,0.8424545526504517,-0.006803329102694988,0.0002463648,0.0016247226,0.09854592000000001,-0.001140821521403268,-20.22077922077922,3669.5584415584417,,,,
714,74752,104,73,288,-1.6496306732296944,0.04748267284594476,0.11083984375,0.7512215375900269,0.006426528096199036,0.0002463136,0.0018168009,0.09852544,-0.0012559292663354427,-20.240506329113924,3659.481012658228,,,,
,75000,,,292,-1.6497842594981194,0.06189953815191984,0.01806640625,0.7865111827850342,0.011320315301418304,0.0002462624,0.0007543945,0.09850496,0.0004651036288123578,,,-21.0,3056.0,-10.629999999999999,3056.0
638,75776,118,74,,,,,,,,,,,-20.240506329113924,3659.481012658228,,,,
641,76800,119,75,296,-1.6625648438930511,0.04473064246121794,0.001953125,0.648590087890625,-0.006603783927857876,0.0002462112,0.0008531482,0.09848448,-0.00042978418059647083,-20.25609756097561,3645.487804878049,,,,
644,77824,120,76,300,-1.6896051466464996,0.05848115449771285,0.009521484375,0.7891494631767273,0.0034606829285621643,0.00024616,0.0015382741,0.098464,-0.000926579930819571,-20.25609756097561,3645.487804878049,,,,
647,78848,121,77,304,-1.6785115525126457,0.0874232710339129,0.021484375,0.4742330312728882,0.017881814390420914,0.0002461088,0.001295645,0.09844352,-0.0008327974646817893,-20.265060240963855,3652.843373493976,,,,
649,79872,122,78,308,-1.6765852868556976,0.08195266569964588,0.010009765625,0.6267571449279785,0.004548909142613411,0.0002460576,0.001926206,0.09842304,-0.0009241411462426186,-20.270588235294117,3643.8117647058825,,,,
652,80896,123,79,312,-1.6866338178515434,0.10747643699869514,0.00927734375,0.4856548309326172,0.017236288636922836,0.00024600640000000003,0.0017347797,0.09840256000000001,-0.00011060709948651493,-20.270588235294117,3643.8117647058825,,,,
655,81920,124,80,316,-1.6695072650909424,0.06318187853321433,0.02294921875,0.4401068687438965,0.006183234974741936,0.0002459552,0.001080036,0.09838208000000001,0.00022249476751312613,-20.275862068965516,3648.6206896551726,,,,
658,82944,126,81,320,-1.6805252730846405,0.052284550154581666,0.03125,0.8574422597885132,0.00550619512796402,0.000245904,0.0021309047,0.09836160000000001,-0.001068956800736487,-20.275862068965516,3648.6206896551726,,,,
660,83968,127,82,324,-1.674386166036129,0.08973409980535507,0.059814453125,0.36897945404052734,0.008422844111919403,0.0002458528,0.0018915285,0.09834112,-0.001900221745017916,-20.275862068965516,3648.6206896551726,,,,
663,84992,128,83,328,-1.6626606360077858,0.05063659627921879,0.10693359375,0.4429214596748352,0.014245009049773216,0.0002458016,0.0006568425,0.09832064000000001,0.0004666438326239586,-20.258426966292134,3658.61797752809,,,,
665,86016,129,84,332,-1.6585650444030762,0.05027033551596105,0.229248046875,0.7810192704200745,-0.0018551405519247055,0.0002457504,0.0026129722,0.09830016000000001,-0.004432526679011062,-20.266666666666666,3656.222222222222,,,,
668,87040,130,85,336,-1.6682987362146378,0.06961211306042969,0.008544921875,0.6691789627075195,0.02377503737807274,0.0002456992,0.0006538917,0.09827968000000001,1.9825471099466085e-05,-20.25,3671.695652173913,,,,
670,88064,131,86,340,-1.6644145548343658,0.05897416011430323,0.0126953125,0.85606849193573,0.004845678806304932,0.000245648,0.0012809648,0.0982592,0.0001960617519216612,-20.258064516129032,3672.9032258064517,,,,
673,89088,132,87,344,-1.6532268971204758,0.05006897542625666,0.011474609375,0.7517284750938416,0.025471147149801254,0.0002455968,0.0013022791,0.09823872,-0.0013259555853437632,-20.273684210526316,3669.936842105263,,,,
675,90112,133,88,348,-1.6873342841863632,0.08926638308912516,0.09326171875,0.6312882900238037,0.021762950345873833,0.0002455456,0.004162232,0.09821824000000001,-0.0020868470310233533,-20.273684210526316,3669.936842105263,,,,
678,91136,134,89,352,-1.7049750536680222,0.04092055815272033,0.11328125,0.5629746913909912,0.001138255000114441,0.0002454944,0.0037710904,0.09819776000000001,-0.0026851899456232786,-20.273684210526316,3669.936842105263,,,,
680,92160,135,90,356,-1.7072918564081192,0.03108560503460467,0.16455078125,0.7122934460639954,-0.00372106209397316,0.0002454432,0.004299158,0.09817728,-0.004367957240901887,-20.28125,3666.0833333333335,,,,
682,93184,136,91,360,-1.7193458527326584,0.03460397943854332,0.092041015625,0.8154685497283936,-0.0048753488808870316,0.000245392,0.0011498862,0.0981568,-0.0024600679171271622,-20.275510204081634,3665.5408163265306,,,,
683,94208,137,92,364,-1.7151667848229408,0.04613304464146495,0.10107421875,0.7460600137710571,0.0006758086383342743,0.0002453408,0.0028662558,0.09813632,-0.0027053022640757263,-20.28,3665.72,,,,
686,95232,138,93,368,-1.7050269842147827,0.05464302282780409,0.06103515625,0.824987530708313,0.008960047736763954,0.0002452896,0.0026029595,0.09811584000000001,-0.001749765913700685,-20.28,3665.72,,,,
688,96256,139,94,372,-1.7038804963231087,0.040203161304816604,0.169189453125,0.6800899505615234,0.0032579824328422546,0.0002452384,0.0026552845,0.09809536,-0.002913108153734356,-20.29,3665.09,,,,
690,97280,140,95,376,-1.6830930411815643,0.05112023022957146,0.0576171875,0.7361093759536743,0.009128887206315994,0.0002451872,0.0026901306,0.09807488,-0.0011224837508052588,-20.3,3667.6,,,,
692,98304,141,96,380,-1.7054863944649696,0.027909774100407958,0.16552734375,0.7970284223556519,-0.007510161027312279,0.000245136,0.0024404153,0.0980544,-0.0019057816243730485,-20.32,3662.24,,,,
694,99328,142,97,384,-1.7055725529789925,0.05572472722269595,0.03662109375,0.6681773662567139,0.0069257281720638275,0.0002450848,0.0014889843,0.09803392,-0.0009161457419395447,-20.34,3655.23,,,,
,100000,,,388,-1.69290429353714,0.07989282882772386,0.208251953125,0.5869970321655273,0.006626952439546585,0.0002450336,0.0044170064,0.09801344000000001,-0.00428011966869235,,,-21.0,3056.0,-10.579999999999998,3056.0
639,100352,156,98,,,,,,,,,,,-20.35,3638.07,,,,
641,101376,158,99,392,-1.6976147219538689,0.03933403501287103,0.005859375,0.8635765910148621,0.004737311974167824,0.0002449824,0.00074825395,0.09799296,-0.0002334337041247636,-20.39,3620.15,,,,
643,102400,159,100,396,-1.6841315180063248,0.07572096097283065,0.1240234375,0.5820567607879639,0.0141468346118927,0.0002449312,0.0046376493,0.09797248,-0.002363598672673106,-20.39,3620.15,,,,
645,103424,160,101,400,-1.6862040758132935,0.0218689925968647,0.10107421875,0.7720392942428589,-0.018152663484215736,0.00024488,0.0025096417,0.097952,-0.002502603631000966,-20.39,3622.76,,,,
648,104448,161,102,404,-1.673958994448185,0.04158773156814277,0.114013671875,0.8383110165596008,-0.004008514806628227,0.0002448288,0.0015815509,0.09793152000000001,-0.0014228914224077016,-20.39,3622.76,,,,
650,105472,162,103,408,-1.6781786605715752,0.050460092490538955,0.11083984375,0.5081382989883423,0.0050798747688531876,0.0002447776,0.0038880352,0.09791104,-0.000992269953712821,-20.39,3622.76,,,,
652,106496,163,104,412,-1.6653574854135513,0.05967739876359701,0.0859375,0.5679540634155273,0.009190075099468231,0.00024472640000000004,0.002652286,0.09789056000000002,-0.0019395053386688232,-20.39,3626.26,,,,
654,107520,164,105,416,-1.6915188059210777,0.05913470429368317,0.192138671875,0.7262305021286011,0.0011217668652534485,0.00024467520000000004,0.004602451,0.09787008000000001,-0.005204535787925124,-20.41,3607.23,,,,
656,108544,165,106,420,-1.7027352452278137,0.03797978151123971,0.05029296875,0.8506565093994141,0.006386300548911095,0.00024462400000000003,0.0024906537,0.09784960000000001,-0.0006864180904813111,-20.41,3611.33,,,,
658,109568,166,107,424,-1.682518646121025,0.056503990199416876,0.0498046875,0.7168443202972412,0.0132350604981184,0.00024457280000000003,0.0016202043,0.09782912,-0.0016739670536480844,-20.41,3611.33,,,,
660,110592,167,108,428,-1.6569560021162033,0.03792739741038531,0.147705078125,0.7986178994178772,0.01318199560046196,0.00024452160000000003,0.0024780356,0.09780864,-0.0008686377550475299,-20.4,3611.1,,,,
662,111616,168,109,432,-1.6707087010145187,0.03997116768732667,0.046875,0.8276156187057495,-0.0032164566218852997,0.0002444704,0.0018339746,0.09778816000000001,-0.0016730958595871925,-20.4,3611.1,,,,
664,112640,169,110,436,-1.660418339073658,0.06240444956347346,0.1123046875,0.5200150012969971,0.018123287707567215,0.0002444192,0.0030516821,0.09776768000000001,-0.0016223562852246687,-20.4,3611.1,,,,
666,113664,170,111,440,-1.6618665605783463,0.07204436301253736,0.020263671875,0.5011415481567383,0.01548096351325512,0.000244368,0.0011930511,0.0977472,-0.0014888450386933982,-20.4,3616.5,,,,
668,114688,171,112,444,-1.6695751696825027,0.06807086826302111,0.040771484375,0.7750139236450195,0.01101759821176529,0.0002443168,0.0023734728,0.09772672,-0.0006564313662238419,-20.41,3603.25,,,,
669,115712,172,113,448,-1.6692453026771545,0.04314837313722819,0.068603515625,0.9143853187561035,0.006730170920491219,0.0002442656,0.0033441826,0.09770624,-0.0003610472776927054,-20.43,3596.0,,,,
671,116736,173,114,452,-1.653299704194069,0.04420141386799514,0.089599609375,0.687346875667572,-0.0008028075098991394,0.0002442144,0.0033776655,0.09768576000000001,-0.002637664380017668,-20.44,3600.75,,,,
673,117760,174,115,456,-1.6594340950250626,0.08310901373624802,0.001220703125,0.754284143447876,0.024878567084670067,0.0002441632,0.0010294144,0.09766528000000001,-0.00019659908139146864,-20.44,3600.75,,,,
675,118784,175,116,460,-1.6552770659327507,0.04885152634233236,0.02392578125,0.6879205703735352,0.0011999551206827164,0.000244112,0.0019346306,0.0976448,-0.0013882112980354577,-20.45,3605.08,,,,
677,119808,176,117,464,-1.6535808071494102,0.03486696514301002,0.088134765625,0.8383241891860962,0.0007932642474770546,0.0002440608,0.0026380336,0.09762432,-0.002874094934668392,-20.45,3605.08,,,,
679,120832,177,118,468,-1.6425543650984764,0.04891165276058018,0.04541015625,0.7101970911026001,-0.0017242692410945892,0.0002440096,0.0009412996,0.09760384,-0.0020011733868159354,-20.45,3603.65,,,,
680,121856,179,119,472,-1.625824362039566,0.0827568625099957,0.04931640625,0.6156206130981445,0.022380350157618523,0.00024395839999999998,0.0031860461,0.09758336000000001,-0.0014647923526354134,-20.47,3601.82,,,,
682,122880,180,120,476,-1.623666949570179,0.05296327965334058,0.08203125,0.7939170002937317,0.012964913621544838,0.0002439072,0.0018475838,0.09756288,-0.0021516248234547675,-20.48,3607.11,,,,
684,123904,181,121,480,-1.6010736376047134,0.03588409558869898,0.093017578125,0.8917169570922852,0.00035523436963558197,0.000243856,0.0018595816,0.0975424,-0.001936422340804711,-20.48,3605.19,,,,
685,124928,182,122,484,-1.6164645701646805,0.059520750772207975,0.027587890625,0.47465914487838745,-0.007955245673656464,0.0002438048,0.0018263224,0.09752192,-0.0006121409824118018,-20.48,3605.19,,,,
,125000,,,488,-1.5727902501821518,0.053589968709275126,0.0556640625,0.638683557510376,0.011152222752571106,0.0002437536,0.0014542049,0.09750144,0.0011751930578611791,,,-21.0,3056.0,-1.4499999999999997,3056.0
642,125952,196,123,,,,,,,,,,,-20.49,3603.84,,,,
644,126976,197,124,492,-1.5987447872757912,0.03679790848400444,0.041748046875,0.7931970953941345,-0.004625468514859676,0.0002437024,0.0014049775,0.09748096,-0.0013420775067061186,-20.49,3603.84,,,,
645,128000,198,125,496,-1.6028072163462639,0.05014039156958461,0.174072265625,0.7274709343910217,0.003569234162569046,0.00024365120000000002,0.0039593913,0.09746048000000002,-0.0021773367770947516,-20.5,3602.17,,,,
647,129024,199,126,500,-1.57350804656744,0.04371614591218531,0.099365234375,0.7408765554428101,-0.006894960999488831,0.0002436,0.0017938815,0.09744000000000001,-0.0007367913494817913,-20.5,3605.61,,,,
649,130048,200,127,504,-1.5695359855890274,0.0235139022115618,0.068359375,0.9203121662139893,-0.009400827810168266,0.0002435488,0.0018169882,0.09741952000000001,-0.001959880770300515,-20.51,3602.15,,,,
651,131072,201,128,508,-1.598384566605091,0.05921845557168126,0.0478515625,0.9040164351463318,0.015028731897473335,0.0002434976,0.002409943,0.09739904,-0.0005404195399023592,-20.52,3601.81,,,,
652,132096,202,129,512,-1.5651000440120697,0.024221228435635567,0.168212890625,0.8274258375167847,-0.007943686097860336,0.0002434464,0.0025934267,0.09737856,-0.0017983255675062537,-20.52,3601.06,,,,
