time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/loss,train/explained_variance,train/clip_range,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_score_reward,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_object_reward
1510,1546240,3906,395,0.0022564274,0.041173913050442934,6036,-1.2745690569281578,-0.007076373207382858,0.00017273919999999997,-0.01278071478009224,0.8937873840332031,0.06909567999999999,0.129638671875,6.09,8904.04,,,,
1511,1547264,3908,395,0.0021400414,0.031070776167325675,6040,-1.3393763154745102,-0.0058976941800210625,0.00017268800000000002,-0.009421060793101788,0.9053155779838562,0.0690752,0.131591796875,6.2,8948.52,,,,
1512,1548288,3909,396,0.0020478144,0.04480394767597318,6044,-1.2621839717030525,-0.005786526366136968,0.00017263680000000002,-0.006170086562633514,0.8896546959877014,0.06905472,0.134033203125,6.2,8948.52,,,,
1513,1549312,3910,396,0.0019341181,0.032652129186317325,6048,-1.3074350729584694,-0.0054406432318501174,0.00017258560000000002,-0.008375292643904686,0.9156374335289001,0.06903424000000001,0.158935546875,6.21,8970.95,,,,
,1550000,,,0.002452504,0.03980407025665045,6052,-1.3130403831601143,-0.007702531933318824,0.0001725344,-0.01145845279097557,0.9048876166343689,0.06901376000000001,0.168212890625,,,18.4,7901.8,7901.8,-187.58666659999997
1514,1550336,3944,393,,,,,,,,,,,6.16,8979.99,,,,
1515,1551360,3945,393,0.0018216425,0.027096913778223097,6056,-1.3053416535258293,-0.007446416188031435,0.0001724832,-0.01652967929840088,0.9398948550224304,0.06899328,0.12451171875,6.16,8979.99,,,,
1516,1552384,3946,393,0.0021244423,0.038583560730330646,6060,-1.3179150894284248,-0.007153827493311837,0.000172432,-0.007880369201302528,0.9103591442108154,0.0689728,0.162109375,6.19,8982.82,,,,
1517,1553408,3947,393,0.0018979711,0.01905431767227128,6064,-1.2988803088665009,-0.007095124979969114,0.0001723808,-0.0170490350574255,0.9588189721107483,0.06895232,0.134521484375,6.19,8982.82,,,,
1518,1554432,3948,393,0.0025551133,0.0367019516415894,6068,-1.3195153698325157,-0.007430873112753034,0.0001723296,-0.015383973717689514,0.889482319355011,0.06893184000000001,0.168701171875,6.4,8960.63,,,,
1519,1555456,3949,393,0.0024905475,0.04920403053984046,6072,-1.3210532888770103,-0.004580971843097359,0.0001722784,-0.005002109333872795,0.807647705078125,0.06891136,0.197021484375,6.4,8960.63,,,,
1520,1556480,3950,393,0.0023123114,0.03225614409893751,6076,-1.3002853691577911,-0.004914208431728184,0.0001722272,-0.010237591341137886,0.8754558563232422,0.06889088,0.15185546875,6.4,8960.63,,,,
1521,1557504,3951,394,0.0023560673,0.027884420473128557,6080,-1.3338092789053917,-0.00831241748528555,0.00017217599999999999,-0.0200506541877985,0.8859485387802124,0.0688704,0.177490234375,6.4,8960.63,,,,
1522,1558528,3952,394,0.00245802,0.03348862985149026,6084,-1.2870949432253838,-0.0049154103035107255,0.0001721248,-0.010053685866296291,0.890558660030365,0.06884992,0.17724609375,6.4,8965.8,,,,
1523,1559552,3953,394,0.0028773076,0.03189531108364463,6088,-1.302427887916565,-0.006522779818624258,0.0001720736,-0.015294225886464119,0.9043029546737671,0.06882944,0.114990234375,6.32,9014.47,,,,
1524,1560576,3954,394,0.0020229854,0.036649987450800836,6092,-1.3068283647298813,-0.007527443580329418,0.00017202240000000003,-0.0182208064943552,0.8897971510887146,0.06880896000000002,0.10791015625,6.32,9014.47,,,,
1525,1561600,3955,394,0.0018383317,0.023237343761138618,6096,-1.3190892934799194,-0.006675293145235628,0.0001719712,-0.01872839964926243,0.9252740740776062,0.06878848,0.137939453125,6.32,9014.47,,,,
1526,1562624,3956,394,0.002096024,0.040871503530070186,6100,-1.3323297649621964,-0.005903265380766243,0.00017192000000000002,-0.008583268150687218,0.9060397148132324,0.06876800000000001,0.178466796875,6.32,9014.47,,,,
1527,1563648,3957,395,0.0022796795,0.03418878233060241,6104,-1.3347338810563087,-0.006511285144370049,0.0001718688,-0.01189320906996727,0.8952273726463318,0.06874751999999999,0.170654296875,6.32,9014.47,,,,
1528,1564672,3958,395,0.0022895047,0.03144599078223109,6108,-1.3030998259782791,-0.005424730712547898,0.0001718176,-0.016242099925875664,0.8771492838859558,0.06872704,0.191162109375,6.32,9014.47,,,,
1529,1565696,3959,395,0.0019856107,0.034450405510142446,6112,-1.3112695887684822,-0.005827966146171093,0.00017176639999999998,-0.01013336330652237,0.8681167364120483,0.06870656,0.181640625,6.32,9014.47,,,,
1530,1566720,3960,395,0.001806542,0.03640102536883205,6116,-1.30055420845747,-0.006045804708264768,0.0001717152,-0.009633432142436504,0.8876371383666992,0.06868608000000001,0.13427734375,6.32,9020.54,,,,
1531,1567744,3961,395,0.0022734792,0.028803978580981493,6120,-1.2872274294495583,-0.006046892376616597,0.00017166399999999997,-0.013299964368343353,0.8978331089019775,0.0686656,0.206787109375,6.47,9012.92,,,,
1532,1568768,3962,395,0.0026122082,0.046773442067205906,6124,-1.3503044173121452,-0.007680132577661425,0.00017161280000000002,-0.011658817529678345,0.8178406953811646,0.06864512,0.19091796875,6.47,9012.92,,,,
1533,1569792,3963,396,0.0030214132,0.053254394326359034,6128,-1.3320626616477966,-0.00670471356716007,0.0001715616,-0.0014695078134536743,0.8644078969955444,0.06862464,0.14599609375,6.47,9012.92,,,,
1534,1570816,3964,396,0.0023409058,0.03629128297325224,6132,-1.3038844764232635,-0.005290417291689664,0.00017151040000000002,-0.010367296636104584,0.9030495285987854,0.06860416000000001,0.180419921875,6.47,9012.92,,,,
1535,1571840,3965,396,0.00206009,0.05161418579518795,6136,-1.362423874437809,-0.0066842102678492665,0.0001714592,-0.008698798716068268,0.8239984512329102,0.06858368000000001,0.144775390625,6.47,9012.92,,,,
1536,1572864,3966,396,0.003034086,0.0721865757368505,6140,-1.3013262823224068,-0.006363977154251188,0.000171408,0.010411147028207779,0.7382080554962158,0.0685632,0.198486328125,6.47,9012.92,,,,
1537,1573888,3968,396,0.0017632981,0.027220634277909994,6144,-1.3285366296768188,-0.0065694492077454925,0.0001713568,-0.0189061239361763,0.9000636339187622,0.06854272,0.140625,6.63,9015.72,,,,
1538,1574912,3969,396,0.001629713,0.024791036848910153,6148,-1.3322493210434914,-0.006831512786448002,0.0001713056,-0.01644260063767433,0.9200589060783386,0.06852224,0.15087890625,6.65,9080.78,,,,
,1575000,,,0.002139444,0.048207570565864444,6152,-1.3414467722177505,-0.007210626179585233,0.0001712544,-0.011319555342197418,0.7916575074195862,0.06850176000000001,0.1376953125,,,-0.4,12170.0,12170.0,-234.84
1539,1575936,4020,391,,,,,,,,,,,6.46,9125.77,,,,
1540,1576960,4021,392,0.0019494186,0.0350701252464205,6156,-1.3551731407642365,-0.0078090179595164955,0.0001712032,-0.013028665445744991,0.856298565864563,0.06848128,0.205810546875,6.46,9125.77,,,,
1541,1577984,4022,392,0.0017432421,0.05456547369249165,6160,-1.3691378235816956,-0.004519685491686687,0.000171152,0.0020652469247579575,0.8101264238357544,0.0684608,0.128173828125,6.46,9125.77,,,,
1542,1579008,4024,392,0.0019933362,0.040012072306126356,6164,-1.342433288693428,-0.006999086064752191,0.00017110080000000001,-0.009400226175785065,0.8478478789329529,0.06844032,0.148681640625,6.46,9125.77,,,,
1543,1580032,4025,392,0.00219949,0.03190683026332408,6168,-1.346972405910492,-0.005358751921448857,0.0001710496,-0.015982169657945633,0.874970555305481,0.06841984,0.147705078125,6.46,9125.77,,,,
1544,1581056,4026,392,0.0023391938,0.026344532729126513,6172,-1.3589426577091217,-0.0069777731550857425,0.0001709984,-0.016895201057195663,0.92231285572052,0.06839936,0.20751953125,6.65,9156.62,,,,
1545,1582080,4027,392,0.0019313752,0.04415595903992653,6176,-1.3304378390312195,-0.006017821084242314,0.0001709472,-0.004849610850214958,0.8917717933654785,0.06837888,0.141357421875,6.65,9156.62,,,,
1546,1583104,4028,393,0.0013657892,0.04126902262214571,6180,-1.3701222017407417,-0.006651183823123574,0.000170896,-0.010097857564687729,0.8952581882476807,0.0683584,0.117919921875,6.65,9156.62,,,,
1547,1584128,4029,393,0.0021509214,0.03668900451157242,6184,-1.3152239322662354,-0.00589898502221331,0.00017084480000000002,-0.014092959463596344,0.9222715497016907,0.06833792000000001,0.172607421875,6.65,9156.62,,,,
1548,1585152,4030,393,0.0017991464,0.032427145168185234,6188,-1.3616992309689522,-0.00486026715952903,0.0001707936,-0.014623191207647324,0.9377253651618958,0.06831744,0.136474609375,6.65,9156.62,,,,
1549,1586176,4031,393,0.0021327452,0.03853363718371838,6192,-1.341693788766861,-0.006837954744696617,0.00017074240000000001,-0.014998446218669415,0.9298632144927979,0.06829696,0.151611328125,6.88,9140.75,,,,
1550,1587200,4032,393,0.0018580768,0.02520214463584125,6196,-1.3444751799106598,-0.0072235648112837225,0.00017069119999999998,-0.016500454396009445,0.9513493180274963,0.06827648,0.167236328125,6.86,9147.1,,,,
1551,1588224,4033,393,0.001811607,0.03478395566344261,6200,-1.3491147011518478,-0.006509543833089992,0.00017064,-0.017850950360298157,0.927930474281311,0.06825600000000001,0.12255859375,6.86,9147.1,,,,
1552,1589248,4034,393,0.0024682204,0.04122963536065072,6204,-1.353560023009777,-0.0057221319002565,0.00017058879999999998,-0.00839318335056305,0.8846081495285034,0.06823552,0.183837890625,6.86,9147.1,,,,
1553,1590272,4035,394,0.0023407112,0.05146705452352762,6208,-1.3555881455540657,-0.007857099873945117,0.00017053760000000003,-0.007965825498104095,0.8496648073196411,0.06821504,0.179931640625,6.88,9137.37,,,,
1554,1591296,4036,394,0.0024634153,0.0450551591347903,6212,-1.340918779373169,-0.006498751346953213,0.0001704864,-0.005035514011979103,0.7969911098480225,0.06819456,0.15869140625,6.86,9147.03,,,,
1555,1592320,4037,394,0.0025563855,0.057104628533124924,6216,-1.3532537519931793,-0.007224814151413739,0.00017043520000000002,0.002870602533221245,0.790510892868042,0.06817408000000001,0.15966796875,6.86,9147.03,,,,
1556,1593344,4038,394,0.0022002496,0.05757217691279948,6220,-1.3588645234704018,-0.006175877118948847,0.000170384,-0.004653755575418472,0.7450017333030701,0.0681536,0.171630859375,6.86,9147.03,,,,
1557,1594368,4039,394,0.0023008839,0.027082965010777116,6224,-1.340448535978794,-0.008649254334159195,0.0001703328,-0.01992608606815338,0.9012978672981262,0.06813312,0.17919921875,6.86,9147.03,,,,
1558,1595392,4040,394,0.0028373196,0.05941892578266561,6228,-1.329126887023449,-0.005736453691497445,0.0001702816,-0.0027552321553230286,0.7862908840179443,0.06811264,0.17724609375,6.86,9147.03,,,,
1559,1596416,4041,395,0.0017312743,0.039031756576150656,6232,-1.3061140105128288,-0.00646924739703536,0.0001702304,-0.012725114822387695,0.8908295631408691,0.06809216,0.13623046875,6.86,9147.03,,,,
1560,1597440,4042,395,0.0017173486,0.0445880894549191,6236,-1.3715650737285614,-0.007438154396368191,0.0001701792,-0.007333226501941681,0.8453603386878967,0.06807168000000001,0.171875,6.86,9147.03,,,,
1561,1598464,4043,395,0.002255415,0.03616942453663796,6240,-1.3387082889676094,-0.006466178019763902,0.000170128,-0.007070660591125488,0.8620173335075378,0.0680512,0.13916015625,6.86,9147.03,,,,
1562,1599488,4044,395,0.002521462,0.044935943093150854,6244,-1.342259481549263,-0.005477555736433715,0.0001700768,-0.006036203354597092,0.8734017610549927,0.06803072,0.1650390625,6.86,9147.03,,,,
,1600000,,,0.0025544576,0.04442790034227073,6248,-1.3587936386466026,-0.007844549953006208,0.00017002560000000001,-0.009761085733771324,0.8401868939399719,0.06801024,0.184326171875,,,19.6,7186.2,7186.2,-134.69333360000002
1563,1600512,4075,392,,,,,,,,,,,7.26,9147.66,,,,
1564,1601536,4076,392,0.0030103845,0.04647837160155177,6252,-1.3400574997067451,-0.00462144345510751,0.0001699744,-0.0003178641200065613,0.8576957583427429,0.06798976,0.2041015625,7.33,9189.6,,,,
1565,1602560,4077,393,0.0017606604,0.03255725116468966,6256,-1.3117155507206917,-0.005848070024512708,0.0001699232,-0.009936663322150707,0.9054499268531799,0.06796928,0.123046875,7.33,9189.6,,,,
1566,1603584,4078,393,0.0019708558,0.05185573152266443,6260,-1.3205907717347145,-0.007110269041731954,0.000169872,-0.005462488159537315,0.8247261047363281,0.0679488,0.159423828125,7.33,9189.6,,,,
1567,1604608,4079,393,0.0022153119,0.02679807529784739,6264,-1.3259785622358322,-0.00818217807682231,0.0001698208,-0.01833653450012207,0.9247682690620422,0.06792832,0.174560546875,7.19,9272.2,,,,
1568,1605632,4080,393,0.002006285,0.03870353475213051,6268,-1.3468489795923233,-0.007101249939296395,0.00016976960000000002,-0.010165775194764137,0.8519040942192078,0.06790784000000001,0.151611328125,7.19,9272.2,,,,
1569,1606656,4081,393,0.002974058,0.07756326138041914,6272,-1.3475397303700447,-0.006419044686481357,0.0001697184,-0.001694653183221817,0.5841354131698608,0.06788736,0.17333984375,7.19,9272.2,,,,
1570,1607680,4082,393,0.0021052905,0.04308222117833793,6276,-1.3299244791269302,-0.0059609881427604705,0.00016966720000000001,-0.005037609487771988,0.8114967346191406,0.06786688,0.149169921875,7.19,9272.2,,,,
1571,1608704,4083,393,0.00376813,0.0346355662913993,6280,-1.349425546824932,-0.006860790483187884,0.00016961599999999998,-0.012172081507742405,0.8521984815597534,0.0678464,0.18017578125,7.19,9272.2,,,,
1572,1609728,4084,394,0.0020266506,0.036615674616768956,6284,-1.3398647606372833,-0.0069730778923258185,0.0001695648,-0.01590997725725174,0.8539392948150635,0.06782592000000001,0.139404296875,7.19,9272.2,,,,
1573,1610752,4085,394,0.0016667765,0.02756491326726973,6288,-1.3556073531508446,-0.006881153152789921,0.0001695136,-0.01723187230527401,0.9068214893341064,0.06780544,0.1171875,7.01,9346.92,,,,
1574,1611776,4086,394,0.0016233445,0.044679464190267026,6292,-1.3419691994786263,-0.0058680056827142835,0.00016946240000000003,-0.0032742395997047424,0.8407911062240601,0.06778496,0.144287109375,7.01,9346.92,,,,
1575,1612800,4088,394,0.0023459313,0.03572612558491528,6296,-1.3289537280797958,-0.007585255429148674,0.0001694112,-0.01304694265127182,0.8716330528259277,0.06776448,0.15771484375,7.18,9360.37,,,,
1576,1613824,4089,394,0.0014392697,0.03184442862402648,6300,-1.3615366518497467,-0.004849691380513832,0.00016936000000000002,-0.008111823350191116,0.901187539100647,0.06774400000000001,0.076171875,7.18,9360.37,,,,
1577,1614848,4090,394,0.0024164463,0.040540874702855945,6304,-1.3456625118851662,-0.008001040841918439,0.0001693088,-0.011515175923705101,0.8921319246292114,0.06772352,0.166015625,6.88,9406.61,,,,
1578,1615872,4091,394,0.0018021272,0.04739694844465703,6308,-1.362326554954052,-0.007680881419219077,0.0001692576,-0.01397982519119978,0.8679165840148926,0.06770304,0.160888671875,6.88,9406.61,,,,
1579,1616896,4092,395,0.0025466457,0.0279577603796497,6312,-1.3920370414853096,-0.006915709527675062,0.0001692064,-0.01825139671564102,0.9171836376190186,0.06768256,0.149658203125,6.88,9406.61,,,,
1580,1617920,4093,395,0.0017258688,0.04750514798797667,6316,-1.3328190222382545,-0.005239605467068031,0.0001691552,-0.002397894859313965,0.8782340884208679,0.06766208,0.172607421875,6.88,9406.61,,,,
1581,1618944,4094,395,0.002260139,0.025138072203844786,6320,-1.3535209745168686,-0.006591199082322419,0.000169104,-0.015601746737957,0.9366889595985413,0.06764160000000001,0.131103515625,6.88,9406.61,,,,
1582,1619968,4095,395,0.0017166211,0.04366975068114698,6324,-1.3809048533439636,-0.006430596404243261,0.0001690528,-0.007819065824151039,0.8709443807601929,0.06762112,0.145751953125,6.88,9406.61,,,,
1583,1620992,4096,395,0.0017246515,0.039692934951744974,6328,-1.360204428434372,-0.007130826357752085,0.00016900160000000002,-0.009729459881782532,0.8766242265701294,0.06760064,0.1201171875,6.86,9421.41,,,,
1584,1622016,4097,395,0.0023417894,0.03833207325078547,6332,-1.3483065366744995,-0.005711090750992298,0.00016895040000000001,-0.006476853042840958,0.8506138920783997,0.06758016,0.14453125,7.07,9437.22,,,,
1585,1623040,4098,396,0.0025281473,0.04861198738217354,6336,-1.3507389351725578,-0.00640089699300006,0.0001688992,-0.0049195196479558945,0.8521237373352051,0.06755968,0.226318359375,7.03,9458.83,,,,
1586,1624064,4099,396,0.0017667442,0.02194678212981671,6340,-1.3498100936412811,-0.00769576383754611,0.000168848,-0.017346590757369995,0.9309931993484497,0.06753920000000001,0.146484375,7.03,9458.83,,,,
,1625000,,,0.001789337,0.03857584670186043,6344,-1.355364516377449,-0.006887820549309254,0.0001687968,-0.01659933477640152,0.8274865746498108,0.06751872,0.122802734375,,,10.6,9654.2,9654.2,-652.8800002
1587,1625088,4140,392,,,,,,,,,,,6.91,9510.64,,,,
1588,1626112,4141,392,0.0013758467,0.036962758051231503,6348,-1.3621105179190636,-0.00648497324436903,0.0001687456,-0.01284458115696907,0.8341867923736572,0.06749824,0.119873046875,6.91,9510.64,,,,
1589,1627136,4142,392,0.0015342806,0.033539766212925315,6352,-1.3466995283961296,-0.005751672317273915,0.0001686944,-0.007986148819327354,0.8931747674942017,0.06747776,0.139892578125,6.91,9510.64,,,,
1590,1628160,4143,392,0.002039655,0.03795911779161543,6356,-1.3704349622130394,-0.0062948091654106975,0.0001686432,-0.013623171485960484,0.8855460286140442,0.06745728,0.162353515625,6.91,9510.64,,,,
1591,1629184,4144,393,0.0023981326,0.03159626794513315,6360,-1.3674538284540176,-0.0068671304325107485,0.00016859200000000001,-0.017988108098506927,0.9125126600265503,0.0674368,0.1162109375,6.91,9510.64,,,,
1592,1630208,4145,393,0.0022244344,0.045242301654070616,6364,-1.3367649912834167,-0.004977397620677948,0.00016854079999999998,-0.00999104417860508,0.8363767266273499,0.06741632,0.116455078125,6.91,9510.64,,,,
1593,1631232,4146,393,0.0023060066,0.02629975334275514,6368,-1.3320600390434265,-0.005081060517113656,0.0001684896,-0.014670131728053093,0.9196308851242065,0.06739584000000001,0.131103515625,6.74,9554.67,,,,
1594,1632256,4147,393,0.0017002993,0.03390605456661433,6372,-1.3210889473557472,-0.006285948969889432,0.0001684384,-0.00897954497486353,0.8934985995292664,0.06737536,0.15673828125,6.74,9554.67,,,,
1595,1633280,4148,393,0.0026164749,0.049299970269203186,6376,-1.3354222178459167,-0.006565845280420035,0.00016838720000000003,-0.005283135920763016,0.8352426886558533,0.06735488,0.197265625,6.74,9554.67,,,,
1596,1634304,4149,393,0.0015634154,0.030475365347228944,6380,-1.341050386428833,-0.0030553765827789903,0.000168336,-0.005459913983941078,0.9099858999252319,0.0673344,0.163818359375,6.74,9554.67,,,,
1597,1635328,4150,393,0.0016528184,0.05438210256397724,6384,-1.3503267914056778,-0.006617815117351711,0.00016828480000000002,-0.008374273777008057,0.8277586102485657,0.06731392000000001,0.15087890625,6.74,9554.67,,,,
1598,1636352,4151,394,0.0022248686,0.03270838130265474,6388,-1.3346241787075996,-0.0059040579362772405,0.0001682336,-0.012739704921841621,0.9019166231155396,0.06729344,0.1337890625,6.74,9554.67,,,,
1599,1637376,4153,394,0.0024356958,0.04221862950362265,6392,-1.330081783235073,-0.006148757704067975,0.0001681824,-0.008458933793008327,0.8494879007339478,0.06727296,0.139892578125,6.74,9554.67,,,,
1600,1638400,4154,394,0.0016781128,0.04105891881044954,6396,-1.3417123407125473,-0.006485034537035972,0.00016813119999999998,-0.012320084497332573,0.8780123591423035,0.06725247999999999,0.109130859375,6.74,9554.67,,,,
1601,1639424,4155,394,0.0021643252,0.023081317194737494,6400,-1.368129923939705,-0.008714081603102386,0.00016808,-0.01912231370806694,0.9374412894248962,0.067232,0.201904296875,6.74,9562.38,,,,
1602,1640448,4156,394,0.002034019,0.030091422027908266,6404,-1.321960799396038,-0.0060838470089947805,0.0001680288,-0.013192999176681042,0.8895213603973389,0.06721152000000001,0.150390625,6.8,9622.78,,,,
1603,1641472,4157,394,0.0025064317,0.027646797592751682,6408,-1.3272979855537415,-0.006624593981541693,0.0001679776,-0.012732167728245258,0.9209839105606079,0.06719104000000001,0.15234375,6.8,9622.78,,,,
1604,1642496,4158,395,0.0032346172,0.042271319311112165,6412,-1.3329478204250336,-0.0057035374629776925,0.00016792640000000002,-0.009830735623836517,0.8681493997573853,0.06717056,0.19091796875,6.62,9675.6,,,,
1605,1643520,4159,395,0.0018046007,0.027449067099951208,6416,-1.3746845126152039,-0.005532395443879068,0.00016787520000000002,-0.010325038805603981,0.9273979663848877,0.06715008,0.135498046875,6.62,9675.6,,,,
1606,1644544,4160,395,0.0023225052,0.031518420204520226,6420,-1.3336341604590416,-0.006100124039221555,0.000167824,-0.012807430699467659,0.8765292167663574,0.0671296,0.12841796875,6.62,9675.6,,,,
1607,1645568,4161,395,0.0021347892,0.03044906328432262,6424,-1.3548084124922752,-0.005999626300763339,0.0001677728,-0.012479627504944801,0.9001476764678955,0.06710912000000001,0.153564453125,6.84,9712.23,,,,
1608,1646592,4162,395,0.001353645,0.043118185829371214,6428,-1.3274757340550423,-0.0059524946846067905,0.0001677216,-0.009476667270064354,0.8812829852104187,0.06708864,0.11669921875,7.15,9707.92,,,,
1609,1647616,4163,395,0.002031251,0.04881969327107072,6432,-1.3508483543992043,-0.0054857071954756975,0.0001676704,-0.003019636496901512,0.8649593591690063,0.06706816,0.16357421875,7.15,9707.92,,,,
1610,1648640,4164,395,0.0019109976,0.03189951565582305,6436,-1.3576142117381096,-0.006571520207216963,0.0001676192,-0.01623646356165409,0.9023501873016357,0.06704768,0.120849609375,7.15,9707.92,,,,
1611,1649664,4165,396,0.0013496139,0.040115149109624326,6440,-1.3372206166386604,-0.0042672279523685575,0.000167568,-0.004369564354419708,0.8984878659248352,0.0670272,0.13037109375,7.15,9707.92,,,,
,1650000,,,0.0021275408,0.025662317755632102,6444,-1.3537328466773033,-0.0064589161484036595,0.0001675168,-0.015070906840264797,0.9414733648300171,0.06700672,0.153564453125,,,19.4,7463.8,7463.8,-239.17333319999997
1612,1650688,4197,393,,,,,,,,,,,7.28,9751.21,,,,
1613,1651712,4198,393,0.0018540807,0.02490849618334323,6448,-1.333127737045288,-0.007916502217995003,0.00016746559999999998,-0.017784306779503822,0.9412739872932434,0.06698624,0.10888671875,7.28,9751.21,,,,
1614,1652736,4199,393,0.0023877057,0.05940144741907716,6452,-1.3588328883051872,-0.006166515522636473,0.00016741440000000003,-0.0025686006993055344,0.8549672365188599,0.06696576000000001,0.20849609375,7.6,9735.38,,,,
1615,1653760,4200,393,0.0019406872,0.03902434417977929,6456,-1.350654348731041,-0.006175104703288525,0.0001673632,-0.0069250501692295074,0.8918730616569519,0.06694528,0.124267578125,7.6,9735.38,,,,
1616,1654784,4201,393,0.0017215183,0.04345013853162527,6460,-1.3611394315958023,-0.005270594323519617,0.00016731200000000003,-0.00922052375972271,0.8564637899398804,0.0669248,0.113525390625,7.6,9735.38,,,,
1617,1655808,4202,393,0.00195275,0.03827779949642718,6464,-1.3666893541812897,-0.006305775779765099,0.0001672608,-0.007866445928812027,0.8976590037345886,0.06690432,0.127197265625,7.32,9793.06,,,,
1618,1656832,4203,394,0.0021685283,0.03656534315086901,6468,-1.3381025418639183,-0.006937015859875828,0.00016720960000000002,-0.013711283914744854,0.9116290807723999,0.06688384000000001,0.1455078125,7.6,9788.71,,,,
1619,1657856,4204,394,0.0012364996,0.02572871372103691,6472,-1.3571827411651611,-0.005176300823222846,0.0001671584,-0.013811075128614902,0.9354379177093506,0.06686336,0.09228515625,7.6,9788.71,,,,
1620,1658880,4205,394,0.0022035846,0.05244892230257392,6476,-1.3395099341869354,-0.006429635628592223,0.0001671072,-0.0016180910170078278,0.8420718908309937,0.06684288000000001,0.13818359375,7.58,9792.81,,,,
1621,1659904,4206,394,0.002065923,0.05753436917439103,6480,-1.3425178825855255,-0.006904470035806298,0.00016705599999999998,-0.000844862312078476,0.8023726940155029,0.06682239999999999,0.16552734375,7.58,9792.81,,,,
1622,1660928,4207,394,0.002189609,0.03188502648845315,6484,-1.3391347751021385,-0.008137875818647444,0.0001670048,-0.018977690488100052,0.8666953444480896,0.06680192,0.142333984375,7.58,9792.81,,,,
1623,1661952,4209,394,0.0022052997,0.03751056920737028,6488,-1.3507039472460747,-0.005956903856713325,0.00016695359999999997,-0.009131252765655518,0.8817117214202881,0.06678144,0.142822265625,7.58,9792.81,,,,
1624,1662976,4210,395,0.0018420904,0.037841286859475076,6492,-1.3349766805768013,-0.006426780018955469,0.0001669024,-0.010310888290405273,0.8775294423103333,0.06676096000000001,0.1806640625,7.58,9792.81,,,,
1625,1664000,4211,395,0.0023803236,0.04180929088033736,6496,-1.3468298465013504,-0.006999971345067024,0.00016685120000000002,-0.004712013527750969,0.8579522371292114,0.06674048,0.210693359375,7.58,9792.81,,,,
1626,1665024,4212,395,0.0018766427,0.039337950758636,6500,-1.3683572113513947,-0.005347975762560964,0.00016680000000000002,-0.011124696582555771,0.8503738641738892,0.06672,0.16015625,7.58,9792.81,,,,
1627,1666048,4213,395,0.0018189632,0.032200491754338145,6504,-1.3468325659632683,-0.005567325453739613,0.0001667488,-0.008172977715730667,0.8872445821762085,0.06669952,0.17626953125,7.58,9792.81,,,,
1628,1667072,4214,395,0.0016448109,0.022918608505278826,6508,-1.363454557955265,-0.005897637252928689,0.0001666976,-0.01732604205608368,0.9135011434555054,0.06667904000000001,0.143798828125,7.55,9804.49,,,,
1629,1668096,4215,395,0.0019207548,0.0341910655843094,6512,-1.37593225389719,-0.0056186431320384145,0.0001666464,-0.006205156445503235,0.8901501893997192,0.06665856,0.18017578125,7.31,9866.97,,,,
1630,1669120,4216,395,0.001679016,0.05880043236538768,6516,-1.3653789907693863,-0.004410779336467385,0.0001665952,0.003565702587366104,0.8057683110237122,0.06663808,0.104248046875,7.31,9866.97,,,,
1631,1670144,4217,396,0.0018780129,0.03160913079045713,6520,-1.3913330882787704,-0.004672130511607975,0.000166544,-0.007964054122567177,0.868852436542511,0.0666176,0.127197265625,7.31,9866.97,,,,
1632,1671168,4218,396,0.0019272033,0.047001959988847375,6524,-1.3780149221420288,-0.005999445158522576,0.0001664928,-0.002555813640356064,0.8366957902908325,0.06659712,0.133544921875,7.31,9866.97,,,,
1633,1672192,4219,396,0.0025284514,0.045531395357102156,6528,-1.3578741326928139,-0.0065103062661364675,0.0001664416,-0.009135870262980461,0.8410637378692627,0.06657664,0.154541015625,7.31,9866.97,,,,
1634,1673216,4220,396,0.0022545,0.030108694336377084,6532,-1.3829843923449516,-0.005850152287166566,0.00016639039999999998,-0.01591966114938259,0.8815291523933411,0.06655616,0.164306640625,7.31,9866.97,,,,
1635,1674240,4221,396,0.0017837406,0.04590990208089352,6536,-1.3412322327494621,-0.004058391263242811,0.00016633920000000004,-0.0014328397810459137,0.8439340591430664,0.06653568000000001,0.107666015625,7.16,9937.11,,,,
,1675000,,,0.0020440384,0.01828087243484333,6540,-1.3566277250647545,-0.005962543742498383,0.000166288,-0.015337850898504257,0.9265828132629395,0.0665152,0.1455078125,,,19.0,7484.6,7484.6,-150.7333334
1636,1675264,4253,393,,,,,,,,,,,6.99,10010.66,,,,
1637,1676288,4254,393,0.0017237845,0.034276979276910424,6544,-1.3467753157019615,-0.00637965346686542,0.00016623680000000003,-0.013508262112736702,0.8677610158920288,0.06649472000000001,0.140380859375,6.99,10010.66,,,,
1638,1677312,4255,394,0.0021303436,0.028005000669509172,6548,-1.3450307622551918,-0.007204753579571843,0.0001661856,-0.01531323790550232,0.9103168845176697,0.06647424,0.154052734375,6.93,10040.57,,,,
1639,1678336,4256,394,0.00221494,0.03262982633896172,6552,-1.3621267154812813,-0.0065230102627538145,0.00016613440000000002,-0.01717398129403591,0.8942014575004578,0.06645376000000001,0.180419921875,6.93,10040.57,,,,
