time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/value_loss,train/n_updates,train/loss,train/explained_variance,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_reward,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_score_reward
3468,252928,72,247,0.04861720488406718,984,0.004177646711468697,0.7774311304092407,0.09496192,0.0002374048,-0.0011217852879781276,0.00208692,0.0615234375,-1.5120973140001297,3885.41,-20.23,,,,
3480,253952,72,248,0.04515226441435516,988,-0.0007080528885126114,0.8188155293464661,0.09494144,0.0002373536,-0.0015553994162473828,0.0019101929,0.044921875,-1.512099802494049,3885.41,-20.23,,,,
3494,254976,72,249,0.05373162683099508,992,0.008379470556974411,0.6975438594818115,0.09492096,0.0002373024,-0.0006278868531808257,0.0004975286,0.119873046875,-1.457074448466301,3884.08,-20.24,,,,
3506,256000,73,250,0.06553091527894139,996,0.02134321630001068,0.621563196182251,0.09490048000000001,0.0002372512,-0.0004637523670680821,0.0011466888,0.019287109375,-1.4774477630853653,3884.08,-20.24,,,,
3519,257024,73,251,0.05464218836277723,1000,0.003420621156692505,0.6995878219604492,0.09488,0.0002372,-0.0013837782316841185,0.0011911289,0.02880859375,-1.4867744371294975,3879.78,-20.25,,,,
3532,258048,73,252,0.06872554263100028,1004,0.022818319499492645,0.5814467668533325,0.09485952,0.0002371488,-0.0004350173403508961,0.0014992323,0.01513671875,-1.469644770026207,3879.78,-20.25,,,,
3544,259072,73,253,0.06492251204326749,1008,0.017348244786262512,0.582546591758728,0.09483904,0.00023709759999999998,-0.0021049137285444885,0.0029606395,0.080810546875,-1.5087616220116615,3868.7,-20.28,,,,
3557,260096,73,254,0.06685680989176035,1012,0.009674228727817535,0.7026494741439819,0.09481856,0.0002370464,-0.0008160518773365766,0.0020272962,0.0224609375,-1.5124853923916817,3875.99,-20.28,,,,
3570,261120,73,255,0.04708911862690002,1016,0.0009186156094074249,0.7520642876625061,0.09479808,0.0002369952,-0.0005537219985853881,0.001040705,0.006103515625,-1.528311975300312,3873.36,-20.29,,,,
3583,262144,73,256,0.05901630991138518,1020,0.0014328490942716599,0.6816756129264832,0.0947776,0.000236944,-0.004129278153413907,0.005050331,0.300537109375,-1.555538423359394,3867.17,-20.3,,,,
3596,263168,73,257,0.03984484984539449,1024,0.004296976141631603,0.7788665890693665,0.09475712000000001,0.00023689280000000002,-0.0002444045676384121,0.0029103798,0.038330078125,-1.5423895716667175,3867.17,-20.3,,,,
3610,264192,73,258,0.07362094754353166,1028,0.017423126846551895,0.6528677940368652,0.09473664,0.0002368416,-0.0008557851542718709,0.001624253,0.0673828125,-1.5386364459991455,3885.98,-20.28,,,,
3622,265216,73,259,0.08684222958981991,1032,0.01636383682489395,0.7430070638656616,0.09471616000000001,0.00023679040000000002,-0.0009972689731512219,0.002574921,0.093994140625,-1.5715687051415443,3885.98,-20.28,,,,
3635,266240,73,260,0.04359163285698742,1036,-0.004074957221746445,0.6589195728302002,0.09469568,0.0002367392,-0.003375634230906144,0.0014096098,0.073486328125,-1.5209618359804153,3885.98,-20.28,,,,
3648,267264,73,261,0.06890780082903802,1040,0.010898677632212639,0.49916237592697144,0.09467520000000001,0.000236688,-0.002976587798912078,0.0025486453,0.136962890625,-1.5292620733380318,3875.06,-20.32,,,,
3660,268288,73,262,0.03424563503358513,1044,-0.00038223154842853546,0.8041945099830627,0.09465472000000001,0.0002366368,-0.0022187265421962366,0.00049388787,0.0361328125,-1.5198313742876053,3873.12,-20.32,,,,
3673,269312,73,263,0.06930409837514162,1048,0.010711690410971642,0.7654658555984497,0.09463424000000001,0.0002365856,0.0003050017112400383,0.0017121432,0.019775390625,-1.5158510208129883,3872.48,-20.31,,,,
3685,270336,73,264,0.051756937988102436,1052,0.004545347765088081,0.6510869264602661,0.09461376,0.00023653440000000002,-0.0008619965374236926,0.0024796843,0.044921875,-1.515801727771759,3872.48,-20.31,,,,
3699,271360,73,265,0.0770026808604598,1056,0.014962255954742432,0.5230294466018677,0.09459328,0.00023648320000000002,-0.0002850118326023221,0.0014169995,0.0009765625,-1.4838038831949234,3870.63,-20.33,,,,
3711,272384,73,266,0.043857280164957047,1060,0.007679789327085018,0.7480381727218628,0.09457280000000001,0.00023643200000000002,-0.0008940361440181732,0.0015560121,0.018310546875,-1.5263923704624176,3870.63,-20.33,,,,
3724,273408,73,267,0.027329752454534173,1064,-0.010524916462600231,0.8039266467094421,0.09455232000000001,0.0002363808,-0.001998370440560393,0.002632648,0.060546875,-1.560789816081524,3868.43,-20.34,,,,
3737,274432,73,268,0.03985957766417414,1068,0.005999622866511345,0.7376863956451416,0.09453184,0.0002363296,-0.001623079995624721,0.0041014454,0.109130859375,-1.5611859560012817,3846.43,-20.34,,,,
,275000,,,0.03223890590015799,1072,-0.0037837354466319084,0.8391864895820618,0.09451136,0.0002362784,0.00022794189862906933,0.0010044356,0.046630859375,-1.54379253834486,,,-886.6600000000001,3204.8,3204.8,-21.0
3781,275456,72,269,,,,,,,,,,,3834.04,-20.35,,,,
3794,276480,72,270,0.05599014041945338,1076,0.006636479869484901,0.7395850419998169,0.09449088,0.0002362272,-0.0009539098391542211,0.0026776795,0.047607421875,-1.5618926733732224,3837.44,-20.35,,,,
3807,277504,72,271,0.051593825686722994,1080,0.007823275402188301,0.671504020690918,0.09447040000000001,0.000236176,-0.0017793517909012735,0.0011865164,0.113525390625,-1.5125923305749893,3837.44,-20.35,,,,
3819,278528,72,272,0.046165237203240395,1084,0.00010170415043830872,0.6771273612976074,0.09444992,0.0002361248,-0.0005795327524538152,0.000930832,0.0087890625,-1.5568644031882286,3837.44,-20.35,,,,
3832,279552,72,273,0.05116007127799094,1088,0.010423079133033752,0.851838231086731,0.09442944,0.0002360736,0.00019966333638876677,0.0012723795,0.00244140625,-1.5735729187726974,3836.45,-20.34,,,,
3845,280576,72,274,0.04341003205627203,1092,-0.007604530081152916,0.8284096121788025,0.09440896,0.00023602239999999999,-0.0027800105744972825,0.0011906739,0.1474609375,-1.6041749268770218,3838.71,-20.34,,,,
3857,281600,72,275,0.03510669991374016,1096,-0.009207012131810188,0.8629163503646851,0.09438848,0.0002359712,-0.002891207957873121,0.0034641635,0.147705078125,-1.5897634252905846,3826.62,-20.34,,,,
3871,282624,73,276,0.03456794854719192,1100,-0.005945300683379173,0.8109033107757568,0.09436800000000001,0.00023592,-0.002266841896926053,0.0013243027,0.06982421875,-1.602641373872757,3830.17,-20.33,,,,
3883,283648,73,277,0.0683584853541106,1104,0.004757707938551903,0.6622461080551147,0.09434752,0.0002358688,-0.0032268280046992004,0.0012462381,0.134765625,-1.6310470402240753,3830.17,-20.33,,,,
3896,284672,73,278,0.07224225183017552,1108,0.019825264811515808,0.41319864988327026,0.09432704,0.0002358176,-0.0003467137285042554,0.00042471773,0.001708984375,-1.6201444491744041,3838.26,-20.32,,,,
3909,285696,73,279,0.03307214844971895,1112,-0.00337257981300354,0.7875087857246399,0.09430656,0.0002357664,-0.002855557730072178,0.0025723767,0.080078125,-1.6202187538146973,3838.26,-20.32,,,,
3922,286720,73,280,0.06910904753021896,1116,0.009427448734641075,0.5789715647697449,0.09428608000000001,0.00023571520000000002,-0.002198542148107663,0.0013446596,0.072998046875,-1.6091788038611412,3837.59,-20.33,,,,
3935,287744,73,281,0.08884760271757841,1120,0.01997060887515545,0.4852914810180664,0.0942656,0.000235664,0.0007093733584042639,0.00048692647,0.142822265625,-1.5719694271683693,3837.59,-20.33,,,,
3947,288768,73,282,0.0397180151194334,1124,0.0027910368517041206,0.5433241128921509,0.09424512000000002,0.0002356128,-0.0031052673293743283,0.0023698865,0.119873046875,-1.6200881525874138,3836.16,-20.34,,,,
3960,289792,73,283,0.08676336193457246,1128,0.02275930717587471,0.6066033840179443,0.09422464000000001,0.0002355616,-0.0009755337960086763,0.0022356785,0.045654296875,-1.6023595184087753,3857.84,-20.33,,,,
3973,290816,73,284,0.054829221684485674,1132,0.005134915933012962,0.7846238613128662,0.09420416000000001,0.0002355104,-0.0012805810547433794,0.0013067966,0.008056640625,-1.6070621311664581,3857.84,-20.33,,,,
3985,291840,73,285,0.06719202199019492,1136,0.01129615306854248,0.5636489391326904,0.09418368,0.00023545920000000002,-0.0011854903132189065,0.0016686907,0.093505859375,-1.5824307724833488,3870.03,-20.31,,,,
3998,292864,73,286,0.054727634182199836,1140,0.0075464434921741486,0.7739368677139282,0.0941632,0.00023540800000000002,-7.61275296099484e-05,0.00063568744,0.0146484375,-1.6015028730034828,3896.14,-20.28,,,,
4010,293888,73,287,0.04970118124037981,1144,0.003148028627038002,0.8920589685440063,0.09414272000000001,0.00023535680000000002,-0.00041518817306496203,0.00048763456,0.024169921875,-1.5634423941373825,3921.28,-20.26,,,,
4023,294912,73,288,0.06324758753180504,1148,0.0052327122539281845,0.652626633644104,0.09412224000000001,0.0002353056,-0.0016211005568038672,0.003324677,0.130859375,-1.5615199282765388,3921.28,-20.26,,,,
4035,295936,73,289,0.10050061251968145,1152,0.03955977037549019,0.3089011311531067,0.09410176,0.0002352544,-0.00032664884929545224,0.0010628856,0.03955078125,-1.5856116563081741,3921.28,-20.26,,,,
4048,296960,73,290,0.035091744153760374,1156,-0.005434796214103699,0.8072441220283508,0.09408128,0.0002352032,-0.002309013085323386,0.0020072618,0.139892578125,-1.5303154662251472,3910.02,-20.31,,,,
4061,297984,73,291,0.07500483794137836,1160,0.01792503520846367,0.673264741897583,0.0940608,0.000235152,-0.0019987761043012142,0.002810633,0.06689453125,-1.5124307945370674,3910.02,-20.31,,,,
4075,299008,73,292,0.08557408303022385,1164,0.024842960759997368,0.49296146631240845,0.09404032000000001,0.0002351008,0.0004788286751136184,0.00048184092,0.03125,-1.5230310186743736,3906.76,-20.31,,,,
,300000,,,0.062263994943350554,1168,0.007662355899810791,0.6685941815376282,0.09401984000000001,0.0002350496,-0.0022280611738096923,0.002250659,0.174072265625,-1.4797577634453773,,,-3025.07,3056.0,3056.0,-21.0
4118,300032,72,293,,,,,,,,,,,3899.22,-20.32,,,,
4131,301056,72,294,0.044828077079728246,1172,-0.0018180031329393387,0.7522055506706238,0.09399936,0.0002349984,-0.0045777225168421865,0.0025587606,0.239501953125,-1.4826075285673141,3895.86,-20.32,,,,
4143,302080,72,295,0.022393773426301777,1176,-0.010443184524774551,0.8588540554046631,0.09397888,0.0002349472,-0.0006662425876129419,0.0014177288,0.05078125,-1.4611410722136497,3893.7,-20.34,,,,
4156,303104,72,296,0.024564563180319965,1180,-0.006901603192090988,0.8326551914215088,0.0939584,0.000234896,-0.0008428252185694873,0.00063345954,0.0107421875,-1.4851600527763367,3884.26,-20.34,,,,
4169,304128,72,297,0.029922146117314696,1184,-0.001111106015741825,0.8932539224624634,0.09393792000000001,0.0002348448,-0.0029340438632061705,0.0020622073,0.142822265625,-1.5282069817185402,3888.75,-20.33,,,,
4182,305152,72,298,0.03775407210923731,1188,-0.011426271870732307,0.783985435962677,0.09391744,0.0002347936,-0.0015237805928336456,0.001965322,0.0478515625,-1.5551720410585403,3882.55,-20.33,,,,
4195,306176,72,299,0.03317133558448404,1192,-0.0010903999209403992,0.7611236572265625,0.09389696,0.0002347424,-0.001483360887505114,0.0030737615,0.094970703125,-1.565040484070778,3883.87,-20.33,,,,
4208,307200,72,300,0.0512487783562392,1196,0.013170553371310234,0.8166447281837463,0.09387648,0.0002346912,-0.0011023897968698293,0.002631621,0.048095703125,-1.5580413937568665,3875.56,-20.34,,,,
4220,308224,73,301,0.03468031156808138,1200,-0.009313372895121574,0.8106814622879028,0.093856,0.00023464,-0.0034249121381435543,0.0023478416,0.191650390625,-1.5453642010688782,3877.96,-20.34,,,,
4233,309248,73,302,0.037019644398242235,1204,0.0017496459186077118,0.7192434072494507,0.09383552,0.00023458879999999999,-0.000746795063605532,0.0023571546,0.05517578125,-1.5113715380430222,3877.96,-20.34,,,,
4245,310272,73,303,0.04668936296366155,1208,0.00026086345314979553,0.7465472221374512,0.09381504000000002,0.0002345376,-0.0015030396461952478,0.0031473534,0.106201171875,-1.523851677775383,3881.39,-20.35,,,,
4258,311296,73,304,0.04059874452650547,1212,7.849931716918945e-05,0.7991549968719482,0.09379456000000001,0.0002344864,-0.002642808496602811,0.0025852104,0.077392578125,-1.4778130501508713,3883.12,-20.36,,,,
4270,312320,73,305,0.0635252702049911,1216,0.00956779532134533,0.7729055285453796,0.09377408000000001,0.00023443520000000003,-0.0037843342288397253,0.0031726921,0.181884765625,-1.5235774591565132,3883.12,-20.36,,,,
4283,313344,73,306,0.061557767912745476,1220,0.013310767710208893,0.5463685989379883,0.0937536,0.00023438400000000002,-0.00034785730531439185,0.0028122002,0.10205078125,-1.49083611369133,3871.29,-20.36,,,,
4296,314368,73,307,0.07430299464613199,1224,0.0025945454835891724,0.6984866261482239,0.09373312,0.00023433280000000002,-0.0031657265790272504,0.0036230711,0.153076171875,-1.4819218069314957,3871.29,-20.36,,,,
4309,315392,73,308,0.06377783021889627,1228,0.01398598961532116,0.4935706853866577,0.09371264000000001,0.00023428160000000002,-0.0011738561152014881,0.0017826136,0.04052734375,-1.4684225916862488,3865.54,-20.36,,,,
4322,316416,73,309,0.04103567893616855,1232,0.007953989319503307,0.7613703608512878,0.09369216000000001,0.0002342304,-0.0021218341134954244,0.0009705446,0.1103515625,-1.4710883870720863,3865.54,-20.36,,,,
4335,317440,73,310,0.06716025248169899,1236,0.01647183857858181,0.5404272675514221,0.09367168000000001,0.0002341792,0.0004211537598166615,0.0006866801,0.032958984375,-1.5265157595276833,3865.54,-20.36,,,,
4347,318464,73,311,0.07573068793863058,1240,0.018272604793310165,0.6125037670135498,0.0936512,0.000234128,-0.0015621020720573142,0.0012034699,0.030517578125,-1.517197147011757,3866.0,-20.35,,,,
4360,319488,73,312,0.07938031852245331,1244,0.023888472467660904,0.6210709810256958,0.09363072,0.0002340768,-0.0006050935771781951,0.0018174581,0.082275390625,-1.5510241240262985,3870.7,-20.34,,,,
4373,320512,73,313,0.06338352314196527,1248,0.003495601937174797,0.6275420188903809,0.09361024000000001,0.0002340256,-0.003566135186702013,0.0028782599,0.108642578125,-1.5236870348453522,3872.39,-20.35,,,,
4385,321536,73,314,0.07168985879980028,1252,0.011067954823374748,0.6303086876869202,0.09358976000000001,0.0002339744,-0.0028760310960933566,0.0017206772,0.075439453125,-1.5444961860775948,3878.63,-20.35,,,,
4398,322560,73,315,0.05325099569745362,1256,0.0027331411838531494,0.7719334959983826,0.09356928,0.0002339232,-0.0027928102645091712,0.0028280718,0.102294921875,-1.5353374555706978,3894.71,-20.35,,,,
4411,323584,73,316,0.05790633708238602,1260,0.00311138853430748,0.6988219618797302,0.0935488,0.000233872,-0.002005175338126719,0.0021650621,0.16455078125,-1.5599860772490501,3900.4,-20.34,,,,
4424,324608,73,317,0.07404523226432502,1264,0.012356400489807129,0.481314480304718,0.09352832,0.0002338208,-0.0016454210708616301,0.0011509708,0.031005859375,-1.5717645734548569,3900.4,-20.34,,,,
,325000,,,0.06349450442939997,1268,0.014133915305137634,0.5187512636184692,0.09350784000000001,0.0002337696,-0.00011450346210040152,0.0024367026,0.045166015625,-1.5605495497584343,,,-3842.3599999999997,4361.6,4361.6,-21.0
4481,325632,72,318,,,,,,,,,,,3900.34,-20.34,,,,
4494,326656,72,319,0.06470256694592535,1272,0.007001066580414772,0.6177271008491516,0.09348736,0.0002337184,-0.0015075555056682788,0.0025838776,0.06494140625,-1.5747550055384636,3900.34,-20.34,,,,
4507,327680,72,320,0.05861100624315441,1276,0.010071605443954468,0.5608129501342773,0.09346688,0.0002336672,-0.0006201757496455684,0.00052362704,0.011474609375,-1.5894244238734245,3912.76,-20.32,,,,
4519,328704,72,321,0.0701925097964704,1280,0.007891345769166946,0.5652590394020081,0.0934464,0.000233616,-0.0011579972342588007,0.0010883419,0.02490234375,-1.5920554995536804,3902.4,-20.33,,,,
4533,329728,72,322,0.07448378135450184,1284,0.012384522706270218,0.7109673023223877,0.09342592,0.0002335648,-0.001183682310511358,0.00089039974,0.026123046875,-1.5946341529488564,3909.92,-20.31,,,,
4546,330752,72,323,0.060830156318843365,1288,0.002070752903819084,0.7593140602111816,0.09340544,0.00023351359999999999,-0.00506061950000003,0.0024404395,0.242431640625,-1.590112067759037,3903.12,-20.33,,,,
4559,331776,72,324,0.05758806527592242,1292,0.008232871070504189,0.7391587495803833,0.09338496000000002,0.0002334624,-0.0008230590319726616,0.00058557664,0.019287109375,-1.5662196949124336,3933.24,-20.26,,,,
4572,332800,72,325,0.03479785239323974,1296,-0.0018461979925632477,0.7704711556434631,0.09336448,0.00023341119999999998,-0.001772871648427099,0.0026193613,0.043701171875,-1.573773331940174,3938.89,-20.26,,,,
4585,333824,72,326,0.08249140530824661,1300,0.015120714902877808,0.5742409229278564,0.09334400000000001,0.00023336000000000003,-0.002060402272036299,0.0024002101,0.103515625,-1.6078710108995438,3938.89,-20.26,,,,
4597,334848,72,327,0.04378202301450074,1304,-0.0038194581866264343,0.6459259390830994,0.09332352000000001,0.00023330880000000003,-0.0022645840945187956,0.002764963,0.09130859375,-1.6076578348875046,3938.21,-20.26,,,,
4610,335872,72,328,0.08646516129374504,1308,0.021623952314257622,0.5811264514923096,0.09330304,0.00023325760000000002,-0.0014740164915565401,0.0012595642,0.135009765625,-1.632313460111618,3938.21,-20.26,,,,
4623,336896,72,329,0.04603840853087604,1312,-0.0030623525381088257,0.6226818561553955,0.09328256000000001,0.00023320640000000002,-0.0025512390566291288,0.0014507252,0.154296875,-1.6331663206219673,3929.14,-20.26,,,,
4636,337920,72,330,0.05948273651301861,1316,0.008304111659526825,0.6516156196594238,0.09326208000000001,0.00023315520000000001,-0.0010727265616878867,0.0013531618,0.023193359375,-1.6236560493707657,3918.72,-20.28,,,,
4649,338944,72,331,0.03951521229464561,1320,-0.0003900090232491493,0.7794532775878906,0.09324160000000001,0.000233104,-0.0014882975374348462,0.0020642679,0.0263671875,-1.6290520653128624,3924.83,-20.26,,,,
4662,339968,72,332,0.04274336725939065,1324,-0.004322987049818039,0.7674286961555481,0.09322112,0.0002330528,-0.0029371751588769257,0.001980249,0.08251953125,-1.6097203865647316,3926.03,-20.26,,,,
4674,340992,72,333,0.04411841474939138,1328,0.004447679966688156,0.8296939730644226,0.09320064,0.0002330016,-0.0012236246548127383,0.0015080753,0.021728515625,-1.6154084131121635,3926.03,-20.26,,,,
4687,342016,72,334,0.06415266077965498,1332,0.005964042618870735,0.5720229744911194,0.09318016000000001,0.0002329504,-0.0034907257941085845,0.0028154012,0.12744140625,-1.631319634616375,3917.82,-20.28,,,,
4699,343040,72,335,0.0394727208185941,1336,-0.004657009616494179,0.7906351089477539,0.09315968000000001,0.0002328992,-0.004778139104018919,0.0023575982,0.157958984375,-1.6208400428295135,3917.82,-20.28,,,,
4713,344064,72,336,0.05948026734404266,1340,0.00435110367834568,0.6012725830078125,0.0931392,0.00023284800000000002,-0.0010219588002655655,0.0036210576,0.128662109375,-1.6043508648872375,3917.82,-20.28,,,,
4726,345088,73,337,0.09196571679785848,1344,0.028950583189725876,0.6688777804374695,0.09311872,0.00023279680000000001,-0.002138879477570299,0.001902516,0.056884765625,-1.6138320937752724,3892.97,-20.33,,,,
4739,346112,73,338,0.10323908552527428,1348,0.042226582765579224,0.7847318053245544,0.09309824,0.0002327456,-0.000533870974322781,0.00399194,0.147216796875,-1.5756002962589264,3892.97,-20.33,,,,
4751,347136,73,339,0.045971211744472384,1352,-0.00010330788791179657,0.6041563749313354,0.09307776000000001,0.0002326944,-0.0011153847735840827,0.0011384451,0.03662109375,-1.5203624665737152,3892.97,-20.33,,,,
4765,348160,73,340,0.07351576373912394,1356,0.015807226300239563,0.771602988243103,0.09305728,0.0002326432,-0.000980318771325983,0.0015042902,0.0234375,-1.5474452078342438,3898.58,-20.32,,,,
4777,349184,73,341,0.07909444440156221,1360,0.01650695875287056,0.5433169603347778,0.0930368,0.000232592,-0.0026325901853851974,0.0015635075,0.052734375,-1.5570271909236908,3898.58,-20.32,,,,
,350000,,,0.05888025998137891,1364,0.007626181468367577,0.7756603360176086,0.09301632,0.0002325408,-0.00021734400070272386,0.0012264387,0.0048828125,-1.5537356436252594,,,-3007.94,3548.0,3548.0,-21.0
4826,350208,72,342,,,,,,,,,,,3935.91,-20.27,,,,
4838,351232,72,343,0.0607950349804014,1368,0.007833009585738182,0.6889861822128296,0.09299584,0.0002324896,-0.0018156351434299722,0.0014166218,0.09619140625,-1.5699295848608017,3935.91,-20.27,,,,
4851,352256,72,344,0.07273469376377761,1372,0.013558341190218925,0.5641108751296997,0.09297536,0.0002324384,-0.0019134250469505787,0.0017180771,0.08203125,-1.5819519385695457,3957.61,-20.25,,,,
4863,353280,72,345,0.04541374882683158,1376,-0.002001287415623665,0.7949643135070801,0.09295488,0.00023238719999999998,-0.0011920939869014546,0.0014588195,0.009033203125,-1.5953650921583176,3961.73,-20.24,,,,
4877,354304,72,346,0.041167086688801646,1380,0.0014880560338497162,0.7676969170570374,0.0929344,0.00023233599999999998,-0.002392599475570023,0.0024489593,0.116455078125,-1.5890596210956573,3961.73,-20.24,,,,
4889,355328,72,347,0.061842640629038215,1384,0.02021758258342743,0.510191798210144,0.09291392000000001,0.00023228480000000003,-0.0007593875998281874,0.0017946167,0.0400390625,-1.5886334776878357,3962.25,-20.24,,,,
4902,356352,72,348,0.06449536746367812,1388,0.0005948543548583984,0.6315058469772339,0.09289344,0.0002322336,-0.0017575811361894011,0.0014889715,0.024169921875,-1.5870957523584366,3966.22,-20.23,,,,
4915,357376,72,349,0.07081184908747673,1392,0.0077298711985349655,0.656600832939148,0.09287296,0.00023218240000000002,-0.0014670374512206763,0.001603395,0.040283203125,-1.5771919935941696,3967.17,-20.24,,,,
4927,358400,72,350,0.049992803018540144,1396,0.002480439841747284,0.8187500834465027,0.09285248000000002,0.00023213120000000002,-0.0015347754233516753,0.0010122899,0.083740234375,-1.5470183119177818,3961.48,-20.25,,,,
4940,359424,72,351,0.05014317715540528,1400,0.0012077298015356064,0.7174066305160522,0.09283200000000001,0.00023208000000000001,-0.0031967433751560748,0.0023547576,0.17724609375,-1.584726758301258,3958.21,-20.25,,,,
4953,360448,72,352,0.06532472092658281,1404,0.00438152439892292,0.6745791435241699,0.09281152000000001,0.0002320288,-0.0005893809866392985,0.0022228342,0.053466796875,-1.585857942700386,3958.21,-20.25,,,,
4966,361472,72,353,0.07364653586409986,1408,0.018458232283592224,0.6273791193962097,0.09279104,0.0002319776,-0.002162442571716383,0.001913186,0.0537109375,-1.6151796281337738,3967.45,-20.21,,,,
4978,362496,72,354,0.07322999509051442,1412,0.023531915619969368,0.7033737897872925,0.09277056,0.0002319264,-0.0011415632907301188,0.0022095921,0.042236328125,-1.5922499522566795,3945.14,-20.25,,,,
4992,363520,72,355,0.06495602335780859,1416,0.016351699829101562,0.6521068811416626,0.09275008000000001,0.0002318752,-0.0018203117797384039,0.0027027403,0.09521484375,-1.5570756271481514,3946.22,-20.25,,,,
5005,364544,72,356,0.06619261368177831,1420,0.011297302320599556,0.5188483595848083,0.09272960000000001,0.000231824,-0.0008195630216505378,0.0006157617,0.091552734375,-1.5576119646430016,3946.22,-20.25,,,,
5018,365568,72,357,0.05899803014472127,1424,0.014280513860285282,0.6188153028488159,0.09270912,0.00023177280000000002,-0.0002646045250003226,0.0010982596,0.011474609375,-1.5408005639910698,3938.36,-20.25,,,,
5030,366592,72,358,0.07107575191184878,1428,0.015210118144750595,0.6637125015258789,0.09268864,0.00023172160000000001,-0.0014505102881230414,0.0023762132,0.053466796875,-1.5516584366559982,3939.11,-20.26,,,,
5044,367616,72,359,0.050584223587065935,1432,-0.0018467530608177185,0.7217616438865662,0.09266816,0.0002316704,-0.002688119886443019,0.0019156131,0.04443359375,-1.543621025979519,3949.27,-20.25,,,,
5057,368640,72,360,0.08002046681940556,1436,0.01757306419312954,0.5609225034713745,0.09264768000000001,0.0002316192,-0.0011752084974432364,0.0012554557,0.035888671875,-1.5385596975684166,3944.83,-20.25,,,,
5070,369664,72,361,0.07501688972115517,1440,0.01460493728518486,0.6058050990104675,0.0926272,0.000231568,-0.0003042868338525295,0.0009919985,0.0341796875,-1.5364594236016273,3965.72,-20.24,,,,
5083,370688,72,362,0.09161788411438465,1444,0.01623033918440342,0.6641155481338501,0.09260672,0.0002315168,-0.0008164328901330009,0.0012468782,0.061279296875,-1.5686654224991798,3963.01,-20.23,,,,
5095,371712,72,363,0.047967541962862015,1448,-0.008861657232046127,0.6986771821975708,0.09258624,0.0002314656,-0.0029288452642504126,0.002095936,0.0576171875,-1.5647923424839973,3974.35,-20.23,,,,
5108,372736,72,364,0.0756362983956933,1452,0.017590859904885292,0.5209999084472656,0.09256576,0.0002314144,-0.002059358055703342,0.0022495016,0.193115234375,-1.5482496917247772,3974.35,-20.23,,,,
5120,373760,72,365,0.05129619035869837,1456,0.0065125999972224236,0.6166642904281616,0.09254528000000001,0.0002313632,-7.692017243243754e-05,0.0005553911,0.080078125,-1.5287273675203323,3974.35,-20.23,,,,
5133,374784,73,366,0.07295045582577586,1460,0.019791346043348312,0.48513275384902954,0.0925248,0.00023131199999999998,-0.0012659802159760147,0.0012233702,0.02392578125,-1.5598588809370995,3996.77,-20.19,,,,
,375000,,,0.04775587376207113,1464,0.010675657540559769,0.7377386689186096,0.09250432,0.0002312608,-0.00033747105044312775,0.0023056723,0.064697265625,-1.5474975481629372,,,-2897.9700000000003,3056.0,3056.0,-21.0
5176,375808,72,367,,,,,,,,,,,4004.41,-20.19,,,,
5189,376832,72,368,0.041091235587373376,1468,-0.0008290950208902359,0.8162897229194641,0.09248384000000001,0.00023120960000000003,-0.0004903512890450656,0.0005422809,0.00341796875,-1.5406759604811668,4016.25,-20.17,,,,
5203,377856,72,369,0.05588890961371362,1472,0.006101646460592747,0.7861673831939697,0.09246336,0.0002311584,-0.001969909470062703,0.001601686,0.081298828125,-1.557159423828125,4013.5,-20.18,,,,
5217,378880,72,370,0.07447830261662602,1476,0.002196015790104866,0.5739021897315979,0.09244288,0.00023110720000000002,-0.0031980153871700168,0.0015206805,0.1455078125,-1.5304898545145988,4009.47,-20.19,,,,
5230,379904,72,371,0.08589024050161242,1480,0.02744351141154766,0.5737402439117432,0.09242240000000002,0.00023105600000000002,-0.0006061978565412574,0.0010491353,0.066650390625,-1.5440217480063438,4021.78,-20.18,,,,
5244,380928,72,372,0.09719756431877613,1484,0.022622209042310715,0.4473406672477722,0.09240192000000001,0.00023100480000000001,-0.00076870052726008,0.0010988477,0.045654296875,-1.5255719646811485,4036.13,-20.16,,,,
5257,381952,72,373,0.047967843944206834,1488,0.0045537929981946945,0.7051030397415161,0.09238144000000001,0.0002309536,-0.001645411248318851,0.0016349661,0.082275390625,-1.5046789273619652,4042.21,-20.16,,,,
5270,382976,72,374,0.08702443400397897,1492,0.022147666662931442,0.5670465230941772,0.09236096,0.0002309024,0.0015413185756187886,0.0018651532,0.2060546875,-1.5304661691188812,4042.21,-20.16,,,,
5282,384000,72,375,0.09735355945304036,1496,0.02695596031844616,0.633941650390625,0.09234048,0.0002308512,-0.002267700605443679,0.0025813857,0.064697265625,-1.5125829353928566,4055.25,-20.15,,,,
5295,385024,72,376,0.10522512393072248,1500,0.03773310035467148,0.4627871513366699,0.09232000000000001,0.0002308,-0.002548461518017575,0.0033868665,0.120361328125,-1.4910222887992859,4063.01,-20.14,,,,
5308,386048,72,377,0.029318601940758526,1504,-0.003039708361029625,0.8024131655693054,0.09229952000000001,0.0002307488,-0.0016388254589401186,0.0013693216,0.05615234375,-1.458394467830658,4071.95,-20.12,,,,
