time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/value_loss,train/n_updates,train/loss,train/explained_variance,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_reward,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_score_reward
443,33792,76,33,0.03131449094507843,128,-0.001481005921959877,0.7205911874771118,0.09934464,0.0002483616,-0.0006702588070766069,0.0019129273,0.02294921875,-1.7272895202040672,3544.121212121212,-20.575757575757574,,,,
455,34816,76,34,0.047322267782874405,132,0.013066481798887253,0.6981960535049438,0.09932416,0.0002483104,-0.0017901687970152125,0.003053039,0.08203125,-1.7166428044438362,3529.942857142857,-20.6,,,,
468,35840,76,35,0.07605407573282719,136,0.009761340916156769,0.6480227708816528,0.09930368,0.00024825920000000004,-0.0024633049324620515,0.0033349455,0.0947265625,-1.7371079623699188,3534.7837837837837,-20.594594594594593,,,,
481,36864,76,36,0.07067417539656162,140,0.013892585411667824,0.6234140396118164,0.09928320000000002,0.00024820800000000003,-0.002405922510661185,0.0016044674,0.10302734375,-1.734743319451809,3527.075,-20.6,,,,
493,37888,76,37,0.08832088764756918,144,0.013961076736450195,0.5328210592269897,0.09926272000000001,0.00024815680000000003,-0.0008364760724361986,0.001700277,0.080322265625,-1.7615234702825546,3527.075,-20.6,,,,
507,38912,76,38,0.08874959358945489,148,0.011787714436650276,0.3165048360824585,0.09924224000000001,0.0002481056,0.0003474052209639922,0.0006200851,0.0,-1.759945198893547,3527.075,-20.6,,,,
520,39936,76,39,0.06242587836459279,152,0.011858455836772919,0.40347230434417725,0.09922176,0.0002480544,-0.002076465680147521,0.0025847172,0.03662109375,-1.7552441284060478,3527.075,-20.6,,,,
532,40960,76,40,0.0751688894815743,156,0.029788777232170105,0.372031569480896,0.09920128,0.0002480032,-0.0023803187505109236,0.0025804876,0.1396484375,-1.7579511180520058,3517.3414634146343,-20.609756097560975,,,,
545,41984,76,41,0.053117712028324604,160,0.002026734873652458,0.6860364675521851,0.09918080000000001,0.000247952,-0.001380545785650611,0.0014296187,0.02392578125,-1.7443211898207664,3531.1162790697676,-20.627906976744185,,,,
558,43008,77,42,0.06057682307437062,164,0.01139100082218647,0.6131407022476196,0.09916032000000001,0.0002479008,-0.0012443227606127039,0.0023682732,0.0341796875,-1.7490057274699211,3540.891304347826,-20.630434782608695,,,,
571,44032,76,43,0.06615092139691114,168,0.020573005080223083,0.7340109348297119,0.09913984,0.0002478496,-0.0016171424940694124,0.003069777,0.07275390625,-1.7379927709698677,3534.75,-20.645833333333332,,,,
584,45056,77,44,0.11883530393242836,172,0.03397088497877121,0.4963563084602356,0.09911936,0.0002477984,-0.0007317173876799643,0.0013942935,0.0234375,-1.7269695922732353,3534.75,-20.645833333333332,,,,
597,46080,77,45,0.09789368137717247,176,0.030485522001981735,0.4477349519729614,0.09909888,0.0002477472,-0.0008225078927353024,0.00058037986,0.01171875,-1.7347644120454788,3534.75,-20.645833333333332,,,,
610,47104,77,46,0.030356483883224428,180,-0.00159379281103611,0.7172449231147766,0.09907840000000001,0.000247696,-0.001963317597983405,0.0038325158,0.115234375,-1.7506027445197105,3529.9591836734694,-20.653061224489797,,,,
623,48128,77,47,0.04474686901085079,184,-0.0033459067344665527,0.7539948225021362,0.09905792000000001,0.0002476448,-0.0018860372074414045,0.0033006407,0.06689453125,-1.752279207110405,3526.78,-20.66,,,,
636,49152,77,48,0.06685860361903906,188,0.0036945920437574387,0.7890229225158691,0.09903744,0.0002475936,-0.0006413741648430005,0.00043112348,0.0,-1.7519231587648392,3520.269230769231,-20.634615384615383,,,,
,50000,,,0.055111418943852186,192,0.010272352024912834,0.7105493545532227,0.09901696,0.0002475424,-0.002014236568356864,0.0038527749,0.14208984375,-1.7451791167259216,,,-0.45,3056.0,3056.0,-21.0
680,50176,73,49,,,,,,,,,,,3515.3518518518517,-20.62962962962963,,,,
693,51200,73,50,0.0581738599576056,196,0.006505874916911125,0.7638013362884521,0.09899648,0.0002474912,-0.0036902845386066474,0.0038801157,0.15234375,-1.7555994093418121,3521.8928571428573,-20.607142857142858,,,,
705,52224,73,51,0.11430027009919286,200,0.030669203028082848,0.522611141204834,0.09897600000000001,0.00024744,-0.0002245876530651003,0.00049043354,0.00048828125,-1.761002041399479,3521.8928571428573,-20.607142857142858,,,,
720,53248,73,52,0.07484286744147539,204,0.013366909697651863,0.31926679611206055,0.09895552,0.00024738879999999997,-0.002212055114796385,0.0028533945,0.0751953125,-1.7535317316651344,3521.8928571428573,-20.607142857142858,,,,
733,54272,73,53,0.046482762321829796,208,0.0008250586688518524,0.4965188503265381,0.09893504,0.0002473376,-0.0011862891406053677,0.0017496976,0.051025390625,-1.7452346608042717,3521.8928571428573,-20.607142857142858,,,,
747,55296,73,54,0.02588056481909007,212,-0.019223060458898544,0.8600502014160156,0.09891456,0.0002472864,-0.001888930390123278,0.0028477635,0.07080078125,-1.7351396530866623,3523.423728813559,-20.610169491525422,,,,
760,56320,74,55,0.044761731871403754,216,-0.0004832874983549118,0.8812875747680664,0.09889408,0.0002472352,-0.00177939617424272,0.0016922592,0.013671875,-1.739466816186905,3516.451612903226,-20.612903225806452,,,,
774,57344,73,56,0.0683285086415708,220,0.005494607612490654,0.8009289503097534,0.0988736,0.000247184,-0.0016124369285535067,0.0008809602,0.002197265625,-1.742274634540081,3516.451612903226,-20.612903225806452,,,,
788,58368,74,57,0.09754158137366176,224,0.01870928332209587,0.49231988191604614,0.09885312000000002,0.0002471328,-0.00010089727584272623,0.00079478545,0.0,-1.7552350908517838,3520.515625,-20.59375,,,,
801,59392,74,58,0.06100333482027054,228,0.01108805276453495,0.7292175889015198,0.09883264000000001,0.0002470816,-0.00019850762328132987,0.0010251974,0.0,-1.7367116883397102,3520.515625,-20.59375,,,,
815,60416,74,59,0.08970880229026079,232,0.017930753529071808,0.5383763313293457,0.09881216000000001,0.0002470304,-0.0037944533105473965,0.003841876,0.126220703125,-1.7200482860207558,3520.515625,-20.59375,,,,
828,61440,74,60,0.06451860000379384,236,0.01579073630273342,0.646780788898468,0.09879168,0.0002469792,-0.0013848381058778614,0.0030742495,0.079345703125,-1.7360337525606155,3517.0615384615385,-20.6,,,,
842,62464,74,61,0.04494010843336582,240,-0.0032705795019865036,0.813107967376709,0.0987712,0.000246928,-0.003942024399293587,0.0020139285,0.158203125,-1.7383742928504944,3518.1666666666665,-20.59090909090909,,,,
855,63488,74,62,0.054387001087889075,244,0.015758372843265533,0.7979801297187805,0.09875072000000001,0.0002468768,-0.0011543689761310816,0.0017582988,0.043212890625,-1.7389614060521126,3518.6911764705883,-20.573529411764707,,,,
866,64512,74,63,0.07362428051419556,248,0.0016225334256887436,0.871009349822998,0.09873024000000001,0.00024682560000000004,-0.0018755698401946574,0.001471755,0.013671875,-1.753152258694172,3535.9295774647885,-20.577464788732396,,,,
879,65536,74,64,0.07465330814011395,252,0.03171294927597046,0.785894513130188,0.09870976000000001,0.00024677440000000003,-0.002980550256324932,0.002164128,0.065673828125,-1.7578344196081161,3537.8611111111113,-20.569444444444443,,,,
894,66560,74,65,0.06629422213882208,256,0.009501250460743904,0.5655080676078796,0.09868928,0.00024672320000000003,-0.0012584714786498807,0.0022693267,0.030517578125,-1.7382818311452866,3537.8611111111113,-20.569444444444443,,,,
907,67584,74,66,0.07060203747823834,260,0.013357341289520264,0.4022512435913086,0.0986688,0.000246672,-0.0009251032315660268,0.00158994,0.029296875,-1.7252506762742996,3532.794520547945,-20.575342465753426,,,,
920,68608,74,67,0.05258619645610452,264,0.002098316326737404,0.6852312088012695,0.09864832000000001,0.0002466208,-0.0016985354013741016,0.0028153786,0.05224609375,-1.7335168421268463,3530.608108108108,-20.58108108108108,,,,
932,69632,74,68,0.08453532168641686,268,0.012707643210887909,0.6339631080627441,0.09862784000000001,0.0002465696,-0.0013647074956679717,0.0012121967,0.01318359375,-1.7412422448396683,3528.48,-20.586666666666666,,,,
945,70656,74,69,0.0560262321960181,272,0.0026447661221027374,0.7557530403137207,0.09860736,0.0002465184,-0.0015037668927107006,0.0022133968,0.034423828125,-1.7414992451667786,3528.48,-20.586666666666666,,,,
959,71680,74,70,0.0821826858446002,276,0.029324978590011597,0.63435959815979,0.09858688,0.0002464672,-0.0005706752999685705,0.0013884995,0.005859375,-1.731867976486683,3537.12987012987,-20.584415584415584,,,,
971,72704,74,71,0.08457275805994868,280,0.021709851920604706,0.6655727028846741,0.0985664,0.000246416,-0.0018618630710989237,0.0028002488,0.05810546875,-1.7336485087871552,3545.3291139240505,-20.582278481012658,,,,
984,73728,74,72,0.12533614970743656,284,0.022598236799240112,0.7116984128952026,0.09854592000000001,0.0002463648,0.001088484888896346,0.0022780919,0.155029296875,-1.72510527074337,3545.3291139240505,-20.582278481012658,,,,
997,74752,74,73,0.07698586257174611,288,0.020366637036204338,0.4960557222366333,0.09852544,0.0002463136,-0.00031580741779180244,0.002051162,0.045654296875,-1.745395414531231,3561.3625,-20.5625,,,,
,75000,,,0.07200179202482104,292,0.016567401587963104,0.7065268754959106,0.09850496,0.0002462624,-0.003158663137583062,0.0044995737,0.130859375,-1.7260893285274506,,,-3001.32,3056.0,3056.0,-21.0
1041,75776,72,74,,,,,,,,,,,3565.777777777778,-20.555555555555557,,,,
1054,76800,72,75,0.05901069939136505,296,0.016980133950710297,0.6693953275680542,0.09848448,0.0002462112,-0.0008559413545299321,0.0032916407,0.05615234375,-1.7168605029582977,3566.2804878048782,-20.548780487804876,,,,
1066,77824,72,76,0.06460220902226865,300,0.025569040328264236,0.6812883615493774,0.098464,0.00024616,-0.0020243610779289156,0.0020833837,0.05615234375,-1.696885660290718,3569.404761904762,-20.55952380952381,,,,
1079,78848,73,77,0.08658305509015918,304,0.013453716412186623,0.4866402745246887,0.09844352,0.0002461088,-0.001847025559982285,0.0033264954,0.103759765625,-1.685514323413372,3569.404761904762,-20.55952380952381,,,,
1091,79872,73,78,0.0756497629918158,308,0.015161905437707901,0.6363202333450317,0.09842304,0.0002460576,-0.002124074555467814,0.0045130234,0.150390625,-1.6814255863428116,3570.862068965517,-20.551724137931036,,,,
1103,80896,73,79,0.06112328404560685,312,0.008701188489794731,0.749936044216156,0.09840256000000001,0.00024600640000000003,-0.0031454567360924557,0.0027939165,0.111572265625,-1.6894373670220375,3570.862068965517,-20.551724137931036,,,,
1116,81920,73,80,0.03978969994932413,316,-0.006718311458826065,0.6332030296325684,0.09838208000000001,0.0002459552,-0.0019673460337799042,0.002602653,0.033935546875,-1.7003890573978424,3572.6136363636365,-20.545454545454547,,,,
1129,82944,73,81,0.06233686022460461,320,0.006292259320616722,0.6292808055877686,0.09836160000000001,0.000245904,-0.0036244318762328476,0.0032737912,0.108154296875,-1.7241889014840126,3567.9333333333334,-20.555555555555557,,,,
1142,83968,73,82,0.05477891582995653,324,0.009063128381967545,0.7369102239608765,0.09834112,0.0002458528,-0.0031840757001191378,0.0031436519,0.13623046875,-1.7154222279787064,3565.7252747252746,-20.54945054945055,,,,
1154,84992,73,83,0.09111090190708637,328,0.021653655916452408,0.6883872747421265,0.09832064000000001,0.0002458016,-0.0021020046551711857,0.004344099,0.175048828125,-1.729386106133461,3565.7252747252746,-20.54945054945055,,,,
1167,86016,73,84,0.10693233693018556,332,0.02996739186346531,0.32105815410614014,0.09830016000000001,0.0002457504,-0.0006249679136089981,0.001789846,0.0810546875,-1.7399466559290886,3562.8804347826085,-20.554347826086957,,,,
1180,87040,73,85,0.05652740551158786,336,-0.00015591830015182495,0.7857516407966614,0.09827968000000001,0.0002456992,-0.001211785594932735,0.0019370252,0.0712890625,-1.7259794548153877,3570.148936170213,-20.54255319148936,,,,
1193,88064,73,86,0.054790599504485726,340,-0.0018382053822278976,0.5956214666366577,0.0982592,0.000245648,0.00023429430439136922,0.0007620162,0.001220703125,-1.7168821692466736,3579.4,-20.53684210526316,,,,
1205,89088,73,87,0.05874091386795044,344,0.0029755253344774246,0.7262898683547974,0.09823872,0.0002455968,-0.0020864060934400186,0.002199497,0.137451171875,-1.7070081233978271,3578.6770833333335,-20.53125,,,,
1217,90112,73,88,0.10756151704117656,348,0.030848052352666855,0.4073837399482727,0.09821824000000001,0.0002455456,-0.00351005484117195,0.0022024189,0.1708984375,-1.6961283311247826,3574.061855670103,-20.536082474226806,,,,
