time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/clip_range,train/clip_fraction,train/n_updates,train/value_loss,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_score_ep_length,eval/mean_score_reward,eval/mean_object_reward,eval/mean_object_ep_length
3261,1264,396,1294336,0.07413376,0.172119140625,5052,0.04092804167885333,-0.005815507844090462,0.8240724802017212,-1.2319934517145157,0.002450727,-0.004287778516300023,0.00018533440000000003,0.13,10634.49,,,,
3262,1265,397,1295360,0.07411327999999999,0.0986328125,5056,0.04730397253297269,-0.004488687962293625,0.828005313873291,-1.208815909922123,0.0022661022,-0.004484288219828159,0.0001852832,0.13,10634.49,,,,
3263,1266,397,1296384,0.0740928,0.16064453125,5060,0.05589291709475219,0.001801174134016037,0.8129889369010925,-1.2303215116262436,0.0043498613,-0.0038930572336539626,0.00018523200000000002,0.13,10634.49,,,,
3264,1267,397,1297408,0.07407232000000001,0.162109375,5064,0.045550785260275006,-0.005578448995947838,0.8573628664016724,-1.2317066937685013,0.0017954968,-0.005472978053148836,0.00018518080000000001,0.13,10634.49,,,,
3265,1268,397,1298432,0.07405184000000001,0.207763671875,5068,0.054677132749930024,0.005259016528725624,0.864609956741333,-1.24649328738451,0.0023707445,-0.005852354224771261,0.0001851296,0.01,10589.82,,,,
3266,1269,397,1299456,0.07403136,0.137939453125,5072,0.06286501092836261,0.0016184374690055847,0.8752899765968323,-1.2553757727146149,0.002236842,-0.004776275134645402,0.0001850784,0.01,10589.82,,,,
,,,1300000,0.07401088,0.157958984375,5076,0.05814239429309964,0.0010152887552976608,0.8831688165664673,-1.256697915494442,0.002984619,-0.0076490832143463194,0.0001850272,,,9844.0,7.0,-982.5599999999998,9844.0
3307,1270,393,1300480,,,,,,,,,,,0.01,10589.82,,,,
3309,1271,393,1301504,0.0739904,0.1318359375,5080,0.05388192436657846,-0.006686095148324966,0.8619651794433594,-1.2291367575526237,0.0020035794,-0.00745963049121201,0.000184976,0.12,10541.34,,,,
3310,1272,393,1302528,0.07396992000000001,0.18017578125,5084,0.06126555800437927,-0.0007084961980581284,0.834280788898468,-1.273095190525055,0.0028874364,-0.006172383727971464,0.0001849248,0.12,10541.34,,,,
3311,1273,393,1303552,0.07394944,0.153564453125,5088,0.07043017959222198,0.0006519518792629242,0.8264475464820862,-1.234640084207058,0.0027305176,-0.004706306557636708,0.0001848736,0.41,10547.68,,,,
3312,1274,393,1304576,0.07392896,0.12939453125,5092,0.03983716934453696,-0.006898660212755203,0.8748234510421753,-1.2348875403404236,0.0020740968,-0.005305170896463096,0.00018482240000000001,0.5,10501.64,,,,
3313,1275,394,1305600,0.07390848,0.113037109375,5096,0.033080051420256495,-0.010322840884327888,0.9096572995185852,-1.2181423977017403,0.0016969843,-0.0042616333812475204,0.0001847712,0.5,10501.64,,,,
3314,1276,394,1306624,0.073888,0.17041015625,5100,0.07352453959174454,0.0060652922838926315,0.773144006729126,-1.2574113756418228,0.002841542,-0.006042056193109602,0.00018472,0.5,10501.64,,,,
3315,1277,394,1307648,0.07386752,0.237548828125,5104,0.052383146015927196,0.0038466639816761017,0.8422402143478394,-1.2213600501418114,0.002730626,-0.0007446630334015936,0.0001846688,0.48,10503.09,,,,
3316,1278,394,1308672,0.07384704,0.12158203125,5108,0.07214070064947009,0.005551779642701149,0.6747421026229858,-1.2422718331217766,0.0022694203,-0.005574508395511657,0.0001846176,0.48,10503.09,,,,
3317,1279,394,1309696,0.07382656000000001,0.188232421875,5112,0.04070540296379477,-0.009579431265592575,0.8281008005142212,-1.2770238742232323,0.0028564292,-0.006259569374378771,0.00018456640000000002,0.48,10503.09,,,,
3318,1280,395,1310720,0.07380608,0.13525390625,5116,0.037832278409041464,-0.007829803973436356,0.8828620910644531,-1.2293521836400032,0.0021254243,-0.006549535668455064,0.0001845152,0.48,10503.09,,,,
3319,1281,395,1311744,0.0737856,0.236572265625,5120,0.06483648833818734,-0.006243811920285225,0.7736120820045471,-1.2542436048388481,0.00330463,-0.008328787051141262,0.00018446400000000001,0.33,10486.01,,,,
3320,1282,395,1312768,0.07376512,0.18505859375,5124,0.06032074592076242,0.00479450449347496,0.7926445007324219,-1.223045401275158,0.003356997,-0.006334527628496289,0.00018441279999999998,0.06,10494.22,,,,
3321,1283,395,1313792,0.07374464000000001,0.1689453125,5128,0.05991178215481341,-0.00156472809612751,0.7504477500915527,-1.247715801000595,0.0027104642,-0.005162514222320169,0.0001843616,0.06,10494.22,,,,
3322,1284,395,1314816,0.07372416,0.1904296875,5132,0.03547091572545469,-0.012083029374480247,0.8880860805511475,-1.2359005510807037,0.002632854,-0.006066756090149283,0.00018431039999999998,0.06,10494.22,,,,
3323,1285,395,1315840,0.07370368000000001,0.1845703125,5136,0.0411055376753211,-0.011146767064929008,0.854848325252533,-1.2342331781983376,0.0022152718,-0.007017412222921848,0.00018425920000000003,0.06,10494.22,,,,
3324,1286,396,1316864,0.07368319999999999,0.14892578125,5140,0.03766483417712152,-0.005681524984538555,0.8751372694969177,-1.2114787846803665,0.0022304207,-0.0061271219747141,0.000184208,0.06,10494.22,,,,
3325,1287,396,1317888,0.07366272,0.14013671875,5144,0.02925075578968972,-0.00956866703927517,0.9139970541000366,-1.2446702495217323,0.003095913,-0.006330431118840352,0.00018415680000000002,0.18,10439.55,,,,
3326,1288,396,1318912,0.07364224,0.150634765625,5148,0.040891649667173624,-0.0013840645551681519,0.8690928816795349,-1.1702858731150627,0.0024661948,-0.005693345388863236,0.0001841056,-0.12,10408.31,,,,
3327,1289,396,1319936,0.07362176000000001,0.175048828125,5152,0.06125695398077369,0.0022937804460525513,0.7964020371437073,-1.2523923367261887,0.0027600946,-0.005885468272026628,0.0001840544,-0.12,10408.31,,,,
3328,1290,396,1320960,0.07360128,0.18798828125,5156,0.0624397995416075,0.008991383016109467,0.7746741771697998,-1.2882576137781143,0.0035831206,-0.003841059166006744,0.0001840032,-0.15,10397.13,,,,
3329,1291,397,1321984,0.0735808,0.113037109375,5160,0.06256314739584923,0.008227420970797539,0.8014203310012817,-1.268057145178318,0.0017014919,-0.00452926562866196,0.000183952,-0.18,10403.31,,,,
3330,1292,397,1323008,0.07356032,0.13330078125,5164,0.03120929526630789,-0.01625371165573597,0.8867976069450378,-1.239933155477047,0.0017189812,-0.0063496517250314355,0.0001839008,-0.18,10403.31,,,,
3331,1293,397,1324032,0.07353984000000001,0.17919921875,5168,0.03878290392458439,-0.009383635595440865,0.8639746904373169,-1.2555903941392899,0.0030726995,-0.004796268796781078,0.0001838496,-0.18,10403.31,,,,
,,,1325000,0.07351936,0.1318359375,5172,0.05635211826302111,0.0008600465953350067,0.7720823884010315,-1.2447618916630745,0.0021850173,-0.003835888230241835,0.0001837984,,,7400.0,20.0,-209.18400000000003,7400.0
3363,1294,393,1325056,,,,,,,,,,,-0.18,10403.31,,,,
3364,1295,394,1326080,0.07349888,0.17919921875,5176,0.05045505706220865,-0.004434898495674133,0.8141716718673706,-1.2420712783932686,0.0019633747,-0.005833617964526638,0.00018374720000000002,-0.18,10403.31,,,,
3365,1296,394,1327104,0.0734784,0.13330078125,5180,0.04017330380156636,-0.01128137856721878,0.8401379585266113,-1.2530060708522797,0.0017488074,-0.003804522886639461,0.000183696,-0.18,10403.31,,,,
3366,1297,394,1328128,0.07345792,0.21435546875,5184,0.05141637125052512,-0.0030782874673604965,0.8269107341766357,-1.2316955104470253,0.0033123894,-0.005206431029364467,0.0001836448,-0.18,10403.31,,,,
3367,1298,394,1329152,0.07343744,0.13134765625,5188,0.04261153575498611,-0.00931559968739748,0.8231201767921448,-1.254517212510109,0.0024096945,-0.004096065793419257,0.0001835936,-0.01,10409.79,,,,
3368,1299,394,1330176,0.07341696,0.156494140625,5192,0.04846413293853402,-0.006943482905626297,0.848473310470581,-1.2401266247034073,0.0030724825,-0.0063022811082191765,0.0001835424,-0.01,10409.79,,,,
3369,1300,395,1331200,0.07339648,0.166259765625,5196,0.045027209678664804,-0.012047803029417992,0.8603127002716064,-1.2085305154323578,0.0028860075,-0.007275644864421338,0.0001834912,-0.01,10409.79,,,,
3370,1301,395,1332224,0.073376,0.134521484375,5200,0.050333313876762986,-0.00021806731820106506,0.8051885366439819,-1.2571099996566772,0.0028879514,-0.005783552653156221,0.00018344,-0.01,10409.79,,,,
3371,1302,395,1333248,0.07335552000000001,0.14208984375,5204,0.03407168388366699,-0.012890869751572609,0.8842894434928894,-1.3247229009866714,0.002221326,-0.005162734596524388,0.00018338880000000002,0.02,10412.77,,,,
3372,1303,395,1334272,0.07333504,0.163330078125,5208,0.05318143288604915,-0.005071753636002541,0.8270555734634399,-1.2321926057338715,0.002434608,-0.004704513994511217,0.00018333759999999998,0.09,10379.22,,,,
3373,1304,395,1335296,0.07331456000000001,0.166015625,5212,0.03476101835258305,-0.009802738204598427,0.891146719455719,-1.2694595009088516,0.0026564128,-0.006570371217094362,0.0001832864,0.11,10363.57,,,,
3374,1305,396,1336320,0.07329408,0.129150390625,5216,0.049498497508466244,-0.005969315767288208,0.8274049758911133,-1.270431824028492,0.002651671,-0.006518036010675132,0.0001832352,0.11,10363.57,,,,
3375,1306,396,1337344,0.07327360000000001,0.1591796875,5220,0.045648145489394665,-0.004506636410951614,0.8677093386650085,-1.2521394342184067,0.0017382272,-0.004281850648112595,0.00018318400000000003,0.11,10363.57,,,,
3376,1307,396,1338368,0.07325311999999999,0.183837890625,5224,0.03473990794736892,-0.014295622706413269,0.890169084072113,-1.2042661234736443,0.001910786,-0.006065622845198959,0.0001831328,0.19,10331.29,,,,
3377,1308,396,1339392,0.07323264,0.15185546875,5228,0.05269621359184384,-0.00012621842324733734,0.8566265106201172,-1.2176601365208626,0.0025634929,-0.005403349758125842,0.00018308160000000002,0.19,10331.29,,,,
3378,1309,396,1340416,0.07321216,0.19482421875,5232,0.03837179171387106,-0.006055749952793121,0.8921183943748474,-1.2328466027975082,0.0025633164,-0.006943125976249576,0.0001830304,0.19,10331.29,,,,
3379,1310,396,1341440,0.07319168000000001,0.144287109375,5236,0.040419463883154094,-0.0027915723621845245,0.8896915316581726,-1.2300507202744484,0.0021586725,-0.007798252394422889,0.0001829792,-0.04,10362.75,,,,
3380,1311,397,1342464,0.07317119999999999,0.139892578125,5240,0.05726887588389218,0.005134135484695435,0.835493266582489,-1.2433030232787132,0.002624895,-0.003453760960837826,0.00018292799999999998,-0.03,10357.82,,,,
3381,1312,397,1343488,0.07315072,0.180908203125,5244,0.04420921206474304,-0.007081132382154465,0.8810679316520691,-1.2145500928163528,0.0031817155,-0.0068318265257403255,0.0001828768,-0.03,10357.82,,,,
3382,1313,397,1344512,0.07313024,0.14111328125,5248,0.03971844131592661,-0.008321141824126244,0.873079776763916,-1.2302755489945412,0.0022491575,-0.006008972879499197,0.0001828256,-0.03,10357.82,,,,
3383,1314,397,1345536,0.07310976000000001,0.176025390625,5252,0.026999478926882148,-0.015620764344930649,0.9382649064064026,-1.2402213141322136,0.0019890585,-0.006632702017668635,0.0001827744,-0.1,10280.28,,,,
3384,1315,397,1346560,0.07308928,0.126220703125,5256,0.057712656212970614,-0.001942632719874382,0.8661627769470215,-1.2661666795611382,0.002585204,-0.006579598528333008,0.00018272320000000002,-0.1,10280.28,,,,
3385,1316,398,1347584,0.0730688,0.206298828125,5260,0.03635779791511595,-0.010677473619580269,0.9136369228363037,-1.2350860238075256,0.0029878137,-0.0060487978043965995,0.00018267200000000002,-0.1,10280.28,,,,
3386,1317,398,1348608,0.07304832,0.16015625,5264,0.038526094518601894,-0.0036822203546762466,0.9114149212837219,-1.2098104283213615,0.002561002,-0.006610975135117769,0.0001826208,-0.1,10280.28,,,,
3387,1318,398,1349632,0.07302784,0.148681640625,5268,0.04769363487139344,0.0022941865026950836,0.9009546041488647,-1.2191530615091324,0.0020331815,-0.005541606049519032,0.0001825696,0.02,10225.31,,,,
,,,1350000,0.07300736000000001,0.1552734375,5272,0.03620626765768975,-0.009991459548473358,0.9049845933914185,-1.2046177238225937,0.0022409768,-0.006846738513559103,0.0001825184,,,9251.8,9.6,-682.992,9251.8
3427,1319,394,1350656,,,,,,,,,,,0.29,10202.01,,,,
3428,1320,394,1351680,0.07298688,0.17919921875,5276,0.04544028243981302,-0.004053667187690735,0.8619429469108582,-1.2204903587698936,0.0034340033,-0.007054200512357056,0.0001824672,0.29,10202.01,,,,
3429,1321,394,1352704,0.0729664,0.201904296875,5280,0.041560927871614695,-0.01140505075454712,0.8304145336151123,-1.2391779497265816,0.0028384998,-0.0067022949806414545,0.000182416,0.29,10202.01,,,,
3430,1322,394,1353728,0.07294592,0.181640625,5284,0.04003992339130491,-0.0038941875100135803,0.9026204943656921,-1.1790419071912766,0.0020196987,-0.0055708753352519125,0.0001823648,0.29,10202.01,,,,
3431,1323,394,1354752,0.07292544000000001,0.13427734375,5288,0.03766958450432867,-0.010615605860948563,0.9116954803466797,-1.2153109982609749,0.0025549945,-0.006872445752378553,0.00018231360000000002,0.24,10177.71,,,,
3432,1324,395,1355776,0.07290496,0.19189453125,5292,0.051776738138869405,-0.0027820486575365067,0.8650574684143066,-1.2655655443668365,0.002463388,-0.006629393436014652,0.00018226239999999998,0.24,10177.71,,,,
3433,1325,395,1356800,0.07288448000000002,0.14453125,5296,0.03943363460712135,-0.005278879776597023,0.905767560005188,-1.2255908995866776,0.0019878896,-0.004545863252133131,0.0001822112,0.06,10184.93,,,,
3434,1326,395,1357824,0.072864,0.182861328125,5300,0.042960841907188296,-0.007340783253312111,0.9050743579864502,-1.2893719747662544,0.0020781928,-0.005804153974168003,0.00018216,0.06,10184.93,,,,
3435,1327,395,1358848,0.07284352000000001,0.12548828125,5304,0.02800328901503235,-0.007931442931294441,0.9458400011062622,-1.2187161818146706,0.0014362239,-0.004900407540844753,0.00018210880000000003,0.06,10184.93,,,,
3436,1328,395,1359872,0.07282303999999999,0.141845703125,5308,0.06862122705206275,0.010620692744851112,0.856133759021759,-1.264843426644802,0.002864222,-0.002169162646168843,0.0001820576,0.25,10138.43,,,,
3437,1329,395,1360896,0.07280256,0.1279296875,5312,0.057120334822684526,-0.006246335804462433,0.8487071990966797,-1.2021381258964539,0.002103464,-0.0062351563246920705,0.00018200640000000002,0.25,10138.43,,,,
3438,1330,396,1361920,0.07278208,0.14990234375,5316,0.0422646141378209,-0.009692331776022911,0.890170693397522,-1.262930154800415,0.001883086,-0.0053223478607833385,0.0001819552,0.25,10138.43,,,,
3439,1331,396,1362944,0.07276160000000001,0.205078125,5320,0.05728334095329046,-0.004326000809669495,0.8473560810089111,-1.259162962436676,0.0036810644,-0.008010108256712556,0.000181904,0.25,10138.43,,,,
3440,1332,396,1363968,0.07274111999999999,0.165771484375,5324,0.06527767051011324,0.0027471110224723816,0.8271807432174683,-1.2264127731323242,0.003527928,-0.005276563169900328,0.00018185279999999998,0.25,10138.43,,,,
3441,1333,396,1364992,0.07272064,0.17138671875,5328,0.027446664054878056,-0.010116509161889553,0.9156928658485413,-1.2589116245508194,0.0029024929,-0.005652932391967624,0.0001818016,0.34,10104.42,,,,
3442,1334,396,1366016,0.07270016,0.12109375,5332,0.038142941310070455,-0.006071098148822784,0.9161836504936218,-1.2567000463604927,0.0018573061,-0.006095162243582308,0.0001817504,0.17,10107.9,,,,
3443,1335,396,1367040,0.07267968000000001,0.1015625,5336,0.06173929385840893,0.0019953344017267227,0.8418614268302917,-1.2665658593177795,0.002046596,-0.005741077708080411,0.0001816992,0.17,10107.9,,,,
3444,1336,397,1368064,0.07265920000000001,0.12744140625,5340,0.0377176646143198,-0.01203363947570324,0.8972342014312744,-1.235478900372982,0.001612619,-0.005201767809921876,0.00018164800000000002,0.17,10107.9,,,,
3445,1337,397,1369088,0.07263872,0.157470703125,5344,0.031101216445676982,-0.017453882843255997,0.8977115154266357,-1.2631696909666061,0.0024012614,-0.005022794823162258,0.00018159680000000002,0.1,10069.52,,,,
3446,1338,397,1370112,0.07261824,0.1767578125,5348,0.029480236349627376,-0.010306247510015965,0.9257829189300537,-1.246790386736393,0.002172511,-0.004761738469824195,0.0001815456,0.1,10069.52,,,,
3447,1339,397,1371136,0.07259776,0.1025390625,5352,0.0437600533477962,-0.007560562342405319,0.8948922157287598,-1.249577336013317,0.0019394797,-0.004510059021413326,0.0001814944,0.1,10069.52,,,,
3448,1340,397,1372160,0.07257728000000001,0.163818359375,5356,0.040084709762595594,-0.0005384720861911774,0.8800588250160217,-1.2818061485886574,0.0020167404,-0.005959604401141405,0.0001814432,0.26,10024.06,,,,
3449,1341,398,1373184,0.0725568,0.123779296875,5360,0.05057563562877476,-0.005995612591505051,0.7966173887252808,-1.2597317323088646,0.0021778117,-0.00638572993921116,0.000181392,0.26,10024.06,,,,
3450,1342,398,1374208,0.07253632,0.129150390625,5364,0.03852575575001538,-0.008617350831627846,0.8818396925926208,-1.2235698401927948,0.0020716707,-0.006420045159757137,0.0001813408,0.5,9984.56,,,,
,,,1375000,0.07251584,0.15283203125,5368,0.03263518295716494,-0.016314545646309853,0.8924099802970886,-1.289964199066162,0.0033830113,-0.006349454168230295,0.0001812896,,,8998.2,8.6,-406.672,8998.2
3488,1343,394,1375232,,,,,,,,,,,0.5,9984.56,,,,
3489,1344,394,1376256,0.07249536,0.160400390625,5372,0.04142273496836424,-0.00884566456079483,0.8703679442405701,-1.2683871239423752,0.002188941,-0.005669431993737817,0.0001812384,0.5,9984.56,,,,
3490,1345,394,1377280,0.07247488,0.1845703125,5376,0.02457496616989374,-0.01923513412475586,0.9345638155937195,-1.2391170114278793,0.0019977654,-0.006706892163492739,0.00018118719999999999,0.5,9984.56,,,,
3491,1346,394,1378304,0.07245440000000002,0.14013671875,5380,0.041660096729174256,-0.008221235126256943,0.9083413481712341,-1.2828738540410995,0.0024904767,-0.005999160464853048,0.00018113600000000004,0.5,9984.56,,,,
3492,1347,394,1379328,0.07243392,0.1435546875,5384,0.028754311613738537,-0.019945453852415085,0.9242154359817505,-1.2488650381565094,0.0019602284,-0.007020318225841038,0.0001810848,0.48,9971.98,,,,
3493,1348,395,1380352,0.07241344000000001,0.13134765625,5388,0.014717754500452429,-0.02041257917881012,0.9683523774147034,-1.214440755546093,0.0018990396,-0.007374646607786417,0.00018103360000000003,0.54,9950.12,,,,
3494,1349,395,1381376,0.07239295999999999,0.19921875,5392,0.051896310178563,-0.001263938844203949,0.8780186176300049,-1.3126960396766663,0.0023582953,-0.005923221237026155,0.0001809824,0.54,9950.12,,,,
3495,1350,395,1382400,0.07237248,0.140380859375,5396,0.03322291420772672,-0.013448495417833328,0.8599562644958496,-1.2235984280705452,0.0020205367,-0.004895786463748664,0.00018093120000000002,0.62,9916.07,,,,
3497,1351,395,1383424,0.072352,0.115234375,5400,0.029087767470628023,-0.010789776220917702,0.9303280115127563,-1.224436640739441,0.0016582927,-0.005034400965087116,0.00018088,0.61,9839.92,,,,
3498,1352,395,1384448,0.07233152000000001,0.13330078125,5404,0.0584932304918766,-0.003194674849510193,0.8150889873504639,-1.2203621789813042,0.0017686203,-0.004395942785777152,0.0001808288,0.61,9839.92,,,,
3499,1353,395,1385472,0.07231104,0.2138671875,5408,0.026141478796489537,-0.012715963646769524,0.9017093777656555,-1.2283517345786095,0.0029789847,-0.006548590841703117,0.00018077759999999998,0.61,9839.92,,,,
3500,1354,396,1386496,0.07229056,0.1962890625,5412,0.05811562272720039,-0.005290253087878227,0.8147090673446655,-1.2551414147019386,0.0020497583,-0.006208521663211286,0.0001807264,0.99,9756.88,,,,
3501,1355,396,1387520,0.07227008,0.127685546875,5416,0.0317338528111577,-0.018101472407579422,0.9013935923576355,-1.2585134208202362,0.0026346734,-0.0066137578105553985,0.00018067519999999997,0.99,9756.88,,,,
3502,1356,396,1388544,0.07224960000000001,0.13671875,5420,0.07913946267217398,0.012311194092035294,0.7137944102287292,-1.2326805293560028,0.0022570495,-0.0036774057371076196,0.000180624,0.99,9756.88,,,,
3503,1357,396,1389568,0.07222912000000001,0.202392578125,5424,0.05969667783938348,0.0036421306431293488,0.8048779964447021,-1.2789193764328957,0.0026965425,-0.0053594522178173065,0.00018057280000000002,0.99,9756.88,,,,
3504,1358,396,1390592,0.07220864,0.13330078125,5428,0.056211915565654635,-0.005863480269908905,0.8480186462402344,-1.2468646541237831,0.0022377106,-0.006188158120494336,0.00018052160000000002,0.99,9756.88,,,,
3505,1359,397,1391616,0.07218816,0.17578125,5432,0.04087997868191451,-0.0061083510518074036,0.9128606915473938,-1.262759879231453,0.002525075,-0.005303587124217302,0.0001804704,1.18,9725.29,,,,
3506,1360,397,1392640,0.07216768,0.1708984375,5436,0.02516482479404658,-0.008759008720517159,0.9453330636024475,-1.2483664229512215,0.0021738135,-0.004345283639850095,0.0001804192,1.18,9725.29,,,,
3507,1361,397,1393664,0.07214720000000001,0.17626953125,5440,0.03783436422236264,-0.007338881492614746,0.9239783883094788,-1.213200494647026,0.002860317,-0.005062324198661372,0.000180368,1.18,9725.29,,,,
3508,1362,397,1394688,0.07212672,0.13525390625,5444,0.04218363482505083,-0.005262946709990501,0.9322996735572815,-1.2325368747115135,0.0023343826,-0.005668097524903715,0.0001803168,1.32,9676.22,,,,
3509,1363,397,1395712,0.07210624,0.17626953125,5448,0.05515061318874359,0.005243605002760887,0.9197270274162292,-1.2505628913640976,0.0025754306,-0.006048301118426025,0.0001802656,1.32,9676.22,,,,
3510,1364,397,1396736,0.07208576,0.20703125,5452,0.04622738086618483,-0.008974123746156693,0.90789794921875,-1.2332327291369438,0.0030014715,-0.006046570313628763,0.0001802144,1.21,9642.03,,,,
3511,1365,398,1397760,0.07206528,0.187255859375,5456,0.03157104435376823,-0.009168241173028946,0.9361070394515991,-1.2654292806982994,0.0026582603,-0.0061514173285104334,0.0001801632,1.21,9642.03,,,,
3512,1366,398,1398784,0.0720448,0.147705078125,5460,0.04787621949799359,-0.0009152442216873169,0.915025532245636,-1.2692716643214226,0.0022858554,-0.004844958835747093,0.00018011199999999999,1.37,9590.91,,,,
3513,1367,398,1399808,0.07202432,0.176513671875,5464,0.04279953404329717,-0.002827899530529976,0.9096224904060364,-1.2481630742549896,0.002600012,-0.006392070499714464,0.0001800608,1.49,9547.7,,,,
,,,1400000,0.07200384,0.136962890625,5468,0.06554673099890351,-0.004581877961754799,0.7366524338722229,-1.2447314858436584,0.00210626,-0.007155623927246779,0.0001800096,,,10185.6,5.4,-830.048,10185.6
3556,1368,393,1400832,,,,,,,,,,,1.49,9547.7,,,,
3557,1369,394,1401856,0.07198336000000001,0.17822265625,5472,0.04387513583060354,-0.008432947099208832,0.8431315422058105,-1.2450913935899734,0.0020736193,-0.005894296074984595,0.00017995840000000003,1.49,9547.7,,,,
3558,1370,394,1402880,0.07196287999999999,0.22265625,5476,0.05333113111555576,0.009748855605721474,0.8595846891403198,-1.2243665978312492,0.004034563,-0.003757762664463371,0.0001799072,1.32,9509.71,,,,
3559,1371,394,1403904,0.0719424,0.1826171875,5480,0.02425366861280054,-0.01503780297935009,0.9427846670150757,-1.2324410155415535,0.002272466,-0.005009509448427707,0.00017985600000000002,1.32,9509.71,,,,
3560,1372,394,1404928,0.07192192,0.142578125,5484,0.022553140064701438,-0.0143202506005764,0.9392049312591553,-1.2463458180427551,0.0019951067,-0.005799693171866238,0.0001798048,1.32,9509.71,,,,
3561,1373,394,1405952,0.07190144000000001,0.181884765625,5488,0.031614125589840114,-0.009466581046581268,0.940674901008606,-1.2242421433329582,0.0029489363,-0.006665535096544772,0.0001797536,1.11,9497.64,,,,
3562,1374,394,1406976,0.07188096,0.154052734375,5492,0.028444822994060814,-0.005329621024429798,0.9501699209213257,-1.2345917597413063,0.0018628456,-0.0038754804409109056,0.00017970239999999998,1.11,9497.64,,,,
3563,1375,395,1408000,0.07186048,0.12890625,5496,0.054123811423778534,0.0025528278201818466,0.9145616292953491,-1.2078571394085884,0.002440076,-0.0059272293583489954,0.0001796512,1.11,9497.64,,,,
3564,1376,395,1409024,0.07184,0.16796875,5500,0.021793237479869276,-0.017653536051511765,0.94524747133255,-1.2596395462751389,0.0019104658,-0.00616769099724479,0.00017959999999999997,1.16,9513.17,,,,
3565,1377,395,1410048,0.07181952000000001,0.1337890625,5504,0.013025082531385124,-0.020107191056013107,0.9739781022071838,-1.215486779808998,0.00215745,-0.007017140451353043,0.00017954880000000002,1.16,9513.17,,,,
3566,1378,395,1411072,0.07179904,0.142333984375,5508,0.03481254365760833,-0.00540073961019516,0.9338956475257874,-1.2318900153040886,0.0019490313,-0.005705989431589842,0.0001794976,1.16,9513.17,,,,
3567,1379,395,1412096,0.07177856,0.155029296875,5512,0.029512979090213776,-0.015399976633489132,0.9459938406944275,-1.2767011672258377,0.0020669508,-0.00541349541163072,0.00017944640000000002,1.34,9463.43,,,,
3568,1380,395,1413120,0.07175808,0.171142578125,5516,0.039437685860320926,-0.01083877868950367,0.9214051365852356,-1.2612371519207954,0.0023403447,-0.005626203725114465,0.0001793952,1.41,9400.05,,,,
3569,1381,396,1414144,0.0717376,0.1044921875,5520,0.042591799749061465,-0.009316716343164444,0.8941643238067627,-1.2640171870589256,0.0019248212,-0.006008475727867335,0.000179344,1.41,9400.05,,,,
3570,1382,396,1415168,0.07171712000000001,0.123046875,5524,0.0442919353954494,-0.010969813913106918,0.8810821771621704,-1.295065000653267,0.001993934,-0.00697074452182278,0.0001792928,1.74,9398.06,,,,
3571,1383,396,1416192,0.07169664,0.128173828125,5528,0.03482009738218039,-0.01310000941157341,0.9033971428871155,-1.272246778011322,0.001831949,-0.006339100480545312,0.0001792416,1.74,9398.06,,,,
3572,1384,396,1417216,0.07167616,0.14404296875,5532,0.06713928817771375,0.002866094931960106,0.7784061431884766,-1.2815212234854698,0.0023018098,-0.004468635539524257,0.0001791904,1.74,9398.06,,,,
3573,1385,396,1418240,0.07165568,0.169921875,5536,0.04386965185403824,-0.007204478606581688,0.9036821126937866,-1.2828464806079865,0.0018357709,-0.005750442971475422,0.0001791392,2.01,9349.16,,,,
3575,1386,396,1419264,0.0716352,0.152099609375,5540,0.0629211429040879,-0.0044000037014484406,0.8313186764717102,-1.276628740131855,0.0024348963,-0.0038554845086764544,0.000179088,2.33,9336.74,,,,
3576,1387,397,1420288,0.07161472,0.188720703125,5544,0.027147577609866858,-0.01135835237801075,0.945703387260437,-1.3067054077982903,0.0027616255,-0.007911361521109939,0.00017903679999999999,2.33,9336.74,,,,
3577,1388,397,1421312,0.07159424,0.159423828125,5548,0.05800863611511886,0.0002344232052564621,0.8948572874069214,-1.2345368564128876,0.0023963465,-0.005058132286649197,0.0001789856,2.33,9336.74,,,,
3578,1389,397,1422336,0.07157376,0.17724609375,5552,0.0492742913775146,0.0005805976688861847,0.9027344584465027,-1.3052729964256287,0.0022934603,-0.006337889761198312,0.0001789344,2.33,9336.74,,,,
3579,1390,397,1423360,0.07155328000000001,0.142578125,5556,0.06247375183738768,0.005243977531790733,0.8948483467102051,-1.2564855888485909,0.0024745897,-0.004267698037438095,0.00017888320000000003,2.33,9336.74,,,,
3580,1391,397,1424384,0.0715328,0.194091796875,5560,0.026766324997879565,-0.008712222799658775,0.9577523469924927,-1.2453106418251991,0.0025237212,-0.0045856398064643145,0.000178832,2.33,9336.74,,,,
,,,1425000,0.07151232,0.171142578125,5564,0.021569427917711437,-0.0201297365128994,0.9672238826751709,-1.2744391709566116,0.0016192489,-0.008137602126225829,0.00017878080000000002,,,6967.0,5.2,-459.744,6967.0
3609,1392,394,1425408,,,,,,,,,,,2.33,9336.74,,,,
3610,1393,395,1426432,0.07149184,0.163818359375,5568,0.027906183153390884,-0.012595762498676777,0.9563570022583008,-1.2518118992447853,0.0023442314,-0.005250221060123295,0.0001787296,2.33,9336.74,,,,
