time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/loss,train/entropy_loss,train/value_loss,train/explained_variance,train/n_updates,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_object_ep_length,eval/mean_score_reward,eval/mean_object_reward,eval/mean_score_ep_length
29,29696,340,87,0.0064170025289058685,-1.7251740917563438,0.07953986711800098,0.5190408229827881,112,0.09942656,-0.0006730454915668815,0.00927734375,0.0002485664,0.0012981691,-20.285714285714285,3678.6428571428573,,,,
30,30720,351,87,0.02942994236946106,-1.7454738467931747,0.08614239213056862,0.5255137085914612,116,0.09940608000000001,-0.0006324736750684679,0.0,0.0002485152,0.0005721612,-20.310344827586206,3665.5862068965516,,,,
31,31744,362,87,0.04576406255364418,-1.7605406939983368,0.1388252885080874,0.28434884548187256,120,0.0993856,-0.0013851093826815486,0.056884765625,0.000248464,0.0020054244,-20.322580645161292,3712.0,,,,
32,32768,373,87,0.005372148007154465,-1.7617866396903992,0.058747259667143226,0.6203864216804504,124,0.09936512,-0.0008529444166924804,0.0,0.0002484128,0.0006375132,-20.25,3732.125,,,,
33,33792,384,87,0.007431555539369583,-1.764745220541954,0.06650945427827537,0.5953100919723511,128,0.09934464,-0.0008029941527638584,0.0,0.0002483616,0.0007187156,-20.25,3732.125,,,,
34,34816,395,87,-0.01207742840051651,-1.7493000850081444,0.04035894735716283,0.5823241472244263,132,0.09932416,-0.0020268555963411927,0.025146484375,0.0002483104,0.0014905226,-20.25,3732.125,,,,
35,35840,407,88,0.0086993258446455,-1.7406099736690521,0.04486506339162588,0.54119473695755,136,0.09930368,-0.0011075993825215846,0.092041015625,0.00024825920000000004,0.0023853702,-20.2,3733.9142857142856,,,,
36,36864,418,88,0.007566558197140694,-1.7344236001372337,0.08289938140660524,0.5988333225250244,140,0.09928320000000002,-0.0011091054475400597,0.0029296875,0.00024820800000000003,0.0021561936,-20.216216216216218,3725.4054054054054,,,,
37,37888,428,88,0.01041821762919426,-1.7006534412503242,0.07112187193706632,0.6398419737815857,144,0.09926272000000001,-0.0011884025152539834,0.05615234375,0.00024815680000000003,0.0016372161,-20.210526315789473,3715.9736842105262,,,,
38,38912,439,88,0.020354490727186203,-1.7256730496883392,0.08324638893827796,0.4885461926460266,148,0.09924224000000001,-0.0004329365910962224,0.010498046875,0.0002481056,0.0007922601,-20.23076923076923,3711.358974358974,,,,
39,39936,450,88,0.011826347559690475,-1.6872011050581932,0.07535452884621918,0.5226746797561646,152,0.09922176,-0.0008800144569249824,0.02880859375,0.0002480544,0.00216294,-20.25,3706.775,,,,
40,40960,461,88,0.009724818170070648,-1.6814642623066902,0.06724840309470892,0.6375969648361206,156,0.09920128,4.317719140090048e-05,0.0,0.0002480032,0.0008447561,-20.25,3706.775,,,,
41,41984,472,88,-0.008812770247459412,-1.6730636283755302,0.029346081195399165,0.6965965628623962,160,0.09918080000000001,-0.002900635066907853,0.119384765625,0.000247952,0.0042880466,-20.25,3706.775,,,,
42,43008,483,88,-0.002009366638958454,-1.6919110044836998,0.02030500175897032,0.8673126697540283,164,0.09916032000000001,-0.0019802391179837286,0.10888671875,0.0002479008,0.0034866647,-20.295454545454547,3676.6363636363635,,,,
43,44032,494,89,-0.0013029761612415314,-1.6766969338059425,0.04968875809572637,0.7784695029258728,168,0.09913984,-0.001609175611520186,0.092529296875,0.0002478496,0.0023278506,-20.31111111111111,3676.266666666667,,,,
44,45056,505,89,0.007893212139606476,-1.6526245474815369,0.06717094429768622,0.659476637840271,172,0.09911936,-0.0014600420545320958,0.064697265625,0.0002477984,0.0021350253,-20.340425531914892,3653.851063829787,,,,
45,46080,516,89,0.019902659580111504,-1.619629442691803,0.08171168807893991,0.575016438961029,176,0.09909888,-0.0030280984356068075,0.102294921875,0.0002477472,0.0021573305,-20.354166666666668,3646.3958333333335,,,,
46,47104,527,89,0.010496053844690323,-1.6284398809075356,0.06470395880751312,0.6283094882965088,180,0.09907840000000001,-0.00041371776023879647,0.021728515625,0.000247696,0.001977084,-20.354166666666668,3646.3958333333335,,,,
47,48128,538,89,0.002467462792992592,-1.6265650764107704,0.04463010001927614,0.6441221237182617,184,0.09905792000000001,-0.0005673840933013707,0.010009765625,0.0002476448,0.00069517235,-20.354166666666668,3646.3958333333335,,,,
48,49152,549,89,0.019670715555548668,-1.620834819972515,0.06089102476835251,0.5894817113876343,188,0.09903744,-0.0003687446587719023,0.0,0.0002475936,0.000994009,-20.367346938775512,3639.2448979591836,,,,
,50000,,,0.010468868538737297,-1.6244086623191833,0.05532016768120229,0.7626436948776245,192,0.09901696,-5.657982546836138e-05,0.00048828125,0.0002475424,0.00042815675,,,3056.0,-21.0,-1.1680000000000001,3056.0
49,50176,596,84,,,,,,,,,,,-20.384615384615383,3625.2884615384614,,,,
50,51200,607,84,0.0019109584391117096,-1.66867084056139,0.053679178934544325,0.7742573618888855,196,0.09899648,-0.004182596254395321,0.17724609375,0.0002474912,0.002193073,-20.39622641509434,3619.1509433962265,,,,
51,52224,618,84,0.03875437378883362,-1.6701069101691246,0.08745631761848927,0.6427119970321655,200,0.09897600000000001,-0.0014005184057168663,0.05224609375,0.00024744,0.002176291,-20.381818181818183,3623.490909090909,,,,
52,53248,629,84,0.015124201774597168,-1.6683103442192078,0.07073562615551054,0.7276953458786011,204,0.09895552,-0.0007865640800446272,0.005859375,0.00024738879999999997,0.0015188766,-20.392857142857142,3617.6428571428573,,,,
53,54272,640,84,0.021764157339930534,-1.6930971443653107,0.0809632062446326,0.37925058603286743,208,0.09893504,-0.00017050695896614343,0.01513671875,0.0002473376,0.0016203439,-20.392857142857142,3617.6428571428573,,,,
54,55296,651,84,-0.006273707374930382,-1.6952101439237595,0.03944461955688894,0.6071397662162781,212,0.09891456,-0.0013287788024172187,0.075439453125,0.0002472864,0.0030306038,-20.392857142857142,3617.6428571428573,,,,
55,56320,662,84,0.012571414932608604,-1.6873538717627525,0.0711017046123743,0.5887368321418762,216,0.09889408,-0.0003501100873108953,0.0224609375,0.0002472352,0.0015349688,-20.423728813559322,3598.491525423729,,,,
56,57344,673,85,0.006898969411849976,-1.687277428805828,0.048812777269631624,0.8005757927894592,220,0.0988736,-0.0007745537150185555,0.021240234375,0.000247184,0.00082167255,-20.4,3606.983333333333,,,,
57,58368,684,85,0.013830866664648056,-1.6392344385385513,0.06444101547822356,0.6943986415863037,224,0.09885312000000002,-0.0016632449842290953,0.134521484375,0.0002471328,0.0010352733,-20.403225806451612,3601.7903225806454,,,,
58,59392,695,85,0.02616635151207447,-1.6391518712043762,0.09681184636428952,0.6710114479064941,228,0.09883264000000001,-0.001998005376663059,0.045166015625,0.0002470816,0.0012407934,-20.40625,3598.84375,,,,
59,60416,706,85,0.0037331413477659225,-1.6580056250095367,0.0493394541554153,0.764762282371521,232,0.09881216000000001,-0.000525334500707686,0.0556640625,0.0002470304,0.0022663986,-20.40625,3598.84375,,,,
60,61440,717,85,0.0022068340331315994,-1.6466749161481857,0.057018105406314135,0.591649055480957,236,0.09879168,-0.0006025690527167171,0.0087890625,0.0002469792,0.0013331153,-20.40625,3598.84375,,,,
61,62464,728,85,0.002345031127333641,-1.6894095316529274,0.048864833544939756,0.6531180143356323,240,0.0987712,-0.0011052775371354073,0.030029296875,0.000246928,0.00067167176,-20.40625,3598.84375,,,,
62,63488,739,85,0.0012200670316815376,-1.6940829381346703,0.03573211492039263,0.7230627536773682,244,0.09875072000000001,-0.0019756348920054734,0.05712890625,0.0002468768,0.0025607466,-20.402985074626866,3593.492537313433,,,,
63,64512,750,85,0.006320619955658913,-1.6986845061182976,0.04318533488549292,0.8177553415298462,248,0.09873024000000001,-0.0012575392320286483,0.01416015625,0.00024682560000000004,0.001293298,-20.405797101449274,3592.623188405797,,,,
64,65536,761,86,0.004667781293392181,-1.6697134003043175,0.06097344774752855,0.6826735734939575,252,0.09870976000000001,-0.004042169064632617,0.107666015625,0.00024677440000000003,0.0028757283,-20.414285714285715,3590.042857142857,,,,
65,66560,772,86,0.014892816543579102,-1.69607874751091,0.07455108943395317,0.6357470750808716,256,0.09868928,-0.0011716200096998364,0.0595703125,0.00024672320000000003,0.0017380029,-20.430555555555557,3586.7638888888887,,,,
66,67584,783,86,0.016405805945396423,-1.6629479080438614,0.08491134317591786,0.5490028858184814,260,0.0986688,-0.002505303651560098,0.1513671875,0.000246672,0.0057208217,-20.430555555555557,3586.7638888888887,,,,
67,68608,794,86,0.005028681829571724,-1.6771183907985687,0.05554539733566344,0.5112809538841248,264,0.09864832000000001,-0.0016698609397280961,0.0859375,0.0002466208,0.0021733877,-20.430555555555557,3586.7638888888887,,,,
68,69632,804,86,-2.22623348236084e-05,-1.6722315773367882,0.0375734381377697,0.7218674421310425,268,0.09862784000000001,-0.0008990716887637973,0.02783203125,0.0002465696,0.0019565234,-20.438356164383563,3581.027397260274,,,,
69,70656,815,86,0.0021005943417549133,-1.6833315938711166,0.04315190319903195,0.7839882373809814,272,0.09860736,-0.0003237600321881473,0.01953125,0.0002465184,0.0014485905,-20.44,3573.6666666666665,,,,
70,71680,826,86,0.013786139898002148,-1.6728812381625175,0.06193518149666488,0.7844340801239014,276,0.09858688,-0.001648828329052776,0.067626953125,0.0002464672,0.003205127,-20.435897435897434,3580.051282051282,,,,
71,72704,837,86,0.019859127700328827,-1.6928318440914154,0.08233039011247456,0.7137013673782349,280,0.0985664,-0.0013005368818994612,0.084716796875,0.000246416,0.002289497,-20.435897435897434,3580.051282051282,,,,
72,73728,848,86,0.012803841382265091,-1.6655612736940384,0.06887127552181482,0.5672147274017334,284,0.09854592000000001,-0.001464878863771446,0.0927734375,0.0002463648,0.003277033,-20.430379746835442,3584.9493670886077,,,,
73,74752,859,86,-1.5817582607269287e-05,-1.6878740638494492,0.04823522362858057,0.7898964881896973,288,0.09852544,-0.0015078715659910813,0.041015625,0.0002463136,0.0021643867,-20.4375,3590.3125,,,,
,75000,,,0.015366634353995323,-1.6924745067954063,0.05836529587395489,0.7573061585426331,292,0.09850496,0.00022069847909733653,0.00048828125,0.0002462624,0.0007336858,,,3056.0,-21.0,-1.1920000000000002,3056.0
74,75776,906,83,,,,,,,,,,,-20.432098765432098,3588.9753086419755,,,,
75,76800,917,83,0.004388963803648949,-1.6987559869885445,0.05331392982043326,0.7411564588546753,296,0.09848448,-0.0009189637203235179,0.00927734375,0.0002462112,0.0010442801,-20.432098765432098,3588.9753086419755,,,,
76,77824,929,83,0.004577459767460823,-1.7102533131837845,0.029831506544724107,0.8216013312339783,300,0.098464,-0.001005264901323244,0.018798828125,0.00024616,0.0018489122,-20.433734939759034,3588.4698795180725,,,,
77,78848,939,83,-0.0049259234219789505,-1.707525558769703,0.04848562506958842,0.8125650882720947,304,0.09844352,-0.0035042715026065707,0.091796875,0.0002461088,0.0032664645,-20.41860465116279,3587.2906976744184,,,,
78,79872,950,83,0.01624925807118416,-1.7216242104768753,0.06806415063329041,0.6652920246124268,308,0.09842304,-0.0017283002962358296,0.020263671875,0.0002460576,0.0019709594,-20.41860465116279,3587.2906976744184,,,,
79,80896,962,84,0.01238766685128212,-1.698835901916027,0.09324097028002143,0.35367852449417114,312,0.09840256000000001,-0.0022404281044146046,0.0478515625,0.00024600640000000003,0.0023847818,-20.42528735632184,3588.080459770115,,,,
80,81920,973,84,-0.0076323021203279495,-1.6974912956357002,0.036731618689373136,0.8238910436630249,316,0.09838208000000001,-0.002532971207983792,0.13916015625,0.0002459552,0.0034254508,-20.42528735632184,3588.080459770115,,,,
81,82944,985,84,0.02737133949995041,-1.7205410078167915,0.09226875891909003,0.7761050462722778,320,0.09836160000000001,-0.004870913602644578,0.133056640625,0.000245904,0.0041089556,-20.415730337078653,3589.483146067416,,,,
82,83968,997,84,0.003933362662792206,-1.7246011048555374,0.049558226368390024,0.8713041543960571,324,0.09834112,-0.0015840527194086462,0.001708984375,0.0002458528,0.0010396854,-20.42222222222222,3584.3888888888887,,,,
83,84992,1007,84,0.027077805250883102,-1.7375383526086807,0.0737167673651129,0.7123230695724487,328,0.09832064000000001,-4.652654752135277e-06,0.0,0.0002458016,0.00021449797,-20.428571428571427,3579.813186813187,,,,
84,86016,1019,84,0.01278073713183403,-1.738573893904686,0.0633381090592593,0.734611988067627,332,0.09830016000000001,-0.0011825441324617714,0.014404296875,0.0002457504,0.0011997819,-20.404255319148938,3587.074468085106,,,,
85,87040,1030,84,-0.005461027845740318,-1.739369124174118,0.03818861418403685,0.8764505386352539,336,0.09827968000000001,-0.002577407634817064,0.053955078125,0.0002456992,0.0023105333,-20.404255319148938,3587.074468085106,,,,
86,88064,1040,84,0.004988057538866997,-1.7326900884509087,0.044480469077825546,0.5959848165512085,340,0.0982592,-2.6914887712337077e-05,0.0,0.000245648,0.00025730184,-20.4,3584.7894736842104,,,,
87,89088,1051,84,0.0029969140887260437,-1.7344940975308418,0.06398651073686779,0.6624922752380371,344,0.09823872,-0.0015295032499125227,0.00048828125,0.0002455968,0.0007904064,-20.4,3584.7894736842104,,,,
88,90112,1062,84,0.009331002831459045,-1.744140475988388,0.05788550712168217,0.6442328691482544,348,0.09821824000000001,-0.0004179764655418694,0.0,0.0002455456,0.00077815144,-20.412371134020617,3580.814432989691,,,,
89,91136,1074,84,-0.002220211550593376,-1.7524067983031273,0.0700290862005204,0.6816916465759277,352,0.09819776000000001,-0.002369965281104669,0.00732421875,0.0002454944,0.0016594145,-20.408163265306122,3586.673469387755,,,,
90,92160,1085,84,0.0110231414437294,-1.760459192097187,0.06330588576383889,0.5791544318199158,356,0.09817728,-0.0008454425405943766,0.015380859375,0.0002454432,0.0013817304,-20.414141414141415,3587.2929292929293,,,,
91,93184,1096,84,0.00931345671415329,-1.7645348533988,0.06106812180951238,0.7079534530639648,360,0.0981568,-0.0003826200554613024,0.0,0.000245392,0.00039500208,-20.42,3591.42,,,,
92,94208,1107,85,0.029674164950847626,-1.7651534900069237,0.09603396477177739,0.6315114498138428,364,0.09813632,-0.00025885070499498397,0.00048828125,0.0002453408,0.0002387886,-20.42,3591.23,,,,
93,95232,1117,85,0.01037861779332161,-1.7681250423192978,0.07659680885262787,0.5824902653694153,368,0.09811584000000001,-0.001830986249842681,0.033935546875,0.0002452896,0.0011312038,-20.42,3591.23,,,,
94,96256,1128,85,-0.0070904456079006195,-1.7700143456459045,0.04352733609266579,0.8854265809059143,372,0.09809536,-0.0015689125284552574,0.001953125,0.0002452384,0.0008626253,-20.42,3603.33,,,,
95,97280,1139,85,0.0029963403940200806,-1.772669181227684,0.05614117509685457,0.5291894674301147,376,0.09807488,-0.0016891428676899523,0.026123046875,0.0002451872,0.0022163345,-20.42,3608.28,,,,
96,98304,1150,85,0.03501623868942261,-1.7783577665686607,0.09712485084310174,0.6884856224060059,380,0.0980544,-0.0001774936681613326,0.0,0.000245136,0.000659204,-20.42,3608.28,,,,
97,99328,1161,85,0.0011988356709480286,-1.7806589901447296,0.053837691666558385,0.7009694576263428,384,0.09803392,-0.0007887546380516142,0.0009765625,0.0002450848,0.0006324046,-20.46,3597.36,,,,
,100000,,,0.003347715362906456,-1.7760356962680817,0.06446917960420251,0.6758764386177063,388,0.09801344000000001,-0.0016910314734559506,0.000732421875,0.0002450336,0.0009960076,,,3056.0,-21.0,-1.1760000000000002,3056.0
98,100352,1209,82,,,,,,,,,,,-20.47,3582.93,,,,
99,101376,1220,83,0.033469606190919876,-1.772527739405632,0.10521417111158371,0.4920480251312256,392,0.09799296,0.00041887882980518043,0.0,0.0002449824,0.0003831369,-20.47,3582.93,,,,
100,102400,1232,83,0.0026074331253767014,-1.7712676152586937,0.045752181904390454,0.8535836935043335,396,0.09797248,-0.0006793477368773893,0.0,0.0002449312,0.0005290002,-20.44,3601.1,,,,
101,103424,1243,83,0.011031921952962875,-1.7744606882333755,0.06864620698615909,0.7478371858596802,400,0.097952,4.5566761400550604e-05,0.0,0.00024488,0.00022332574,-20.44,3601.1,,,,
102,104448,1254,83,0.01672915741801262,-1.7733470648527145,0.08350267168134451,0.4362298846244812,404,0.09793152000000001,-0.0024486915208399296,0.017333984375,0.0002448288,0.0015734539,-20.42,3607.19,,,,
103,105472,1265,83,0.0011983532458543777,-1.7638585269451141,0.07482684403657913,0.651022732257843,408,0.09791104,-0.0033959475404117256,0.082275390625,0.0002447776,0.0038057435,-20.41,3606.01,,,,
104,106496,1276,83,0.013546502217650414,-1.753080926835537,0.07614703848958015,0.7012801170349121,412,0.09789056000000002,0.0005365102697396651,0.0,0.00024472640000000004,0.0005316515,-20.41,3605.85,,,,
105,107520,1287,83,0.0008983146399259567,-1.7342252731323242,0.05228111706674099,0.7730244398117065,416,0.09787008000000001,-0.003041676463908516,0.095458984375,0.00024467520000000004,0.001962864,-20.41,3605.64,,,,
106,108544,1298,83,0.03504776209592819,-1.7308414727449417,0.10548048047348857,0.31641215085983276,420,0.09784960000000001,-0.001266840597963892,0.01123046875,0.00024462400000000003,0.0016024865,-20.42,3603.09,,,,
107,109568,1310,83,-0.003181561827659607,-1.7061943784356117,0.0579666190315038,0.6966140866279602,424,0.09782912,-0.002240997040644288,0.1416015625,0.00024457280000000003,0.0017773161,-20.42,3607.01,,,,
108,110592,1321,83,0.003774525597691536,-1.6885462179780006,0.054529584711417556,0.6748616695404053,428,0.09780864,-0.001927830744534731,0.0703125,0.00024452160000000003,0.0027587858,-20.42,3607.01,,,,
109,111616,1332,83,-0.009468473494052887,-1.6936747059226036,0.030614317976869643,0.7392988204956055,432,0.09778816000000001,-0.0027583612536545843,0.21630859375,0.0002444704,0.0049288953,-20.41,3605.32,,,,
110,112640,1342,83,0.0013131387531757355,-1.6836162060499191,0.05595469754189253,0.7613546252250671,436,0.09776768000000001,-0.000194642816495616,0.089599609375,0.0002444192,0.0026789587,-20.41,3605.32,,,,
111,113664,1353,83,-0.0077161770313978195,-1.6907248422503471,0.03468279633671045,0.8137690424919128,440,0.0977472,-0.0007507909613195807,0.05126953125,0.000244368,0.0022415328,-20.43,3599.53,,,,
112,114688,1364,84,-5.5480748414993286e-05,-1.691052421927452,0.048489267472177744,0.790564239025116,444,0.09772672,-0.001460130195482634,0.05224609375,0.0002443168,0.0024139683,-20.42,3600.92,,,,
113,115712,1376,84,0.004048386588692665,-1.7075017243623734,0.06824459927156568,0.5793570280075073,448,0.09770624,-0.0006379816913977265,0.004150390625,0.0002442656,0.0017090993,-20.41,3603.84,,,,
114,116736,1386,84,0.013572145253419876,-1.7157355174422264,0.06831691274419427,0.6204618215560913,452,0.09768576000000001,-0.0018024735327344388,0.033447265625,0.0002442144,0.0019973512,-20.41,3603.84,,,,
115,117760,1397,84,0.021154746413230896,-1.728279896080494,0.09149969252757728,0.3295862674713135,456,0.09766528000000001,-0.0011935412767343223,0.024658203125,0.0002441632,0.0016979238,-20.41,3610.53,,,,
116,118784,1408,84,0.008640773594379425,-1.7197497338056564,0.05728288786485791,0.6634283661842346,460,0.0976448,-0.00130674330284819,0.04736328125,0.000244112,0.002957991,-20.42,3605.58,,,,
117,119808,1418,84,0.012144569307565689,-1.7164151072502136,0.060513860546052456,0.5957993865013123,464,0.09762432,-0.0010963492677547038,0.02099609375,0.0002440608,0.0020847453,-20.42,3605.58,,,,
118,120832,1430,84,0.01732487604022026,-1.734808698296547,0.06712586409412324,0.4870120882987976,468,0.09760384,-0.001053536107065156,0.035888671875,0.0002440096,0.0021157833,-20.42,3610.38,,,,
119,121856,1440,84,0.011281119659543037,-1.734751619398594,0.07183888065628707,0.7820261120796204,472,0.09758336000000001,-0.00023978811805136502,0.03564453125,0.00024395839999999998,0.0020802123,-20.42,3610.38,,,,
120,122880,1451,84,0.006292989477515221,-1.7054331228137016,0.04928694665431976,0.7874038219451904,476,0.09756288,-0.0010476568131707609,0.041259765625,0.0002439072,0.001786523,-20.43,3616.96,,,,
121,123904,1463,84,0.009800419211387634,-1.718678392469883,0.04396536364220083,0.8994786143302917,480,0.0975424,-0.0010717671975726262,0.071533203125,0.000243856,0.0016700553,-20.45,3609.4,,,,
122,124928,1473,84,0.012266555801033974,-1.7209161072969437,0.08446816960349679,0.5682633519172668,484,0.09752192,-0.0008786899561528116,0.001953125,0.0002438048,0.0006224539,-20.46,3609.41,,,,
,125000,,,0.013364911079406738,-1.7169202864170074,0.06861212849617004,0.597556471824646,488,0.09750144,-0.000557492981897667,0.0673828125,0.0002437536,0.001864718,,,3056.0,-21.0,-1.1600000000000001,3056.0
123,125952,1521,82,,,,,,,,,,,-20.46,3609.41,,,,
124,126976,1532,82,0.0007715709507465363,-1.721853107213974,0.055678622564300895,0.6803565621376038,492,0.09748096,-0.0012743646220769733,0.021728515625,0.0002437024,0.0016060267,-20.45,3609.42,,,,
125,128000,1543,82,0.005428429692983627,-1.7204177230596542,0.051988705759868026,0.6069475412368774,496,0.09746048000000002,-0.0014199251745594665,0.076904296875,0.00024365120000000002,0.0034596135,-20.45,3609.42,,,,
126,129024,1554,82,-0.0012820493429899216,-1.7201535403728485,0.04431485757231712,0.7296749949455261,500,0.09744000000000001,-0.0022613421169808134,0.072998046875,0.0002436,0.0026512987,-20.46,3612.38,,,,
127,130048,1565,83,0.00721290148794651,-1.715586431324482,0.0788331856019795,0.6762321591377258,504,0.09741952000000001,-0.0017582180735189468,0.068603515625,0.0002435488,0.0023070278,-20.46,3610.06,,,,
128,131072,1576,83,0.0014867465943098068,-1.6927646026015282,0.043798979138955474,0.7668913006782532,508,0.09739904,0.00017059936362784356,0.000732421875,0.0002434976,0.0006932357,-20.46,3612.78,,,,
129,132096,1587,83,-0.0011013858020305634,-1.7093489542603493,0.04395609872881323,0.8062703609466553,512,0.09737856,-0.0030866337547195144,0.0380859375,0.0002434464,0.002498028,-20.43,3628.81,,,,
