time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_score_ep_length,eval/mean_object_reward,eval/mean_score_reward
1573,1610752,3556,452,0.8224278688430786,0.0293145360192284,6288,0.0001695136,-1.498016096651554,0.06780544,0.0014958538,0.0869140625,-0.005806240253150463,-0.01791953295469284,8101.83,17.09,,,,
1574,1611776,3558,452,0.8319427371025085,0.04016732273157686,6292,0.00016946240000000003,-1.4657051041722298,0.06778496,0.0023058278,0.14208984375,-0.006474826310295612,-0.012899080291390419,8101.83,17.09,,,,
1575,1612800,3559,453,0.9017235636711121,0.024053233093582094,6296,0.0001694112,-1.5075108781456947,0.06776448,0.001939249,0.123291015625,-0.006495029840152711,-0.01770855113863945,8101.83,17.09,,,,
1576,1613824,3560,453,0.8208467960357666,0.04178894287906587,6300,0.00016936000000000002,-1.454711988568306,0.06774400000000001,0.0027776458,0.144775390625,-0.005215831741224974,-0.013956218957901001,8101.83,17.09,,,,
1577,1614848,3561,453,0.8945690989494324,0.017636564967688173,6304,0.0001693088,-1.4563468843698502,0.06772352,0.0020239227,0.140625,-0.004976281605195254,-0.017819853499531746,8101.83,17.09,,,,
1578,1615872,3562,453,0.9351792335510254,0.014486648724414408,6308,0.0001692576,-1.480174943804741,0.06770304,0.0021060128,0.1728515625,-0.006939259445061907,-0.020137036219239235,8101.83,17.09,,,,
1579,1616896,3563,453,0.9220970869064331,0.009608739928808063,6312,0.0001692064,-1.455451823771,0.06768256,0.002046678,0.123291015625,-0.005743188434280455,-0.023156017065048218,8135.92,17.06,,,,
1580,1617920,3564,453,0.9365460872650146,0.008326266339281574,6316,0.0001691552,-1.4480084329843521,0.06766208,0.0018667942,0.134765625,-0.007290799112524837,-0.023923108354210854,8158.02,17.02,,,,
1581,1618944,3565,454,0.9385645985603333,0.011362988618202507,6320,0.000169104,-1.4767983704805374,0.06764160000000001,0.0022503925,0.172607421875,-0.007793626544298604,-0.023798398673534393,8154.68,17.03,,,,
1582,1619968,3566,454,0.9352871179580688,0.012594517087563872,6324,0.0001690528,-1.4548311531543732,0.06762112,0.003185514,0.1552734375,-0.007823363586794585,-0.025586292147636414,8154.68,17.03,,,,
1583,1620992,3567,454,0.910302460193634,0.013090034306515008,6328,0.00016900160000000002,-1.4594189748167992,0.06760064,0.0019303798,0.158203125,-0.0062212307821027935,-0.016628576442599297,8135.36,17.04,,,,
1584,1622016,3568,454,0.9300859570503235,0.012166791770141572,6332,0.00016895040000000001,-1.4490364864468575,0.06758016,0.0029512637,0.21923828125,-0.0077704485156573355,-0.019572291523218155,8110.17,17.17,,,,
1585,1623040,3569,454,0.9349451065063477,0.012511022156104445,6336,0.0001688992,-1.4593858048319817,0.06755968,0.0015341393,0.135009765625,-0.006651433504885063,-0.02248387411236763,8110.17,17.17,,,,
1586,1624064,3570,454,0.9413979649543762,0.01114192116074264,6340,0.000168848,-1.4591725170612335,0.06753920000000001,0.0016087777,0.144287109375,-0.005811963346786797,-0.021378695964813232,8115.83,17.22,,,,
,1625000,,,0.9117704629898071,0.012283173331525177,6344,0.0001687968,-1.4700623080134392,0.06751872,0.0022071614,0.11767578125,-0.005512411880772561,-0.022474050521850586,,,9642.4,9642.4,-135.2666666,12.2
1587,1625088,3612,449,,,,,,,,,,,8115.83,17.22,,,,
1588,1626112,3613,450,0.9532876014709473,0.009926282218657434,6348,0.0001687456,-1.4413180127739906,0.06749824,0.0026059402,0.14892578125,-0.00820230133831501,-0.024633284658193588,8115.83,17.22,,,,
1589,1627136,3614,450,0.9214720129966736,0.007080144539941102,6352,0.0001686944,-1.480551265180111,0.06747776,0.0016549199,0.13916015625,-0.006266902491915971,-0.021705888211727142,8115.83,17.22,,,,
1590,1628160,3615,450,0.8316405415534973,0.016530685243196785,6356,0.0001686432,-1.4576897993683815,0.06745728,0.0018426265,0.1171875,-0.00678807235090062,-0.01809593290090561,8115.83,17.22,,,,
1591,1629184,3616,450,0.8807181119918823,0.009684369608294219,6360,0.00016859200000000001,-1.4337015226483345,0.0674368,0.0020200517,0.16552734375,-0.006269945064559579,-0.021515216678380966,8115.83,17.22,,,,
1592,1630208,3617,450,0.9515787363052368,0.00419831789622549,6364,0.00016854079999999998,-1.4932025894522667,0.06741632,0.0016850082,0.1162109375,-0.006220025708898902,-0.02224837802350521,8102.21,17.27,,,,
1593,1631232,3618,450,0.9544286131858826,0.005811302340589464,6368,0.0001684896,-1.4897279664874077,0.06739584000000001,0.002541351,0.119384765625,-0.007181932858657092,-0.027614928781986237,8104.61,17.27,,,,
1594,1632256,3619,450,0.874393880367279,0.027988921385258436,6372,0.0001684384,-1.4312329068779945,0.06737536,0.0020816952,0.202392578125,-0.004047827154863626,-0.015374984592199326,8076.23,17.29,,,,
1595,1633280,3620,451,0.888667106628418,0.02473744167946279,6376,0.00016838720000000003,-1.4684481099247932,0.06735488,0.0022845322,0.1298828125,-0.005204257264267653,-0.013499137945473194,8062.95,17.41,,,,
1596,1634304,3621,451,0.8242992162704468,0.03510918212123215,6380,0.000168336,-1.5067841038107872,0.0673344,0.002423177,0.176513671875,-0.007274671865161508,-0.013313088566064835,8062.95,17.41,,,,
1597,1635328,3622,451,0.9089871644973755,0.01996368105756119,6384,0.00016828480000000002,-1.4510042890906334,0.06731392000000001,0.0019260644,0.163818359375,-0.005125268246047199,-0.017233604565262794,8062.95,17.41,,,,
1598,1636352,3623,451,0.889406144618988,0.017103493970353156,6388,0.0001682336,-1.4921714067459106,0.06729344,0.0010185582,0.078125,-0.005290692090056837,-0.020941315218806267,8062.95,17.41,,,,
1599,1637376,3624,451,0.893897533416748,0.007084956538164988,6392,0.0001681824,-1.4719990864396095,0.06727296,0.0015781766,0.10302734375,-0.004544132447335869,-0.027888823300600052,8065.79,17.4,,,,
1600,1638400,3625,451,0.9235570430755615,0.014278417802415788,6396,0.00016813119999999998,-1.5016940459609032,0.06725247999999999,0.0018397613,0.1162109375,-0.006020466273184866,-0.023618396371603012,8102.25,17.41,,,,
1601,1639424,3626,452,0.9036371111869812,0.015437941008713096,6400,0.00016808,-1.4770093336701393,0.067232,0.0014688107,0.146728515625,-0.007257411809405312,-0.027228254824876785,8102.25,17.41,,,,
1602,1640448,3627,452,0.8747566938400269,0.031816627946682274,6404,0.0001680288,-1.4603090360760689,0.06721152000000001,0.0016955312,0.10498046875,-0.007065578363835812,-0.014414101839065552,8102.25,17.41,,,,
1603,1641472,3628,452,0.8886404633522034,0.015758197056129575,6408,0.0001679776,-1.4657374694943428,0.06719104000000001,0.001817557,0.11767578125,-0.00619744515279308,-0.025610197335481644,8102.25,17.41,,,,
1604,1642496,3629,452,0.9343723654747009,0.00688763806829229,6412,0.00016792640000000002,-1.5057781487703323,0.06717056,0.0019074699,0.14453125,-0.006930815347004682,-0.027380645275115967,8102.25,17.41,,,,
1605,1643520,3630,452,0.9518075585365295,0.004722055367892608,6416,0.00016787520000000002,-1.4986380264163017,0.06715008,0.0016925463,0.1064453125,-0.005535636038985103,-0.024349022656679153,8114.51,17.37,,,,
1606,1644544,3631,452,0.9697266221046448,0.006919302453752607,6420,0.000167824,-1.464412271976471,0.0671296,0.00231959,0.17919921875,-0.008353668730705976,-0.024040959775447845,8114.51,17.37,,,,
1607,1645568,3632,453,0.9288825392723083,0.01587638584896922,6424,0.0001677728,-1.4897321537137032,0.06710912000000001,0.0025083434,0.122802734375,-0.00804113136837259,-0.027056153863668442,8114.51,17.37,,,,
1608,1646592,3633,453,0.9123373031616211,0.0065140102815348655,6428,0.0001677216,-1.4735918566584587,0.06708864,0.0015291232,0.1337890625,-0.006396773911546916,-0.0242559015750885,8085.98,17.38,,,,
1609,1647616,3634,453,0.9675381183624268,0.00940780105884187,6432,0.0001676704,-1.505003497004509,0.06706816,0.0021499766,0.109130859375,-0.006315713049843907,-0.027167245745658875,8104.51,17.36,,,,
1610,1648640,3635,453,0.876179575920105,0.03011424094438553,6436,0.0001676192,-1.5037603750824928,0.06704768,0.0019037505,0.124755859375,-0.004625756904715672,-0.014011912047863007,8104.51,17.36,,,,
1611,1649664,3636,453,0.8099610805511475,0.04243379645049572,6440,0.000167568,-1.4804304763674736,0.0670272,0.0019256242,0.133056640625,-0.006133210496045649,-0.008250538259744644,8104.51,17.36,,,,
,1650000,,,0.8988486528396606,0.028814867604523897,6444,0.0001675168,-1.5197829604148865,0.06700672,0.0017184139,0.1357421875,-0.006032102974131703,-0.01659085974097252,,,7454.8,7454.8,-67.2,19.6
1612,1650688,3668,449,,,,,,,,,,,8104.51,17.36,,,,
1613,1651712,3669,450,0.7906999588012695,0.02065739262616262,6448,0.00016746559999999998,-1.4907611086964607,0.06698624,0.0018365309,0.167724609375,-0.007017875206656754,-0.020517852157354355,8104.51,17.36,,,,
1614,1652736,3670,450,0.9329913258552551,0.006208263017470017,6452,0.00016741440000000003,-1.486928179860115,0.06696576000000001,0.0016502701,0.172607421875,-0.0056490678689442575,-0.02129197120666504,8104.51,17.36,,,,
1615,1653760,3671,450,0.8091022968292236,0.022691468126140535,6456,0.0001673632,-1.5066148489713669,0.06694528,0.0017552341,0.11181640625,-0.00445063627557829,-0.01246990729123354,8105.11,17.39,,,,
1616,1654784,3672,450,0.8989447355270386,0.015547473449259996,6460,0.00016731200000000003,-1.4874727427959442,0.0669248,0.0021795891,0.08935546875,-0.006184236262924969,-0.021902136504650116,8105.29,17.38,,,,
1617,1655808,3673,450,0.9530222415924072,0.012464936240576208,6464,0.0001672608,-1.4766341149806976,0.06690432,0.0025143095,0.174560546875,-0.007618169824127108,-0.02277567982673645,8106.69,17.37,,,,
1618,1656832,3674,450,0.9342988729476929,0.013914986338932067,6468,0.00016720960000000002,-1.4716386944055557,0.06688384000000001,0.0018588147,0.17626953125,-0.006043016328476369,-0.02136201784014702,8106.69,17.37,,,,
1619,1657856,3675,451,0.8845593333244324,0.026850522262975574,6472,0.0001671584,-1.5220524296164513,0.06686336,0.0028164848,0.1923828125,-0.00764679565327242,-0.013095130212605,8106.69,17.37,,,,
1620,1658880,3676,451,0.9128628969192505,0.008442494843620807,6476,0.0001671072,-1.4804426059126854,0.06684288000000001,0.0016991869,0.12451171875,-0.006341244326904416,-0.022049643099308014,8106.69,17.37,,,,
1621,1659904,3677,451,0.8883845210075378,0.01493341929744929,6480,0.00016705599999999998,-1.4738498330116272,0.06682239999999999,0.0012655797,0.1220703125,-0.005790123163023964,-0.01958581805229187,8106.69,17.37,,,,
1622,1660928,3678,451,0.9402726292610168,0.0052980630134698,6484,0.0001670048,-1.4926028549671173,0.06680192,0.0015309141,0.11572265625,-0.0055412884103134274,-0.02285432629287243,8106.69,17.37,,,,
1623,1661952,3679,451,0.9520772695541382,0.004514107946306467,6488,0.00016695359999999997,-1.4807151034474373,0.06678144,0.002146979,0.20947265625,-0.007867736741900444,-0.024707721546292305,8047.04,17.52,,,,
1624,1662976,3680,451,0.8915799260139465,0.02401979878777638,6492,0.0001669024,-1.4500889331102371,0.06676096000000001,0.0020851213,0.124267578125,-0.005802701722132042,-0.017208900302648544,8044.05,17.54,,,,
1625,1664000,3681,451,0.9272384643554688,0.010265143035212532,6496,0.00016685120000000002,-1.4794595763087273,0.06674048,0.0022294605,0.184326171875,-0.006217782094608992,-0.024148400872945786,8044.05,17.54,,,,
1626,1665024,3682,452,0.8238458633422852,0.01905839069513604,6500,0.00016680000000000002,-1.463302120566368,0.06672,0.0020998146,0.174072265625,-0.006673669588053599,-0.020871270447969437,8046.72,17.6,,,,
1627,1666048,3683,452,0.9091981649398804,0.014509357744827867,6504,0.0001667488,-1.4625027775764465,0.06669952,0.0020152084,0.12548828125,-0.007708778546657413,-0.020296087488532066,8046.72,17.6,,,,
1628,1667072,3684,452,0.9265741109848022,0.007638092152774334,6508,0.0001666976,-1.4472542628645897,0.06667904000000001,0.0019963824,0.156982421875,-0.006614322774112225,-0.022444525733590126,8046.72,17.6,,,,
1629,1668096,3685,452,0.8524919748306274,0.015189230383839458,6512,0.0001666464,-1.4574382156133652,0.06665856,0.0017272823,0.149169921875,-0.005335172230843455,-0.015006652101874352,8046.72,17.6,,,,
1630,1669120,3686,452,0.9257043600082397,0.01121800416149199,6516,0.0001665952,-1.5031938403844833,0.06663808,0.0014632482,0.18505859375,-0.00665569951524958,-0.021522175520658493,8011.65,17.65,,,,
1631,1670144,3687,452,0.9380865097045898,0.019461898889858276,6520,0.000166544,-1.4568462297320366,0.0666176,0.0018768944,0.1708984375,-0.007461102650268003,-0.017567869275808334,8011.65,17.65,,,,
1632,1671168,3688,453,0.8806630373001099,0.026429406774695963,6524,0.0001664928,-1.4868459030985832,0.06659712,0.0022225229,0.1474609375,-0.005853492009919137,-0.02283557876944542,8035.75,17.65,,,,
1633,1672192,3689,453,0.9143837690353394,0.023235339554958045,6528,0.0001664416,-1.491313874721527,0.06657664,0.0028994423,0.1767578125,-0.00764576270012185,-0.019895382225513458,8035.75,17.65,,,,
1634,1673216,3690,453,0.8400165438652039,0.04236850584857166,6532,0.00016639039999999998,-1.4740005657076836,0.06655616,0.002087613,0.1259765625,-0.0055424870806746185,-0.005667425692081451,8035.75,17.65,,,,
1635,1674240,3691,453,0.8793186545372009,0.025860261521302164,6536,0.00016633920000000004,-1.4854786396026611,0.06653568000000001,0.0012221583,0.083740234375,-0.004792105406522751,-0.015656299889087677,8035.75,17.65,,,,
,1675000,,,0.8942952752113342,0.013164985924959183,6540,0.000166288,-1.4697843119502068,0.0665152,0.0019038243,0.12548828125,-0.004112142371013761,-0.016027117148041725,,,6888.0,6888.0,-21.04,19.2
1636,1675264,3721,450,,,,,,,,,,,8035.75,17.65,,,,
1637,1676288,3722,450,0.920214831829071,0.011160855181515217,6544,0.00016623680000000003,-1.4506422132253647,0.06649472000000001,0.0013470259,0.14208984375,-0.006368874455802143,-0.020063325762748718,8035.75,17.65,,,,
1638,1677312,3723,450,0.9016339778900146,0.017335341195575893,6548,0.0001661856,-1.468441478908062,0.06647424,0.0025555734,0.1669921875,-0.007404635602142662,-0.025244679301977158,8024.24,17.68,,,,
1639,1678336,3724,450,0.8811010122299194,0.030078548239544034,6552,0.00016613440000000002,-1.4737300500273705,0.06645376000000001,0.0019795275,0.122314453125,-0.008063136483542621,-0.019574277102947235,8024.24,17.68,,,,
1640,1679360,3725,450,0.9083912968635559,0.024812911287881434,6556,0.0001660832,-1.443710908293724,0.06643328,0.0017239599,0.12841796875,-0.006300632550846785,-0.018759559839963913,8024.24,17.68,,,,
1641,1680384,3726,450,0.9409945011138916,0.019017901155166328,6560,0.000166032,-1.4378213733434677,0.06641280000000001,0.0015606552,0.12255859375,-0.006988674227613956,-0.021798720583319664,8024.24,17.68,,,,
1642,1681408,3727,451,0.9614970684051514,0.009203909779898822,6564,0.00016598079999999998,-1.4507677927613258,0.06639231999999999,0.0014934177,0.13134765625,-0.0054440267267636955,-0.02372242510318756,8032.02,17.69,,,,
1643,1682432,3728,451,0.9601045250892639,0.010240198316751048,6568,0.0001659296,-1.443396933376789,0.06637184,0.0023494707,0.155029296875,-0.007131069403840229,-0.028127869591116905,8014.0,17.73,,,,
1644,1683456,3729,451,0.9364916086196899,0.02128944080322981,6572,0.00016587839999999997,-1.4540868178009987,0.06635136,0.0022786716,0.15771484375,-0.006905497022671625,-0.017873438075184822,8014.0,17.73,,,,
1645,1684480,3730,451,0.9634564518928528,0.013460636255331337,6576,0.00016582720000000002,-1.432082086801529,0.06633088000000001,0.0019191226,0.168701171875,-0.008073064091149718,-0.020281551405787468,7960.77,17.82,,,,
1646,1685504,3731,451,0.929025411605835,0.023758179391734302,6580,0.00016577600000000002,-1.4400309547781944,0.0663104,0.0022906393,0.148193359375,-0.007977211440447718,-0.02057550475001335,7924.14,17.88,,,,
1647,1686528,3732,451,0.9271971583366394,0.023602862376719713,6584,0.00016572480000000002,-1.4398192763328552,0.06628992,0.0020975256,0.167724609375,-0.006459088821429759,-0.01872379146516323,7924.14,17.88,,,,
1648,1687552,3733,451,0.9455974102020264,0.01700141781475395,6588,0.0001656736,-1.4246953278779984,0.06626944,0.0023202621,0.13916015625,-0.007659433642402291,-0.02145976945757866,7966.38,17.66,,,,
1649,1688576,3734,452,0.9607319235801697,0.010353887133533135,6592,0.0001656224,-1.448578380048275,0.06624896000000001,0.0024300679,0.14697265625,-0.0072304667555727065,-0.021114910021424294,7966.38,17.66,,,,
1650,1689600,3735,452,0.8492556810379028,0.028830808121711016,6596,0.0001655712,-1.4636364057660103,0.06622848,0.0016634492,0.12939453125,-0.007087938662152737,-0.01444159634411335,7966.38,17.66,,,,
1651,1690624,3736,452,0.8023215532302856,0.01846182905137539,6600,0.00016552,-1.4079559892416,0.066208,0.0013752072,0.149658203125,-0.005834110721480101,-0.01901106722652912,7944.88,17.66,,,,
1652,1691648,3737,452,0.9383992552757263,0.012350212258752435,6604,0.0001654688,-1.421261452138424,0.06618752,0.0019764442,0.13671875,-0.008158537151757628,-0.025159593671560287,7944.88,17.66,,,,
1653,1692672,3738,452,0.7874497771263123,0.03771022765431553,6608,0.0001654176,-1.4526789709925652,0.06616704,0.002522856,0.177734375,-0.004219135502353311,-0.010156512260437012,7944.88,17.66,,,,
1654,1693696,3739,452,0.9009768962860107,0.01926211273530498,6612,0.0001653664,-1.4418012723326683,0.06614656000000001,0.0024477674,0.132080078125,-0.005849130393471569,-0.024063261225819588,7945.52,17.65,,,,
1655,1694720,3740,453,0.8907756805419922,0.01874085725285113,6616,0.00016531519999999999,-1.412287414073944,0.06612608,0.00229652,0.1494140625,-0.0063932079065125436,-0.019028298556804657,7963.14,17.65,,,,
1656,1695744,3741,453,0.9154019951820374,0.025873184553347528,6620,0.000165264,-1.4545036107301712,0.0661056,0.0014259159,0.08740234375,-0.005888702347874641,-0.016308529302477837,7952.98,17.64,,,,
1657,1696768,3742,453,0.8567333817481995,0.036439100513234735,6624,0.0001652128,-1.4499280154705048,0.06608512,0.0018511724,0.13623046875,-0.007624893274623901,-0.014484070241451263,7952.98,17.64,,,,
1658,1697792,3743,453,0.8267592787742615,0.03536209464073181,6628,0.00016516160000000003,-1.4538098946213722,0.06606464000000001,0.0013421099,0.1171875,-0.006027927593095228,-0.00880102626979351,7952.98,17.64,,,,
1659,1698816,3744,453,0.8015419840812683,0.04046996869146824,6632,0.0001651104,-1.4682692661881447,0.06604416,0.002440823,0.1875,-0.005689540063031018,-0.009527452290058136,7952.98,17.64,,,,
1660,1699840,3745,453,0.9178608655929565,0.01685362699208781,6636,0.00016505920000000002,-1.4348408877849579,0.06602368000000002,0.002075478,0.175537109375,-0.005558217351790518,-0.018145708367228508,7952.98,17.64,,,,
,1700000,,,0.9432249069213867,0.012701962143182755,6640,0.000165008,-1.4454210624098778,0.0660032,0.0029026112,0.20947265625,-0.008544918382540345,-0.027453001588582993,,,6406.0,6406.0,-47.4133334,19.6
1661,1700864,3772,450,,,,,,,,,,,7953.71,17.64,,,,
1662,1701888,3773,450,0.9197282791137695,0.015578727994579822,6644,0.0001649568,-1.4463590532541275,0.06598272000000001,0.0019858275,0.1376953125,-0.0058954128180630505,-0.021601637825369835,7953.71,17.64,,,,
1663,1702912,3774,451,0.9377087950706482,0.014130390831269324,6648,0.00016490559999999998,-1.4313577115535736,0.06596223999999999,0.0018654227,0.1123046875,-0.005561673053307459,-0.016135262325406075,7941.71,17.65,,,,
1664,1703936,3776,451,0.9513225555419922,0.009968986094463617,6652,0.0001648544,-1.4594728872179985,0.06594176,0.0019718497,0.160400390625,-0.007066973717883229,-0.025323418900370598,7941.71,17.65,,,,
1665,1704960,3777,451,0.9452031850814819,0.010389399074483663,6656,0.00016480319999999997,-1.4337612241506577,0.06592128,0.0019235332,0.134033203125,-0.006308183365035802,-0.023719672113656998,7941.71,17.65,,,,
1666,1705984,3778,451,0.9247686862945557,0.010088983573950827,6660,0.00016475200000000002,-1.4337554275989532,0.06590080000000001,0.0019674376,0.14208984375,-0.00679731578566134,-0.019857190549373627,7963.3,17.6,,,,
1667,1707008,3779,451,0.9557285904884338,0.007405397831462324,6664,0.0001647008,-1.4239238873124123,0.06588031999999999,0.003100748,0.21533203125,-0.007035054615698755,-0.022491702809929848,7963.3,17.6,,,,
1668,1708032,3780,451,0.9312535524368286,0.011524490837473422,6668,0.00016464960000000002,-1.4405142590403557,0.06585984,0.0022237734,0.174560546875,-0.008043060544878244,-0.021792791783809662,7985.89,17.57,,,,
1669,1709056,3781,451,0.8512364029884338,0.02196437941165641,6672,0.0001645984,-1.4320754781365395,0.06583936,0.002373386,0.169921875,-0.005321349541191012,-0.020339112728834152,7998.35,17.54,,,,
1670,1710080,3782,452,0.9090805053710938,0.02000870421761647,6676,0.0001645472,-1.4233250617980957,0.06581888000000001,0.0020549302,0.143310546875,-0.005919331233599223,-0.016761967912316322,7998.35,17.54,,,,
1671,1711104,3783,452,0.8694418668746948,0.030274187331087887,6680,0.000164496,-1.431758165359497,0.0657984,0.0020261616,0.18994140625,-0.005679312103893608,-0.008776308968663216,7998.35,17.54,,,,
1672,1712128,3784,452,0.8615187406539917,0.01565317204222083,6684,0.0001644448,-1.4521236717700958,0.06577792,0.0016361037,0.168701171875,-0.004720250144600868,-0.019044751301407814,7998.35,17.54,,,,
1673,1713152,3785,452,0.9236589670181274,0.0076187149388715625,6688,0.0001643936,-1.4220367223024368,0.06575744,0.0014386029,0.1376953125,-0.0049001340521499515,-0.02335982397198677,8021.84,17.52,,,,
1674,1714176,3786,452,0.9631491303443909,0.00586460524937138,6692,0.0001643424,-1.4269239753484726,0.06573696,0.0018104129,0.13037109375,-0.007130447484087199,-0.02593902125954628,8021.84,17.52,,,,
1675,1715200,3787,452,0.9159188866615295,0.009607125539332628,6696,0.0001642912,-1.4324468597769737,0.06571648000000001,0.0016827809,0.144775390625,-0.006167931336676702,-0.0195649191737175,8021.84,17.52,,,,
1676,1716224,3788,453,0.9611167907714844,0.004271271114703268,6700,0.00016424,-1.4020617753267288,0.065696,0.0021086708,0.134521484375,-0.007691094884648919,-0.02610170841217041,8045.74,17.48,,,,
1677,1717248,3789,453,0.8815478086471558,0.01722858176799491,6704,0.0001641888,-1.4311023503541946,0.06567552,0.0023124767,0.16357421875,-0.006697723409160972,-0.022457068786025047,8045.74,17.48,,,,
1678,1718272,3790,453,0.8541520833969116,0.022601341479457915,6708,0.0001641376,-1.438056617975235,0.06565504,0.0016044206,0.146240234375,-0.005170226562768221,-0.014121213927865028,8046.26,17.49,,,,
1679,1719296,3791,453,0.908896803855896,0.010792491404572502,6712,0.0001640864,-1.421471707522869,0.06563456,0.0021389835,0.15869140625,-0.007230522227473557,-0.024907739832997322,8046.26,17.49,,,,
1680,1720320,3792,453,0.9370763301849365,0.0108429804968182,6716,0.0001640352,-1.4309812933206558,0.06561408,0.0018653325,0.19189453125,-0.006796740693971515,-0.021880533546209335,8043.65,17.57,,,,
1681,1721344,3793,453,0.8481730222702026,0.02592286968138069,6720,0.00016398400000000002,-1.410321593284607,0.06559360000000002,0.0019600103,0.1181640625,-0.005777259706519544,-0.023886457085609436,8043.99,17.56,,,,
1682,1722368,3794,453,0.8961129188537598,0.019833219121210277,6724,0.0001639328,-1.4266538470983505,0.06557312,0.0014222611,0.124267578125,-0.005388266348745674,-0.016087912023067474,7943.74,17.82,,,,
1683,1723392,3795,454,0.8918945789337158,0.019888909882865846,6728,0.0001638816,-1.423403687775135,0.06555264000000001,0.0019102948,0.14990234375,-0.007256589538883418,-0.020257681608200073,7943.74,17.82,,,,
1684,1724416,3796,454,0.8548669815063477,0.03824032051488757,6732,0.00016383039999999998,-1.4585634395480156,0.06553215999999999,0.0030495245,0.187255859375,-0.007586908992379904,-0.010050002485513687,7943.74,17.82,,,,
,1725000,,,0.9034133553504944,0.024168304749764502,6736,0.0001637792,-1.389070674777031,0.06551168,0.0013349192,0.133544921875,-0.0075596096576191485,-0.018500110134482384,,,7996.4,7996.4,-47.3866668,20.0
1685,1725440,3830,450,,,,,,,,,,,7943.74,17.82,,,,
1686,1726464,3831,450,0.8347944021224976,0.03405475791078061,6740,0.00016372799999999997,-1.4493787214159966,0.0654912,0.0017618841,0.139404296875,-0.006854807783383876,-0.01277674175798893,7943.74,17.82,,,,
1687,1727488,3832,450,0.9018509984016418,0.015101963479537517,6744,0.00016367680000000003,-1.4650652185082436,0.06547072000000001,0.0017924458,0.154052734375,-0.0061946099740453064,-0.021057691425085068,7943.74,17.82,,,,
1688,1728512,3833,450,0.8907718062400818,0.022786496556364,6748,0.0001636256,-1.440923884510994,0.06545023999999999,0.0019074953,0.149169921875,-0.007056702103000134,-0.019297856837511063,7932.2,17.83,,,,
1689,1729536,3834,451,0.9133939146995544,0.01874116319231689,6752,0.00016357440000000002,-1.4347973018884659,0.06542976,0.0019566417,0.126953125,-0.0074048786773346364,-0.022373037412762642,7932.2,17.83,,,,
1690,1730560,3835,451,0.9422639012336731,0.019538409251254052,6756,0.00016352319999999999,-1.4824995547533035,0.06540928,0.0014332542,0.15966796875,-0.00698765879496932,-0.016954727470874786,7932.2,17.83,,,,
1691,1731584,3836,451,0.9323817491531372,0.01371932722395286,6760,0.000163472,-1.450243629515171,0.06538880000000001,0.0017790888,0.167724609375,-0.007614459143951535,-0.024512063711881638,7932.2,17.83,,,,
1692,1732608,3837,451,0.954328179359436,0.010327766911359504,6764,0.0001634208,-1.4470747262239456,0.06536832000000001,0.002582405,0.16552734375,-0.006381379324011505,-0.020647592842578888,7932.2,17.83,,,,
1693,1733632,3838,451,0.8810919523239136,0.028143980191089213,6768,0.0001633696,-1.4830953106284142,0.06534784,0.0026809433,0.171875,-0.005739508545957506,-0.013986101374030113,7932.2,17.83,,,,
1694,1734656,3839,451,0.9431766867637634,0.0127252948586829,6772,0.0001633184,-1.4377702698111534,0.06532736,0.0018706226,0.1474609375,-0.007359615410678089,-0.024267878383398056,7925.55,17.82,,,,
1695,1735680,3840,451,0.9209691882133484,0.01782555051613599,6776,0.0001632672,-1.4529476836323738,0.06530688,0.0015010645,0.115478515625,-0.00611020321957767,-0.01875537820160389,7923.24,17.81,,,,
1696,1736704,3841,452,0.9077291488647461,0.023790343548171222,6780,0.000163216,-1.4928288161754608,0.06528640000000001,0.0015055272,0.16845703125,-0.006589120486751199,-0.016301745548844337,7923.24,17.81,,,,
1697,1737728,3842,452,0.8956820368766785,0.026022083591669798,6784,0.00016316480000000001,-1.479961447417736,0.06526592,0.0017905156,0.14404296875,-0.007356950314715505,-0.015444916673004627,7923.24,17.81,,,,
1698,1738752,3843,452,0.9389922618865967,0.011757295753341168,6788,0.0001631136,-1.458084799349308,0.06524544,0.001416357,0.11181640625,-0.005277422314975411,-0.019394930452108383,7941.42,17.8,,,,
1699,1739776,3844,452,0.90213942527771,0.024377643072512,6792,0.0001630624,-1.4733499437570572,0.06522496,0.0016270604,0.107177734375,-0.00576434814138338,-0.016578149050474167,7961.77,17.8,,,,
1700,1740800,3845,452,0.9746989607810974,0.009924530168063939,6796,0.0001630112,-1.441200204193592,0.06520448,0.0015797105,0.134521484375,-0.008054218895267695,-0.02647292986512184,8038.61,17.6,,,,
1701,1741824,3846,452,0.8962249159812927,0.027607108582742512,6800,0.00016296,-1.5055008456110954,0.065184,0.0011697793,0.10498046875,-0.005548506858758628,-0.015196253545582294,7980.56,17.74,,,,
1702,1742848,3847,452,0.8242862224578857,0.036509162513539195,6804,0.00016290880000000002,-1.4121299013495445,0.06516352000000002,0.00220586,0.1181640625,-0.006449241365771741,-0.011498679406940937,7980.56,17.74,,,,
