time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/n_updates,train/learning_rate,train/clip_range,train/approx_kl,train/value_loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_object_reward,eval/mean_score_reward,eval/mean_score_ep_length
447,1940,1986560,4440,7756,0.0001507232,0.06028928,0.0014093537,0.024237785604782403,0.090576171875,-1.437173068523407,0.9210988879203796,-0.006206131482031196,-0.018782801926136017,8041.39,17.66,,,,
447,1941,1987584,4441,7760,0.000150672,0.060268800000000004,0.0019358671,0.03083616029471159,0.12158203125,-1.4166127815842628,0.8952696323394775,-0.006406651285942644,-0.0168861523270607,8025.97,17.68,,,,
447,1942,1988608,4442,7764,0.0001506208,0.06024832,0.0013744535,0.027514952700585127,0.114013671875,-1.4309615269303322,0.9036375284194946,-0.004852730518905446,-0.013093169778585434,8025.97,17.68,,,,
447,1943,1989632,4443,7768,0.0001505696,0.060227840000000005,0.0018073453,0.023217217181809247,0.173828125,-1.4203007370233536,0.8853903412818909,-0.005322652228642255,-0.022723935544490814,8025.97,17.68,,,,
447,1944,1990656,4444,7772,0.0001505184,0.06020736,0.0027506065,0.03148591867648065,0.22119140625,-1.4274824857711792,0.855270504951477,-0.007504978362703696,-0.018889425322413445,8029.62,17.68,,,,
448,1945,1991680,4445,7776,0.0001504672,0.06018688,0.0017648775,0.015105443948414177,0.166015625,-1.4447074010968208,0.8991084694862366,-0.007049306004773825,-0.023264938965439796,8029.62,17.68,,,,
448,1946,1992704,4446,7780,0.000150416,0.0601664,0.0019411531,0.025467173545621336,0.1279296875,-1.4105067923665047,0.9083858728408813,-0.00639813079033047,-0.017523547634482384,8084.44,17.57,,,,
448,1947,1993728,4447,7784,0.00015036480000000003,0.06014592000000001,0.001527414,0.032473479164764285,0.142822265625,-1.4235222414135933,0.8882046341896057,-0.004389309964608401,-0.011569995433092117,8084.44,17.57,,,,
448,1948,1994752,4448,7788,0.0001503136,0.06012544,0.0012874,0.02201304625486955,0.120361328125,-1.4258951172232628,0.914893627166748,-0.00508584053022787,-0.019118288531899452,8096.12,17.58,,,,
448,1949,1995776,4449,7792,0.00015026240000000002,0.06010496000000001,0.0013692069,0.023665682296268642,0.141357421875,-1.3853242546319962,0.8903523087501526,-0.005558412813115865,-0.017915425822138786,8060.0,17.64,,,,
