time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/approx_kl,train/loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/n_updates,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_object_ep_length,eval/mean_score_reward,eval/mean_score_ep_length,eval/mean_object_reward
4570112,438,10423,4463,4.642259e-05,-0.014853868633508682,0.952720046043396,0.005730251898057759,-0.001026786136208102,0.207763671875,-1.5243812650442123,2.15456e-05,17848,0.00861824,7446.93,19.3,,,,
4571136,438,10424,4464,3.972731e-05,-0.016223745420575142,0.9643915295600891,0.0030449861733359285,-0.0012462679587770253,0.176025390625,-1.5422482714056969,2.14944e-05,17852,0.00859776,7446.93,19.3,,,,
4572160,438,10425,4465,3.761932e-05,-0.011520005762577057,0.9030343890190125,0.012198326352518052,-0.0009551886469125748,0.16748046875,-1.546294890344143,2.1443199999999995e-05,17856,0.008577279999999998,7446.93,19.3,,,,
4573184,438,10426,4466,3.9805193e-05,-0.01585613563656807,0.9719468355178833,0.0025270196638302878,-0.0012192926660645753,0.174560546875,-1.5377212092280388,2.1391999999999994e-05,17860,0.008556799999999998,7446.93,19.3,,,,
4574208,438,10427,4467,3.678049e-05,-0.015409449115395546,0.9746081829071045,0.002793712090351619,-0.001148888492025435,0.14990234375,-1.5311101004481316,2.1340799999999994e-05,17864,0.008536319999999998,7447.6,19.3,,,,
4575000,,,,3.371027e-05,-0.00583023764193058,0.8289341926574707,0.02311276749242097,-0.0009269549627788365,0.149169921875,-1.5581961795687675,2.1289599999999993e-05,17868,0.008515839999999997,,,6945.6,20.8,6945.6,-1177.3519999999999
4575232,437,10456,4468,,,,,,,,,,,7447.6,19.3,,,,
4576256,437,10457,4469,3.3690594e-05,-0.014004048891365528,0.9289718270301819,0.00685690002865158,-0.0009421875001862645,0.13916015625,-1.5329408422112465,2.123839999999999e-05,17872,0.008495359999999997,7439.78,19.37,,,,
4577280,437,10458,4470,3.7881662e-05,-0.016228076070547104,0.9765076637268066,0.0038082636310718954,-0.001145216403529048,0.142333984375,-1.5511024370789528,2.118719999999999e-05,17876,0.008474879999999995,7439.78,19.37,,,,
4578304,437,10459,4471,4.1132793e-05,-0.012847648933529854,0.9259271025657654,0.012986456858925521,-0.0012799616670235991,0.15478515625,-1.5383784919977188,2.113599999999999e-05,17880,0.008454399999999996,7428.92,19.36,,,,
4579328,437,10460,4472,4.1885418e-05,-0.006510123610496521,0.8232777714729309,0.027989102760329843,-0.0010287528857588768,0.161376953125,-1.5265851020812988,2.1084799999999988e-05,17884,0.008433919999999996,7446.03,19.37,,,,
4580352,437,10461,4473,5.367078e-05,-0.009599577635526657,0.8820512294769287,0.015686534927226603,-0.0007957341440487653,0.21240234375,-1.5413041487336159,2.1033600000000015e-05,17888,0.008413440000000006,7450.24,19.34,,,,
4581376,437,10462,4474,3.2989017e-05,-0.010502509772777557,0.9295712113380432,0.013525489426683635,-0.00108614400960505,0.12548828125,-1.528261087834835,2.098240000000001e-05,17892,0.008392960000000005,7450.24,19.34,,,,
4582400,437,10463,4475,3.9711187e-05,-0.011310162022709846,0.9163886904716492,0.013702684489544481,-0.0009332369372714311,0.1884765625,-1.5227029398083687,2.093120000000001e-05,17896,0.008372480000000005,7450.24,19.34,,,,
4583424,437,10464,4476,4.1749212e-05,-0.014123406261205673,0.9530863165855408,0.0067313142062630504,-0.0011190951336175203,0.164306640625,-1.5654296576976776,2.088000000000001e-05,17900,0.008352000000000004,7450.24,19.34,,,,
4584448,438,10465,4477,3.250048e-05,-0.009761038236320019,0.9199594855308533,0.013572314754128456,-0.0009638486371841282,0.170166015625,-1.5355097874999046,2.082880000000001e-05,17904,0.008331520000000004,7450.24,19.34,,,,
4585472,438,10466,4478,3.6704878e-05,-0.01405342947691679,0.9425473213195801,0.006511473708087578,-0.0011066877050325274,0.173095703125,-1.5402004793286324,2.077760000000001e-05,17908,0.008311040000000004,7450.24,19.34,,,,
4586496,438,10467,4479,4.3304113e-05,-0.014201438054442406,0.925970733165741,0.008816641988232732,-0.0009509458323009312,0.15185546875,-1.5602014437317848,2.0726400000000005e-05,17912,0.008290560000000002,7450.24,19.34,,,,
4587520,438,10469,4480,2.7889153e-05,-0.015133318491280079,0.9671778082847595,0.004471355612622574,-0.0009329228778369725,0.1455078125,-1.544223926961422,2.0675200000000005e-05,17916,0.008270080000000003,7450.24,19.34,,,,
4588544,438,10470,4481,5.57843e-05,-0.014017309062182903,0.920964777469635,0.009989933168981224,-0.0009876402909867465,0.15625,-1.5634278059005737,2.0624000000000004e-05,17920,0.008249600000000001,7450.24,19.34,,,,
4589568,438,10471,4482,2.904894e-05,-0.013652279041707516,0.9499342441558838,0.006148453539935872,-0.0008280585461761802,0.11279296875,-1.5540932938456535,2.0572800000000004e-05,17924,0.008229120000000001,7448.99,19.35,,,,
4590592,438,10472,4483,3.7334277e-05,-0.015825504437088966,0.9733573198318481,0.00276614107133355,-0.0009544362546876073,0.14013671875,-1.5308680459856987,2.05216e-05,17928,0.008208640000000001,7440.79,19.35,,,,
4591616,438,10473,4484,3.255793e-05,-0.011203632690012455,0.9233197569847107,0.010288891469826922,-0.0009273813921026886,0.150390625,-1.5565646067261696,2.04704e-05,17932,0.00818816,7440.79,19.35,,,,
4592640,438,10474,4485,4.5008375e-05,-0.01582176238298416,0.9539238810539246,0.004033392280689441,-0.0010917844774667174,0.169677734375,-1.5499514862895012,2.04192e-05,17936,0.00816768,7431.26,19.35,,,,
4593664,438,10475,4486,3.899075e-05,-0.009844412095844746,0.9164168834686279,0.010486320708878338,-0.0009253764146706089,0.134521484375,-1.538031905889511,2.0368e-05,17940,0.008147199999999999,7383.46,19.49,,,,
